Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KMT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KMT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KMT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KMT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KMT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KMT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KMT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KMT_M_R
20115,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
20116,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
20117,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
20118,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Wetland,NULL
20119,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Wetland,Grassland
20120,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Wetland,Wetland
20121,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
20122,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Water,Grassland
20123,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Water,Bareland
20124,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
20125,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,NULL
20126,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Grassland
20127,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Wetland
20128,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
20129,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
20130,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
20131,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
20132,Forest,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
20133,Forest,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Forest
20134,Forest,NULL,NULL,Water,Non_Wetland,NULL,Wetland,Wetland
20135,Forest,NULL,NULL,Water,Non_Wetland,NULL,Water,Bareland
20136,Forest,NULL,NULL,Water,Non_Wetland,NULL,Water,Forest
20137,Forest,NULL,NULL,Water,Non_Wetland,NULL,Forest,Grassland
20138,Forest,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
20139,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
20140,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Wetland
20141,Forest,NULL,NULL,Water,Non_Wetland,Wetland,NULL,Grassland
20142,Forest,NULL,NULL,Water,Non_Wetland,Wetland,NULL,Wetland
20143,Forest,NULL,NULL,Water,Non_Wetland,Wetland,NULL,Forest
20144,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
20145,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
20146,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
20147,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Water,Forest
20148,Forest,NULL,NULL,Water,Non_Wetland,Water,NULL,Wetland
20149,Forest,NULL,NULL,Water,Non_Wetland,Water,NULL,Water
20150,Forest,NULL,NULL,Water,Non_Wetland,Water,Grassland,Water
20151,Forest,NULL,NULL,Water,Non_Wetland,Water,Water,Water
20152,Forest,NULL,NULL,Water,Non_Wetland,Water,Water,Forest
20153,Forest,NULL,NULL,Water,Non_Wetland,Forest,Grassland,Forest
20154,Forest,NULL,NULL,Water,Non_Wetland,Forest,Water,Grassland
20155,Forest,NULL,NULL,Water,Non_Wetland,Forest,Water,Wetland
20156,Forest,NULL,NULL,Water,Non_Wetland,Forest,Forest,Water
20157,Forest,NULL,NULL,Water,Non_Wetland,Forest,Forest,Forest
20158,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
20159,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
20160,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
20161,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
20162,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
20163,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
20164,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
20165,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
20166,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
20167,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
20168,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
20169,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
20170,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
20171,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
20172,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
20173,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
20174,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
20175,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
20176,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
20177,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
20178,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
20179,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
20180,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
20181,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
20182,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
20183,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
20184,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Built-up
20185,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
20186,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
20187,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
20188,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
20189,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
20190,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
20191,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
20192,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
20193,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
20194,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
20195,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
20196,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
20197,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Built-up
20198,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
20199,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
20200,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
20201,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
20202,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Wetland
20203,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
20204,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
20205,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
20206,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
20207,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
20208,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
20209,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
20210,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
20211,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
20212,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
20213,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
20214,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
20215,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
20216,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
20217,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
20218,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
20219,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
20220,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
20221,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
20222,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
20223,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
20224,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
20225,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
20226,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
20227,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Built-up
20228,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
20229,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
20230,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
20231,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
20232,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
20233,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
20234,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
20235,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
20236,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
20237,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
20238,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
20239,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
20240,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
20241,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
20242,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Built-up
20243,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
20244,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
20245,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
20246,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
20247,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
20248,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
20249,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
20250,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
20251,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
20252,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
20253,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
20254,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
20255,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
20256,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
20257,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
20258,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
20259,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
20260,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
20261,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
20262,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
20263,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
20264,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
20265,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
20266,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
20267,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
20268,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
20269,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
20270,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
20271,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
20272,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
20273,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
20274,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
20275,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
20276,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
20277,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
20278,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
20279,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
20280,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
20281,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
20282,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
20283,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
20284,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
20285,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
20286,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
20287,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
20288,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
20289,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
20290,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
20291,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
20292,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
20293,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
20294,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
20295,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
20296,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
20297,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
20298,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
20299,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
20300,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
20301,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
20302,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Bareland
20303,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Built-up
20304,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
20305,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
20306,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
20307,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
20308,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
20309,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Built-up
20310,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
20311,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
20312,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
20313,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
20314,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
20315,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
20316,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
20317,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
20318,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
20319,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
20320,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
20321,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
20322,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
20323,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
20324,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
20325,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Wetland
20326,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
20327,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
20328,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
20329,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
20330,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
20331,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Bareland
20332,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
20333,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
20334,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
20335,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
20336,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
20337,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Built-up
20338,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
20339,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
20340,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
20341,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
20342,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
20343,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
20344,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
20345,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
20346,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
20347,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
20348,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
20349,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
20350,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
20351,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
20352,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
20353,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
20354,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
20355,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
20356,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
20357,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
20358,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
20359,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
20360,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
20361,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
20362,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
20363,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
20364,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
20365,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
20366,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
20367,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
20368,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
20369,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
20370,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
20371,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
20372,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
20373,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
20374,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
20375,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
20376,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
20377,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
20378,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
20379,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
20380,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
20381,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
20382,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
20383,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
20384,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
20385,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
20386,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
20387,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
20388,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
20389,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
20390,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Built-up
20391,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
20392,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
20393,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
20394,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
20395,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
20396,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
20397,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
20398,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
20399,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
20400,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
20401,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
20402,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
20403,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Cropland
20404,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
20405,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
20406,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
20407,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
20408,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
20409,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
20410,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
20411,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
20412,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
20413,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
20414,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
20415,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
20416,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
20417,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
20418,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
20419,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
20420,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
20421,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
20422,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
20423,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
20424,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
20425,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
20426,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
20427,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Bareland
20428,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
20429,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
20430,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
20431,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
20432,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
20433,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Bareland
20434,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Built-up
20435,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Water
20436,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
