Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KLC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KLC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KLC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KLC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KLC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KLC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KLC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KLC_M_R
1004,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1005,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1006,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1007,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1008,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1009,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1010,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1011,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1012,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1013,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
1014,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1015,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
1016,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1017,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1018,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1019,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1020,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
1021,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1022,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
1023,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1024,Bareland,NULL,Water,NULL,Water,NULL,NULL,NULL
1025,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1026,Bareland,NULL,Water,NULL,Water,NULL,NULL,Cropland
1027,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
1028,Bareland,NULL,Water,NULL,Water,NULL,NULL,Water
1029,Bareland,NULL,Water,NULL,Water,NULL,NULL,Forest
1030,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,NULL
1031,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1032,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1033,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Water
1034,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1035,Bareland,NULL,Water,Water,Water,NULL,NULL,NULL
1036,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
1037,Bareland,NULL,Water,Water,Water,NULL,NULL,Cropland
1038,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
1039,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
1040,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1041,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1042,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1043,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1044,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1045,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1046,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1047,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1048,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1049,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1050,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1051,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1052,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1053,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
1054,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1055,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1056,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1057,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1058,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1059,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1060,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1061,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1062,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1063,Bareland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1064,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1065,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1066,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1067,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1068,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1069,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1070,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1071,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1072,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1073,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1074,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1075,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1076,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1077,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1078,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1079,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1080,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1081,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1082,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1083,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1084,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1085,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1086,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1087,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1088,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1089,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1090,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1091,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1092,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1093,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1094,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1095,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1096,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1097,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1098,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1099,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
1100,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
1101,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1102,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
1103,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1104,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
1105,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1106,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
1107,Bareland,Cropland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
1108,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1109,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1110,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1111,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1112,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1113,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1114,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1115,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1116,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1117,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1118,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1119,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1120,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1121,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1122,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1123,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1124,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1125,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1126,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1127,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1128,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1129,Bareland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1130,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
1131,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Bareland
1132,Bareland,Cropland,Water,Water,Water,NULL,NULL,Bareland
1133,Bareland,Cropland,Water,Water,Water,NULL,NULL,Water
1134,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1135,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1136,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1137,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1138,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1139,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1140,Bareland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1141,Bareland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1142,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1143,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1144,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1145,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1146,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1147,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1148,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1149,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1150,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1151,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1152,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
1153,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1154,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1155,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1156,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1157,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1158,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1159,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1160,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1161,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1162,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1163,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1164,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1165,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1166,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1167,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1168,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1169,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1170,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1171,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1172,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1173,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1174,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1175,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1176,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1177,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1178,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1179,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1180,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1181,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,NULL
1182,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1183,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1184,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1185,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1186,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1187,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1188,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1189,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1190,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1191,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1192,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1193,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1194,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Cropland
1195,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1196,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1197,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1198,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1199,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1200,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1201,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1202,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1203,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Cropland
1204,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1205,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1206,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
1207,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
1208,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1209,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1210,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
1211,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
1212,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
1213,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
1214,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
1215,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
1216,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1217,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1218,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1219,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1220,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1221,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1222,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1223,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1224,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1225,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1226,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1227,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1228,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,NULL
1229,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1230,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1231,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1232,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Built-up
1233,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1234,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1235,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1236,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1237,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1238,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1239,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1240,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1241,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1242,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
1243,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1244,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1245,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1246,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1247,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1248,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1249,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1250,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1251,Bareland,Bareland,Water,NULL,Water,NULL,NULL,NULL
1252,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
1253,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Cropland
1254,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1255,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
1256,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Forest
1257,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,NULL
1258,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
1259,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Cropland
1260,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1261,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1262,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
1263,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
1264,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
1265,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
1266,Bareland,Bareland,Water,Water,Water,NULL,NULL,Forest
1267,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1268,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1269,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1270,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1271,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1272,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1273,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1274,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1275,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1276,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1277,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1278,Bareland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1279,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1280,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1281,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1282,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1283,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1284,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1285,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1286,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1287,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1288,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1289,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1290,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1291,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1292,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1293,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
1294,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
1295,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
1296,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1297,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1298,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1299,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1300,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1301,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1302,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1303,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1304,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1305,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1306,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1307,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1308,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1309,Bareland,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Water
1310,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1311,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1312,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1313,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1314,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1315,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1316,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1317,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1318,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1319,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1320,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1321,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1322,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1323,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1324,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1325,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1326,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1327,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1328,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1329,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1330,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1331,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
