Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KMG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KMG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KMG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KMG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KMG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KMG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KMG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KMG_M_R
3913,Permanent_ice_and_snow,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
3914,Permanent_ice_and_snow,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
3915,Permanent_ice_and_snow,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
3916,Permanent_ice_and_snow,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
3917,Permanent_ice_and_snow,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
3918,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
3919,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3920,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
3921,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
3922,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
3923,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,NULL
3924,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Grassland
3925,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Cropland
3926,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Wetland
3927,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Water
3928,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Forest
3929,Permanent_ice_and_snow,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
3930,Permanent_ice_and_snow,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
3931,Permanent_ice_and_snow,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
3932,Permanent_ice_and_snow,NULL,Water,Non_Water,Water,NULL,NULL,Water
3933,Permanent_ice_and_snow,NULL,Water,Non_Water,Water,NULL,NULL,Forest
3934,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Grassland
3935,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Water
3936,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Forest
3937,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3938,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3939,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
3940,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
3941,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
3942,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
3943,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3944,Permanent_ice_and_snow,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
3945,Permanent_ice_and_snow,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
3946,Permanent_ice_and_snow,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
3947,Permanent_ice_and_snow,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
3948,Permanent_ice_and_snow,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
3949,Permanent_ice_and_snow,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
3950,Permanent_ice_and_snow,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
3951,Permanent_ice_and_snow,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
3952,Permanent_ice_and_snow,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
3953,Permanent_ice_and_snow,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
3954,Permanent_ice_and_snow,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
3955,Permanent_ice_and_snow,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
3956,Permanent_ice_and_snow,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
3957,Permanent_ice_and_snow,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3958,Permanent_ice_and_snow,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
3959,Permanent_ice_and_snow,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
3960,Permanent_ice_and_snow,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3961,Permanent_ice_and_snow,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
3962,Permanent_ice_and_snow,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
3963,Permanent_ice_and_snow,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
3964,Permanent_ice_and_snow,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
3965,Permanent_ice_and_snow,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
3966,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
3967,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3968,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
3969,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3970,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
3971,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
3972,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3973,Permanent_ice_and_snow,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3974,Permanent_ice_and_snow,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
3975,Permanent_ice_and_snow,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
3976,Permanent_ice_and_snow,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
3977,Permanent_ice_and_snow,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
3978,Permanent_ice_and_snow,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
3979,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
3980,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3981,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
3982,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
3983,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
3984,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3985,Permanent_ice_and_snow,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3986,Permanent_ice_and_snow,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
3987,Permanent_ice_and_snow,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
3988,Permanent_ice_and_snow,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
3989,Permanent_ice_and_snow,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
3990,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
3991,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3992,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
3993,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
3994,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
3995,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
3996,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
3997,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3998,Permanent_ice_and_snow,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
3999,Permanent_ice_and_snow,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4000,Permanent_ice_and_snow,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
4001,Permanent_ice_and_snow,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
4002,Permanent_ice_and_snow,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
4003,Permanent_ice_and_snow,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
4004,Permanent_ice_and_snow,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
4005,Permanent_ice_and_snow,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
4006,Permanent_ice_and_snow,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
4007,Permanent_ice_and_snow,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
4008,Permanent_ice_and_snow,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
4009,Permanent_ice_and_snow,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
4010,Permanent_ice_and_snow,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
4011,Permanent_ice_and_snow,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
4012,Permanent_ice_and_snow,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
4013,Permanent_ice_and_snow,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
4014,Permanent_ice_and_snow,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
4015,Permanent_ice_and_snow,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
4016,Permanent_ice_and_snow,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
4017,Permanent_ice_and_snow,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
4018,Permanent_ice_and_snow,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
4019,Permanent_ice_and_snow,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
4020,Permanent_ice_and_snow,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
4021,Permanent_ice_and_snow,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4022,Permanent_ice_and_snow,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
4023,Permanent_ice_and_snow,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
4024,Permanent_ice_and_snow,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
4025,Permanent_ice_and_snow,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
4026,Permanent_ice_and_snow,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
4027,Permanent_ice_and_snow,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
4028,Permanent_ice_and_snow,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
4029,Permanent_ice_and_snow,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
4030,Permanent_ice_and_snow,Cropland,Water,NULL,Water,NULL,NULL,NULL
4031,Permanent_ice_and_snow,Cropland,Water,NULL,Water,NULL,NULL,Grassland
4032,Permanent_ice_and_snow,Cropland,Water,NULL,Water,NULL,NULL,Cropland
4033,Permanent_ice_and_snow,Cropland,Water,NULL,Water,NULL,NULL,Bareland
4034,Permanent_ice_and_snow,Cropland,Water,NULL,Water,NULL,NULL,Forest
4035,Permanent_ice_and_snow,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
4036,Permanent_ice_and_snow,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
4037,Permanent_ice_and_snow,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
4038,Permanent_ice_and_snow,Cropland,Water,Water,Water,NULL,NULL,Cropland
4039,Permanent_ice_and_snow,Cropland,Water,Water,Water,NULL,NULL,Water
4040,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
4041,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4042,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
4043,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
4044,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4045,Permanent_ice_and_snow,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
4046,Permanent_ice_and_snow,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
4047,Permanent_ice_and_snow,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
4048,Permanent_ice_and_snow,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
4049,Permanent_ice_and_snow,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
4050,Permanent_ice_and_snow,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
4051,Permanent_ice_and_snow,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
4052,Permanent_ice_and_snow,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
4053,Permanent_ice_and_snow,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
4054,Permanent_ice_and_snow,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
4055,Permanent_ice_and_snow,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
4056,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
4057,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,NULL,Cropland
4058,Permanent_ice_and_snow,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
4059,Permanent_ice_and_snow,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
4060,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
4061,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
4062,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
4063,Permanent_ice_and_snow,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
4064,Permanent_ice_and_snow,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
4065,Permanent_ice_and_snow,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4066,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,NULL,NULL,NULL
4067,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
4068,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
4069,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,NULL,NULL,Cropland
4070,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
4071,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
4072,Permanent_ice_and_snow,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
4073,Permanent_ice_and_snow,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
4074,Permanent_ice_and_snow,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
4075,Permanent_ice_and_snow,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
4076,Permanent_ice_and_snow,Bareland,Water,NULL,Water,NULL,NULL,Grassland
4077,Permanent_ice_and_snow,Bareland,Water,NULL,Water,NULL,NULL,Water
4078,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4079,Permanent_ice_and_snow,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
4080,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4081,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4082,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4083,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
4084,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4085,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
4086,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
4087,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4088,Permanent_ice_and_snow,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
4089,Permanent_ice_and_snow,Built-up,Water,NULL,Water,NULL,NULL,Forest
4090,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
4091,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4092,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
4093,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
4094,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Water
4095,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
4096,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
4097,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
4098,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
4099,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
4100,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Water
4101,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Grassland
4102,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Forest
4103,Permanent_ice_and_snow,Water,Water,Non_Water,Water,NULL,NULL,Grassland
4104,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Wetland
4105,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4106,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4107,Permanent_ice_and_snow,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
4108,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
4109,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4110,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
4111,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4112,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
4113,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4114,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
4115,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4116,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
4117,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
4118,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
4119,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4120,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
4121,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4122,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
4123,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
4124,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,NULL,Cropland
4125,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
4126,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
4127,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
4128,Permanent_ice_and_snow,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
4129,Permanent_ice_and_snow,Forest,Wetland,Water,Wetland,NULL,NULL,Water
4130,Permanent_ice_and_snow,Forest,Water,NULL,Water,NULL,NULL,NULL
4131,Permanent_ice_and_snow,Forest,Water,NULL,Water,NULL,NULL,Grassland
4132,Permanent_ice_and_snow,Forest,Water,NULL,Water,NULL,NULL,Forest
4133,Permanent_ice_and_snow,Forest,Water,Non_Water,Water,NULL,NULL,Cropland
4134,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
4135,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4136,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
4137,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
4138,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4139,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
4140,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4141,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
4142,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
4143,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
4144,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
4145,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
4146,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4147,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
4148,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
4149,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
4150,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
4151,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
4152,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
4153,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
4154,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
4155,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
4156,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
4157,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
4158,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
4159,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
4160,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
4161,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
4162,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4163,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
4164,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
4165,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
4166,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
4167,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
4168,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4169,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
4170,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4171,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
4172,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
4173,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
4174,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
4175,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
4176,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
4177,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
4178,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
4179,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
4180,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
4181,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
4182,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
4183,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
4184,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
4185,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
4186,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
4187,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
4188,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
4189,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
4190,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
4191,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
4192,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4193,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
4194,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
4195,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
4196,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
4197,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
4198,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
4199,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
4200,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
4201,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
4202,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
4203,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
4204,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
4205,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
