Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MUU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MUU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MUU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MUU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MUU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MUU_M_R
871,Cropland,Bareland,Bareland,Water,Non_Wetland,Water
872,Cropland,Bareland,Water,Water,Water,Water
873,Cropland,Bareland,Water,Water,Water,Forest
874,Cropland,Bareland,Forest,NULL,Non_Wetland,Grassland
875,Cropland,Bareland,Forest,NULL,Non_Wetland,Forest
876,Cropland,Bareland,Forest,Non_Water,Non_Wetland,Bareland
877,Cropland,Bareland,Forest,Water,Non_Wetland,Water
878,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
879,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
880,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
881,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
882,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
883,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
884,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
885,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
886,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
887,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
888,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
889,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
890,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
891,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
892,Cropland,Built-up,Cropland,Water,Non_Wetland,Water
893,Cropland,Built-up,Wetland,NULL,Wetland,Forest
894,Cropland,Built-up,Wetland,Non_Water,Wetland,Grassland
895,Cropland,Built-up,Wetland,Water,Wetland,Grassland
896,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
897,Cropland,Built-up,Bareland,NULL,Non_Wetland,Forest
898,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
899,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
900,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
901,Cropland,Built-up,Built-up,Water,Non_Wetland,Grassland
902,Cropland,Built-up,Water,NULL,Water,Forest
903,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
904,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
905,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland
906,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up
907,Cropland,Built-up,Forest,NULL,Non_Wetland,Water
908,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
909,Cropland,Built-up,Forest,Non_Water,Non_Wetland,Grassland
910,Cropland,Built-up,Forest,Non_Water,Non_Wetland,Forest
911,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
912,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland
913,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
914,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
915,Cropland,Water,Shrubland,Water,Non_Wetland,Water
916,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
917,Cropland,Water,Grassland,Non_Water,Non_Wetland,Grassland
918,Cropland,Water,Grassland,Non_Water,Non_Wetland,Bareland
919,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
920,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
921,Cropland,Water,Cropland,NULL,Non_Wetland,Water
922,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
923,Cropland,Water,Cropland,Non_Water,Non_Wetland,Grassland
924,Cropland,Water,Cropland,Non_Water,Non_Wetland,Bareland
925,Cropland,Water,Cropland,Non_Water,Non_Wetland,Forest
926,Cropland,Water,Cropland,Water,Non_Wetland,Grassland
927,Cropland,Water,Cropland,Water,Non_Wetland,Bareland
928,Cropland,Water,Cropland,Water,Non_Wetland,Water
929,Cropland,Water,Wetland,NULL,Wetland,Grassland
930,Cropland,Water,Wetland,NULL,Wetland,Bareland
931,Cropland,Water,Wetland,NULL,Wetland,Water
932,Cropland,Water,Wetland,NULL,Wetland,Forest
933,Cropland,Water,Wetland,Non_Water,Wetland,Grassland
934,Cropland,Water,Wetland,Non_Water,Wetland,Water
935,Cropland,Water,Wetland,Non_Water,Wetland,Forest
936,Cropland,Water,Wetland,Water,Wetland,Grassland
937,Cropland,Water,Wetland,Water,Wetland,Water
938,Cropland,Water,Wetland,Water,Wetland,Forest
939,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
940,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
941,Cropland,Water,Bareland,NULL,Non_Wetland,Water
942,Cropland,Water,Bareland,NULL,Non_Wetland,Forest
943,Cropland,Water,Bareland,Non_Water,Non_Wetland,Bareland
944,Cropland,Water,Bareland,Water,Non_Wetland,Bareland
945,Cropland,Water,Bareland,Water,Non_Wetland,Water
946,Cropland,Water,Built-up,NULL,Non_Wetland,Grassland
947,Cropland,Water,Built-up,Non_Water,Non_Wetland,Grassland
948,Cropland,Water,Water,NULL,Water,Grassland
949,Cropland,Water,Water,NULL,Water,Water
950,Cropland,Water,Water,Non_Water,Water,Water
951,Cropland,Water,Water,Non_Water,Water,Forest
952,Cropland,Water,Water,Water,Water,Grassland
953,Cropland,Water,Water,Water,Water,Water
954,Cropland,Water,Water,Water,Water,Forest
955,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
956,Cropland,Water,Forest,NULL,Non_Wetland,Cropland
957,Cropland,Water,Forest,NULL,Non_Wetland,Bareland
958,Cropland,Water,Forest,NULL,Non_Wetland,Water
959,Cropland,Water,Forest,NULL,Non_Wetland,Forest
960,Cropland,Water,Forest,Non_Water,Non_Wetland,Grassland
961,Cropland,Water,Forest,Non_Water,Non_Wetland,Bareland
962,Cropland,Water,Forest,Non_Water,Non_Wetland,Water
963,Cropland,Water,Forest,Non_Water,Non_Wetland,Forest
964,Cropland,Water,Forest,Water,Non_Wetland,Grassland
965,Cropland,Water,Forest,Water,Non_Wetland,Bareland
966,Cropland,Water,Forest,Water,Non_Wetland,Water
967,Cropland,Water,Forest,Water,Non_Wetland,Forest
968,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
969,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
970,Cropland,Forest,Shrubland,NULL,Non_Wetland,Built-up
971,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
972,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
973,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
974,Cropland,Forest,Shrubland,Water,Non_Wetland,Grassland
975,Cropland,Forest,Shrubland,Water,Non_Wetland,Water
976,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
977,Cropland,Forest,Grassland,NULL,Non_Wetland,Built-up
978,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
979,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
980,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Bareland
981,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Forest
982,Cropland,Forest,Grassland,Water,Non_Wetland,Grassland
983,Cropland,Forest,Grassland,Water,Non_Wetland,Water
984,Cropland,Forest,Grassland,Water,Non_Wetland,Forest
985,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
986,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland
987,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
988,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
989,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Bareland
990,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Water
991,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Forest
992,Cropland,Forest,Cropland,Water,Non_Wetland,Grassland
993,Cropland,Forest,Cropland,Water,Non_Wetland,Cropland
994,Cropland,Forest,Cropland,Water,Non_Wetland,Bareland
995,Cropland,Forest,Cropland,Water,Non_Wetland,Water
996,Cropland,Forest,Cropland,Water,Non_Wetland,Forest
997,Cropland,Forest,Wetland,NULL,Wetland,Grassland
998,Cropland,Forest,Wetland,NULL,Wetland,Forest
999,Cropland,Forest,Wetland,Non_Water,Wetland,Grassland
1000,Cropland,Forest,Wetland,Non_Water,Wetland,Water
1001,Cropland,Forest,Wetland,Non_Water,Wetland,Forest
1002,Cropland,Forest,Wetland,Water,Wetland,Grassland
1003,Cropland,Forest,Wetland,Water,Wetland,Cropland
1004,Cropland,Forest,Wetland,Water,Wetland,Wetland
1005,Cropland,Forest,Wetland,Water,Wetland,Water
1006,Cropland,Forest,Wetland,Water,Wetland,Forest
1007,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
1008,Cropland,Forest,Bareland,NULL,Non_Wetland,Bareland
1009,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
1010,Cropland,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1011,Cropland,Forest,Bareland,Non_Water,Non_Wetland,Bareland
1012,Cropland,Forest,Bareland,Non_Water,Non_Wetland,Water
1013,Cropland,Forest,Bareland,Non_Water,Non_Wetland,Forest
1014,Cropland,Forest,Bareland,Water,Non_Wetland,Grassland
1015,Cropland,Forest,Bareland,Water,Non_Wetland,Bareland
1016,Cropland,Forest,Bareland,Water,Non_Wetland,Water
1017,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland
1018,Cropland,Forest,Built-up,NULL,Non_Wetland,Forest
1019,Cropland,Forest,Water,NULL,Water,Water
1020,Cropland,Forest,Water,NULL,Water,Forest
1021,Cropland,Forest,Water,Non_Water,Water,Grassland
1022,Cropland,Forest,Water,Non_Water,Water,Water
1023,Cropland,Forest,Water,Non_Water,Water,Forest
1024,Cropland,Forest,Water,Water,Water,Grassland
1025,Cropland,Forest,Water,Water,Water,Bareland
1026,Cropland,Forest,Water,Water,Water,Water
1027,Cropland,Forest,Water,Water,Water,Forest
1028,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
1029,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
1030,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
1031,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland
1032,Cropland,Forest,Forest,NULL,Non_Wetland,Built-up
1033,Cropland,Forest,Forest,NULL,Non_Wetland,Water
1034,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
1035,Cropland,Forest,Forest,Non_Water,Non_Wetland,Grassland
1036,Cropland,Forest,Forest,Non_Water,Non_Wetland,Water
1037,Cropland,Forest,Forest,Non_Water,Non_Wetland,Forest
1038,Cropland,Forest,Forest,Water,Non_Wetland,Grassland
1039,Cropland,Forest,Forest,Water,Non_Wetland,Cropland
1040,Cropland,Forest,Forest,Water,Non_Wetland,Bareland
1041,Cropland,Forest,Forest,Water,Non_Wetland,Water
1042,Cropland,Forest,Forest,Water,Non_Wetland,Forest
1043,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1044,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1045,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
1046,Wetland,NULL,Shrubland,Water,Non_Wetland,Water
1047,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
1048,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
1049,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
1050,Wetland,NULL,Cropland,NULL,Non_Wetland,Water
1051,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1052,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland
1053,Wetland,NULL,Cropland,Water,Non_Wetland,Water
1054,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland
1055,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
1056,Wetland,NULL,Wetland,Non_Water,Wetland,Water
1057,Wetland,NULL,Wetland,Non_Water,Wetland,Forest
1058,Wetland,NULL,Wetland,Water,Wetland,Grassland
1059,Wetland,NULL,Wetland,Water,Wetland,Wetland
1060,Wetland,NULL,Wetland,Water,Wetland,Bareland
1061,Wetland,NULL,Wetland,Water,Wetland,Water
1062,Wetland,NULL,Bareland,Water,Non_Wetland,Bareland
1063,Wetland,NULL,Bareland,Water,Non_Wetland,Water
1064,Wetland,NULL,Bareland,Water,Non_Wetland,Forest
1065,Wetland,NULL,Water,Non_Water,Water,Grassland
1066,Wetland,NULL,Water,Water,Water,Grassland
1067,Wetland,NULL,Water,Water,Water,Water
1068,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
1069,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
1070,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland
1071,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
1072,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
1073,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
1074,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
1075,Wetland,NULL,Forest,Water,Non_Wetland,Water
1076,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1077,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Forest
1078,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
1079,Wetland,Cropland,Shrubland,Water,Non_Wetland,Wetland
1080,Wetland,Cropland,Water,NULL,Water,Grassland
1081,Wetland,Cropland,Water,Non_Water,Water,Wetland
1082,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
1083,Wetland,Cropland,Forest,NULL,Non_Wetland,Cropland
1084,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
1085,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1086,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Forest
1087,Wetland,Cropland,Forest,Water,Non_Wetland,Grassland
1088,Wetland,Cropland,Forest,Water,Non_Wetland,Cropland
1089,Wetland,Cropland,Forest,Water,Non_Wetland,Forest
1090,Wetland,Wetland,Cropland,Water,Non_Wetland,Grassland
1091,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
1092,Wetland,Wetland,Wetland,NULL,Wetland,Forest
1093,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland
1094,Wetland,Wetland,Wetland,Water,Wetland,Water
1095,Wetland,Wetland,Bareland,Water,Non_Wetland,Grassland
1096,Wetland,Wetland,Bareland,Water,Non_Wetland,Bareland
1097,Wetland,Wetland,Water,Water,Water,Grassland
1098,Wetland,Wetland,Water,Water,Water,Water
1099,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
1100,Wetland,Wetland,Forest,NULL,Non_Wetland,Cropland
1101,Wetland,Wetland,Forest,NULL,Non_Wetland,Water
1102,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
1103,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1104,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland
1105,Wetland,Wetland,Forest,Water,Non_Wetland,Water
1106,Wetland,Bareland,Bareland,Water,Non_Wetland,Bareland
1107,Wetland,Bareland,Bareland,Water,Non_Wetland,Water
1108,Wetland,Bareland,Water,Water,Water,Water
1109,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland
1110,Wetland,Water,Wetland,Non_Water,Wetland,Grassland
1111,Wetland,Water,Wetland,Non_Water,Wetland,Water
1112,Wetland,Water,Wetland,Water,Wetland,Grassland
1113,Wetland,Water,Wetland,Water,Wetland,Water
1114,Wetland,Water,Bareland,Water,Non_Wetland,Grassland
1115,Wetland,Water,Water,Water,Water,Grassland
1116,Wetland,Water,Water,Water,Water,Water
1117,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
1118,Wetland,Water,Forest,NULL,Non_Wetland,Wetland
1119,Wetland,Water,Forest,NULL,Non_Wetland,Water
1120,Wetland,Water,Forest,NULL,Non_Wetland,Forest
1121,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland
1122,Wetland,Water,Forest,Water,Non_Wetland,Grassland
1123,Wetland,Water,Forest,Water,Non_Wetland,Forest
1124,Wetland,Forest,Shrubland,NULL,Non_Wetland,Bareland
1125,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1126,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
1127,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1128,Wetland,Forest,Cropland,Water,Non_Wetland,Grassland
1129,Wetland,Forest,Wetland,Non_Water,Wetland,Grassland
1130,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland
1131,Wetland,Forest,Wetland,Non_Water,Wetland,Forest
1132,Wetland,Forest,Wetland,Water,Wetland,Grassland
1133,Wetland,Forest,Wetland,Water,Wetland,Water
1134,Wetland,Forest,Wetland,Water,Wetland,Forest
1135,Wetland,Forest,Bareland,NULL,Non_Wetland,Bareland
1136,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Bareland
1137,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Forest
1138,Wetland,Forest,Bareland,Water,Non_Wetland,Water
1139,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
1140,Wetland,Forest,Forest,NULL,Non_Wetland,Bareland
1141,Wetland,Forest,Forest,NULL,Non_Wetland,Water
1142,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
1143,Wetland,Forest,Forest,Non_Water,Non_Wetland,Water
1144,Wetland,Forest,Forest,Non_Water,Non_Wetland,Forest
1145,Wetland,Forest,Forest,Water,Non_Wetland,Water
1146,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
1147,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1148,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1149,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
1150,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1151,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water
1152,Bareland,NULL,Shrubland,Water,Non_Wetland,Water
1153,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
1154,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
1155,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
1156,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1157,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Forest
1158,Bareland,NULL,Grassland,Water,Non_Wetland,Water
1159,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
1160,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
1161,Bareland,NULL,Cropland,NULL,Non_Wetland,Water
1162,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
1163,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water
1164,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Forest
1165,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
1166,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
1167,Bareland,NULL,Cropland,Water,Non_Wetland,Water
1168,Bareland,NULL,Cropland,Water,Non_Wetland,Forest
1169,Bareland,NULL,Wetland,NULL,Wetland,Forest
1170,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland
1171,Bareland,NULL,Wetland,Non_Water,Wetland,Water
1172,Bareland,NULL,Wetland,Non_Water,Wetland,Forest
1173,Bareland,NULL,Wetland,Water,Wetland,Grassland
1174,Bareland,NULL,Wetland,Water,Wetland,Bareland
1175,Bareland,NULL,Wetland,Water,Wetland,Water
1176,Bareland,NULL,Wetland,Water,Wetland,Forest
1177,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
1178,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
1179,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
1180,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1181,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1182,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water
1183,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Forest
1184,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
1185,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
1186,Bareland,NULL,Bareland,Water,Non_Wetland,Water
1187,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
1188,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
1189,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest
1190,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1191,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
1192,Bareland,NULL,Built-up,Water,Non_Wetland,Grassland
1193,Bareland,NULL,Water,NULL,Water,Water
1194,Bareland,NULL,Water,Non_Water,Water,Water
1195,Bareland,NULL,Water,Water,Water,Grassland
1196,Bareland,NULL,Water,Water,Water,Wetland
1197,Bareland,NULL,Water,Water,Water,Water
1198,Bareland,NULL,Water,Water,Water,Forest
1199,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
1200,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
1201,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
1202,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
1203,Bareland,NULL,Forest,NULL,Non_Wetland,Water
1204,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
1205,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland
1206,Bareland,NULL,Forest,Non_Water,Non_Wetland,Bareland
1207,Bareland,NULL,Forest,Non_Water,Non_Wetland,Forest
1208,Bareland,NULL,Forest,Water,Non_Wetland,Grassland
1209,Bareland,NULL,Forest,Water,Non_Wetland,Bareland
1210,Bareland,NULL,Forest,Water,Non_Wetland,Water
1211,Bareland,NULL,Forest,Water,Non_Wetland,Forest
1212,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1213,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1214,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
1215,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest
1216,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
1217,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1218,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1219,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
1220,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1221,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Water
1222,Bareland,Cropland,Wetland,NULL,Wetland,Forest
1223,Bareland,Cropland,Wetland,Non_Water,Wetland,Grassland
1224,Bareland,Cropland,Wetland,Non_Water,Wetland,Water
1225,Bareland,Cropland,Wetland,Water,Wetland,Water
1226,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1227,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
1228,Bareland,Cropland,Bareland,NULL,Non_Wetland,Forest
1229,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
1230,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
1231,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Water
1232,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Forest
1233,Bareland,Cropland,Bareland,Water,Non_Wetland,Water
1234,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
1235,Bareland,Cropland,Water,Non_Water,Water,Bareland
1236,Bareland,Cropland,Water,Non_Water,Water,Water
1237,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
1238,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
1239,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland
1240,Bareland,Cropland,Forest,NULL,Non_Wetland,Water
1241,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
1242,Bareland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1243,Bareland,Cropland,Forest,Non_Water,Non_Wetland,Water
1244,Bareland,Cropland,Forest,Non_Water,Non_Wetland,Forest
1245,Bareland,Cropland,Forest,Water,Non_Wetland,Cropland
1246,Bareland,Wetland,Cropland,Water,Non_Wetland,Water
1247,Bareland,Wetland,Wetland,Water,Wetland,Water
1248,Bareland,Wetland,Forest,Water,Non_Wetland,Water
1249,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland
1250,Bareland,Bareland,NULL,Water,Non_Wetland,Water
1251,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1252,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1253,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water
1254,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Forest
1255,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
1256,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
1257,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water
1258,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
1259,Bareland,Bareland,Shrubland,Water,Non_Wetland,Grassland
1260,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
1261,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water
1262,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
1263,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1264,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water
1265,Bareland,Bareland,Grassland,NULL,Non_Wetland,Forest
1266,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
1267,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
1268,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water
1269,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Forest
1270,Bareland,Bareland,Grassland,Water,Non_Wetland,Grassland
1271,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
1272,Bareland,Bareland,Grassland,Water,Non_Wetland,Water
1273,Bareland,Bareland,Grassland,Water,Non_Wetland,Forest
1274,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
1275,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
1276,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water
1277,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest
1278,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
1279,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1280,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water
1281,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Forest
1282,Bareland,Bareland,Cropland,Water,Non_Wetland,Grassland
1283,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
1284,Bareland,Bareland,Cropland,Water,Non_Wetland,Water
1285,Bareland,Bareland,Cropland,Water,Non_Wetland,Forest
1286,Bareland,Bareland,Wetland,NULL,Wetland,Grassland
1287,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
1288,Bareland,Bareland,Wetland,NULL,Wetland,Water
1289,Bareland,Bareland,Wetland,NULL,Wetland,Forest
1290,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland
1291,Bareland,Bareland,Wetland,Non_Water,Wetland,Cropland
1292,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland
1293,Bareland,Bareland,Wetland,Non_Water,Wetland,Water
1294,Bareland,Bareland,Wetland,Non_Water,Wetland,Forest
1295,Bareland,Bareland,Wetland,Water,Wetland,Grassland
1296,Bareland,Bareland,Wetland,Water,Wetland,Bareland
