Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MWT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MWT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MWT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MWT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MWT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MWT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MWT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MWT_M_R
18301,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
18302,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
18303,Water,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
18304,Water,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
18305,Water,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
18306,Water,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
18307,Water,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Water,Built-up
18308,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
18309,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
18310,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
18311,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
18312,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
18313,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
18314,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
18315,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
18316,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
18317,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
18318,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Built-up,Water
18319,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
18320,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Water
18321,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
18322,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Forest,Water,Grassland
18323,Water,Built-up,Shrubland,Water,Non_Wetland,Grassland,NULL,Water
18324,Water,Built-up,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
18325,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
18326,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
18327,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
18328,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
18329,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
18330,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Water
18331,Water,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
18332,Water,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
18333,Water,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
18334,Water,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
18335,Water,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
18336,Water,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
18337,Water,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
18338,Water,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Water,Built-up
18339,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
18340,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
18341,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
18342,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
18343,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Water
18344,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
18345,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
18346,Water,Built-up,Cropland,NULL,Non_Wetland,Water,NULL,NULL
18347,Water,Built-up,Cropland,NULL,Non_Wetland,Water,Shrubland,Wetland
18348,Water,Built-up,Cropland,NULL,Non_Wetland,Water,Built-up,Water
18349,Water,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Cropland
18350,Water,Built-up,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
18351,Water,Built-up,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
18352,Water,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
18353,Water,Built-up,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
18354,Water,Built-up,Cropland,Water,Non_Wetland,Water,NULL,Grassland
18355,Water,Built-up,Wetland,NULL,Wetland,NULL,Water,Wetland
18356,Water,Built-up,Wetland,NULL,Wetland,Shrubland,NULL,Built-up
18357,Water,Built-up,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
18358,Water,Built-up,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
18359,Water,Built-up,Wetland,NULL,Wetland,Shrubland,Water,Wetland
18360,Water,Built-up,Wetland,NULL,Wetland,Shrubland,Water,Forest
18361,Water,Built-up,Wetland,NULL,Wetland,Built-up,NULL,Grassland
18362,Water,Built-up,Wetland,NULL,Wetland,Water,Water,Forest
18363,Water,Built-up,Wetland,Non_Water,Wetland,Shrubland,NULL,Cropland
18364,Water,Built-up,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
18365,Water,Built-up,Wetland,Non_Water,Wetland,Water,NULL,Water
18366,Water,Built-up,Wetland,Non_Water,Wetland,Water,Water,Wetland
18367,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
18368,Water,Built-up,Wetland,Water,Wetland,NULL,Water,Grassland
18369,Water,Built-up,Wetland,Water,Wetland,NULL,Water,Forest
18370,Water,Built-up,Wetland,Water,Wetland,Shrubland,NULL,Built-up
18371,Water,Built-up,Wetland,Water,Wetland,Shrubland,Water,Grassland
18372,Water,Built-up,Wetland,Water,Wetland,Shrubland,Water,Water
18373,Water,Built-up,Wetland,Water,Wetland,Water,Water,Water
18374,Water,Built-up,Wetland,Water,Wetland,Water,Water,Forest
18375,Water,Built-up,Bareland,NULL,Non_Wetland,Water,Water,Bareland
18376,Water,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
18377,Water,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
18378,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
18379,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
18380,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
18381,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
18382,Water,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Bareland
18383,Water,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
18384,Water,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Water,Grassland
18385,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Water
18386,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
18387,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
18388,Water,Built-up,Built-up,NULL,Non_Wetland,Water,NULL,Grassland
18389,Water,Built-up,Built-up,NULL,Non_Wetland,Water,NULL,Bareland
18390,Water,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Grassland
18391,Water,Built-up,Built-up,Water,Non_Wetland,Water,NULL,Grassland
18392,Water,Built-up,Water,NULL,Water,NULL,Built-up,Wetland
18393,Water,Built-up,Water,NULL,Water,NULL,Built-up,Water
18394,Water,Built-up,Water,NULL,Water,NULL,Water,Forest
18395,Water,Built-up,Water,NULL,Water,Shrubland,Water,Grassland
18396,Water,Built-up,Water,NULL,Water,Shrubland,Water,Forest
18397,Water,Built-up,Water,NULL,Water,Water,Water,Forest
18398,Water,Built-up,Water,Non_Water,Water,Shrubland,Water,Water
18399,Water,Built-up,Water,Non_Water,Water,Water,Water,Water
18400,Water,Built-up,Water,Water,Water,Shrubland,Water,Water
18401,Water,Built-up,Water,Water,Water,Shrubland,Water,Forest
18402,Water,Built-up,Water,Water,Water,Water,Built-up,Grassland
18403,Water,Built-up,Water,Water,Water,Water,Water,Water
18404,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
18405,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Water
18406,Water,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
18407,Water,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
18408,Water,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
18409,Water,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Water
18410,Water,Built-up,Forest,Non_Water,Non_Wetland,NULL,Water,Water
18411,Water,Built-up,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Forest
18412,Water,Built-up,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
18413,Water,Built-up,Forest,Water,Non_Wetland,Water,Built-up,Grassland
18414,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
18415,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
18416,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
18417,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
18418,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
18419,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
18420,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
18421,Water,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
18422,Water,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
18423,Water,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Wetland
18424,Water,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Water
18425,Water,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
18426,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
18427,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
18428,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
18429,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
18430,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
18431,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Water
18432,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
18433,Water,Water,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
18434,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,NULL
18435,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Grassland
18436,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Cropland
18437,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Wetland
18438,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Bareland
18439,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
18440,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
18441,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
18442,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
18443,Water,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
18444,Water,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
18445,Water,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
18446,Water,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
18447,Water,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Water
18448,Water,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
18449,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
18450,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
18451,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
18452,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
18453,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
18454,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
18455,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
18456,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
18457,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Bareland
18458,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Water
18459,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
18460,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
18461,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
18462,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
18463,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
18464,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Cropland
18465,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Wetland
18466,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Bareland
18467,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Built-up
18468,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Water
18469,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
18470,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
18471,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Water
18472,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
18473,Water,Water,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
18474,Water,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
18475,Water,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
18476,Water,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Water
18477,Water,Water,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
18478,Water,Water,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
18479,Water,Water,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
18480,Water,Water,NULL,NULL,Non_Wetland,Grassland,Shrubland,Water
18481,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
18482,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
18483,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
18484,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
18485,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,NULL
18486,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
18487,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Cropland
18488,Water,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
18489,Water,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
18490,Water,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Water
18491,Water,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
18492,Water,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
18493,Water,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
18494,Water,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Water
18495,Water,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
18496,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,NULL
18497,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
18498,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
18499,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Built-up
18500,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
18501,Water,Water,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
18502,Water,Water,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
18503,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,NULL
18504,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Grassland
18505,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Wetland
18506,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Water
18507,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
18508,Water,Water,NULL,NULL,Non_Wetland,Water,Shrubland,NULL
18509,Water,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
18510,Water,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Wetland
18511,Water,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Bareland
18512,Water,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Built-up
18513,Water,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Water
18514,Water,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
18515,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
18516,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
18517,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
18518,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
18519,Water,Water,NULL,NULL,Non_Wetland,Water,Built-up,Bareland
18520,Water,Water,NULL,NULL,Non_Wetland,Water,Water,NULL
18521,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
18522,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Cropland
18523,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
18524,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
18525,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Built-up
18526,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
18527,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
18528,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
18529,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
18530,Water,Water,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
18531,Water,Water,NULL,NULL,Non_Wetland,Forest,NULL,Wetland
18532,Water,Water,NULL,NULL,Non_Wetland,Forest,NULL,Water
18533,Water,Water,NULL,NULL,Non_Wetland,Forest,NULL,Forest
18534,Water,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
18535,Water,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
18536,Water,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Wetland
18537,Water,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Water
18538,Water,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
18539,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Grassland
18540,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
18541,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
18542,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
18543,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
18544,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
18545,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
18546,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
18547,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
18548,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
18549,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
18550,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Shrubland,NULL
18551,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
18552,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
18553,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
18554,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Water
18555,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Forest
18556,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Grassland,NULL
18557,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
18558,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Grassland,Water
18559,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Built-up,Grassland
18560,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,NULL
18561,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
18562,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Cropland
18563,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Wetland
18564,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Water
18565,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
18566,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
18567,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Wetland
18568,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,NULL,NULL
18569,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
18570,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
18571,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
18572,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
18573,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
18574,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
18575,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
18576,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
18577,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
18578,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
18579,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
18580,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
18581,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
18582,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,NULL
18583,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Grassland
18584,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Cropland
18585,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Wetland
18586,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Water
18587,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Forest
18588,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Forest,NULL
18589,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
18590,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
18591,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,NULL,Cropland
18592,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
18593,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
18594,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
18595,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,NULL
18596,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
18597,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Cropland
18598,Water,Water,NULL,Non_Water,Non_Wetland,Cropland,Water,Grassland
18599,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
18600,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,NULL
18601,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
18602,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Cropland
18603,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Wetland
18604,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Water
18605,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
18606,Water,Water,NULL,Non_Water,Non_Wetland,Water,Shrubland,NULL
18607,Water,Water,NULL,Non_Water,Non_Wetland,Water,Shrubland,Grassland
18608,Water,Water,NULL,Non_Water,Non_Wetland,Water,Shrubland,Cropland
18609,Water,Water,NULL,Non_Water,Non_Wetland,Water,Shrubland,Wetland
18610,Water,Water,NULL,Non_Water,Non_Wetland,Water,Shrubland,Water
18611,Water,Water,NULL,Non_Water,Non_Wetland,Water,Shrubland,Forest
18612,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,NULL
18613,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
18614,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Cropland
18615,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Wetland
18616,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Water
18617,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
18618,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,NULL
18619,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
18620,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Cropland
18621,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
18622,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
18623,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Built-up
18624,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
18625,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
18626,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
18627,Water,Water,NULL,Non_Water,Non_Wetland,Forest,NULL,Cropland
18628,Water,Water,NULL,Non_Water,Non_Wetland,Forest,NULL,Wetland
18629,Water,Water,NULL,Non_Water,Non_Wetland,Forest,NULL,Water
18630,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Shrubland,NULL
18631,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
18632,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Cropland
18633,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
18634,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
18635,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Water,NULL
18636,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Grassland
18637,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Cropland
18638,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Wetland
18639,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Water
18640,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
18641,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Water
18642,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
18643,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Wetland
18644,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
18645,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
18646,Water,Water,NULL,Water,Non_Wetland,NULL,Shrubland,Grassland
18647,Water,Water,NULL,Water,Non_Wetland,NULL,Shrubland,Wetland
