Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NPP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NPP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NPP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NPP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NPP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NPP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NPP_M_R
762,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,Bareland
763,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,Water
764,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,Bareland
765,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,Bareland
766,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,Water
767,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Grassland
768,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Bareland
769,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Built-up
770,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Water
771,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Forest
772,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
773,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
774,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Water
775,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Forest
776,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,Grassland
777,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,Bareland
778,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,Water
779,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,Forest
780,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,Grassland
781,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,Cropland
782,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,Bareland
783,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,Water
784,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,Forest
785,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
786,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,Bareland
787,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,Forest
788,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,Grassland
789,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,Bareland
790,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,Water
791,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Grassland
792,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Cropland
793,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Bareland
794,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Water
795,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Forest
796,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,Grassland
797,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,Bareland
798,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,Forest
799,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,Bareland
800,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,Water
801,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,Forest
802,Bareland,Bareland,Wetland,NULL,Wetland,NULL,Grassland
803,Bareland,Bareland,Wetland,NULL,Wetland,NULL,Bareland
804,Bareland,Bareland,Wetland,NULL,Wetland,NULL,Water
805,Bareland,Bareland,Wetland,NULL,Wetland,NULL,Forest
806,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,Water
807,Bareland,Bareland,Wetland,Water,Wetland,NULL,Bareland
808,Bareland,Bareland,Wetland,Water,Wetland,NULL,Water
809,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,Grassland
810,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,Bareland
811,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,Built-up
812,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,Bareland
813,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,Bareland
814,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,Water
815,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,Grassland
816,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,Bareland
817,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,Built-up
818,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,Water
819,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,Forest
820,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,Grassland
821,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,Bareland
822,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,Water
823,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,Bareland
824,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,Water
825,Bareland,Bareland,Water,NULL,Water,NULL,Grassland
826,Bareland,Bareland,Water,NULL,Water,NULL,Bareland
827,Bareland,Bareland,Water,NULL,Water,NULL,Water
828,Bareland,Bareland,Water,NULL,Water,NULL,Forest
829,Bareland,Bareland,Water,Non_Water,Water,NULL,Water
830,Bareland,Bareland,Water,Water,Water,NULL,Grassland
831,Bareland,Bareland,Water,Water,Water,NULL,Bareland
832,Bareland,Bareland,Water,Water,Water,NULL,Water
833,Bareland,Bareland,Water,Water,Water,NULL,Forest
834,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,Grassland
835,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,Bareland
836,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,Water
837,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,Forest
838,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,Grassland
839,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,Bareland
840,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,Water
841,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,Grassland
842,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,Bareland
843,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,Water
844,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,Forest
845,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland
846,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland
847,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland
848,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland
849,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up
850,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water
851,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest
852,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
853,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,Bareland
854,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,Forest
855,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland
856,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland
857,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest
858,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,Forest
859,Bareland,Built-up,Grassland,Water,Non_Wetland,NULL,Bareland
860,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland
861,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland
862,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest
863,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,Grassland
864,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,Bareland
865,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,Built-up
866,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,Forest
867,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland
868,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland
869,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up
870,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest
871,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland
872,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,Forest
873,Bareland,Water,NULL,NULL,Non_Wetland,NULL,Grassland
874,Bareland,Water,NULL,Water,Non_Wetland,NULL,Grassland
875,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland
876,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Water
877,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Forest
878,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,Bareland
879,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,Water
880,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,Grassland
881,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,Water
882,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,Forest
883,Bareland,Water,Grassland,Water,Non_Wetland,NULL,Grassland
884,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland
885,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Forest
886,Bareland,Water,Cropland,Water,Non_Wetland,NULL,Forest
887,Bareland,Water,Wetland,NULL,Wetland,NULL,Water
888,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,Grassland
889,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,Bareland
890,Bareland,Water,Built-up,Water,Non_Wetland,NULL,Bareland
891,Bareland,Water,Water,Water,Water,NULL,Water
892,Bareland,Water,Water,Water,Water,NULL,Forest
893,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Grassland
894,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Forest
895,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland
896,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland
897,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
898,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland
899,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
900,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
901,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,Bareland
902,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland
903,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland
904,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
905,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,Bareland
906,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland
907,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland
908,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Water
909,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest
910,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,Bareland
911,Bareland,Forest,Wetland,NULL,Wetland,NULL,Forest
912,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland
913,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,Bareland
914,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,Forest
915,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland
916,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,Forest
917,Bareland,Forest,Water,NULL,Water,NULL,Grassland
918,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
919,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Bareland
920,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Forest
921,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,Bareland
922,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,Water
923,Bareland,Forest,Forest,Water,Non_Wetland,NULL,Bareland
924,Bareland,Forest,Forest,Water,Non_Wetland,NULL,Water
925,Bareland,Forest,Forest,Water,Non_Wetland,NULL,Forest
926,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland
927,Water,NULL,NULL,NULL,Non_Wetland,NULL,Bareland
928,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland
929,Water,NULL,NULL,Water,Non_Wetland,NULL,Water
930,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
931,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland
932,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland
933,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up
934,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water
935,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
936,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
937,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
938,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
939,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest
940,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland
941,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland
942,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland
943,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water
944,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Forest
945,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
946,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland
947,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland
948,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Water
949,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
950,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland
951,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland
952,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest
953,Water,NULL,Grassland,Water,Non_Wetland,NULL,Grassland
954,Water,NULL,Grassland,Water,Non_Wetland,NULL,Wetland
955,Water,NULL,Grassland,Water,Non_Wetland,NULL,Bareland
956,Water,NULL,Grassland,Water,Non_Wetland,NULL,Water
957,Water,NULL,Grassland,Water,Non_Wetland,NULL,Forest
958,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
959,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Cropland
960,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland
961,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland
962,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water
963,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Forest
964,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland
965,Water,NULL,Cropland,Water,Non_Wetland,NULL,Grassland
966,Water,NULL,Wetland,NULL,Wetland,NULL,Grassland
967,Water,NULL,Wetland,NULL,Wetland,NULL,Wetland
968,Water,NULL,Wetland,NULL,Wetland,NULL,Bareland
969,Water,NULL,Wetland,NULL,Wetland,NULL,Water
970,Water,NULL,Wetland,NULL,Wetland,NULL,Forest
971,Water,NULL,Wetland,Non_Water,Wetland,NULL,Grassland
972,Water,NULL,Wetland,Non_Water,Wetland,NULL,Wetland
973,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water
974,Water,NULL,Wetland,Non_Water,Wetland,NULL,Forest
975,Water,NULL,Wetland,Water,Wetland,NULL,Grassland
976,Water,NULL,Wetland,Water,Wetland,NULL,Wetland
977,Water,NULL,Wetland,Water,Wetland,NULL,Bareland
978,Water,NULL,Wetland,Water,Wetland,NULL,Water
979,Water,NULL,Wetland,Water,Wetland,NULL,Forest
980,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland
981,Water,NULL,Bareland,Water,Non_Wetland,NULL,Water
982,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL
983,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland
984,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland
985,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Water
986,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,Water
987,Water,NULL,Built-up,Water,Non_Wetland,NULL,Grassland
988,Water,NULL,Water,NULL,Water,NULL,Grassland
989,Water,NULL,Water,NULL,Water,NULL,Wetland
990,Water,NULL,Water,NULL,Water,NULL,Water
991,Water,NULL,Water,NULL,Water,NULL,Forest
992,Water,NULL,Water,Non_Water,Water,NULL,Grassland
993,Water,NULL,Water,Non_Water,Water,NULL,Wetland
994,Water,NULL,Water,Non_Water,Water,NULL,Water
995,Water,NULL,Water,Non_Water,Water,NULL,Forest
996,Water,NULL,Water,Water,Water,NULL,Grassland
997,Water,NULL,Water,Water,Water,NULL,Wetland
998,Water,NULL,Water,Water,Water,NULL,Water
999,Water,NULL,Water,Water,Water,NULL,Forest
1000,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
1001,Water,NULL,Forest,NULL,Non_Wetland,NULL,Wetland
1002,Water,NULL,Forest,NULL,Non_Wetland,NULL,Bareland
1003,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water
1004,Water,NULL,Forest,NULL,Non_Wetland,NULL,Forest
1005,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland
1006,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland
1007,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Water
1008,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest
1009,Water,NULL,Forest,Water,Non_Wetland,NULL,Grassland
1010,Water,NULL,Forest,Water,Non_Wetland,NULL,Wetland
1011,Water,NULL,Forest,Water,Non_Wetland,NULL,Water
1012,Water,NULL,Forest,Water,Non_Wetland,NULL,Forest
1013,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland
1014,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland
1015,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water
1016,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1017,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland
1018,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland
1019,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland
1020,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest
1021,Water,Cropland,Wetland,NULL,Wetland,NULL,Grassland
1022,Water,Cropland,Wetland,NULL,Wetland,NULL,Forest
1023,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland
1024,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Forest
1025,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland
1026,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland
1027,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest
1028,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
1029,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,Wetland
1030,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland
1031,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland
1032,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,Water
1033,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,Forest
1034,Water,Wetland,Grassland,Water,Non_Wetland,NULL,Wetland
1035,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland
1036,Water,Wetland,Wetland,NULL,Wetland,NULL,Grassland
1037,Water,Wetland,Wetland,NULL,Wetland,NULL,Wetland
1038,Water,Wetland,Wetland,NULL,Wetland,NULL,Water
1039,Water,Wetland,Wetland,NULL,Wetland,NULL,Forest
1040,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland
1041,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland
1042,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Forest
1043,Water,Wetland,Wetland,Water,Wetland,NULL,Grassland
1044,Water,Wetland,Wetland,Water,Wetland,NULL,Wetland
1045,Water,Wetland,Wetland,Water,Wetland,NULL,Water
1046,Water,Wetland,Water,NULL,Water,NULL,Wetland
1047,Water,Wetland,Water,NULL,Water,NULL,Water
1048,Water,Wetland,Water,NULL,Water,NULL,Forest
1049,Water,Wetland,Water,Non_Water,Water,NULL,Grassland
1050,Water,Wetland,Water,Non_Water,Water,NULL,Wetland
1051,Water,Wetland,Water,Non_Water,Water,NULL,Water
1052,Water,Wetland,Water,Non_Water,Water,NULL,Forest
1053,Water,Wetland,Water,Water,Water,NULL,Grassland
1054,Water,Wetland,Water,Water,Water,NULL,Wetland
1055,Water,Wetland,Water,Water,Water,NULL,Forest
1056,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland
1057,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland
1058,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Built-up
1059,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Water
1060,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Forest
1061,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland
1062,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest
1063,Water,Wetland,Forest,Water,Non_Wetland,NULL,Grassland
1064,Water,Wetland,Forest,Water,Non_Wetland,NULL,Wetland
1065,Water,Wetland,Forest,Water,Non_Wetland,NULL,Forest
1066,Water,Bareland,NULL,NULL,Non_Wetland,NULL,Bareland
1067,Water,Bareland,NULL,Water,Non_Wetland,NULL,Grassland
1068,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,Grassland
1069,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,Bareland
1070,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,Water
1071,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,Forest
1072,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1073,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1074,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1075,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,Grassland
1076,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,Bareland
1077,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,Water
1078,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,Forest
1079,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,Grassland
1080,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,Bareland
1081,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,Water
1082,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,Forest
1083,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1084,Water,Bareland,Grassland,Water,Non_Wetland,NULL,Grassland
1085,Water,Bareland,Grassland,Water,Non_Wetland,NULL,Water
1086,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,Grassland
1087,Water,Bareland,Cropland,Water,Non_Wetland,NULL,Water
1088,Water,Bareland,Wetland,Non_Water,Wetland,NULL,Water
1089,Water,Bareland,Wetland,Water,Wetland,NULL,Grassland
1090,Water,Bareland,Wetland,Water,Wetland,NULL,Water
1091,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,Bareland
1092,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,Water
1093,Water,Bareland,Built-up,Non_Water,Non_Wetland,NULL,Bareland
1094,Water,Bareland,Built-up,Non_Water,Non_Wetland,NULL,Water
1095,Water,Bareland,Built-up,Water,Non_Wetland,NULL,Bareland
1096,Water,Bareland,Built-up,Water,Non_Wetland,NULL,Water
1097,Water,Bareland,Water,Water,Water,NULL,Water
1098,Water,Bareland,Forest,NULL,Non_Wetland,NULL,Grassland
1099,Water,Bareland,Forest,NULL,Non_Wetland,NULL,Forest
1100,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,Grassland
1101,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,Water
1102,Water,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland
1103,Water,Built-up,NULL,Water,Non_Wetland,NULL,Bareland
1104,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland
1105,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland
1106,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland
1107,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up
1108,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water
1109,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest
1110,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1111,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,Water
1112,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland
1113,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up
1114,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest
1115,Water,Built-up,Grassland,Water,Non_Wetland,NULL,Water
1116,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland
1117,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest
1118,Water,Built-up,Wetland,NULL,Wetland,NULL,Grassland
1119,Water,Built-up,Wetland,NULL,Wetland,NULL,Forest
1120,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,Water
1121,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland
1122,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up
1123,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest
1124,Water,Built-up,Built-up,Water,Non_Wetland,NULL,Bareland
1125,Water,Built-up,Water,Water,Water,NULL,Grassland
1126,Water,Built-up,Water,Water,Water,NULL,Water
1127,Water,Built-up,Water,Water,Water,NULL,Forest
1128,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland
1129,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland
1130,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up
1131,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Water
1132,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Forest
1133,Water,Built-up,Forest,Non_Water,Non_Wetland,NULL,Forest
1134,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL
1135,Water,Water,NULL,NULL,Non_Wetland,NULL,Water
1136,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest
1137,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water
1138,Water,Water,NULL,Water,Non_Wetland,NULL,Water
1139,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland
1140,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland
1141,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland
1142,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water
1143,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Forest
1144,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1145,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
1146,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1147,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water
1148,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1149,Water,Water,Shrubland,Water,Non_Wetland,NULL,Grassland
1150,Water,Water,Shrubland,Water,Non_Wetland,NULL,Wetland
