Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MWQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MWQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MWQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MWQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MWQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MWQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MWQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MWQ_M_R
3079,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
3080,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
3081,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Water
3082,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Forest
3083,Water,NULL,Wetland,Water,Wetland,Water,Bareland,Water
3084,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
3085,Water,NULL,Wetland,Water,Wetland,Water,Water,Wetland
3086,Water,NULL,Wetland,Water,Wetland,Water,Water,Bareland
3087,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
3088,Water,NULL,Wetland,Water,Wetland,Water,Water,Forest
3089,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
3090,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
3091,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3092,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
3093,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
3094,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3095,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
3096,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3097,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3098,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
3099,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3100,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3101,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3102,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
3103,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
3104,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Wetland
3105,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Water
3106,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,NULL
3107,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
3108,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
3109,Water,NULL,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
3110,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
3111,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Wetland
3112,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Forest
3113,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
3114,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
3115,Water,NULL,Bareland,Non_Water,Non_Wetland,Forest,Grassland,Forest
3116,Water,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
3117,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Forest
3118,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
3119,Water,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Forest
3120,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
3121,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
3122,Water,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
3123,Water,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3124,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3125,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3126,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
3127,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
3128,Water,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
3129,Water,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
3130,Water,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
3131,Water,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Water
3132,Water,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Forest
3133,Water,NULL,Built-up,Water,Non_Wetland,Water,Grassland,Forest
3134,Water,NULL,Built-up,Water,Non_Wetland,Water,Water,Wetland
3135,Water,NULL,Built-up,Water,Non_Wetland,Water,Water,Water
3136,Water,NULL,Water,NULL,Water,Grassland,Water,Grassland
3137,Water,NULL,Water,NULL,Water,Wetland,Water,Grassland
3138,Water,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
3139,Water,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
3140,Water,NULL,Water,NULL,Water,Bareland,Water,Grassland
3141,Water,NULL,Water,NULL,Water,Bareland,Water,Water
3142,Water,NULL,Water,NULL,Water,Bareland,Water,Forest
3143,Water,NULL,Water,NULL,Water,Water,Grassland,Grassland
3144,Water,NULL,Water,NULL,Water,Water,Grassland,Wetland
3145,Water,NULL,Water,NULL,Water,Water,Grassland,Forest
3146,Water,NULL,Water,NULL,Water,Water,Water,Forest
3147,Water,NULL,Water,Non_Water,Water,Water,Water,Forest
3148,Water,NULL,Water,Water,Water,Wetland,Water,Water
3149,Water,NULL,Water,Water,Water,Wetland,Water,Forest
3150,Water,NULL,Water,Water,Water,Bareland,Grassland,Grassland
3151,Water,NULL,Water,Water,Water,Bareland,Bareland,Grassland
3152,Water,NULL,Water,Water,Water,Bareland,Water,Wetland
3153,Water,NULL,Water,Water,Water,Bareland,Water,Water
3154,Water,NULL,Water,Water,Water,Bareland,Water,Forest
3155,Water,NULL,Water,Water,Water,Water,Grassland,Grassland
3156,Water,NULL,Water,Water,Water,Water,Water,Grassland
3157,Water,NULL,Water,Water,Water,Water,Water,Wetland
3158,Water,NULL,Water,Water,Water,Water,Water,Water
3159,Water,NULL,Water,Water,Water,Water,Water,Forest
3160,Water,NULL,Water,Water,Water,Water,Forest,Grassland
3161,Water,NULL,Water,Water,Water,Water,Forest,Forest
3162,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3163,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3164,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3165,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3166,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3167,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
3168,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3169,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3170,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Wetland
3171,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
3172,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3173,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
3174,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
3175,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3176,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3177,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
3178,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Water
3179,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3180,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
3181,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
3182,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
3183,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3184,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3185,Water,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
3186,Water,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Water
3187,Water,NULL,Forest,Water,Non_Wetland,Water,Grassland,Water
3188,Water,NULL,Forest,Water,Non_Wetland,Water,Bareland,Grassland
3189,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3190,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3191,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
3192,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3193,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
3194,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
3195,Water,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
3196,Water,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
3197,Water,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Forest
3198,Water,Cropland,NULL,NULL,Non_Wetland,Water,Forest,Water
3199,Water,Cropland,NULL,NULL,Non_Wetland,Water,Forest,Forest
3200,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3201,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3202,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
3203,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3204,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
3205,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3206,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
3207,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
3208,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3209,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3210,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3211,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3212,Water,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
3213,Water,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
3214,Water,Cropland,Wetland,NULL,Wetland,Bareland,Forest,Grassland
3215,Water,Cropland,Wetland,NULL,Wetland,Bareland,Forest,Forest
3216,Water,Cropland,Wetland,NULL,Wetland,Water,Grassland,Grassland
3217,Water,Cropland,Wetland,NULL,Wetland,Water,Grassland,Forest
3218,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
3219,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3220,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
3221,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
3222,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3223,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3224,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3225,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3226,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3227,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
3228,Water,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3229,Water,Wetland,NULL,NULL,Non_Wetland,NULL,Water,Forest
3230,Water,Wetland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3231,Water,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3232,Water,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3233,Water,Wetland,NULL,NULL,Non_Wetland,Grassland,Water,Forest
3234,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3235,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
3236,Water,Wetland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3237,Water,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
3238,Water,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3239,Water,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Wetland
3240,Water,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
3241,Water,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
3242,Water,Wetland,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
3243,Water,Wetland,NULL,NULL,Non_Wetland,Bareland,Water,Water
3244,Water,Wetland,NULL,NULL,Non_Wetland,Water,NULL,Forest
3245,Water,Wetland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
3246,Water,Wetland,NULL,NULL,Non_Wetland,Water,Grassland,Water
3247,Water,Wetland,NULL,NULL,Non_Wetland,Water,Grassland,Forest
3248,Water,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Water
3249,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Water
3250,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Forest
3251,Water,Wetland,NULL,NULL,Non_Wetland,Water,Forest,Grassland
3252,Water,Wetland,NULL,NULL,Non_Wetland,Water,Forest,Water
3253,Water,Wetland,NULL,NULL,Non_Wetland,Water,Forest,Forest
3254,Water,Wetland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
3255,Water,Wetland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3256,Water,Wetland,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
3257,Water,Wetland,NULL,NULL,Non_Wetland,Forest,Water,Forest
3258,Water,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3259,Water,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3260,Water,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
3261,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Water
3262,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Forest
3263,Water,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
3264,Water,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
3265,Water,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Water
3266,Water,Wetland,NULL,Water,Non_Wetland,Bareland,Water,Water
3267,Water,Wetland,NULL,Water,Non_Wetland,Water,Water,Water
3268,Water,Wetland,NULL,Water,Non_Wetland,Water,Water,Forest
3269,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
3270,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3271,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3272,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3273,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3274,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
3275,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
3276,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3277,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
3278,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
3279,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3280,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3281,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
3282,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3283,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
3284,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3285,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
3286,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
3287,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
3288,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
3289,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
3290,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
3291,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
3292,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
3293,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
3294,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3295,Water,Wetland,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
3296,Water,Wetland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
3297,Water,Wetland,Shrubland,Water,Non_Wetland,Grassland,Water,Water
3298,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
3299,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
3300,Water,Wetland,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
3301,Water,Wetland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
3302,Water,Wetland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
3303,Water,Wetland,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
3304,Water,Wetland,Shrubland,Water,Non_Wetland,Bareland,Water,Water
3305,Water,Wetland,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
3306,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
3307,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
3308,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Water
3309,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,Water,Forest
3310,Water,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3311,Water,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3312,Water,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3313,Water,Wetland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3314,Water,Wetland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3315,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3316,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3317,Water,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3318,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
3319,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
3320,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Forest,Forest
3321,Water,Wetland,Grassland,Water,Non_Wetland,Water,NULL,Grassland
3322,Water,Wetland,Grassland,Water,Non_Wetland,Water,Forest,Grassland
3323,Water,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3324,Water,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Water
3325,Water,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
3326,Water,Wetland,Wetland,NULL,Wetland,NULL,Water,Water
3327,Water,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
3328,Water,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3329,Water,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3330,Water,Wetland,Wetland,NULL,Wetland,Grassland,Water,Water
3331,Water,Wetland,Wetland,NULL,Wetland,Grassland,Water,Forest
3332,Water,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
3333,Water,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
3334,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
3335,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3336,Water,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
3337,Water,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Water
3338,Water,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
3339,Water,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
3340,Water,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
3341,Water,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Water
3342,Water,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
3343,Water,Wetland,Wetland,NULL,Wetland,Bareland,Water,Wetland
3344,Water,Wetland,Wetland,NULL,Wetland,Bareland,Water,Water
3345,Water,Wetland,Wetland,NULL,Wetland,Bareland,Water,Forest
3346,Water,Wetland,Wetland,NULL,Wetland,Bareland,Forest,Water
3347,Water,Wetland,Wetland,NULL,Wetland,Bareland,Forest,Forest
3348,Water,Wetland,Wetland,NULL,Wetland,Water,NULL,Water
3349,Water,Wetland,Wetland,NULL,Wetland,Water,Grassland,Grassland
3350,Water,Wetland,Wetland,NULL,Wetland,Water,Grassland,Forest
3351,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
3352,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
3353,Water,Wetland,Wetland,NULL,Wetland,Water,Bareland,Water
3354,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
3355,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
3356,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Bareland
3357,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Water
3358,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
3359,Water,Wetland,Wetland,NULL,Wetland,Water,Forest,Water
3360,Water,Wetland,Wetland,NULL,Wetland,Forest,Grassland,Forest
3361,Water,Wetland,Wetland,NULL,Wetland,Forest,Water,Water
3362,Water,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
3363,Water,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
3364,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
3365,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
3366,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
3367,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
3368,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
3369,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
3370,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
3371,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Water
3372,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Forest
3373,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
3374,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3375,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
3376,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Bareland
3377,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
3378,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
3379,Water,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
3380,Water,Wetland,Wetland,Water,Wetland,Grassland,Water,Water
3381,Water,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Grassland
3382,Water,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Water
3383,Water,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Forest
3384,Water,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Grassland
3385,Water,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Bareland
3386,Water,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Water
3387,Water,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Forest
3388,Water,Wetland,Wetland,Water,Wetland,Bareland,Water,Grassland
3389,Water,Wetland,Wetland,Water,Wetland,Bareland,Water,Wetland
3390,Water,Wetland,Wetland,Water,Wetland,Bareland,Water,Water
3391,Water,Wetland,Wetland,Water,Wetland,Bareland,Water,Forest
3392,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
3393,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
3394,Water,Wetland,Wetland,Water,Wetland,Water,Bareland,Water
3395,Water,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
3396,Water,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
3397,Water,Wetland,Wetland,Water,Wetland,Water,Water,Bareland
3398,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
3399,Water,Wetland,Wetland,Water,Wetland,Water,Water,Forest
3400,Water,Wetland,Wetland,Water,Wetland,Forest,Wetland,Forest
3401,Water,Wetland,Wetland,Water,Wetland,Forest,Water,Forest
3402,Water,Wetland,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
3403,Water,Wetland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3404,Water,Wetland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
3405,Water,Wetland,Bareland,NULL,Non_Wetland,Bareland,Water,Water
3406,Water,Wetland,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
3407,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
3408,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Water
3409,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
3410,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Grassland
3411,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Water
3412,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Forest
3413,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Forest,Forest
3414,Water,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Water
3415,Water,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
3416,Water,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,Water,Forest
3417,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
3418,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
3419,Water,Wetland,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
3420,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
3421,Water,Wetland,Bareland,Water,Non_Wetland,Bareland,Wetland,Water
3422,Water,Wetland,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
3423,Water,Wetland,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
3424,Water,Wetland,Bareland,Water,Non_Wetland,Bareland,Water,Water
3425,Water,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
3426,Water,Wetland,Bareland,Water,Non_Wetland,Water,Bareland,Water
3427,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Grassland
3428,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Water
3429,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Forest
3430,Water,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
