Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NNJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NNJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NNJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NNJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NNJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NNJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NNJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NNJ_M_R
752,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Water
753,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
754,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
755,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
756,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
757,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
758,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Bareland
759,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
760,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
761,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
762,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
763,Water,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
764,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
765,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
766,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
767,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
768,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
769,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
770,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
771,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
772,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
773,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
774,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
775,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
776,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
777,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Water
778,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
779,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
780,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
781,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
782,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
783,Water,Water,Forest,Non_Water,Non_Wetland,Water,Bareland,Water
784,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
785,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
786,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
787,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
788,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
789,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
790,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
791,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
792,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
793,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
794,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
795,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
796,Water,Water,Forest,Water,Non_Wetland,NULL,Bareland,Water
797,Water,Water,Forest,Water,Non_Wetland,NULL,Bareland,Forest
798,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Grassland
799,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Water
800,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
801,Water,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
802,Water,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Water
803,Water,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
804,Water,Water,Forest,Water,Non_Wetland,Grassland,Bareland,Water
805,Water,Water,Forest,Water,Non_Wetland,Grassland,Bareland,Forest
806,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
807,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
808,Water,Water,Forest,Water,Non_Wetland,Grassland,Forest,Water
809,Water,Water,Forest,Water,Non_Wetland,Grassland,Forest,Forest
810,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
811,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
812,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
813,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
814,Water,Water,Forest,Water,Non_Wetland,Wetland,Forest,Water
815,Water,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
816,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
817,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
818,Water,Water,Forest,Water,Non_Wetland,Water,Bareland,Bareland
819,Water,Water,Forest,Water,Non_Wetland,Water,Bareland,Water
820,Water,Water,Forest,Water,Non_Wetland,Water,Bareland,Forest
821,Water,Water,Forest,Water,Non_Wetland,Water,Water,Bareland
822,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
823,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
824,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
825,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
826,Water,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
827,Water,Water,Forest,Water,Non_Wetland,Forest,Bareland,Water
828,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Water
829,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
830,Water,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
831,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
832,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
833,Water,Forest,Wetland,NULL,Wetland,Water,Bareland,Forest
834,Water,Forest,Wetland,NULL,Wetland,Water,Water,Forest
835,Water,Forest,Water,NULL,Water,Wetland,Wetland,Forest
836,Water,Forest,Water,NULL,Water,Water,Wetland,Forest
837,Water,Forest,Water,NULL,Water,Water,Bareland,Forest
838,Water,Forest,Water,NULL,Water,Water,Water,Water
839,Water,Forest,Water,NULL,Water,Water,Water,Forest
840,Water,Forest,Water,NULL,Water,Forest,Water,Forest
841,Water,Forest,Water,NULL,Water,Forest,Forest,Forest
842,Water,Forest,Water,Water,Water,NULL,Bareland,Forest
843,Water,Forest,Water,Water,Water,Water,Water,Forest
844,Water,Forest,Water,Water,Water,Forest,Water,Forest
845,Water,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
846,Water,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
847,Water,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
848,Water,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
849,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
850,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
851,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
852,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
853,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
854,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
855,Water,Forest,Forest,NULL,Non_Wetland,Water,Bareland,Bareland
856,Water,Forest,Forest,NULL,Non_Wetland,Water,Bareland,Forest
857,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
858,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
859,Water,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
860,Water,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
861,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
862,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
863,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
864,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
865,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
866,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
867,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
868,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
869,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
870,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
871,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
872,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
873,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
874,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
875,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
876,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
877,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
878,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
879,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
880,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
881,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
882,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
883,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
884,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
885,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
886,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
887,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
888,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
889,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
890,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
891,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
892,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
893,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
894,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
895,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
896,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Bareland
897,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
898,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
899,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
900,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
901,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
902,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Water
903,Forest,NULL,Water,NULL,Water,Water,Wetland,Forest
904,Forest,NULL,Water,NULL,Water,Forest,Forest,Forest
905,Forest,NULL,Water,Water,Water,Wetland,Wetland,Forest
906,Forest,NULL,Water,Water,Water,Water,Forest,Water
907,Forest,NULL,Water,Water,Water,Forest,Water,Forest
908,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
909,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
910,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
911,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
912,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
913,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
914,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
915,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
916,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
917,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
918,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
919,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
920,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
921,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
922,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
923,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
924,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
925,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
926,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
927,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
928,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
929,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
930,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
931,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
932,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
933,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
934,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
935,Forest,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Water
936,Forest,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
937,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
938,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
939,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
940,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
941,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
942,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
943,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
944,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
945,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
946,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Bareland,Grassland
947,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
948,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Water,Forest
949,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
950,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Water
951,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
952,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Water
953,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Forest
954,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Forest,Water
955,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Forest,Forest
956,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
957,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Water,Forest
958,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
959,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
960,Forest,Wetland,NULL,Water,Non_Wetland,Water,Water,Forest
961,Forest,Wetland,NULL,Water,Non_Wetland,Forest,Water,Forest
962,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
963,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
964,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
965,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
966,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
967,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
968,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
969,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
970,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Forest
971,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
972,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
973,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
974,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
975,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
976,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
977,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
978,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Water
979,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
980,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Water
981,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Forest
982,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Forest,Forest
983,Forest,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
984,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Water
985,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
986,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Water
987,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
988,Forest,Wetland,Wetland,NULL,Wetland,NULL,Forest,Forest
989,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
990,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Water
991,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Forest
992,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Forest
993,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
994,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
995,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
996,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
997,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
998,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Bareland
999,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
1000,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
1001,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Bareland
1002,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Water
1003,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
1004,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Water
1005,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
1006,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Water
1007,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
1008,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Water
1009,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
1010,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
1011,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1012,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
1013,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1014,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
1015,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
1016,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1017,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
1018,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,Forest
1019,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Forest
1020,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Water
1021,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Forest
1022,Forest,Wetland,Wetland,Water,Wetland,NULL,Forest,Forest
1023,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
1024,Forest,Wetland,Wetland,Water,Wetland,Wetland,Forest,Forest
1025,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
1026,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
1027,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
1028,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Forest
1029,Forest,Wetland,Wetland,Water,Wetland,Forest,Wetland,Forest
1030,Forest,Wetland,Wetland,Water,Wetland,Forest,Water,Water
1031,Forest,Wetland,Wetland,Water,Wetland,Forest,Water,Forest
1032,Forest,Wetland,Water,NULL,Water,NULL,Wetland,Water
1033,Forest,Wetland,Water,NULL,Water,NULL,Wetland,Forest
1034,Forest,Wetland,Water,NULL,Water,NULL,Water,Water
1035,Forest,Wetland,Water,NULL,Water,NULL,Water,Forest
1036,Forest,Wetland,Water,NULL,Water,NULL,Forest,Forest
1037,Forest,Wetland,Water,NULL,Water,Grassland,Wetland,Forest
1038,Forest,Wetland,Water,NULL,Water,Grassland,Water,Water
1039,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
1040,Forest,Wetland,Water,NULL,Water,Wetland,Water,Water
1041,Forest,Wetland,Water,NULL,Water,Wetland,Water,Forest
1042,Forest,Wetland,Water,NULL,Water,Water,Wetland,Water
1043,Forest,Wetland,Water,NULL,Water,Water,Wetland,Forest
1044,Forest,Wetland,Water,NULL,Water,Water,Water,Bareland
1045,Forest,Wetland,Water,NULL,Water,Water,Water,Water
1046,Forest,Wetland,Water,NULL,Water,Water,Water,Forest
1047,Forest,Wetland,Water,NULL,Water,Water,Forest,Water
1048,Forest,Wetland,Water,NULL,Water,Water,Forest,Forest
1049,Forest,Wetland,Water,NULL,Water,Forest,Wetland,Forest
1050,Forest,Wetland,Water,NULL,Water,Forest,Bareland,Forest
1051,Forest,Wetland,Water,NULL,Water,Forest,Water,Water
1052,Forest,Wetland,Water,NULL,Water,Forest,Water,Forest
1053,Forest,Wetland,Water,NULL,Water,Forest,Forest,Water
1054,Forest,Wetland,Water,NULL,Water,Forest,Forest,Forest
1055,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
1056,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Water
1057,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
1058,Forest,Wetland,Water,Non_Water,Water,Water,Water,Water
1059,Forest,Wetland,Water,Non_Water,Water,Water,Forest,Forest
1060,Forest,Wetland,Water,Non_Water,Water,Forest,Water,Forest
1061,Forest,Wetland,Water,Water,Water,NULL,Wetland,Forest
1062,Forest,Wetland,Water,Water,Water,NULL,Water,Water
1063,Forest,Wetland,Water,Water,Water,NULL,Water,Forest
1064,Forest,Wetland,Water,Water,Water,Grassland,Wetland,Forest
1065,Forest,Wetland,Water,Water,Water,Grassland,Water,Forest
1066,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Forest
1067,Forest,Wetland,Water,Water,Water,Wetland,Water,Water
1068,Forest,Wetland,Water,Water,Water,Wetland,Water,Forest
1069,Forest,Wetland,Water,Water,Water,Wetland,Forest,Forest
1070,Forest,Wetland,Water,Water,Water,Water,Wetland,Water
1071,Forest,Wetland,Water,Water,Water,Water,Wetland,Forest
1072,Forest,Wetland,Water,Water,Water,Water,Water,Bareland
1073,Forest,Wetland,Water,Water,Water,Water,Water,Water
1074,Forest,Wetland,Water,Water,Water,Water,Water,Forest
1075,Forest,Wetland,Water,Water,Water,Water,Forest,Forest
1076,Forest,Wetland,Water,Water,Water,Forest,Wetland,Forest
1077,Forest,Wetland,Water,Water,Water,Forest,Water,Water
1078,Forest,Wetland,Water,Water,Water,Forest,Water,Forest
1079,Forest,Wetland,Water,Water,Water,Forest,Forest,Forest
1080,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1081,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1082,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
1083,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1084,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Water
1085,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
1086,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Water
1087,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1088,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1089,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1090,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Bareland,Bareland
1091,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1092,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1093,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1094,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1095,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1096,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1097,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1098,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1099,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1100,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
1101,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
1102,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1103,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Bareland,Bareland
1104,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Bareland,Forest
1105,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Bareland
1106,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
1107,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
1108,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Water
1109,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
1110,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Water
1111,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1112,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1113,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Water
1114,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
1115,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1116,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1117,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
