Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MFD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MFD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MFD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MFD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MFD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MFD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MFD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MFD_M_R
2796,Wetland,NULL,Water,NULL,Water,Water,Water,Wetland
2797,Wetland,NULL,Water,NULL,Water,Water,Water,Water
2798,Wetland,NULL,Water,NULL,Water,Water,Water,Forest
2799,Wetland,NULL,Water,Non_Water,Water,Grassland,Wetland,Grassland
2800,Wetland,NULL,Water,Non_Water,Water,Grassland,Water,Grassland
2801,Wetland,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
2802,Wetland,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
2803,Wetland,NULL,Water,Water,Water,Grassland,Water,Water
2804,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Grassland
2805,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Wetland
2806,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Water
2807,Wetland,NULL,Water,Water,Water,Wetland,Water,Wetland
2808,Wetland,NULL,Water,Water,Water,Wetland,Water,Water
2809,Wetland,NULL,Water,Water,Water,Bareland,Wetland,Water
2810,Wetland,NULL,Water,Water,Water,Bareland,Water,Grassland
2811,Wetland,NULL,Water,Water,Water,Bareland,Water,Water
2812,Wetland,NULL,Water,Water,Water,Water,Wetland,Wetland
2813,Wetland,NULL,Water,Water,Water,Water,Wetland,Water
2814,Wetland,NULL,Water,Water,Water,Water,Water,Wetland
2815,Wetland,NULL,Water,Water,Water,Water,Water,Water
2816,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2817,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2818,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2819,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
2820,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2821,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
2822,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
2823,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
2824,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2825,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2826,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2827,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2828,Wetland,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Wetland
2829,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2830,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2831,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2832,Wetland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2833,Wetland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2834,Wetland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2835,Wetland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2836,Wetland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2837,Wetland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Water
2838,Wetland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2839,Wetland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2840,Wetland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2841,Wetland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2842,Wetland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Cropland
2843,Wetland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2844,Wetland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Water
2845,Wetland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2846,Wetland,Cropland,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
2847,Wetland,Cropland,Wetland,NULL,Wetland,Wetland,Water,Grassland
2848,Wetland,Cropland,Wetland,NULL,Wetland,Wetland,Water,Wetland
2849,Wetland,Cropland,Wetland,NULL,Wetland,Wetland,Water,Water
2850,Wetland,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
2851,Wetland,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
2852,Wetland,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
2853,Wetland,Cropland,Wetland,NULL,Wetland,Bareland,Water,Wetland
2854,Wetland,Cropland,Wetland,NULL,Wetland,Bareland,Water,Water
2855,Wetland,Cropland,Wetland,NULL,Wetland,Water,Wetland,Water
2856,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2857,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
2858,Wetland,Cropland,Wetland,Non_Water,Wetland,Bareland,Water,Water
2859,Wetland,Cropland,Wetland,Non_Water,Wetland,Water,Water,Wetland
2860,Wetland,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2861,Wetland,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2862,Wetland,Cropland,Wetland,Water,Wetland,Wetland,Water,Wetland
2863,Wetland,Cropland,Wetland,Water,Wetland,Wetland,Water,Water
2864,Wetland,Cropland,Wetland,Water,Wetland,Bareland,Wetland,Wetland
2865,Wetland,Cropland,Wetland,Water,Wetland,Bareland,Wetland,Water
2866,Wetland,Cropland,Wetland,Water,Wetland,Bareland,Water,Grassland
2867,Wetland,Cropland,Wetland,Water,Wetland,Bareland,Water,Wetland
2868,Wetland,Cropland,Wetland,Water,Wetland,Bareland,Water,Water
2869,Wetland,Cropland,Wetland,Water,Wetland,Water,Water,Water
2870,Wetland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Water,Wetland
2871,Wetland,Cropland,Water,NULL,Water,Wetland,Water,Water
2872,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
2873,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2874,Wetland,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2875,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2876,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2877,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
2878,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2879,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2880,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2881,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
2882,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
2883,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2884,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2885,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2886,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
2887,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
2888,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
2889,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
2890,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2891,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Cropland
2892,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2893,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2894,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2895,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
2896,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2897,Wetland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2898,Wetland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
2899,Wetland,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
2900,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2901,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2902,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2903,Wetland,Wetland,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
2904,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
2905,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
2906,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
2907,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2908,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
2909,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Water
2910,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2911,Wetland,Wetland,Wetland,NULL,Wetland,Cropland,Wetland,Wetland
2912,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2913,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2914,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
2915,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2916,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
2917,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
2918,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
2919,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
2920,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
2921,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
2922,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Water
2923,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
2924,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Water,Grassland
2925,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Water,Wetland
2926,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
2927,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
2928,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
2929,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
2930,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
2931,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
2932,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Water
2933,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
2934,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2935,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
2936,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2937,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Cropland
2938,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2939,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2940,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2941,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2942,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
2943,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
2944,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
2945,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
2946,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
2947,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Water
2948,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2949,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
2950,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2951,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
2952,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
2953,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
2954,Wetland,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2955,Wetland,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Wetland
2956,Wetland,Wetland,Wetland,Water,Wetland,Grassland,Water,Wetland
2957,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2958,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2959,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
2960,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
2961,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
2962,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
2963,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
2964,Wetland,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
2965,Wetland,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Wetland
2966,Wetland,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Water
2967,Wetland,Wetland,Wetland,Water,Wetland,Bareland,Water,Grassland
2968,Wetland,Wetland,Wetland,Water,Wetland,Bareland,Water,Wetland
2969,Wetland,Wetland,Wetland,Water,Wetland,Bareland,Water,Water
2970,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
2971,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
2972,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
2973,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Water
2974,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2975,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2976,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Water
2977,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Wetland
2978,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2979,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
2980,Wetland,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
2981,Wetland,Wetland,Water,NULL,Water,Water,Water,Wetland
2982,Wetland,Wetland,Water,NULL,Water,Water,Water,Water
2983,Wetland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
2984,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
2985,Wetland,Wetland,Water,Water,Water,Wetland,Water,Grassland
2986,Wetland,Wetland,Water,Water,Water,Wetland,Water,Wetland
2987,Wetland,Wetland,Water,Water,Water,Wetland,Water,Water
2988,Wetland,Wetland,Water,Water,Water,Water,Wetland,Wetland
2989,Wetland,Wetland,Water,Water,Water,Water,Wetland,Water
2990,Wetland,Wetland,Water,Water,Water,Water,Water,Wetland
2991,Wetland,Wetland,Water,Water,Water,Water,Water,Water
2992,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2993,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2994,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2995,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2996,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
2997,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
2998,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2999,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
3000,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
3001,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3002,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
3003,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3004,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3005,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
3006,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3007,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
3008,Wetland,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Water
3009,Wetland,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
3010,Wetland,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
3011,Wetland,Water,Wetland,NULL,Wetland,NULL,Water,Wetland
3012,Wetland,Water,Wetland,NULL,Wetland,NULL,Water,Water
3013,Wetland,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
3014,Wetland,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
3015,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3016,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
3017,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
3018,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3019,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Water
3020,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
3021,Wetland,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
3022,Wetland,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
3023,Wetland,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
3024,Wetland,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
3025,Wetland,Water,Wetland,NULL,Wetland,Bareland,Water,Wetland
3026,Wetland,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
3027,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
3028,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Water
3029,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Forest
3030,Wetland,Water,Wetland,NULL,Wetland,Forest,Water,Forest
3031,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
3032,Wetland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
3033,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
3034,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
3035,Wetland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
3036,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
3037,Wetland,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
3038,Wetland,Water,Wetland,Water,Wetland,NULL,Water,Wetland
3039,Wetland,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
3040,Wetland,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
3041,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3042,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
3043,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
3044,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
3045,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
3046,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Water
3047,Wetland,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
3048,Wetland,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
3049,Wetland,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
3050,Wetland,Water,Wetland,Water,Wetland,Bareland,Water,Water
3051,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
3052,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
3053,Wetland,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
3054,Wetland,Water,Water,NULL,Water,NULL,Water,Wetland
3055,Wetland,Water,Water,NULL,Water,Grassland,Water,Grassland
3056,Wetland,Water,Water,NULL,Water,Wetland,Water,Wetland
3057,Wetland,Water,Water,NULL,Water,Wetland,Water,Water
3058,Wetland,Water,Water,NULL,Water,Bareland,Water,Grassland
3059,Wetland,Water,Water,NULL,Water,Water,Water,Wetland
3060,Wetland,Water,Water,NULL,Water,Water,Water,Water
3061,Wetland,Water,Water,NULL,Water,Forest,Water,Forest
3062,Wetland,Water,Water,Non_Water,Water,Water,Water,Water
3063,Wetland,Water,Water,Non_Water,Water,Forest,Water,Wetland
3064,Wetland,Water,Water,Water,NULL,Bareland,Water,Water
3065,Wetland,Water,Water,Water,NULL,Water,Water,Water
3066,Wetland,Water,Water,Water,Water,NULL,Water,Wetland
3067,Wetland,Water,Water,Water,Water,Wetland,Wetland,Grassland
3068,Wetland,Water,Water,Water,Water,Wetland,Wetland,Water
3069,Wetland,Water,Water,Water,Water,Wetland,Water,Wetland
3070,Wetland,Water,Water,Water,Water,Wetland,Water,Water
3071,Wetland,Water,Water,Water,Water,Wetland,Water,Forest
3072,Wetland,Water,Water,Water,Water,Water,Water,Wetland
3073,Wetland,Water,Water,Water,Water,Water,Water,Water
3074,Wetland,Water,Water,Water,Water,Forest,Water,Wetland
3075,Wetland,Water,Water,Water,Water,Forest,Water,Water
3076,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3077,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3078,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3079,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3080,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
3081,Wetland,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
3082,Wetland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3083,Wetland,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3084,Wetland,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
3085,Wetland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
3086,Wetland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
3087,Wetland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3088,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
3089,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3090,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
3091,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3092,Wetland,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
3093,Wetland,Forest,Wetland,Water,Wetland,NULL,Water,Forest
3094,Wetland,Forest,Wetland,Water,Wetland,Water,Water,Water
3095,Wetland,Forest,Water,NULL,Water,Wetland,Water,Water
3096,Wetland,Forest,Water,NULL,Water,Wetland,Water,Forest
3097,Wetland,Forest,Water,Water,NULL,Wetland,Water,Water
3098,Wetland,Forest,Water,Water,NULL,Water,Water,Water
3099,Wetland,Forest,Water,Water,Water,Wetland,Water,Forest
3100,Wetland,Forest,Water,Water,Water,Forest,Water,Forest
3101,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3102,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3103,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
3104,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Water
3105,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
3106,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
3107,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
3108,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Water
3109,Bareland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3110,Bareland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
3111,Bareland,NULL,NULL,Water,Non_Wetland,Water,Wetland,Wetland
3112,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3113,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3114,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
3115,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3116,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3117,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3118,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
3119,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3120,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3121,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
3122,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
3123,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
3124,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
3125,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
3126,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
3127,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3128,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
3129,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
3130,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
3131,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Water
3132,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
3133,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Wetland
3134,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
3135,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3136,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3137,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
