Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MWP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MWP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MWP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MWP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MWP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MWP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MWP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MWP_M_R
2485,Water,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
2486,Water,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2487,Water,Built-up,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
2488,Water,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2489,Water,Built-up,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
2490,Water,Built-up,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
2491,Water,Built-up,NULL,Water,Non_Wetland,Bareland,Bareland,Water
2492,Water,Built-up,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
2493,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2494,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2495,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2496,Water,Built-up,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
2497,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
2498,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
2499,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
2500,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
2501,Water,Built-up,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
2502,Water,Built-up,Wetland,NULL,Wetland,NULL,Bareland,Forest
2503,Water,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Forest
2504,Water,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
2505,Water,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Water
2506,Water,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Forest
2507,Water,Built-up,Wetland,NULL,Wetland,Water,Bareland,Forest
2508,Water,Built-up,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
2509,Water,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Grassland
2510,Water,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Bareland
2511,Water,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Water
2512,Water,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Forest
2513,Water,Built-up,Wetland,Water,Wetland,Water,Bareland,Water
2514,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2515,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
2516,Water,Built-up,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
2517,Water,Built-up,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
2518,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2519,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
2520,Water,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Forest
2521,Water,Built-up,Water,NULL,Water,Bareland,Bareland,Water
2522,Water,Built-up,Water,Water,Water,Bareland,Bareland,Bareland
2523,Water,Built-up,Water,Water,Water,Bareland,Bareland,Water
2524,Water,Built-up,Water,Water,Water,Bareland,Bareland,Forest
2525,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2526,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2527,Water,Water,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
2528,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2529,Water,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2530,Water,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2531,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2532,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
2533,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
2534,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
2535,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2536,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
2537,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
2538,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2539,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
2540,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
2541,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
2542,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Water
2543,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2544,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
2545,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
2546,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
2547,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
2548,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Bareland
2549,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Water
2550,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Forest
2551,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
2552,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
2553,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
2554,Water,Water,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
2555,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2556,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
2557,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Bareland,Forest
2558,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2559,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2560,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
2561,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Water
2562,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
2563,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Bareland
2564,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
2565,Water,Water,NULL,Non_Water,Non_Wetland,Water,Bareland,Water
2566,Water,Water,NULL,Non_Water,Non_Wetland,Water,Bareland,Forest
2567,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
2568,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
2569,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
2570,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
2571,Water,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Water
2572,Water,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
2573,Water,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
2574,Water,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Water
2575,Water,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
2576,Water,Water,NULL,Water,Non_Wetland,Bareland,Forest,Water
2577,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
2578,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
2579,Water,Water,NULL,Water,Non_Wetland,Water,Bareland,Grassland
2580,Water,Water,NULL,Water,Non_Wetland,Water,Bareland,Bareland
2581,Water,Water,NULL,Water,Non_Wetland,Water,Bareland,Water
2582,Water,Water,NULL,Water,Non_Wetland,Water,Bareland,Forest
2583,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
2584,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
2585,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Grassland
2586,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
2587,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
2588,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2589,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
2590,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2591,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2592,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2593,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2594,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2595,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
2596,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2597,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2598,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2599,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
2600,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
2601,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Water
2602,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
2603,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
2604,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2605,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
2606,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
2607,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
2608,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Forest
2609,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Water
2610,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Bareland
2611,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
2612,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
2613,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
2614,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Built-up
2615,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
2616,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
2617,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
2618,Water,Water,Shrubland,Water,Non_Wetland,Water,Bareland,Water
2619,Water,Water,Shrubland,Water,Non_Wetland,Water,Bareland,Forest
2620,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
2621,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2622,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2623,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
2624,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
2625,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
2626,Water,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Water
2627,Water,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
2628,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
2629,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2630,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
2631,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
2632,Water,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
2633,Water,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Bareland
2634,Water,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Water
2635,Water,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Forest
2636,Water,Water,Grassland,Water,Non_Wetland,Water,Bareland,Water
2637,Water,Water,Grassland,Water,Non_Wetland,Water,Bareland,Forest
2638,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2639,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2640,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
2641,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2642,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2643,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
2644,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
2645,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
2646,Water,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
2647,Water,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Bareland
2648,Water,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Water
2649,Water,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Forest
2650,Water,Water,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
2651,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2652,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
2653,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Water
2654,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
2655,Water,Water,Cropland,Water,Non_Wetland,Bareland,Wetland,Water
2656,Water,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
2657,Water,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
2658,Water,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
2659,Water,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Forest
2660,Water,Water,Cropland,Water,Non_Wetland,Water,Bareland,Grassland
2661,Water,Water,Cropland,Water,Non_Wetland,Water,Bareland,Bareland
2662,Water,Water,Cropland,Water,Non_Wetland,Water,Bareland,Water
2663,Water,Water,Cropland,Water,Non_Wetland,Water,Bareland,Forest
2664,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Water
2665,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
2666,Water,Water,Wetland,NULL,Wetland,NULL,Bareland,Water
2667,Water,Water,Wetland,NULL,Wetland,NULL,Bareland,Forest
2668,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
2669,Water,Water,Wetland,NULL,Wetland,Grassland,Bareland,Forest
2670,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Forest
2671,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
2672,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
2673,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
2674,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
2675,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Water
2676,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Forest
2677,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
2678,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Water
2679,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
2680,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,Bareland
2681,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,Water
2682,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
2683,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
2684,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
2685,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
2686,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
2687,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Grassland
2688,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Bareland
2689,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Water
2690,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Forest
2691,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
2692,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
2693,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
2694,Water,Water,Wetland,NULL,Wetland,Water,Forest,Bareland
2695,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
2696,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
2697,Water,Water,Wetland,NULL,Wetland,Forest,Bareland,Forest
2698,Water,Water,Wetland,Non_Water,Wetland,NULL,Bareland,Water
2699,Water,Water,Wetland,Non_Water,Wetland,NULL,Bareland,Forest
2700,Water,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
2701,Water,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
2702,Water,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
2703,Water,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
2704,Water,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
2705,Water,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
2706,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
2707,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
2708,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
2709,Water,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Water
2710,Water,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
2711,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
2712,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2713,Water,Water,Wetland,Non_Water,Wetland,Water,Bareland,Grassland
2714,Water,Water,Wetland,Non_Water,Wetland,Water,Bareland,Bareland
2715,Water,Water,Wetland,Non_Water,Wetland,Water,Bareland,Water
2716,Water,Water,Wetland,Non_Water,Wetland,Water,Bareland,Forest
2717,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
2718,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
2719,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
2720,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Bareland
2721,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
2722,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
2723,Water,Water,Wetland,Non_Water,Wetland,Forest,Bareland,Forest
2724,Water,Water,Wetland,Water,Wetland,NULL,Bareland,Forest
2725,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Bareland
2726,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
2727,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Forest
2728,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Grassland
2729,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Bareland
2730,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
2731,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Forest
2732,Water,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
2733,Water,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
2734,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
2735,Water,Water,Wetland,Water,Wetland,Bareland,Water,Forest
2736,Water,Water,Wetland,Water,Wetland,Bareland,Forest,Water
2737,Water,Water,Wetland,Water,Wetland,Bareland,Forest,Forest
2738,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
2739,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
2740,Water,Water,Wetland,Water,Wetland,Water,Bareland,Grassland
2741,Water,Water,Wetland,Water,Wetland,Water,Bareland,Bareland
2742,Water,Water,Wetland,Water,Wetland,Water,Bareland,Water
2743,Water,Water,Wetland,Water,Wetland,Water,Bareland,Forest
2744,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
2745,Water,Water,Wetland,Water,Wetland,Water,Water,Water
2746,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
2747,Water,Water,Wetland,Water,Wetland,Water,Forest,Bareland
2748,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
2749,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
2750,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Bareland
2751,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Water
2752,Water,Water,Bareland,NULL,Non_Wetland,NULL,Bareland,Forest
2753,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Water
2754,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
2755,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2756,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2757,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
2758,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
2759,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Water
2760,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
2761,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Forest,Water
2762,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
2763,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
2764,Water,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Grassland
2765,Water,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Bareland
2766,Water,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Water
2767,Water,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
2768,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
2769,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
2770,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
2771,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
2772,Water,Water,Bareland,NULL,Non_Wetland,Forest,Bareland,Forest
2773,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Water
2774,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
2775,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2776,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
2777,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Water
2778,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
2779,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
2780,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Forest
2781,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
2782,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Bareland,Grassland
2783,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Bareland,Water
2784,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Bareland,Forest
2785,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
2786,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
2787,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
2788,Water,Water,Bareland,Water,Non_Wetland,Bareland,Wetland,Water
2789,Water,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
2790,Water,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
2791,Water,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
2792,Water,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
2793,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
2794,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
2795,Water,Water,Bareland,Water,Non_Wetland,Water,Bareland,Grassland
2796,Water,Water,Bareland,Water,Non_Wetland,Water,Bareland,Bareland
2797,Water,Water,Bareland,Water,Non_Wetland,Water,Bareland,Water
2798,Water,Water,Bareland,Water,Non_Wetland,Water,Bareland,Forest
2799,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Bareland
2800,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
2801,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Water
2802,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2803,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
2804,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
2805,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
2806,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
2807,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Forest,Water
2808,Water,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Water
2809,Water,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Forest
2810,Water,Water,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
2811,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2812,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
2813,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Water
2814,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Forest
2815,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Bareland,Water
2816,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Bareland,Forest
2817,Water,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
2818,Water,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
2819,Water,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
2820,Water,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Forest
2821,Water,Water,Built-up,Water,Non_Wetland,Water,Bareland,Water
2822,Water,Water,Built-up,Water,Non_Wetland,Water,Bareland,Forest
2823,Water,Water,Water,NULL,Water,Bareland,Wetland,Water
2824,Water,Water,Water,NULL,Water,Bareland,Wetland,Forest
2825,Water,Water,Water,NULL,Water,Bareland,Bareland,Grassland
2826,Water,Water,Water,NULL,Water,Bareland,Bareland,Bareland
2827,Water,Water,Water,NULL,Water,Bareland,Bareland,Water
2828,Water,Water,Water,NULL,Water,Bareland,Bareland,Forest
2829,Water,Water,Water,NULL,Water,Bareland,Water,Grassland
2830,Water,Water,Water,NULL,Water,Bareland,Water,Water
2831,Water,Water,Water,NULL,Water,Bareland,Water,Forest
2832,Water,Water,Water,NULL,Water,Bareland,Forest,Grassland
2833,Water,Water,Water,NULL,Water,Bareland,Forest,Water
2834,Water,Water,Water,NULL,Water,Water,Wetland,Water
2835,Water,Water,Water,NULL,Water,Water,Wetland,Forest
2836,Water,Water,Water,NULL,Water,Water,Bareland,Grassland
2837,Water,Water,Water,NULL,Water,Water,Bareland,Bareland
2838,Water,Water,Water,NULL,Water,Water,Bareland,Water
2839,Water,Water,Water,NULL,Water,Water,Bareland,Forest
2840,Water,Water,Water,NULL,Water,Water,Water,Bareland
2841,Water,Water,Water,NULL,Water,Water,Water,Water
2842,Water,Water,Water,NULL,Water,Water,Water,Forest
2843,Water,Water,Water,NULL,Water,Water,Forest,Bareland
2844,Water,Water,Water,NULL,Water,Water,Forest,Water
2845,Water,Water,Water,Non_Water,Water,Bareland,Wetland,Water
