Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MDS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MDS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MDS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MDS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MDS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MDS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MDS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MDS_M_R
3151,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
3152,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Cropland
3153,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
3154,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
3155,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3156,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
3157,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
3158,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
3159,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
3160,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
3161,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
3162,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3163,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
3164,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
3165,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
3166,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
3167,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
3168,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3169,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
3170,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
3171,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
3172,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3173,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
3174,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Bareland
3175,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Water
3176,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
3177,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
3178,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
3179,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
3180,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
3181,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
3182,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Bareland
3183,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
3184,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
3185,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3186,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3187,Water,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
3188,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
3189,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3190,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
3191,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
3192,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Water
3193,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Forest
3194,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
3195,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3196,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Water
3197,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3198,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
3199,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
3200,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
3201,Water,Water,Forest,Non_Water,Non_Wetland,Water,Bareland,Bareland
3202,Water,Water,Forest,Non_Water,Non_Wetland,Water,Bareland,Water
3203,Water,Water,Forest,Non_Water,Non_Wetland,Water,Bareland,Forest
3204,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
3205,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
3206,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
3207,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
3208,Water,Water,Forest,Water,Non_Wetland,NULL,Bareland,Water
3209,Water,Water,Forest,Water,Non_Wetland,NULL,Bareland,Forest
3210,Water,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Water
3211,Water,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
3212,Water,Water,Forest,Water,Non_Wetland,Grassland,Bareland,Water
3213,Water,Water,Forest,Water,Non_Wetland,Grassland,Bareland,Forest
3214,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
3215,Water,Water,Forest,Water,Non_Wetland,Bareland,NULL,Bareland
3216,Water,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Water
3217,Water,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
3218,Water,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Cropland
3219,Water,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
3220,Water,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Water
3221,Water,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
3222,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Grassland
3223,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Bareland
3224,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
3225,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Forest
3226,Water,Water,Forest,Water,Non_Wetland,Bareland,Forest,Forest
3227,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
3228,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
3229,Water,Water,Forest,Water,Non_Wetland,Water,Bareland,Grassland
3230,Water,Water,Forest,Water,Non_Wetland,Water,Bareland,Bareland
3231,Water,Water,Forest,Water,Non_Wetland,Water,Bareland,Water
3232,Water,Water,Forest,Water,Non_Wetland,Water,Bareland,Forest
3233,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
3234,Water,Water,Forest,Water,Non_Wetland,Water,Water,Bareland
3235,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
3236,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
3237,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
3238,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
3239,Water,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
3240,Water,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3241,Water,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
3242,Water,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
3243,Water,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
3244,Water,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
3245,Water,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Forest
3246,Water,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Water
3247,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3248,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3249,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
3250,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
3251,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
3252,Water,Forest,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
3253,Water,Forest,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
3254,Water,Forest,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
3255,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
3256,Water,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
3257,Water,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3258,Water,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3259,Water,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
3260,Water,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
3261,Water,Forest,Grassland,NULL,Non_Wetland,Water,Bareland,Water
3262,Water,Forest,Grassland,Water,Non_Wetland,Bareland,Bareland,Bareland
3263,Water,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
3264,Water,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
3265,Water,Forest,Cropland,NULL,Non_Wetland,Water,Bareland,Bareland
3266,Water,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
3267,Water,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
3268,Water,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3269,Water,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
3270,Water,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
3271,Water,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Forest
3272,Water,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
3273,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
3274,Water,Forest,Wetland,NULL,Wetland,Water,Water,Forest
3275,Water,Forest,Wetland,NULL,Wetland,Water,Forest,Water
3276,Water,Forest,Wetland,Water,Wetland,Bareland,Bareland,Bareland
3277,Water,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
3278,Water,Forest,Water,NULL,Water,NULL,Wetland,Forest
3279,Water,Forest,Water,NULL,Water,Bareland,Bareland,Bareland
3280,Water,Forest,Water,Water,Water,Bareland,Bareland,Bareland
3281,Water,Forest,Water,Water,Water,Bareland,Bareland,Water
3282,Water,Forest,Water,Water,Water,Water,Water,Water
3283,Water,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3284,Water,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
3285,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3286,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3287,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
3288,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
3289,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
3290,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
3291,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
3292,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3293,Water,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3294,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3295,Water,Forest,Forest,NULL,Non_Wetland,Water,Bareland,Water
3296,Water,Forest,Forest,NULL,Non_Wetland,Water,Bareland,Forest
3297,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
3298,Water,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
3299,Water,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
3300,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3301,Water,Forest,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
3302,Water,Forest,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
3303,Water,Forest,Forest,Water,Non_Wetland,Bareland,Bareland,Water
3304,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3305,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
3306,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
3307,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3308,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
3309,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
3310,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3311,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
3312,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3313,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
3314,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
3315,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
3316,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3317,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
3318,Permanent_ice_and_snow,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Forest
3319,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
3320,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3321,Permanent_ice_and_snow,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3322,Permanent_ice_and_snow,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
3323,Permanent_ice_and_snow,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
3324,Permanent_ice_and_snow,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
3325,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3326,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3327,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
3328,Permanent_ice_and_snow,Wetland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
3329,Permanent_ice_and_snow,Wetland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
3330,Permanent_ice_and_snow,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3331,Permanent_ice_and_snow,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3332,Permanent_ice_and_snow,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
3333,Permanent_ice_and_snow,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
3334,Permanent_ice_and_snow,Wetland,Grassland,Water,Non_Wetland,Bareland,Bareland,Bareland
3335,Permanent_ice_and_snow,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3336,Permanent_ice_and_snow,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3337,Permanent_ice_and_snow,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3338,Permanent_ice_and_snow,Wetland,Cropland,Water,Non_Wetland,Bareland,Bareland,Forest
3339,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
3340,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
3341,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
3342,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
3343,Permanent_ice_and_snow,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
3344,Permanent_ice_and_snow,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
3345,Permanent_ice_and_snow,Wetland,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
3346,Permanent_ice_and_snow,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3347,Permanent_ice_and_snow,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
3348,Permanent_ice_and_snow,Wetland,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
3349,Permanent_ice_and_snow,Wetland,Water,NULL,Water,Bareland,Bareland,Grassland
3350,Permanent_ice_and_snow,Wetland,Water,NULL,Water,Bareland,Bareland,Bareland
3351,Permanent_ice_and_snow,Wetland,Water,NULL,Water,Bareland,Bareland,Water
3352,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
3353,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3354,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3355,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3356,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
3357,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3358,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
3359,Permanent_ice_and_snow,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
3360,Permanent_ice_and_snow,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Water
3361,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3362,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3363,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
3364,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Cropland
3365,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3366,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
3367,Permanent_ice_and_snow,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Bareland
3368,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Bareland,Bareland,Forest
3369,Permanent_ice_and_snow,Water,Water,NULL,Water,Bareland,Bareland,Water
3370,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
3371,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
3372,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3373,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
3374,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Water
3375,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3376,Permanent_ice_and_snow,Forest,Cropland,Water,Non_Wetland,Bareland,Bareland,Forest
3377,Permanent_ice_and_snow,Forest,Water,NULL,Water,Bareland,Bareland,Forest
3378,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
3379,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
3380,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3381,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3382,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
3383,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
3384,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3385,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
3386,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
3387,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3388,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
3389,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
3390,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
3391,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3392,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3393,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3394,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
3395,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3396,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
3397,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
3398,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3399,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
3400,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
3401,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
3402,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
3403,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
3404,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
3405,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3406,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3407,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
3408,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3409,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
3410,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
3411,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3412,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3413,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
3414,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3415,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3416,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
3417,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3418,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
3419,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
3420,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
3421,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3422,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3423,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3424,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
3425,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3426,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3427,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3428,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3429,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
3430,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
3431,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
3432,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3433,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
3434,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
3435,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3436,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
3437,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3438,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
3439,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
3440,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
3441,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3442,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
3443,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
3444,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
3445,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
3446,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
3447,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
3448,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
3449,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
3450,Forest,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
3451,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
3452,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Bareland
3453,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
3454,Forest,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Forest
3455,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
3456,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
3457,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
3458,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
3459,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3460,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
3461,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
3462,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
3463,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
3464,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
3465,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
3466,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3467,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3468,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3469,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Water
3470,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3471,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Grassland
3472,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Bareland
3473,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Forest
3474,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
3475,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Wetland
3476,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
3477,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Water
