Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MVS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MVS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MVS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MVS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MVS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MVS_M_R
887,Wetland,Forest,Wetland,Non_Water,Wetland,Forest
888,Wetland,Forest,Wetland,Water,Wetland,Grassland
889,Wetland,Forest,Wetland,Water,Wetland,Water
890,Wetland,Forest,Wetland,Water,Wetland,Forest
891,Wetland,Forest,Water,Water,Water,Grassland
892,Wetland,Forest,Water,Water,Water,Wetland
893,Wetland,Forest,Water,Water,Water,Water
894,Wetland,Forest,Water,Water,Water,Forest
895,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
896,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
897,Wetland,Forest,Forest,Non_Water,Non_Wetland,Grassland
898,Wetland,Forest,Forest,Water,Non_Wetland,Grassland
899,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland
900,Bareland,NULL,NULL,Water,Non_Wetland,Water
901,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
902,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
903,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
904,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
905,Bareland,NULL,Shrubland,Water,Non_Wetland,Water
906,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
907,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
908,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
909,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
910,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
911,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Forest
912,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
913,Bareland,NULL,Grassland,Water,Non_Wetland,Water
914,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
915,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
916,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
917,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
918,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water
919,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Forest
920,Bareland,NULL,Wetland,NULL,Wetland,Grassland
921,Bareland,NULL,Wetland,NULL,Wetland,Water
922,Bareland,NULL,Wetland,NULL,Wetland,Forest
923,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland
924,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland
925,Bareland,NULL,Wetland,Non_Water,Wetland,Water
926,Bareland,NULL,Wetland,Non_Water,Wetland,Forest
927,Bareland,NULL,Wetland,Water,Wetland,Grassland
928,Bareland,NULL,Wetland,Water,Wetland,Wetland
929,Bareland,NULL,Wetland,Water,Wetland,Water
930,Bareland,NULL,Wetland,Water,Wetland,Forest
931,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
932,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
933,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water
934,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
935,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
936,Bareland,NULL,Bareland,Water,Non_Wetland,Water
937,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
938,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
939,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
940,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
941,Bareland,NULL,Water,NULL,Water,Water
942,Bareland,NULL,Water,Non_Water,Water,Grassland
943,Bareland,NULL,Water,Non_Water,Water,Water
944,Bareland,NULL,Water,Non_Water,Water,Forest
945,Bareland,NULL,Water,Water,Water,Grassland
946,Bareland,NULL,Water,Water,Water,Bareland
947,Bareland,NULL,Water,Water,Water,Water
948,Bareland,NULL,Water,Water,Water,Forest
949,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
950,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
951,Bareland,NULL,Forest,NULL,Non_Wetland,Water
952,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
953,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland
954,Bareland,NULL,Forest,Non_Water,Non_Wetland,Water
955,Bareland,NULL,Forest,Non_Water,Non_Wetland,Forest
956,Bareland,NULL,Forest,Water,Non_Wetland,Water
957,Bareland,NULL,Forest,Water,Non_Wetland,Forest
958,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest
959,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
960,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest
961,Bareland,Cropland,Wetland,Water,Wetland,Water
962,Bareland,Cropland,Water,Water,Water,Water
963,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
964,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland
965,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
966,Bareland,Wetland,Wetland,Water,Wetland,Water
967,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Grassland
968,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Forest
969,Bareland,Bareland,NULL,Water,Non_Wetland,Grassland
970,Bareland,Bareland,NULL,Water,Non_Wetland,Water
971,Bareland,Bareland,NULL,Water,Non_Wetland,Forest
972,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
973,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
974,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water
975,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Forest
976,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
977,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
978,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water
979,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
980,Bareland,Bareland,Shrubland,Water,Non_Wetland,Grassland
981,Bareland,Bareland,Shrubland,Water,Non_Wetland,Wetland
982,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
983,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water
984,Bareland,Bareland,Shrubland,Water,Non_Wetland,Forest
985,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
986,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
987,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water
988,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Forest
989,Bareland,Bareland,Grassland,Water,Non_Wetland,Grassland
990,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
991,Bareland,Bareland,Grassland,Water,Non_Wetland,Water
992,Bareland,Bareland,Grassland,Water,Non_Wetland,Forest
993,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
994,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
995,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water
996,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest
997,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
998,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
999,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water
1000,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Forest
1001,Bareland,Bareland,Cropland,Water,Non_Wetland,Grassland
1002,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
1003,Bareland,Bareland,Cropland,Water,Non_Wetland,Water
1004,Bareland,Bareland,Cropland,Water,Non_Wetland,Forest
1005,Bareland,Bareland,Wetland,NULL,Wetland,Grassland
1006,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
1007,Bareland,Bareland,Wetland,NULL,Wetland,Water
1008,Bareland,Bareland,Wetland,NULL,Wetland,Forest
1009,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland
1010,Bareland,Bareland,Wetland,Non_Water,Wetland,Wetland
1011,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland
1012,Bareland,Bareland,Wetland,Non_Water,Wetland,Water
1013,Bareland,Bareland,Wetland,Non_Water,Wetland,Forest
1014,Bareland,Bareland,Wetland,Water,Wetland,Grassland
1015,Bareland,Bareland,Wetland,Water,Wetland,Wetland
1016,Bareland,Bareland,Wetland,Water,Wetland,Bareland
1017,Bareland,Bareland,Wetland,Water,Wetland,Water
1018,Bareland,Bareland,Wetland,Water,Wetland,Forest
1019,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
1020,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1021,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
1022,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
1023,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1024,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water
1025,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Forest
1026,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland
1027,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
1028,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
1029,Bareland,Bareland,Bareland,Water,Non_Wetland,Forest
1030,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1031,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
1032,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water
1033,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Forest
1034,Bareland,Bareland,Built-up,Water,Non_Wetland,Grassland
1035,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
1036,Bareland,Bareland,Built-up,Water,Non_Wetland,Water
1037,Bareland,Bareland,Water,NULL,Water,Grassland
1038,Bareland,Bareland,Water,NULL,Water,Bareland
1039,Bareland,Bareland,Water,NULL,Water,Water
1040,Bareland,Bareland,Water,NULL,Water,Forest
1041,Bareland,Bareland,Water,Non_Water,Water,Grassland
1042,Bareland,Bareland,Water,Non_Water,Water,Bareland
1043,Bareland,Bareland,Water,Non_Water,Water,Water
1044,Bareland,Bareland,Water,Non_Water,Water,Forest
1045,Bareland,Bareland,Water,Water,Water,Grassland
1046,Bareland,Bareland,Water,Water,Water,Wetland
1047,Bareland,Bareland,Water,Water,Water,Bareland
1048,Bareland,Bareland,Water,Water,Water,Water
1049,Bareland,Bareland,Water,Water,Water,Forest
1050,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland
1051,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
1052,Bareland,Bareland,Forest,NULL,Non_Wetland,Water
1053,Bareland,Bareland,Forest,NULL,Non_Wetland,Forest
1054,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Grassland
1055,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Bareland
1056,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water
1057,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Forest
1058,Bareland,Bareland,Forest,Water,Non_Wetland,Grassland
1059,Bareland,Bareland,Forest,Water,Non_Wetland,Wetland
1060,Bareland,Bareland,Forest,Water,Non_Wetland,Water
1061,Bareland,Bareland,Forest,Water,Non_Wetland,Forest
1062,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1063,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1064,Bareland,Built-up,Grassland,NULL,Non_Wetland,Forest
1065,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1066,Bareland,Built-up,Cropland,NULL,Non_Wetland,Forest
1067,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1068,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland
1069,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest
1070,Bareland,Water,NULL,NULL,Non_Wetland,Forest
1071,Bareland,Water,NULL,Non_Water,Non_Wetland,Bareland
1072,Bareland,Water,NULL,Non_Water,Non_Wetland,Water
1073,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
1074,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
1075,Bareland,Water,Shrubland,NULL,Non_Wetland,Water
1076,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest
1077,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1078,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water
1079,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Forest
1080,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland
1081,Bareland,Water,Shrubland,Water,Non_Wetland,Water
1082,Bareland,Water,Shrubland,Water,Non_Wetland,Forest
1083,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland
1084,Bareland,Water,Grassland,Non_Water,Non_Wetland,Water
1085,Bareland,Water,Grassland,Non_Water,Non_Wetland,Forest
1086,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
1087,Bareland,Water,Grassland,Water,Non_Wetland,Water
1088,Bareland,Water,Grassland,Water,Non_Wetland,Forest
1089,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
1090,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
1091,Bareland,Water,Cropland,NULL,Non_Wetland,Water
1092,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
1093,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland
1094,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water
1095,Bareland,Water,Cropland,Non_Water,Non_Wetland,Forest
1096,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
1097,Bareland,Water,Cropland,Water,Non_Wetland,Water
1098,Bareland,Water,Cropland,Water,Non_Wetland,Forest
1099,Bareland,Water,Wetland,NULL,Wetland,Grassland
1100,Bareland,Water,Wetland,NULL,Wetland,Water
1101,Bareland,Water,Wetland,NULL,Wetland,Forest
1102,Bareland,Water,Wetland,Non_Water,Wetland,Grassland
1103,Bareland,Water,Wetland,Non_Water,Wetland,Bareland
1104,Bareland,Water,Wetland,Non_Water,Wetland,Water
1105,Bareland,Water,Wetland,Non_Water,Wetland,Forest
1106,Bareland,Water,Wetland,Water,Wetland,Grassland
1107,Bareland,Water,Wetland,Water,Wetland,Bareland
1108,Bareland,Water,Wetland,Water,Wetland,Water
1109,Bareland,Water,Wetland,Water,Wetland,Forest
1110,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
1111,Bareland,Water,Bareland,NULL,Non_Wetland,Water
1112,Bareland,Water,Bareland,Non_Water,Non_Wetland,Grassland
1113,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1114,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water
1115,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
1116,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
1117,Bareland,Water,Bareland,Water,Non_Wetland,Water
1118,Bareland,Water,Bareland,Water,Non_Wetland,Forest
1119,Bareland,Water,Built-up,Non_Water,Non_Wetland,Grassland
1120,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland
1121,Bareland,Water,Built-up,Non_Water,Non_Wetland,Water
1122,Bareland,Water,Built-up,Water,Non_Wetland,Grassland
1123,Bareland,Water,Built-up,Water,Non_Wetland,Bareland
1124,Bareland,Water,Built-up,Water,Non_Wetland,Water
1125,Bareland,Water,Water,NULL,Water,Grassland
1126,Bareland,Water,Water,NULL,Water,Bareland
1127,Bareland,Water,Water,NULL,Water,Water
1128,Bareland,Water,Water,NULL,Water,Forest
1129,Bareland,Water,Water,Non_Water,Water,Grassland
1130,Bareland,Water,Water,Non_Water,Water,Water
1131,Bareland,Water,Water,Non_Water,Water,Forest
1132,Bareland,Water,Water,Water,Water,Grassland
1133,Bareland,Water,Water,Water,Water,Bareland
1134,Bareland,Water,Water,Water,Water,Water
1135,Bareland,Water,Water,Water,Water,Forest
1136,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
1137,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
1138,Bareland,Water,Forest,NULL,Non_Wetland,Water
1139,Bareland,Water,Forest,NULL,Non_Wetland,Forest
1140,Bareland,Water,Forest,Non_Water,Non_Wetland,Grassland
1141,Bareland,Water,Forest,Non_Water,Non_Wetland,Water
1142,Bareland,Water,Forest,Non_Water,Non_Wetland,Forest
1143,Bareland,Water,Forest,Water,Non_Wetland,Grassland
1144,Bareland,Water,Forest,Water,Non_Wetland,Bareland
1145,Bareland,Water,Forest,Water,Non_Wetland,Water
1146,Bareland,Water,Forest,Water,Non_Wetland,Forest
1147,Bareland,Forest,NULL,NULL,Non_Wetland,Forest
1148,Bareland,Forest,NULL,Non_Water,Non_Wetland,Forest
1149,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1150,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland
1151,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest
1152,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
1153,Bareland,Forest,Shrubland,Water,Non_Wetland,Water
1154,Bareland,Forest,Shrubland,Water,Non_Wetland,Forest
1155,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
1156,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest
1157,Bareland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1158,Bareland,Forest,Grassland,Non_Water,Non_Wetland,Bareland
1159,Bareland,Forest,Grassland,Non_Water,Non_Wetland,Water
1160,Bareland,Forest,Grassland,Water,Non_Wetland,Grassland
1161,Bareland,Forest,Grassland,Water,Non_Wetland,Bareland
1162,Bareland,Forest,Grassland,Water,Non_Wetland,Water
1163,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
1164,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest
1165,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1166,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Bareland
1167,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Water
1168,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Forest
1169,Bareland,Forest,Cropland,Water,Non_Wetland,Grassland
1170,Bareland,Forest,Cropland,Water,Non_Wetland,Bareland
1171,Bareland,Forest,Cropland,Water,Non_Wetland,Water
1172,Bareland,Forest,Wetland,NULL,Wetland,Forest
1173,Bareland,Forest,Wetland,Non_Water,Wetland,Grassland
1174,Bareland,Forest,Wetland,Non_Water,Wetland,Bareland
1175,Bareland,Forest,Wetland,Non_Water,Wetland,Water
1176,Bareland,Forest,Wetland,Non_Water,Wetland,Forest
1177,Bareland,Forest,Wetland,Water,Wetland,Grassland
1178,Bareland,Forest,Wetland,Water,Wetland,Bareland
1179,Bareland,Forest,Wetland,Water,Wetland,Water
1180,Bareland,Forest,Wetland,Water,Wetland,Forest
1181,Bareland,Forest,Bareland,NULL,Non_Wetland,Forest
1182,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Bareland
1183,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Water
1184,Bareland,Forest,Bareland,Water,Non_Wetland,Bareland
1185,Bareland,Forest,Bareland,Water,Non_Wetland,Water
1186,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland
1187,Bareland,Forest,Built-up,Non_Water,Non_Wetland,Bareland
1188,Bareland,Forest,Built-up,Non_Water,Non_Wetland,Forest
1189,Bareland,Forest,Built-up,Water,Non_Wetland,Water
1190,Bareland,Forest,Water,Non_Water,Water,Grassland
1191,Bareland,Forest,Water,Non_Water,Water,Forest
1192,Bareland,Forest,Water,Water,Water,Grassland
1193,Bareland,Forest,Water,Water,Water,Bareland
1194,Bareland,Forest,Water,Water,Water,Water
1195,Bareland,Forest,Water,Water,Water,Forest
1196,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
1197,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland
1198,Bareland,Forest,Forest,NULL,Non_Wetland,Water
1199,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
1200,Bareland,Forest,Forest,Non_Water,Non_Wetland,Grassland
1201,Bareland,Forest,Forest,Non_Water,Non_Wetland,Bareland
1202,Bareland,Forest,Forest,Non_Water,Non_Wetland,Water
1203,Bareland,Forest,Forest,Non_Water,Non_Wetland,Forest
1204,Bareland,Forest,Forest,Water,Non_Wetland,Grassland
1205,Bareland,Forest,Forest,Water,Non_Wetland,Bareland
1206,Bareland,Forest,Forest,Water,Non_Wetland,Water
1207,Bareland,Forest,Forest,Water,Non_Wetland,Forest
1208,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1209,Water,NULL,NULL,NULL,Non_Wetland,Forest
1210,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1211,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1212,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1213,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1214,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
1215,Water,NULL,Shrubland,Water,Non_Wetland,Water
1216,Water,NULL,Grassland,NULL,Non_Wetland,Forest
1217,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1218,Water,NULL,Grassland,Water,Non_Wetland,Grassland
1219,Water,NULL,Wetland,NULL,Wetland,Grassland
1220,Water,NULL,Wetland,NULL,Wetland,Wetland
1221,Water,NULL,Wetland,NULL,Wetland,Water
1222,Water,NULL,Wetland,NULL,Wetland,Forest
1223,Water,NULL,Wetland,Non_Water,Wetland,Grassland
1224,Water,NULL,Wetland,Non_Water,Wetland,Wetland
1225,Water,NULL,Wetland,Non_Water,Wetland,Water
1226,Water,NULL,Wetland,Non_Water,Wetland,Forest
1227,Water,NULL,Wetland,Water,Wetland,Grassland
1228,Water,NULL,Wetland,Water,Wetland,Wetland
1229,Water,NULL,Wetland,Water,Wetland,Water
1230,Water,NULL,Wetland,Water,Wetland,Forest
1231,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1232,Water,NULL,Water,NULL,Water,Grassland
1233,Water,NULL,Water,NULL,Water,Water
1234,Water,NULL,Water,NULL,Water,Forest
1235,Water,NULL,Water,Non_Water,Water,Grassland
1236,Water,NULL,Water,Non_Water,Water,Water
1237,Water,NULL,Water,Non_Water,Water,Forest
1238,Water,NULL,Water,Water,Water,Grassland
1239,Water,NULL,Water,Water,Water,Wetland
1240,Water,NULL,Water,Water,Water,Water
1241,Water,NULL,Water,Water,Water,Forest
1242,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1243,Water,NULL,Forest,NULL,Non_Wetland,Wetland
1244,Water,NULL,Forest,NULL,Non_Wetland,Bareland
1245,Water,NULL,Forest,NULL,Non_Wetland,Water
1246,Water,NULL,Forest,NULL,Non_Wetland,Forest
1247,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
1248,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland
1249,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
1250,Water,NULL,Forest,Water,Non_Wetland,Grassland
1251,Water,NULL,Forest,Water,Non_Wetland,Wetland
1252,Water,NULL,Forest,Water,Non_Wetland,Water
1253,Water,NULL,Forest,Water,Non_Wetland,Forest
1254,Water,Cropland,Wetland,NULL,Wetland,Grassland
1255,Water,Cropland,Wetland,NULL,Wetland,Forest
1256,Water,Cropland,Wetland,Water,Wetland,Grassland
1257,Water,Cropland,Wetland,Water,Wetland,Wetland
1258,Water,Cropland,Wetland,Water,Wetland,Water
1259,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland
1260,Water,Cropland,Water,NULL,Water,Grassland
1261,Water,Cropland,Water,Water,Water,Water
1262,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
1263,Water,Cropland,Forest,NULL,Non_Wetland,Forest
1264,Water,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1265,Water,Cropland,Forest,Water,Non_Wetland,Forest
1266,Water,Wetland,NULL,Non_Water,Non_Wetland,Forest
1267,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1268,Water,Wetland,Shrubland,Water,Non_Wetland,Grassland
1269,Water,Wetland,Cropland,Non_Water,Non_Wetland,Water
1270,Water,Wetland,Cropland,Water,Non_Wetland,Grassland
1271,Water,Wetland,Wetland,NULL,Wetland,Grassland
1272,Water,Wetland,Wetland,NULL,Wetland,Wetland
1273,Water,Wetland,Wetland,NULL,Wetland,Water
1274,Water,Wetland,Wetland,NULL,Wetland,Forest
1275,Water,Wetland,Wetland,Non_Water,Wetland,Grassland
1276,Water,Wetland,Wetland,Non_Water,Wetland,Wetland
1277,Water,Wetland,Wetland,Non_Water,Wetland,Water
1278,Water,Wetland,Wetland,Non_Water,Wetland,Forest
1279,Water,Wetland,Wetland,Water,Wetland,Grassland
1280,Water,Wetland,Wetland,Water,Wetland,Wetland
1281,Water,Wetland,Wetland,Water,Wetland,Water
1282,Water,Wetland,Wetland,Water,Wetland,Forest
1283,Water,Wetland,Bareland,NULL,Non_Wetland,Water
1284,Water,Wetland,Bareland,Non_Water,Non_Wetland,Forest
1285,Water,Wetland,Bareland,Water,Non_Wetland,Water
1286,Water,Wetland,Water,NULL,Water,Grassland
1287,Water,Wetland,Water,NULL,Water,Wetland
1288,Water,Wetland,Water,NULL,Water,Water
1289,Water,Wetland,Water,NULL,Water,Forest
1290,Water,Wetland,Water,Non_Water,Water,Grassland
1291,Water,Wetland,Water,Non_Water,Water,Wetland
1292,Water,Wetland,Water,Non_Water,Water,Water
1293,Water,Wetland,Water,Non_Water,Water,Forest
1294,Water,Wetland,Water,Water,Water,Grassland
1295,Water,Wetland,Water,Water,Water,Wetland
1296,Water,Wetland,Water,Water,Water,Water
1297,Water,Wetland,Water,Water,Water,Forest
1298,Water,Wetland,Forest,NULL,Non_Wetland,Grassland
1299,Water,Wetland,Forest,NULL,Non_Wetland,Wetland
1300,Water,Wetland,Forest,NULL,Non_Wetland,Water
1301,Water,Wetland,Forest,NULL,Non_Wetland,Forest
1302,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1303,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1304,Water,Wetland,Forest,Non_Water,Non_Wetland,Water
1305,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest
1306,Water,Wetland,Forest,Water,Non_Wetland,Grassland
1307,Water,Wetland,Forest,Water,Non_Wetland,Wetland
1308,Water,Wetland,Forest,Water,Non_Wetland,Water
1309,Water,Wetland,Forest,Water,Non_Wetland,Forest
1310,Water,Bareland,NULL,Non_Water,Non_Wetland,Grassland
1311,Water,Bareland,NULL,Water,Non_Wetland,Grassland
1312,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1313,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1314,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
1315,Water,Bareland,Shrubland,Water,Non_Wetland,Grassland
1316,Water,Bareland,Shrubland,Water,Non_Wetland,Water
1317,Water,Bareland,Grassland,Water,Non_Wetland,Grassland
1318,Water,Bareland,Grassland,Water,Non_Wetland,Water
1319,Water,Bareland,Cropland,NULL,Non_Wetland,Water
1320,Water,Bareland,Wetland,NULL,Wetland,Grassland
1321,Water,Bareland,Wetland,NULL,Wetland,Water
1322,Water,Bareland,Wetland,NULL,Wetland,Forest
1323,Water,Bareland,Wetland,Non_Water,Wetland,Grassland
1324,Water,Bareland,Wetland,Non_Water,Wetland,Water
1325,Water,Bareland,Wetland,Non_Water,Wetland,Forest
1326,Water,Bareland,Wetland,Water,Wetland,Grassland
