Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KUT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KUT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KUT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KUT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KUT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KUT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KUT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KUT_M_R
3323,Bareland,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
3324,Bareland,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
3325,Bareland,NULL,Wetland,Water,Wetland,Water,Grassland,Water
3326,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Water
3327,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
3328,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
3329,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
3330,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
3331,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3332,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
3333,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
3334,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
3335,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3336,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
3337,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
3338,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
3339,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
3340,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
3341,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
3342,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Wetland
3343,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
3344,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
3345,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Bareland
3346,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
3347,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
3348,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,NULL,Bareland
3349,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3350,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Bareland
3351,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
3352,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
3353,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
3354,Bareland,NULL,Water,NULL,Water,NULL,NULL,Wetland
3355,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
3356,Bareland,NULL,Water,NULL,Water,NULL,NULL,Water
3357,Bareland,NULL,Water,NULL,Water,NULL,NULL,Forest
3358,Bareland,NULL,Water,NULL,Water,Grassland,NULL,Grassland
3359,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
3360,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
3361,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
3362,Bareland,NULL,Water,Non_Water,Water,Wetland,NULL,Wetland
3363,Bareland,NULL,Water,Non_Water,Water,Water,Grassland,Grassland
3364,Bareland,NULL,Water,Non_Water,Water,Water,Grassland,Wetland
3365,Bareland,NULL,Water,Non_Water,Water,Water,Grassland,Water
3366,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
3367,Bareland,NULL,Water,Water,Water,Grassland,NULL,Grassland
3368,Bareland,NULL,Water,Water,Water,Grassland,NULL,Forest
3369,Bareland,NULL,Water,Water,Water,Water,NULL,Water
3370,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3371,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3372,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
3373,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
3374,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
3375,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
3376,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3377,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
3378,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3379,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
3380,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
3381,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
3382,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
3383,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3384,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
3385,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3386,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
3387,Bareland,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
3388,Bareland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3389,Bareland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
3390,Bareland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3391,Bareland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3392,Bareland,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Wetland
3393,Bareland,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
3394,Bareland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
3395,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
3396,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
3397,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
3398,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
3399,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3400,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
3401,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
3402,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
3403,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
3404,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3405,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
3406,Bareland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
3407,Bareland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
3408,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
3409,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3410,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
3411,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3412,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3413,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3414,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
3415,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3416,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
3417,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
3418,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3419,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
3420,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
3421,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
3422,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
3423,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
3424,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3425,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3426,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
3427,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3428,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
3429,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
3430,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
3431,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
3432,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
3433,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
3434,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
3435,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
3436,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
3437,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
3438,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
3439,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3440,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
3441,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
3442,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
3443,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3444,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
3445,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
3446,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
3447,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
3448,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
3449,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
3450,Bareland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
3451,Bareland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
3452,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
3453,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Bareland
3454,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Water
3455,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Forest
3456,Bareland,Cropland,Water,Water,Water,NULL,NULL,Grassland
3457,Bareland,Cropland,Water,Water,Water,NULL,NULL,Bareland
3458,Bareland,Cropland,Water,Water,Water,NULL,NULL,Water
3459,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3460,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3461,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
3462,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
3463,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
3464,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
3465,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3466,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
3467,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
3468,Bareland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
3469,Bareland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
3470,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3471,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
3472,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
3473,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
3474,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
3475,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3476,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
3477,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
3478,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
3479,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
3480,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
3481,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
3482,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
3483,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
3484,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
3485,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
3486,Bareland,Bareland,Wetland,Water,Wetland,Water,Grassland,Water
3487,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
3488,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
3489,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
3490,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
3491,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
3492,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
3493,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3494,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
3495,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3496,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
3497,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3498,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
3499,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3500,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3501,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
3502,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
3503,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3504,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
3505,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
3506,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3507,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
3508,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
3509,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
3510,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
3511,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
3512,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
3513,Bareland,Built-up,Built-up,NULL,Non_Wetland,Water,NULL,Bareland
3514,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Grassland
3515,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3516,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3517,Bareland,Built-up,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3518,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3519,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
3520,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3521,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
3522,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3523,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
3524,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
3525,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
3526,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3527,Bareland,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Bareland
3528,Bareland,Water,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
3529,Bareland,Water,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
3530,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
3531,Bareland,Water,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
3532,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
3533,Bareland,Water,Wetland,Water,Wetland,Water,Grassland,Water
3534,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
3535,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
3536,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
3537,Bareland,Water,Water,NULL,Water,NULL,NULL,Grassland
3538,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
3539,Bareland,Water,Water,NULL,Water,Grassland,NULL,Wetland
3540,Bareland,Water,Water,Non_Water,Water,Water,NULL,Water
3541,Bareland,Water,Water,Water,Water,Water,NULL,Water
3542,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3543,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3544,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
3545,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
3546,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3547,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
3548,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3549,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
3550,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3551,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
3552,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3553,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
3554,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
3555,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3556,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3557,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
3558,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3559,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3560,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
3561,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3562,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
3563,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3564,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
3565,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
3566,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
3567,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
3568,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3569,Water,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
3570,Water,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3571,Water,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
3572,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Wetland
3573,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Forest
3574,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
3575,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
3576,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
3577,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3578,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
3579,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Wetland
3580,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
3581,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
3582,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
3583,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
3584,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
3585,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3586,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
3587,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
3588,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3589,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
3590,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3591,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
3592,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
3593,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3594,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Bareland
3595,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
3596,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
3597,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3598,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3599,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
3600,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Wetland
3601,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
3602,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3603,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
3604,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
3605,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
3606,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
3607,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3608,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3609,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
3610,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
3611,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
3612,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3613,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3614,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
3615,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Wetland
3616,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3617,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
3618,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3619,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
3620,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
3621,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
3622,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
3623,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Wetland
3624,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
3625,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
3626,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
3627,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
3628,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
3629,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
3630,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
3631,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
3632,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
3633,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
3634,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
3635,Water,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
3636,Water,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
3637,Water,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
3638,Water,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
3639,Water,NULL,Wetland,NULL,Wetland,Shrubland,Water,Wetland
3640,Water,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
3641,Water,NULL,Wetland,NULL,Wetland,Grassland,NULL,Wetland
3642,Water,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
3643,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
3644,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Wetland
3645,Water,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
3646,Water,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
3647,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
3648,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
3649,Water,NULL,Wetland,NULL,Wetland,Water,NULL,Wetland
3650,Water,NULL,Wetland,NULL,Wetland,Water,NULL,Water
3651,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
3652,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
3653,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
3654,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
3655,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
3656,Water,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
3657,Water,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Water
3658,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
3659,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
