Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LRE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LRE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LRE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LRE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LRE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LRE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LRE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LRE_M_R
16574,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
16575,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
16576,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
16577,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
16578,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
16579,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
16580,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
16581,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
16582,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
16583,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
16584,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Water
16585,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
16586,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
16587,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
16588,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
16589,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
16590,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
16591,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
16592,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
16593,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
16594,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
16595,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
16596,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
16597,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
16598,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
16599,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
16600,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
16601,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
16602,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
16603,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
16604,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
16605,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
16606,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
16607,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
16608,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
16609,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
16610,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
16611,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
16612,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
16613,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
16614,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
16615,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
16616,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
16617,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
16618,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
16619,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
16620,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Water
16621,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Forest
16622,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Wetland
16623,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
16624,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,Shrubland,Water
16625,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland,NULL
16626,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
16627,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland,Wetland
16628,Forest,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
16629,Forest,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Grassland,NULL
16630,Forest,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Forest
16631,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland,NULL,NULL
16632,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland,NULL,Wetland
16633,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland,Shrubland,NULL
16634,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,NULL
16635,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
16636,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
16637,Forest,Cropland,Shrubland,Water,Non_Wetland,Water,Shrubland,Forest
16638,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
16639,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
16640,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
16641,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
16642,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
16643,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
16644,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
16645,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
16646,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
16647,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
16648,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
16649,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
16650,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
16651,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
16652,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
16653,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
16654,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
16655,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
16656,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
16657,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
16658,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
16659,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
16660,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
16661,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
16662,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
16663,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
16664,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
16665,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
16666,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
16667,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
16668,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
16669,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
16670,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,NULL
16671,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
16672,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
16673,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
16674,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
16675,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
16676,Forest,Cropland,Grassland,Water,Non_Wetland,Grassland,Shrubland,Forest
16677,Forest,Cropland,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
16678,Forest,Cropland,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
16679,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
16680,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
16681,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
16682,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
16683,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
16684,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
16685,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
16686,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Wetland
16687,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
16688,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
16689,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
16690,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
16691,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
16692,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
16693,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
16694,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
16695,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
16696,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
16697,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
16698,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
16699,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
16700,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
16701,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
16702,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
16703,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
16704,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
16705,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
16706,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
16707,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
16708,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
16709,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
16710,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
16711,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
16712,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
16713,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
16714,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
16715,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
16716,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
16717,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
16718,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
16719,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
16720,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
16721,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
16722,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Water
16723,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
16724,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
16725,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
16726,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
16727,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
16728,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
16729,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
16730,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
16731,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
16732,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
16733,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
16734,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
16735,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
16736,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
16737,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
16738,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
16739,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
16740,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
16741,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
16742,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
16743,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
16744,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
16745,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
16746,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
16747,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
16748,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
16749,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
16750,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
16751,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
16752,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
16753,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
16754,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
16755,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
16756,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
16757,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
16758,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
16759,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
16760,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
16761,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
16762,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
16763,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
16764,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
16765,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
16766,Forest,Cropland,Cropland,NULL,Non_Wetland,Water,Shrubland,NULL
16767,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
16768,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
16769,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
16770,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
16771,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Water
16772,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
16773,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
16774,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
16775,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
16776,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
16777,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Water
16778,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
16779,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
16780,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
16781,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
16782,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
16783,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
16784,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
16785,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
16786,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
16787,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
16788,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Forest
16789,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Wetland
16790,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Water
16791,Forest,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,NULL
16792,Forest,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
16793,Forest,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
16794,Forest,Cropland,Cropland,Water,Non_Wetland,Water,Shrubland,Wetland
16795,Forest,Cropland,Cropland,Water,Non_Wetland,Water,Shrubland,Water
16796,Forest,Cropland,Cropland,Water,Non_Wetland,Forest,Grassland,Wetland
16797,Forest,Cropland,Wetland,NULL,Wetland,NULL,Shrubland,NULL
16798,Forest,Cropland,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
16799,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Water,Grassland
16800,Forest,Cropland,Wetland,Water,Wetland,Grassland,Grassland,Grassland
16801,Forest,Cropland,Wetland,Water,Wetland,Forest,Grassland,Wetland
16802,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,NULL
16803,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
16804,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Shrubland,NULL
16805,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
16806,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
16807,Forest,Cropland,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
16808,Forest,Cropland,Bareland,Water,Non_Wetland,Grassland,Water,Water
16809,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
16810,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Wetland
16811,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
16812,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
16813,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
16814,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
16815,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
16816,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
16817,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
16818,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
16819,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
16820,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
16821,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
16822,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
16823,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
16824,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
16825,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Cropland
16826,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
16827,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
16828,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
16829,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
16830,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Wetland
16831,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
16832,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
16833,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
16834,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
16835,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
16836,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Shrubland,NULL
16837,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Forest
16838,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
16839,Forest,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
16840,Forest,Cropland,Water,Non_Water,Water,Grassland,Grassland,Grassland
16841,Forest,Cropland,Water,Water,Water,Grassland,Water,Wetland
16842,Forest,Cropland,Water,Water,Water,Water,Water,Water
16843,Forest,Cropland,Water,Water,Water,Forest,NULL,Water
16844,Forest,Cropland,Water,Water,Water,Forest,Grassland,Water
16845,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
16846,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
16847,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
16848,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
16849,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
16850,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
16851,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
16852,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
16853,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
16854,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
16855,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
16856,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
16857,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
16858,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
16859,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
16860,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
16861,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
16862,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
16863,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
16864,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
16865,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
16866,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
16867,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
16868,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
16869,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
16870,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
16871,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
16872,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
16873,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
16874,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
16875,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
16876,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
16877,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
16878,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
16879,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
16880,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
16881,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
16882,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
16883,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
16884,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
16885,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
16886,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Bareland
16887,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
16888,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
16889,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
16890,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
