Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NDB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NDB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NDB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NDB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NDB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NDB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NDB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NDB_M_R
672,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Water
673,Wetland,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
674,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
675,Wetland,Water,Wetland,Water,Wetland,Water,NULL,Water
676,Wetland,Water,Wetland,Water,Wetland,Water,NULL,Forest
677,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
678,Wetland,Water,Water,Water,Water,Water,NULL,Water
679,Wetland,Water,Water,Water,Water,Water,Water,Water
680,Wetland,Water,Water,Water,Water,Forest,NULL,Forest
681,Wetland,Water,Water,Water,Water,Forest,Water,Water
682,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
683,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
684,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
685,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
686,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
687,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Bareland
688,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
689,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
690,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
691,Bareland,Bareland,Grassland,Water,Non_Wetland,Grassland,NULL,Forest
692,Bareland,Bareland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
693,Bareland,Bareland,Wetland,Water,Wetland,Wetland,Water,Grassland
694,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Water
695,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
696,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Water,Bareland
697,Bareland,Bareland,Water,NULL,Water,Wetland,Water,Water
698,Bareland,Bareland,Water,Non_Water,Water,Wetland,Water,Water
699,Bareland,Bareland,Water,Water,Water,Water,NULL,Water
700,Bareland,Bareland,Water,Water,Water,Water,Water,Water
701,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
702,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
703,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
704,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
705,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
706,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
707,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
708,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
709,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
710,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
711,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
712,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
713,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
714,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
715,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
716,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
717,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
718,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
719,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
720,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
721,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
722,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
723,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Bareland
724,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland,NULL,Bareland
725,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
726,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
727,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland,Wetland,Bareland
728,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland,Water,Bareland
729,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
730,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland,Forest,Bareland
731,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
732,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
733,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
734,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Wetland,Bareland
735,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Forest,Bareland
736,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
737,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
738,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
739,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Built-up
740,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
741,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Bareland
742,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
743,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
744,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
745,Bareland,Built-up,Water,NULL,Water,Grassland,Wetland,Bareland
746,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
747,Bareland,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
748,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
749,Bareland,Water,Grassland,Water,Non_Wetland,Water,Water,Water
750,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,NULL,Water
751,Bareland,Water,Wetland,Water,Wetland,Grassland,Water,Water
752,Bareland,Water,Wetland,Water,Wetland,Bareland,NULL,Water
753,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Water
754,Bareland,Water,Wetland,Water,Wetland,Water,NULL,Water
755,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
756,Bareland,Water,Water,NULL,Water,Wetland,Water,Water
757,Bareland,Water,Water,Water,Water,Bareland,Water,Water
758,Bareland,Water,Water,Water,Water,Water,NULL,Water
759,Bareland,Water,Water,Water,Water,Water,Water,Water
760,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
761,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Water
762,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
763,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
764,Water,NULL,Grassland,Water,Non_Wetland,Grassland,NULL,Grassland
765,Water,NULL,Grassland,Water,Non_Wetland,Grassland,NULL,Forest
766,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
767,Water,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
768,Water,NULL,Wetland,NULL,Wetland,Water,Water,Water
769,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Forest
770,Water,NULL,Wetland,Water,Wetland,Grassland,NULL,Water
771,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Water
772,Water,NULL,Wetland,Water,Wetland,Water,NULL,Water
773,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
774,Water,NULL,Water,NULL,Water,Grassland,Water,Grassland
775,Water,NULL,Water,Water,Water,Water,NULL,Water
776,Water,NULL,Water,Water,Water,Water,NULL,Forest
777,Water,NULL,Water,Water,Water,Water,Water,Water
778,Water,Wetland,Wetland,NULL,Wetland,Water,NULL,Water
779,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Water
780,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
781,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
782,Water,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Water
783,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
784,Water,Wetland,Wetland,Water,Wetland,NULL,Water,Water
785,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
786,Water,Wetland,Water,NULL,Water,NULL,NULL,Grassland
787,Water,Wetland,Water,Non_Water,Water,Water,NULL,Water
788,Water,Wetland,Water,Water,Water,Wetland,Water,Water
789,Water,Wetland,Water,Water,Water,Water,NULL,Water
790,Water,Bareland,Grassland,Water,Non_Wetland,Grassland,NULL,Water
791,Water,Bareland,Grassland,Water,Non_Wetland,Water,NULL,Water
792,Water,Bareland,Wetland,NULL,Wetland,Wetland,NULL,Water
793,Water,Bareland,Wetland,NULL,Wetland,Water,NULL,Water
794,Water,Bareland,Wetland,NULL,Wetland,Water,Water,Water
795,Water,Bareland,Wetland,Non_Water,Wetland,Water,NULL,Wetland
796,Water,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
797,Water,Bareland,Wetland,Water,Wetland,Grassland,NULL,Grassland
798,Water,Bareland,Wetland,Water,Wetland,Wetland,NULL,Water
799,Water,Bareland,Wetland,Water,Wetland,Bareland,NULL,Water
800,Water,Bareland,Wetland,Water,Wetland,Water,NULL,Water
801,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
802,Water,Bareland,Water,NULL,Water,Water,Water,Water
803,Water,Bareland,Water,Water,Water,Bareland,NULL,Water
804,Water,Bareland,Water,Water,Water,Bareland,Water,Water
805,Water,Bareland,Water,Water,Water,Water,NULL,Water
806,Water,Bareland,Water,Water,Water,Water,Water,Water
807,Water,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
808,Water,Built-up,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
809,Water,Built-up,Grassland,Water,Non_Wetland,Grassland,NULL,Water
810,Water,Built-up,Water,Water,Water,Forest,NULL,Grassland
811,Water,Built-up,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
812,Water,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
813,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
814,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
815,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
816,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Grassland
817,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Water
818,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
819,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
820,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
821,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
822,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
823,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
824,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Water
825,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
826,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
827,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
828,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
829,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
830,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
831,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Water
832,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
833,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Water
834,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
835,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
836,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
837,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
838,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Forest
839,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
840,Water,Water,Shrubland,Water,Non_Wetland,Wetland,NULL,Water
841,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
842,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
843,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Water
844,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
845,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Water
846,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
847,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water,Grassland
848,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
849,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
850,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
851,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Water
852,Water,Water,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
853,Water,Water,Grassland,NULL,Non_Wetland,Wetland,NULL,Water
854,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
855,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
856,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
857,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
858,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
859,Water,Water,Grassland,NULL,Non_Wetland,Water,NULL,Water
860,Water,Water,Grassland,NULL,Non_Wetland,Water,NULL,Forest
861,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
862,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
863,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
864,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
865,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
866,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
867,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
868,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
869,Water,Water,Grassland,NULL,Non_Wetland,Forest,NULL,Water
870,Water,Water,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
871,Water,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
872,Water,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Water
873,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
874,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Water
875,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Forest
876,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Water
877,Water,Water,Grassland,Non_Water,Non_Wetland,Water,NULL,Water
878,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
879,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
880,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
881,Water,Water,Grassland,Water,Non_Wetland,Grassland,NULL,Water
882,Water,Water,Grassland,Water,Non_Wetland,Grassland,NULL,Forest
883,Water,Water,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
884,Water,Water,Grassland,Water,Non_Wetland,Grassland,Water,Water
885,Water,Water,Grassland,Water,Non_Wetland,Wetland,NULL,Grassland
886,Water,Water,Grassland,Water,Non_Wetland,Wetland,NULL,Water
887,Water,Water,Grassland,Water,Non_Wetland,Wetland,NULL,Forest
888,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Water
889,Water,Water,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
890,Water,Water,Grassland,Water,Non_Wetland,Water,NULL,Bareland
891,Water,Water,Grassland,Water,Non_Wetland,Water,NULL,Water
892,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
893,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
894,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
895,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
896,Water,Water,Grassland,Water,Non_Wetland,Forest,NULL,Forest
897,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
898,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
899,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
900,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
901,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
902,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
903,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
904,Water,Water,Wetland,NULL,Wetland,Grassland,NULL,Forest
905,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
906,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
907,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Grassland
908,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Water
909,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
910,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Water
911,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
912,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
913,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
914,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Water
915,Water,Water,Wetland,NULL,Wetland,Water,NULL,Grassland
916,Water,Water,Wetland,NULL,Wetland,Water,NULL,Water
917,Water,Water,Wetland,NULL,Wetland,Water,NULL,Forest
918,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
919,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
920,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
921,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
922,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
923,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
924,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
925,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
926,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
927,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
928,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
929,Water,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
930,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
931,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
932,Water,Water,Wetland,NULL,Wetland,Forest,NULL,Water
933,Water,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
934,Water,Water,Wetland,NULL,Wetland,Forest,Water,Water
935,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
936,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
937,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
938,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
939,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
940,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
941,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
942,Water,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Water
943,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
944,Water,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Water
945,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
946,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
947,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
948,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
949,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
950,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
951,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
952,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
953,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
954,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
955,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
956,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
957,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
958,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
959,Water,Water,Wetland,Non_Water,Wetland,Forest,NULL,Water
960,Water,Water,Wetland,Non_Water,Wetland,Forest,NULL,Forest
961,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
962,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
963,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
964,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
965,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
966,Water,Water,Wetland,Water,Wetland,NULL,Grassland,Water
967,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Water
968,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
969,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
970,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
971,Water,Water,Wetland,Water,Wetland,Grassland,NULL,Water
972,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
973,Water,Water,Wetland,Water,Wetland,Wetland,NULL,Water
974,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
975,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
976,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
977,Water,Water,Wetland,Water,Wetland,Bareland,NULL,Grassland
978,Water,Water,Wetland,Water,Wetland,Bareland,NULL,Water
979,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
980,Water,Water,Wetland,Water,Wetland,Water,NULL,Grassland
981,Water,Water,Wetland,Water,Wetland,Water,NULL,Water
982,Water,Water,Wetland,Water,Wetland,Water,NULL,Forest
983,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
984,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
985,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
986,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
987,Water,Water,Wetland,Water,Wetland,Water,Water,Water
988,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
989,Water,Water,Wetland,Water,Wetland,Water,Forest,Grassland
990,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
991,Water,Water,Wetland,Water,Wetland,Forest,NULL,Water
992,Water,Water,Wetland,Water,Wetland,Forest,NULL,Forest
993,Water,Water,Wetland,Water,Wetland,Forest,Water,Grassland
994,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
995,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
996,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
997,Water,Water,Water,NULL,Water,NULL,NULL,Water
998,Water,Water,Water,NULL,Water,NULL,NULL,Forest
999,Water,Water,Water,NULL,Water,NULL,Grassland,Water
1000,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
1001,Water,Water,Water,NULL,Water,NULL,Water,Water
1002,Water,Water,Water,NULL,Water,NULL,Water,Forest
1003,Water,Water,Water,NULL,Water,Grassland,NULL,Water
1004,Water,Water,Water,NULL,Water,Grassland,Water,Forest
1005,Water,Water,Water,NULL,Water,Wetland,NULL,Water
1006,Water,Water,Water,NULL,Water,Wetland,Grassland,Grassland
1007,Water,Water,Water,NULL,Water,Wetland,Water,Grassland
1008,Water,Water,Water,NULL,Water,Wetland,Water,Water
1009,Water,Water,Water,NULL,Water,Wetland,Forest,Forest
1010,Water,Water,Water,NULL,Water,Bareland,NULL,Water
1011,Water,Water,Water,NULL,Water,Bareland,Water,Water
1012,Water,Water,Water,NULL,Water,Bareland,Forest,Water
1013,Water,Water,Water,NULL,Water,Water,NULL,Grassland
1014,Water,Water,Water,NULL,Water,Water,NULL,Water
1015,Water,Water,Water,NULL,Water,Water,NULL,Forest
1016,Water,Water,Water,NULL,Water,Water,Grassland,Water
1017,Water,Water,Water,NULL,Water,Water,Grassland,Forest
1018,Water,Water,Water,NULL,Water,Water,Wetland,Grassland
1019,Water,Water,Water,NULL,Water,Water,Wetland,Wetland
1020,Water,Water,Water,NULL,Water,Water,Wetland,Water
1021,Water,Water,Water,NULL,Water,Water,Wetland,Forest
1022,Water,Water,Water,NULL,Water,Water,Water,Grassland
1023,Water,Water,Water,NULL,Water,Water,Water,Bareland
1024,Water,Water,Water,NULL,Water,Water,Water,Water
1025,Water,Water,Water,NULL,Water,Water,Water,Forest
1026,Water,Water,Water,NULL,Water,Water,Forest,Grassland
1027,Water,Water,Water,NULL,Water,Water,Forest,Water
1028,Water,Water,Water,NULL,Water,Water,Forest,Forest
1029,Water,Water,Water,NULL,Water,Forest,NULL,Water
1030,Water,Water,Water,NULL,Water,Forest,NULL,Forest
1031,Water,Water,Water,NULL,Water,Forest,Water,Forest
1032,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
1033,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
1034,Water,Water,Water,Non_Water,Water,NULL,Wetland,Water
1035,Water,Water,Water,Non_Water,Water,NULL,Wetland,Forest
1036,Water,Water,Water,Non_Water,Water,NULL,Water,Water
1037,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
1038,Water,Water,Water,Non_Water,Water,Grassland,NULL,Water
1039,Water,Water,Water,Non_Water,Water,Grassland,Water,Water
1040,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Water
1041,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
1042,Water,Water,Water,Non_Water,Water,Water,NULL,Grassland
1043,Water,Water,Water,Non_Water,Water,Water,NULL,Water
1044,Water,Water,Water,Non_Water,Water,Water,NULL,Forest
1045,Water,Water,Water,Non_Water,Water,Water,Wetland,Grassland
1046,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
1047,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
1048,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
1049,Water,Water,Water,Non_Water,Water,Water,Water,Water
1050,Water,Water,Water,Non_Water,Water,Water,Water,Forest
1051,Water,Water,Water,Non_Water,Water,Water,Forest,Water
1052,Water,Water,Water,Non_Water,Water,Forest,NULL,Water
1053,Water,Water,Water,Non_Water,Water,Forest,Water,Water
1054,Water,Water,Water,Water,Water,NULL,NULL,Grassland
1055,Water,Water,Water,Water,Water,NULL,NULL,Water
1056,Water,Water,Water,Water,Water,NULL,NULL,Forest
