Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LYN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LYN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LYN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LYN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LYN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18LYN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18LYN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LYN_M_R
682,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
683,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
684,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
685,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
686,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
687,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
688,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
689,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
690,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
691,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
692,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
693,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
694,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
695,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
696,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
697,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
698,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
699,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
700,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
701,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
702,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
703,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
704,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
705,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
706,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
707,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Forest
708,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
709,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
710,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
711,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
712,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
713,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
714,Bareland,Bareland,Water,Water,Water,NULL,NULL,Forest
715,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
716,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
717,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
718,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
719,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
720,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
721,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
722,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
723,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
724,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
725,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
726,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
727,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
728,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
729,Bareland,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Bareland
730,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
731,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
732,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
733,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
734,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
735,Bareland,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
736,Bareland,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Forest
737,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
738,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
739,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
740,Bareland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Forest
741,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
742,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
743,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
744,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
745,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
746,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
747,Bareland,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
748,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
749,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
750,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
751,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
752,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
753,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
754,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
755,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
756,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
757,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
758,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
759,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
760,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
761,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
762,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
763,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
764,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
765,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
766,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
767,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
768,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
769,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
770,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
771,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
772,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
773,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
774,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
775,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
776,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
777,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
778,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
779,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
780,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
781,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
782,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
783,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
784,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
785,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
786,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
787,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
788,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
789,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
790,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
791,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
792,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
793,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
794,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
795,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
796,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
797,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
798,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
799,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
800,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
801,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
802,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
803,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
804,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
805,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Forest
806,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
807,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
808,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
809,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
810,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
811,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
812,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
813,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
814,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
815,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
816,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
817,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
818,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
819,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
820,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
821,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
822,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
823,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
824,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
825,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
826,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
827,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
828,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
829,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
830,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
831,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
832,Bareland,Water,Water,Water,Water,NULL,NULL,Water
833,Bareland,Water,Water,Water,Water,NULL,NULL,Forest
834,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
835,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
836,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
837,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
838,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
839,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
840,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
841,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
842,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
843,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
844,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
845,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
846,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
847,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
848,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
849,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
850,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
851,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
852,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
853,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
854,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
855,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
856,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
857,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
858,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
859,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
860,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
861,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
862,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
863,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
864,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
865,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
866,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
867,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
868,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
869,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
870,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
871,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
872,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
873,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
874,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
875,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
876,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
877,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
878,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
879,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
880,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
881,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
882,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
883,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
884,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
885,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
886,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
887,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
888,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
889,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
890,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
891,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
892,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
893,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
894,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
895,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
896,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
897,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
898,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
899,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
900,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
901,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
902,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
903,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
904,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
905,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
906,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
907,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
908,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
909,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
910,Water,NULL,Water,Water,Water,NULL,NULL,Water
911,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
912,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
913,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
914,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
915,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
916,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
917,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
918,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
919,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
920,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
921,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
922,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
923,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
924,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
925,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
926,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
927,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
928,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
929,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
930,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
931,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
932,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
933,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
934,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
935,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
936,Water,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
937,Water,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
938,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
939,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
940,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
941,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
942,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
943,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
944,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
945,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
946,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
947,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
948,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
949,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
950,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
951,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
952,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
953,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
954,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
955,Water,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
956,Water,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
957,Water,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
958,Water,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
959,Water,Bareland,Water,NULL,Water,NULL,NULL,Water
960,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
961,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Water
962,Water,Bareland,Water,Water,Water,NULL,NULL,Bareland
963,Water,Bareland,Water,Water,Water,NULL,NULL,Water
964,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
965,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
966,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
967,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
968,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
969,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
970,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
971,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
972,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
973,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
974,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
975,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
976,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
977,Water,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
978,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
979,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
980,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
981,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
982,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
983,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
984,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
985,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
986,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
987,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
988,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
989,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
990,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
991,Water,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Forest
992,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
993,Water,Built-up,Water,NULL,Water,NULL,NULL,Forest
994,Water,Built-up,Water,Non_Water,Water,NULL,NULL,Forest
995,Water,Built-up,Water,Water,Water,NULL,NULL,Water
996,Water,Built-up,Water,Water,Water,NULL,NULL,Forest
997,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
998,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
999,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1000,Water,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1001,Water,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
1002,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1003,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1004,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1005,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1006,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1007,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1008,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1009,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1010,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1011,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1012,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1013,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1014,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1015,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1016,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1017,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1018,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1019,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1020,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1021,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1022,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1023,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1024,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1025,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1026,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1027,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1028,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1029,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1030,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1031,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
