Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LFL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LFL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LFL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LFL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LFL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LFL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LFL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LFL_M_R
15828,Forest,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Water
15829,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Grassland
15830,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
15831,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
15832,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
15833,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Bareland
15834,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Water
15835,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
15836,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
15837,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Water
15838,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
15839,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
15840,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
15841,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
15842,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
15843,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
15844,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Water
15845,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
15846,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
15847,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
15848,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Wetland
15849,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Water
15850,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
15851,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
15852,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Water
15853,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
15854,Forest,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
15855,Forest,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
15856,Forest,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
15857,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
15858,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
15859,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Shrubland,Water
15860,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
15861,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
15862,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
15863,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
15864,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Water
15865,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
15866,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Water
15867,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
15868,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
15869,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
15870,Forest,Water,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
15871,Forest,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
15872,Forest,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
15873,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
15874,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Wetland
15875,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Water
15876,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
15877,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
15878,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
15879,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
15880,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
15881,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
15882,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
15883,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
15884,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
15885,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Water
15886,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
15887,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Bareland
15888,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Water
15889,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
15890,Forest,Water,NULL,NULL,Non_Wetland,Water,Shrubland,NULL
15891,Forest,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Water
15892,Forest,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
15893,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
15894,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
15895,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
15896,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
15897,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
15898,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
15899,Forest,Water,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
15900,Forest,Water,NULL,NULL,Non_Wetland,Forest,NULL,Water
15901,Forest,Water,NULL,NULL,Non_Wetland,Forest,NULL,Forest
15902,Forest,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Water
15903,Forest,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
15904,Forest,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
15905,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
15906,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
15907,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
15908,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
15909,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
15910,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
15911,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
15912,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
15913,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Wetland
15914,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Water
15915,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Forest
15916,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Forest
15917,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
15918,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Water
15919,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
15920,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
15921,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Shrubland,Grassland
15922,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Shrubland,Water
15923,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Shrubland,Forest
15924,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
15925,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
15926,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
15927,Forest,Water,NULL,Water,Non_Wetland,NULL,Shrubland,Grassland
15928,Forest,Water,NULL,Water,Non_Wetland,Shrubland,NULL,Forest
15929,Forest,Water,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
15930,Forest,Water,NULL,Water,Non_Wetland,Shrubland,Shrubland,Water
15931,Forest,Water,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
15932,Forest,Water,NULL,Water,Non_Wetland,Shrubland,Grassland,Forest
15933,Forest,Water,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
15934,Forest,Water,NULL,Water,Non_Wetland,Shrubland,Water,Water
15935,Forest,Water,NULL,Water,Non_Wetland,Shrubland,Water,Forest
15936,Forest,Water,NULL,Water,Non_Wetland,Bareland,Shrubland,Water
15937,Forest,Water,NULL,Water,Non_Wetland,Bareland,Shrubland,Forest
15938,Forest,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
15939,Forest,Water,NULL,Water,Non_Wetland,Bareland,Water,Forest
15940,Forest,Water,NULL,Water,Non_Wetland,Bareland,Forest,Forest
15941,Forest,Water,NULL,Water,Non_Wetland,Water,NULL,Water
15942,Forest,Water,NULL,Water,Non_Wetland,Water,NULL,Forest
15943,Forest,Water,NULL,Water,Non_Wetland,Water,Shrubland,Forest
15944,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
15945,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
15946,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Water
15947,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
15948,Forest,Water,NULL,Water,Non_Wetland,Forest,Shrubland,Water
15949,Forest,Water,NULL,Water,Non_Wetland,Forest,Shrubland,Forest
15950,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
15951,Forest,Water,NULL,Water,Non_Wetland,Forest,Forest,Forest
15952,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
15953,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
15954,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
15955,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
15956,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
15957,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
15958,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
15959,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
15960,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
15961,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
15962,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Water
15963,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
15964,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
15965,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
15966,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
15967,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
15968,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
15969,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
15970,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
15971,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
15972,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
15973,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
15974,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
15975,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
15976,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
15977,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
15978,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
15979,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
15980,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
15981,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
15982,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
15983,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
15984,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
15985,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
15986,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
15987,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
15988,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
15989,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
15990,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
15991,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Water
15992,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
15993,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
15994,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
15995,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
15996,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
15997,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
15998,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
15999,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
16000,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
16001,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
16002,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
16003,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
16004,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
16005,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
16006,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
16007,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
16008,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
16009,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
16010,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
16011,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Water
16012,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
16013,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
16014,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
16015,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
16016,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
16017,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
16018,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
16019,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
16020,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
16021,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
16022,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
16023,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
16024,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
16025,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
16026,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
16027,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
16028,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
16029,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
16030,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
16031,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
16032,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
16033,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
16034,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
16035,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
16036,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
16037,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
16038,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
16039,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
16040,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
16041,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
16042,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
16043,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
16044,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
16045,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
16046,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Wetland
16047,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
16048,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
16049,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
16050,Forest,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
16051,Forest,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Water
16052,Forest,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
16053,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
16054,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
16055,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
16056,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
16057,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
16058,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
16059,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
16060,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
16061,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
16062,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
16063,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
16064,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Bareland
16065,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
16066,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
16067,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Water
16068,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
16069,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
16070,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
16071,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Water
16072,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
16073,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
16074,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
16075,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Water
16076,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
16077,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
16078,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
16079,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
16080,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
16081,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
16082,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
16083,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
16084,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Water
16085,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
16086,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
16087,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Water
16088,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
16089,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
16090,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
16091,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
16092,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
16093,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Water
16094,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
16095,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
16096,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
16097,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
16098,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Water
16099,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
16100,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
16101,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
16102,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
16103,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,Water
16104,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
16105,Forest,Water,Shrubland,Water,Non_Wetland,Shrubland,NULL,Forest
16106,Forest,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
16107,Forest,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
16108,Forest,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
16109,Forest,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
16110,Forest,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
16111,Forest,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Wetland
16112,Forest,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
16113,Forest,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
16114,Forest,Water,Shrubland,Water,Non_Wetland,Shrubland,Forest,Forest
16115,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
16116,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
16117,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
16118,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,NULL,Water
16119,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,NULL,Forest
16120,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Grassland
16121,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Wetland
16122,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Water
16123,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Forest
16124,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Water,NULL
16125,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
16126,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
16127,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
16128,Forest,Water,Shrubland,Water,Non_Wetland,Water,NULL,Water
16129,Forest,Water,Shrubland,Water,Non_Wetland,Water,NULL,Forest
16130,Forest,Water,Shrubland,Water,Non_Wetland,Water,Shrubland,Grassland
16131,Forest,Water,Shrubland,Water,Non_Wetland,Water,Shrubland,Water
16132,Forest,Water,Shrubland,Water,Non_Wetland,Water,Shrubland,Forest
16133,Forest,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
16134,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
16135,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
16136,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
16137,Forest,Water,Shrubland,Water,Non_Wetland,Water,Forest,Forest
16138,Forest,Water,Shrubland,Water,Non_Wetland,Forest,NULL,Forest
16139,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Shrubland,Forest
16140,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Grassland,Forest
16141,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Water,Forest
16142,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
16143,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Bareland
16144,Forest,Water,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
16145,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
16146,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
16147,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
16148,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
16149,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
16150,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Wetland
16151,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
16152,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
16153,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
16154,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Water,Water
16155,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Water,Forest
16156,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Water
16157,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
16158,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
16159,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
16160,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
16161,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
16162,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
16163,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Water
16164,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
16165,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
