Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MUS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MUS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MUS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MUS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MUS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MUS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MUS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MUS_M_R
6458,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
6459,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
6460,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
6461,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
6462,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
6463,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
6464,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Wetland
6465,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Forest
6466,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
6467,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
6468,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
6469,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
6470,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
6471,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
6472,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
6473,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
6474,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
6475,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
6476,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Bareland,Grassland
6477,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
6478,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Water
6479,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
6480,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Forest,Grassland
6481,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
6482,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
6483,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Water
6484,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
6485,Water,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
6486,Water,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
6487,Water,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
6488,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
6489,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
6490,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
6491,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6492,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
6493,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6494,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
6495,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6496,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
6497,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
6498,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Water
6499,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
6500,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6501,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
6502,Water,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
6503,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6504,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6505,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6506,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
6507,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
6508,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
6509,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
6510,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Forest
6511,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
6512,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
6513,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Bareland,Grassland
6514,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
6515,Water,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
6516,Water,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
6517,Water,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
6518,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
6519,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
6520,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
6521,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
6522,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
6523,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
6524,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
6525,Water,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
6526,Water,NULL,Wetland,NULL,Wetland,Wetland,NULL,Water
6527,Water,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
6528,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
6529,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
6530,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Water
6531,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
6532,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
6533,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
6534,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
6535,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
6536,Water,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
6537,Water,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Forest
6538,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
6539,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
6540,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Bareland
6541,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
6542,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
6543,Water,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
6544,Water,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
6545,Water,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
6546,Water,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
6547,Water,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
6548,Water,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
6549,Water,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
6550,Water,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
6551,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
6552,Water,NULL,Wetland,NULL,Wetland,Water,NULL,Forest
6553,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
6554,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
6555,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
6556,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
6557,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
6558,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
6559,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
6560,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
6561,Water,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
6562,Water,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
6563,Water,NULL,Wetland,NULL,Wetland,Water,Water,Water
6564,Water,NULL,Wetland,NULL,Wetland,Water,Water,Forest
6565,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
6566,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Wetland
6567,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
6568,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
6569,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
6570,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
6571,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
6572,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
6573,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
6574,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
6575,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
6576,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
6577,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
6578,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
6579,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Bareland,Grassland
6580,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Bareland,Forest
6581,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
6582,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
6583,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
6584,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
6585,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
6586,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
6587,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
6588,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
6589,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
6590,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
6591,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
6592,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
6593,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Water
6594,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
6595,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
6596,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
6597,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
6598,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
6599,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
6600,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
6601,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Bareland
6602,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
6603,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
6604,Water,NULL,Wetland,Non_Water,Wetland,Water,Forest,Forest
6605,Water,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
6606,Water,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
6607,Water,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
6608,Water,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
6609,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
6610,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
6611,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Water
6612,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
6613,Water,NULL,Wetland,Water,Wetland,Wetland,NULL,Grassland
6614,Water,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
6615,Water,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
6616,Water,NULL,Wetland,Water,Wetland,Wetland,Grassland,Water
6617,Water,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
6618,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
6619,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
6620,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
6621,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
6622,Water,NULL,Wetland,Water,Wetland,Wetland,Bareland,Grassland
6623,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
6624,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
6625,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Built-up
6626,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Water
6627,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
6628,Water,NULL,Wetland,Water,Wetland,Wetland,Forest,Grassland
6629,Water,NULL,Wetland,Water,Wetland,Wetland,Forest,Forest
6630,Water,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
6631,Water,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
6632,Water,NULL,Wetland,Water,Wetland,Bareland,Wetland,Wetland
6633,Water,NULL,Wetland,Water,Wetland,Bareland,Wetland,Bareland
6634,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
6635,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
6636,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Water
6637,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Forest
6638,Water,NULL,Wetland,Water,Wetland,Water,NULL,Grassland
6639,Water,NULL,Wetland,Water,Wetland,Water,NULL,Wetland
6640,Water,NULL,Wetland,Water,Wetland,Water,NULL,Water
6641,Water,NULL,Wetland,Water,Wetland,Water,NULL,Forest
6642,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
6643,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
6644,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Water
6645,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Forest
6646,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
6647,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
6648,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Bareland
6649,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Water
6650,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
6651,Water,NULL,Wetland,Water,Wetland,Water,Bareland,Grassland
6652,Water,NULL,Wetland,Water,Wetland,Water,Bareland,Wetland
6653,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
6654,Water,NULL,Wetland,Water,Wetland,Water,Water,Wetland
6655,Water,NULL,Wetland,Water,Wetland,Water,Water,Bareland
6656,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
6657,Water,NULL,Wetland,Water,Wetland,Water,Water,Forest
6658,Water,NULL,Wetland,Water,Wetland,Water,Forest,Grassland
6659,Water,NULL,Wetland,Water,Wetland,Water,Forest,Forest
6660,Water,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland,Wetland,Grassland
6661,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6662,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
6663,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6664,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
6665,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
6666,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
6667,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
6668,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
6669,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
6670,Water,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Forest
6671,Water,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
6672,Water,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
6673,Water,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Water
6674,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
6675,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Wetland
6676,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Forest
6677,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6678,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
6679,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6680,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
6681,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
6682,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
6683,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
6684,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
6685,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
6686,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
6687,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
6688,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Wetland
6689,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Forest
6690,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
6691,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
6692,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
6693,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Bareland,Grassland
6694,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
6695,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
6696,Water,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
6697,Water,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
6698,Water,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Forest
6699,Water,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
6700,Water,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
6701,Water,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Forest
6702,Water,NULL,Bareland,Water,Non_Wetland,Water,Bareland,Grassland
6703,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
6704,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
6705,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
6706,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Forest
6707,Water,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
6708,Water,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
6709,Water,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6710,Water,NULL,Built-up,Non_Water,Non_Wetland,Water,Wetland,Wetland
6711,Water,NULL,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
6712,Water,NULL,Built-up,Water,Non_Wetland,Wetland,Water,Forest
6713,Water,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
6714,Water,NULL,Water,NULL,Water,Wetland,Grassland,Forest
6715,Water,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
6716,Water,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
6717,Water,NULL,Water,NULL,Water,Wetland,Wetland,Forest
6718,Water,NULL,Water,NULL,Water,Wetland,Water,Grassland
6719,Water,NULL,Water,NULL,Water,Wetland,Water,Wetland
6720,Water,NULL,Water,NULL,Water,Wetland,Water,Water
6721,Water,NULL,Water,NULL,Water,Wetland,Water,Forest
6722,Water,NULL,Water,NULL,Water,Bareland,Wetland,Grassland
6723,Water,NULL,Water,NULL,Water,Bareland,Water,Water
6724,Water,NULL,Water,NULL,Water,Water,NULL,Grassland
6725,Water,NULL,Water,NULL,Water,Water,Grassland,Grassland
6726,Water,NULL,Water,NULL,Water,Water,Grassland,Wetland
6727,Water,NULL,Water,NULL,Water,Water,Wetland,Grassland
6728,Water,NULL,Water,NULL,Water,Water,Wetland,Wetland
6729,Water,NULL,Water,NULL,Water,Water,Wetland,Water
6730,Water,NULL,Water,NULL,Water,Water,Wetland,Forest
6731,Water,NULL,Water,NULL,Water,Water,Water,Grassland
6732,Water,NULL,Water,NULL,Water,Water,Water,Wetland
6733,Water,NULL,Water,NULL,Water,Water,Water,Water
6734,Water,NULL,Water,NULL,Water,Water,Water,Forest
6735,Water,NULL,Water,NULL,Water,Water,Forest,Wetland
6736,Water,NULL,Water,Non_Water,Water,Wetland,Grassland,Grassland
6737,Water,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
6738,Water,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
6739,Water,NULL,Water,Non_Water,Water,Wetland,Wetland,Forest
6740,Water,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
6741,Water,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
6742,Water,NULL,Water,Non_Water,Water,Wetland,Water,Water
6743,Water,NULL,Water,Non_Water,Water,Wetland,Water,Forest
6744,Water,NULL,Water,Non_Water,Water,Wetland,Forest,Forest
6745,Water,NULL,Water,Non_Water,Water,Water,Grassland,Grassland
6746,Water,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
6747,Water,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
6748,Water,NULL,Water,Non_Water,Water,Water,Wetland,Water
6749,Water,NULL,Water,Non_Water,Water,Water,Wetland,Forest
6750,Water,NULL,Water,Non_Water,Water,Water,Water,Grassland
6751,Water,NULL,Water,Non_Water,Water,Water,Water,Wetland
6752,Water,NULL,Water,Non_Water,Water,Water,Water,Water
6753,Water,NULL,Water,Non_Water,Water,Water,Water,Forest
6754,Water,NULL,Water,Water,Water,NULL,Water,Forest
6755,Water,NULL,Water,Water,Water,Grassland,Water,Grassland
6756,Water,NULL,Water,Water,Water,Grassland,Water,Wetland
6757,Water,NULL,Water,Water,Water,Wetland,Grassland,Grassland
6758,Water,NULL,Water,Water,Water,Wetland,Grassland,Wetland
6759,Water,NULL,Water,Water,Water,Wetland,Grassland,Water
6760,Water,NULL,Water,Water,Water,Wetland,Grassland,Forest
6761,Water,NULL,Water,Water,Water,Wetland,Wetland,Grassland
6762,Water,NULL,Water,Water,Water,Wetland,Wetland,Wetland
6763,Water,NULL,Water,Water,Water,Wetland,Wetland,Bareland
6764,Water,NULL,Water,Water,Water,Wetland,Wetland,Water
6765,Water,NULL,Water,Water,Water,Wetland,Wetland,Forest
6766,Water,NULL,Water,Water,Water,Wetland,Water,Grassland
6767,Water,NULL,Water,Water,Water,Wetland,Water,Wetland
6768,Water,NULL,Water,Water,Water,Wetland,Water,Water
6769,Water,NULL,Water,Water,Water,Wetland,Water,Forest
6770,Water,NULL,Water,Water,Water,Wetland,Forest,Grassland
6771,Water,NULL,Water,Water,Water,Bareland,Water,Grassland
6772,Water,NULL,Water,Water,Water,Bareland,Water,Wetland
6773,Water,NULL,Water,Water,Water,Bareland,Water,Water
6774,Water,NULL,Water,Water,Water,Water,Grassland,Grassland
6775,Water,NULL,Water,Water,Water,Water,Grassland,Wetland
6776,Water,NULL,Water,Water,Water,Water,Grassland,Water
6777,Water,NULL,Water,Water,Water,Water,Grassland,Forest
6778,Water,NULL,Water,Water,Water,Water,Wetland,Grassland
6779,Water,NULL,Water,Water,Water,Water,Wetland,Wetland
6780,Water,NULL,Water,Water,Water,Water,Wetland,Water
6781,Water,NULL,Water,Water,Water,Water,Wetland,Forest
6782,Water,NULL,Water,Water,Water,Water,Water,Grassland
6783,Water,NULL,Water,Water,Water,Water,Water,Wetland
6784,Water,NULL,Water,Water,Water,Water,Water,Water
6785,Water,NULL,Water,Water,Water,Water,Water,Forest
6786,Water,NULL,Water,Water,Water,Water,Forest,Forest
6787,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6788,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
6789,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
6790,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
6791,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
6792,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
6793,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
6794,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
6795,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
6796,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
6797,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
6798,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
6799,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
6800,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
6801,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
6802,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
6803,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
6804,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
6805,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
6806,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Bareland
6807,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
6808,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
6809,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
6810,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6811,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6812,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
6813,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
6814,Water,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
6815,Water,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
6816,Water,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
6817,Water,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
6818,Water,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
6819,Water,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
6820,Water,NULL,Forest,Water,Non_Wetland,Water,Grassland,Grassland
6821,Water,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
6822,Water,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
