Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NQL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NQL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NQL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NQL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NQL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NQL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NQL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NQL_M_R
3202,Bareland,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
3203,Bareland,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
3204,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
3205,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
3206,Bareland,Forest,Water,NULL,Water,Cropland,Water,Grassland
3207,Bareland,Forest,Water,NULL,Water,Bareland,Grassland,Bareland
3208,Bareland,Forest,Water,Non_Water,Water,Bareland,Grassland,Grassland
3209,Bareland,Forest,Water,Water,Water,Bareland,Wetland,Forest
3210,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3211,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
3212,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3213,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3214,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3215,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3216,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3217,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3218,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3219,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3220,Bareland,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
3221,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3222,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3223,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
3224,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3225,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
3226,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3227,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3228,Bareland,Forest,Forest,Water,Non_Wetland,Bareland,Wetland,Bareland
3229,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3230,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
3231,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
3232,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
3233,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3234,Water,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3235,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3236,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3237,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3238,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3239,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3240,Water,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Bareland
3241,Water,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
3242,Water,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3243,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
3244,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
3245,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
3246,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
3247,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
3248,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
3249,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
3250,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
3251,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
3252,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3253,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
3254,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3255,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
3256,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3257,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
3258,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3259,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3260,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
3261,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3262,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3263,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
3264,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3265,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3266,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
3267,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3268,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
3269,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3270,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
3271,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
3272,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3273,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
3274,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
3275,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
3276,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
3277,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
3278,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
3279,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3280,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3281,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3282,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
3283,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
3284,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
3285,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3286,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
3287,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
3288,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3289,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3290,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3291,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
3292,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
3293,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Bareland
3294,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
3295,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
3296,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3297,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
3298,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
3299,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
3300,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
3301,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
3302,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
3303,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
3304,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
3305,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
3306,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
3307,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
3308,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
3309,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Bareland
3310,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
3311,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
3312,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
3313,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
3314,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
3315,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
3316,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
3317,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Bareland
3318,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
3319,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
3320,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Bareland
3321,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3322,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
3323,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3324,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3325,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
3326,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3327,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
3328,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
3329,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
3330,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3331,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
3332,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3333,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3334,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3335,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,NULL
3336,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3337,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Bareland
3338,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
3339,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3340,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3341,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
3342,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,NULL
3343,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
3344,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Bareland
3345,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
3346,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
3347,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
3348,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,NULL
3349,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
3350,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
3351,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
3352,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
3353,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
3354,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
3355,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
3356,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
3357,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
3358,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,NULL
3359,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
3360,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Bareland
3361,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
3362,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
3363,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
3364,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,NULL
3365,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
3366,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Bareland
3367,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Water
3368,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
3369,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
3370,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Water
3371,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
3372,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
3373,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
3374,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Water
3375,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
3376,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Water
3377,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
3378,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
3379,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Water
3380,Water,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Bareland
3381,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,NULL
3382,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
3383,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Bareland
3384,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Water
3385,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
3386,Water,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
3387,Water,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Water
3388,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,NULL
3389,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
3390,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Bareland
3391,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
3392,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Forest
3393,Water,NULL,Shrubland,Water,Non_Wetland,Forest,NULL,Forest
3394,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
3395,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3396,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
3397,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
3398,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
3399,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3400,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
3401,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
3402,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Bareland
3403,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
3404,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3405,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3406,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3407,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3408,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
3409,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
3410,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
3411,Water,NULL,Grassland,NULL,Non_Wetland,Water,Water,Bareland
3412,Water,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
3413,Water,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Bareland
3414,Water,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
3415,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
3416,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
3417,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
3418,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
3419,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
3420,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
3421,Water,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
3422,Water,NULL,Grassland,Water,Non_Wetland,Water,Water,Forest
3423,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3424,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
3425,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3426,Water,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
3427,Water,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
3428,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
3429,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
3430,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
3431,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
3432,Water,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
3433,Water,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
3434,Water,NULL,Wetland,NULL,Wetland,Grassland,NULL,Bareland
3435,Water,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
3436,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
3437,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3438,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Bareland
3439,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3440,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
3441,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,NULL
3442,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
3443,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
3444,Water,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
3445,Water,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
3446,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
3447,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
3448,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3449,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
3450,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
3451,Water,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
3452,Water,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
3453,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
3454,Water,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
3455,Water,NULL,Wetland,NULL,Wetland,Water,NULL,Wetland
3456,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
3457,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
3458,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
3459,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
3460,Water,NULL,Wetland,NULL,Wetland,Water,Water,NULL
3461,Water,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
3462,Water,NULL,Wetland,NULL,Wetland,Water,Water,Bareland
3463,Water,NULL,Wetland,NULL,Wetland,Forest,NULL,Grassland
3464,Water,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
3465,Water,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
3466,Water,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
3467,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
3468,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
3469,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
3470,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
3471,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
3472,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
3473,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
3474,Water,NULL,Wetland,Non_Water,Wetland,Cropland,Grassland,Grassland
3475,Water,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
3476,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
3477,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
3478,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
3479,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3480,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
3481,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
3482,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
3483,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
3484,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
3485,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
3486,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
3487,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
3488,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
3489,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
3490,Water,NULL,Wetland,Water,Wetland,NULL,Water,Forest
3491,Water,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
3492,Water,NULL,Wetland,Water,Wetland,Grassland,Grassland,Water
3493,Water,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
3494,Water,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
3495,Water,NULL,Wetland,Water,Wetland,Grassland,Bareland,Grassland
3496,Water,NULL,Wetland,Water,Wetland,Grassland,Water,NULL
3497,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
3498,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Bareland
3499,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Water
3500,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
3501,Water,NULL,Wetland,Water,Wetland,Cropland,Water,Grassland
3502,Water,NULL,Wetland,Water,Wetland,Wetland,NULL,Wetland
3503,Water,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
3504,Water,NULL,Wetland,Water,Wetland,Wetland,Grassland,Water
3505,Water,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
3506,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
3507,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Water
3508,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
3509,Water,NULL,Wetland,Water,Wetland,Water,NULL,Grassland
3510,Water,NULL,Wetland,Water,Wetland,Water,NULL,Wetland
3511,Water,NULL,Wetland,Water,Wetland,Water,NULL,Water
3512,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
3513,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Bareland
3514,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Water
3515,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Forest
3516,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
3517,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Water
3518,Water,NULL,Wetland,Water,Wetland,Water,Water,NULL
3519,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
3520,Water,NULL,Wetland,Water,Wetland,Water,Water,Bareland
3521,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
3522,Water,NULL,Wetland,Water,Wetland,Water,Water,Forest
3523,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
3524,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
3525,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
3526,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
3527,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
3528,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
3529,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
3530,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Bareland
3531,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Water
3532,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
3533,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
3534,Water,NULL,Bareland,NULL,Non_Wetland,Forest,NULL,Grassland
3535,Water,NULL,Bareland,NULL,Non_Wetland,Forest,NULL,Bareland
3536,Water,NULL,Bareland,NULL,Non_Wetland,Forest,NULL,Water
3537,Water,NULL,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
3538,Water,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
3539,Water,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
3540,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3541,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
3542,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
3543,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3544,Water,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3545,Water,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,NULL
3546,Water,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
3547,Water,NULL,Built-up,NULL,Non_Wetland,Water,Water,Grassland
3548,Water,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
