Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KMB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KMB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KMB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KMB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KMB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KMB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KMB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KMB_M_R
12081,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Bareland
12082,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Water
12083,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
12084,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
12085,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12086,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
12087,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
12088,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
12089,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
12090,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
12091,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,NULL
12092,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
12093,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
12094,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
12095,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
12096,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
12097,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,NULL
12098,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Water
12099,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Forest
12100,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,NULL
12101,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
12102,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
12103,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
12104,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
12105,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
12106,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,NULL
12107,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
12108,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Wetland
12109,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Water
12110,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,Water
12111,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
12112,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Water
12113,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
12114,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
12115,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
12116,Water,Water,Shrubland,Water,Non_Wetland,NULL,Shrubland,Water
12117,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
12118,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Wetland
12119,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Water
12120,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Forest
12121,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
12122,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
12123,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
12124,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,NULL
12125,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
12126,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
12127,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
12128,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
12129,Water,Water,Shrubland,Water,Non_Wetland,Cropland,Water,Water
12130,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
12131,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
12132,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
12133,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Water
12134,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
12135,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
12136,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Water
12137,Water,Water,Shrubland,Water,Non_Wetland,Water,Shrubland,Water
12138,Water,Water,Shrubland,Water,Non_Wetland,Water,Built-up,Water
12139,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
12140,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Wetland
12141,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
12142,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
12143,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
12144,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Water
12145,Water,Water,Shrubland,Water,Non_Wetland,Forest,NULL,Forest
12146,Water,Water,Shrubland,Water,Non_Wetland,Forest,Water,Water
12147,Water,Water,Shrubland,Water,Non_Wetland,Forest,Water,Forest
12148,Water,Water,Shrubland,Water,Non_Wetland,Forest,Forest,Water
12149,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
12150,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12151,Water,Water,Grassland,NULL,Non_Wetland,Water,Shrubland,Forest
12152,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
12153,Water,Water,Grassland,NULL,Non_Wetland,Forest,Water,Forest
12154,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
12155,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12156,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Shrubland,Forest
12157,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
12158,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
12159,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
12160,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
12161,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
12162,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Wetland
12163,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
12164,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
12165,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
12166,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
12167,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
12168,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
12169,Water,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
12170,Water,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
12171,Water,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Water
12172,Water,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
12173,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
12174,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
12175,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
12176,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
12177,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
12178,Water,Water,Cropland,NULL,Non_Wetland,NULL,Built-up,Water
12179,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,NULL
12180,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
12181,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
12182,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
12183,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Water
12184,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Forest
12185,Water,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
12186,Water,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Water
12187,Water,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
12188,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
12189,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
12190,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
12191,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12192,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12193,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Water
12194,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12195,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12196,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Water
12197,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
12198,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,NULL
12199,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
12200,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Bareland
12201,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Water
12202,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
12203,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Forest,Water
12204,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
12205,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
12206,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
12207,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
12208,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
12209,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
12210,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
12211,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12212,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
12213,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12214,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
12215,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
12216,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,NULL
12217,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
12218,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
12219,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Water
12220,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
12221,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
12222,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
12223,Water,Water,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
12224,Water,Water,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
12225,Water,Water,Cropland,NULL,Non_Wetland,Cropland,Water,Grassland
12226,Water,Water,Cropland,NULL,Non_Wetland,Cropland,Water,Water
12227,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Water
12228,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
12229,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
12230,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Water
12231,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
12232,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Forest,Water
12233,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
12234,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
12235,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
12236,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
12237,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
12238,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12239,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
12240,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
12241,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
12242,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
12243,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
12244,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
12245,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Cropland
12246,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
12247,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Water
12248,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
12249,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
12250,Water,Water,Cropland,NULL,Non_Wetland,Built-up,NULL,Water
12251,Water,Water,Cropland,NULL,Non_Wetland,Built-up,Built-up,Water
12252,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,NULL
12253,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
12254,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
12255,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Water
12256,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Forest
12257,Water,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,NULL
12258,Water,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
12259,Water,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Bareland
12260,Water,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Water
12261,Water,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Forest
12262,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
12263,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
12264,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Water
12265,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
12266,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
12267,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Water
12268,Water,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
12269,Water,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Water
12270,Water,Water,Cropland,NULL,Non_Wetland,Water,Built-up,Water
12271,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,NULL
12272,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
12273,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Cropland
12274,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Wetland
12275,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Bareland
12276,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
12277,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
12278,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Bareland
12279,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Water
12280,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Forest
12281,Water,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Water
12282,Water,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
12283,Water,Water,Cropland,NULL,Non_Wetland,Forest,Shrubland,Water
12284,Water,Water,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
12285,Water,Water,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
12286,Water,Water,Cropland,NULL,Non_Wetland,Forest,Water,Water
12287,Water,Water,Cropland,NULL,Non_Wetland,Forest,Water,Forest
12288,Water,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Water
12289,Water,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
12290,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
12291,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
12292,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
12293,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
12294,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Water
12295,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
12296,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,NULL
12297,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
12298,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
12299,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
12300,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
12301,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Forest,Water
12302,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
12303,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Water
12304,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
12305,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
12306,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
12307,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Cropland
12308,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Bareland
12309,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Water
12310,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Forest
12311,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
12312,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
12313,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
12314,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12315,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
12316,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
12317,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Cropland
12318,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland,Water,Cropland
12319,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland,Water,Forest
12320,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Wetland
12321,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Water
12322,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
12323,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Water
12324,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Forest
12325,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,NULL
12326,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
12327,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,NULL
12328,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
12329,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Wetland
12330,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
12331,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
12332,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Wetland
12333,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Bareland
12334,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Water
12335,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Forest
12336,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
12337,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Forest
12338,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Wetland,Forest
12339,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,NULL
12340,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
12341,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Cropland
12342,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
12343,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Water
12344,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
12345,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Forest,Grassland
12346,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Forest,Water
12347,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Water,Water
12348,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Water,Forest
12349,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Forest,Water
12350,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
12351,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
12352,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
12353,Water,Water,Cropland,Water,Non_Wetland,NULL,Shrubland,Grassland
12354,Water,Water,Cropland,Water,Non_Wetland,NULL,Shrubland,Water
12355,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Grassland
12356,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Water
12357,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Forest
12358,Water,Water,Cropland,Water,Non_Wetland,NULL,Forest,Grassland
12359,Water,Water,Cropland,Water,Non_Wetland,NULL,Forest,Cropland
12360,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
12361,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Water
12362,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Water,Grassland
12363,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Water,Wetland
12364,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Water,Water
12365,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Water,Forest
12366,Water,Water,Cropland,Water,Non_Wetland,Grassland,NULL,Cropland
12367,Water,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
12368,Water,Water,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
12369,Water,Water,Cropland,Water,Non_Wetland,Grassland,Water,Cropland
12370,Water,Water,Cropland,Water,Non_Wetland,Grassland,Water,Water
12371,Water,Water,Cropland,Water,Non_Wetland,Cropland,Water,Water
12372,Water,Water,Cropland,Water,Non_Wetland,Wetland,Water,Water
12373,Water,Water,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
12374,Water,Water,Cropland,Water,Non_Wetland,Bareland,Grassland,Bareland
12375,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
12376,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Water
12377,Water,Water,Cropland,Water,Non_Wetland,Water,Shrubland,Water
12378,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
12379,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Bareland
12380,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Water
12381,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Grassland
12382,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Cropland
12383,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Wetland
12384,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Bareland
12385,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Water
12386,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Forest
12387,Water,Water,Cropland,Water,Non_Wetland,Water,Forest,Water
12388,Water,Water,Cropland,Water,Non_Wetland,Forest,Shrubland,Water
12389,Water,Water,Cropland,Water,Non_Wetland,Forest,Water,Water
12390,Water,Water,Cropland,Water,Non_Wetland,Forest,Water,Forest
12391,Water,Water,Cropland,Water,Non_Wetland,Forest,Forest,Water
12392,Water,Water,Cropland,Water,Non_Wetland,Forest,Forest,Forest
12393,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
12394,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
12395,Water,Water,Wetland,NULL,Wetland,NULL,Shrubland,Forest
12396,Water,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
12397,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
12398,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
12399,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Grassland
12400,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Water
12401,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
12402,Water,Water,Wetland,NULL,Wetland,Shrubland,NULL,Water
12403,Water,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
12404,Water,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
12405,Water,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
12406,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Grassland
12407,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Water
12408,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Forest
12409,Water,Water,Wetland,NULL,Wetland,Shrubland,Forest,Water
12410,Water,Water,Wetland,NULL,Wetland,Shrubland,Forest,Forest
12411,Water,Water,Wetland,NULL,Wetland,Cropland,Water,Cropland
12412,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
12413,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
12414,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
12415,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Water
12416,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,Water
12417,Water,Water,Wetland,NULL,Wetland,Water,NULL,Water
12418,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,NULL
12419,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Grassland
12420,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Water
12421,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Forest
12422,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
12423,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
12424,Water,Water,Wetland,NULL,Wetland,Water,Water,NULL
12425,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
12426,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
12427,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
12428,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
12429,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
12430,Water,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
12431,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
12432,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
12433,Water,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
12434,Water,Water,Wetland,NULL,Wetland,Forest,Shrubland,Water
