Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NED_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NED_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NED_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NED_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NED_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NED_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NED_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NED_M_R
702,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
703,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
704,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
705,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
706,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
707,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
708,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
709,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
710,Forest,Wetland,Water,NULL,Water,NULL,NULL,Grassland
711,Forest,Wetland,Water,NULL,Water,NULL,NULL,Water
712,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
713,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
714,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
715,Forest,Wetland,Water,Water,Water,NULL,NULL,Grassland
716,Forest,Wetland,Water,Water,Water,NULL,NULL,Wetland
717,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
718,Forest,Wetland,Water,Water,Water,NULL,NULL,Forest
719,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
720,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
721,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
722,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
723,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
724,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
725,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
726,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
727,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
728,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
729,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
730,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
731,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
732,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
733,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
734,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
735,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
736,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
737,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
738,Forest,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Forest
739,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
740,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
741,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
742,Forest,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
743,Forest,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
744,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
745,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
746,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
747,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
748,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
749,Forest,Built-up,Water,NULL,Water,NULL,NULL,Forest
750,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
751,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
752,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
753,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
754,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
755,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
756,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
757,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
758,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
759,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
760,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
761,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
762,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
763,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
764,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
765,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
766,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
767,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
768,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
769,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
770,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
771,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
772,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
773,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
774,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
775,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
776,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
777,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
778,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
779,Forest,Water,Water,NULL,Water,NULL,NULL,Wetland
780,Forest,Water,Water,NULL,Water,NULL,NULL,Water
781,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
782,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
783,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
784,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
785,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
786,Forest,Water,Water,Water,Water,NULL,NULL,Wetland
787,Forest,Water,Water,Water,Water,NULL,NULL,Water
788,Forest,Water,Water,Water,Water,NULL,NULL,Forest
789,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
790,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
791,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
792,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
793,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
794,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
795,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
796,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
797,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
798,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
799,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
800,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
801,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
802,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
803,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
804,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
805,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
806,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
807,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
808,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
809,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
810,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
811,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
812,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
813,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
814,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
815,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
816,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
817,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
818,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
819,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
820,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
821,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
822,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
823,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
824,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
825,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
826,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
827,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
828,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
829,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
830,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
831,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,NULL
832,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
833,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
834,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
835,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
836,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
837,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
838,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
839,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
840,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
841,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
842,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
843,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
844,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
845,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
846,Forest,Forest,Water,Water,Water,NULL,NULL,Grassland
847,Forest,Forest,Water,Water,Water,NULL,NULL,Wetland
848,Forest,Forest,Water,Water,Water,NULL,NULL,Water
849,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
850,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
851,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
852,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
853,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
854,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
855,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
856,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
857,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
858,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
859,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
860,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
