Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MCM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MCM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MCM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MCM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MCM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MCM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MCM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MCM_M_R
4531,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
4532,Water,Water,Grassland,Water,Non_Wetland,NULL,Grassland,Water
4533,Water,Water,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
4534,Water,Water,Grassland,Water,Non_Wetland,Grassland,Grassland,Water
4535,Water,Water,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
4536,Water,Water,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
4537,Water,Water,Grassland,Water,Non_Wetland,Grassland,Wetland,Water
4538,Water,Water,Grassland,Water,Non_Wetland,Grassland,Bareland,Grassland
4539,Water,Water,Grassland,Water,Non_Wetland,Grassland,Bareland,Forest
4540,Water,Water,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
4541,Water,Water,Grassland,Water,Non_Wetland,Grassland,Water,Water
4542,Water,Water,Grassland,Water,Non_Wetland,Grassland,Water,Forest
4543,Water,Water,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
4544,Water,Water,Grassland,Water,Non_Wetland,Bareland,Water,Water
4545,Water,Water,Grassland,Water,Non_Wetland,Built-up,Water,Water
4546,Water,Water,Grassland,Water,Non_Wetland,Water,NULL,Water
4547,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
4548,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Bareland
4549,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Water
4550,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Forest
4551,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
4552,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
4553,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
4554,Water,Water,Grassland,Water,Non_Wetland,Water,Bareland,Grassland
4555,Water,Water,Grassland,Water,Non_Wetland,Water,Bareland,Water
4556,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
4557,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Bareland
4558,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
4559,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
4560,Water,Water,Grassland,Water,Non_Wetland,Water,Forest,Grassland
4561,Water,Water,Grassland,Water,Non_Wetland,Water,Forest,Water
4562,Water,Water,Grassland,Water,Non_Wetland,Water,Forest,Forest
4563,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
4564,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4565,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4566,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4567,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Water
4568,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4569,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
4570,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
4571,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
4572,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
4573,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4574,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
4575,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Water
4576,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
4577,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
4578,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Water
4579,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
4580,Water,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
4581,Water,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Water
4582,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
4583,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
4584,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
4585,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
4586,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Water
4587,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4588,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Water
4589,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4590,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
4591,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Wetland,Water
4592,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Wetland,Forest
4593,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Water
4594,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
4595,Water,Water,Cropland,Water,Non_Wetland,Grassland,Water,Water
4596,Water,Water,Cropland,Water,Non_Wetland,Water,Wetland,Water
4597,Water,Water,Cropland,Water,Non_Wetland,Water,Wetland,Forest
4598,Water,Water,Cropland,Water,Non_Wetland,Water,Bareland,Grassland
4599,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Grassland
4600,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Water
4601,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Forest
4602,Water,Water,Cropland,Water,Non_Wetland,Water,Forest,Grassland
4603,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Water
4604,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
4605,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Grassland
4606,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
4607,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
4608,Water,Water,Wetland,NULL,Wetland,NULL,Bareland,Water
4609,Water,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
4610,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
4611,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
4612,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Water
4613,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
4614,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4615,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Water
4616,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
4617,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
4618,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
4619,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
4620,Water,Water,Wetland,NULL,Wetland,Grassland,Bareland,Water
4621,Water,Water,Wetland,NULL,Wetland,Grassland,Bareland,Forest
4622,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
4623,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
4624,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
4625,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Grassland
4626,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Water
4627,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
4628,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
4629,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4630,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
4631,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4632,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
4633,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
4634,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
4635,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Water
4636,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
4637,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
4638,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
4639,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
4640,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
4641,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
4642,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Water
4643,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Forest
4644,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
4645,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
4646,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
4647,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
4648,Water,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
4649,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
4650,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
4651,Water,Water,Wetland,NULL,Wetland,Forest,Grassland,Water
4652,Water,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
4653,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
4654,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
4655,Water,Water,Wetland,NULL,Wetland,Forest,Bareland,Water
4656,Water,Water,Wetland,NULL,Wetland,Forest,Water,Water
4657,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
4658,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Grassland
4659,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Water
4660,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
4661,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
4662,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
4663,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
4664,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
4665,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
4666,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
4667,Water,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
4668,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
4669,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
4670,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
4671,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
4672,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
4673,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
4674,Water,Water,Wetland,Non_Water,Wetland,Grassland,Bareland,Water
4675,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
4676,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
4677,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
4678,Water,Water,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
4679,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
4680,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
4681,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
4682,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
4683,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
4684,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
4685,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
4686,Water,Water,Wetland,Non_Water,Wetland,Built-up,Water,Forest
4687,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
4688,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
4689,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
4690,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
4691,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
4692,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
4693,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
4694,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
4695,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
4696,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Grassland
4697,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
4698,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
4699,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
4700,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Grassland
4701,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
4702,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Grassland
4703,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Water
4704,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
4705,Water,Water,Wetland,Water,Wetland,NULL,Bareland,Forest
4706,Water,Water,Wetland,Water,Wetland,NULL,Water,Grassland
4707,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
4708,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
4709,Water,Water,Wetland,Water,Wetland,NULL,Forest,Water
4710,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Grassland
4711,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Water
4712,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
4713,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
4714,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
4715,Water,Water,Wetland,Water,Wetland,Grassland,Bareland,Water
4716,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
4717,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
4718,Water,Water,Wetland,Water,Wetland,Grassland,Water,Forest
4719,Water,Water,Wetland,Water,Wetland,Grassland,Forest,Forest
4720,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
4721,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
4722,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
4723,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
4724,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
4725,Water,Water,Wetland,Water,Wetland,Bareland,Water,Forest
4726,Water,Water,Wetland,Water,Wetland,Built-up,Bareland,Water
4727,Water,Water,Wetland,Water,Wetland,Built-up,Water,Water
4728,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
4729,Water,Water,Wetland,Water,Wetland,Water,Grassland,Forest
4730,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
4731,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
4732,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
4733,Water,Water,Wetland,Water,Wetland,Water,Bareland,Grassland
4734,Water,Water,Wetland,Water,Wetland,Water,Bareland,Water
4735,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
4736,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
4737,Water,Water,Wetland,Water,Wetland,Water,Water,Water
4738,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
4739,Water,Water,Wetland,Water,Wetland,Water,Forest,Grassland
4740,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
4741,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
4742,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Water
4743,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
4744,Water,Water,Wetland,Water,Wetland,Forest,Water,Grassland
4745,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
4746,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
4747,Water,Water,Wetland,Water,Wetland,Forest,Forest,Forest
4748,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
4749,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Grassland,Bareland
4750,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Water,Grassland
4751,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Water,Bareland
4752,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Water,Water
4753,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland,Water,Grassland
4754,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland,Water,Bareland
4755,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Water,Grassland
4756,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Water,Water
4757,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Water,Forest
4758,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland,Water,Water
4759,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Built-up,Water,Water
4760,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Water,Water,Bareland
4761,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Water,Water,Water
4762,Water,Water,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
4763,Water,Water,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
4764,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
4765,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
4766,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
4767,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
4768,Water,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
4769,Water,Water,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
4770,Water,Water,Bareland,NULL,Non_Wetland,Grassland,NULL,Water
4771,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4772,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
4773,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4774,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Water
4775,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
4776,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Bareland,Water
4777,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
4778,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Water
4779,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
4780,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
4781,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Forest,Water
4782,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
4783,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
4784,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
4785,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
4786,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Water
4787,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4788,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
4789,Water,Water,Bareland,NULL,Non_Wetland,Built-up,Built-up,Built-up
4790,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Grassland
4791,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Water
4792,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
4793,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Water
4794,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
4795,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
4796,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
4797,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
4798,Water,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Grassland
4799,Water,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Water
4800,Water,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
4801,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
4802,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Bareland
4803,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
4804,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
4805,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
4806,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
4807,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
4808,Water,Water,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
4809,Water,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
4810,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,Grassland
4811,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,Water
4812,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
4813,Water,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
4814,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Forest
4815,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Water
4816,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
4817,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
4818,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
4819,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4820,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4821,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
4822,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Water
4823,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
4824,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Forest
4825,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4826,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
4827,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
4828,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
4829,Water,Water,Bareland,Non_Water,Non_Wetland,Built-up,Water,Water
4830,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Forest
4831,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
4832,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
4833,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
4834,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Bareland,Water
4835,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
4836,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Bareland
4837,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
4838,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
4839,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
4840,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
4841,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
4842,Water,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
4843,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Grassland
4844,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
4845,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Forest
4846,Water,Water,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
4847,Water,Water,Bareland,Water,Non_Wetland,Grassland,Wetland,Water
4848,Water,Water,Bareland,Water,Non_Wetland,Grassland,Wetland,Forest
4849,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
4850,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Water
4851,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Forest
4852,Water,Water,Bareland,Water,Non_Wetland,Grassland,Forest,Forest
4853,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
4854,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
4855,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
4856,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Forest
4857,Water,Water,Bareland,Water,Non_Wetland,Built-up,Water,Water
4858,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
4859,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Water
4860,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
4861,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
4862,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
4863,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
4864,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Bareland
4865,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
4866,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
4867,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Grassland
4868,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
4869,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
4870,Water,Water,Bareland,Water,Non_Wetland,Forest,Water,Forest
4871,Water,Water,Bareland,Water,Non_Wetland,Forest,Forest,Forest
4872,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4873,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Water
4874,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
4875,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
4876,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
4877,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
4878,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
4879,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Bareland
4880,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Water
4881,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
4882,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
4883,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
4884,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
4885,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
4886,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
4887,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
4888,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
4889,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
4890,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Water,Water
4891,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
4892,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Water
4893,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
4894,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
4895,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
4896,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
