Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LQJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LQJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LQJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LQJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LQJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LQJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LQJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LQJ_M_R
6082,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6083,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
6084,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
6085,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6086,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
6087,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
6088,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
6089,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
6090,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
6091,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
6092,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
6093,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
6094,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Bareland,NULL
6095,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Forest
6096,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
6097,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
6098,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
6099,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
6100,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
6101,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
6102,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
6103,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
6104,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
6105,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6106,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
6107,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
6108,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
6109,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
6110,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6111,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
6112,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
6113,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
6114,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
6115,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
6116,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Water
6117,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
6118,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
6119,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
6120,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
6121,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
6122,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
6123,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
6124,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
6125,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
6126,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6127,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
6128,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
6129,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6130,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
6131,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
6132,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
6133,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
6134,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6135,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
6136,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
6137,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
6138,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
6139,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
6140,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
6141,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
6142,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
6143,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
6144,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
6145,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
6146,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
6147,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
6148,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
6149,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
6150,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
6151,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
6152,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
6153,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
6154,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Wetland
6155,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
6156,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
6157,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6158,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
6159,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
6160,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
6161,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
6162,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,NULL
6163,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
6164,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
6165,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
6166,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
6167,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
6168,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
6169,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
6170,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
6171,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
6172,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
6173,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
6174,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
6175,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6176,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6177,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
6178,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
6179,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
6180,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
6181,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
6182,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
6183,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
6184,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
6185,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
6186,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Wetland
6187,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
6188,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
6189,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
6190,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Wetland
6191,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
6192,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
6193,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
6194,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
6195,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
6196,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6197,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6198,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6199,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6200,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6201,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Wetland,NULL
6202,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
6203,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
6204,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
6205,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
6206,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
6207,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
6208,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
6209,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
6210,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6211,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6212,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6213,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
6214,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6215,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6216,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
6217,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
6218,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
6219,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6220,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
6221,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
6222,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
6223,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6224,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
6225,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
6226,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
6227,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
6228,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
6229,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
6230,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6231,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
6232,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Bareland,NULL
6233,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,NULL
6234,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
6235,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Wetland
6236,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
6237,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,NULL
6238,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
6239,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
6240,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
6241,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6242,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
6243,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
6244,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
6245,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6246,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
6247,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
6248,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,NULL
6249,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
6250,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
6251,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
6252,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
6253,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
6254,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
6255,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
6256,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6257,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
6258,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
6259,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
6260,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
6261,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
6262,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6263,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
6264,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
6265,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
6266,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
6267,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
6268,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
6269,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
6270,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
6271,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
6272,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
6273,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
6274,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
6275,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
6276,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,NULL
6277,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
6278,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
6279,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
6280,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
6281,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
6282,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6283,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
6284,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
6285,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
6286,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
6287,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6288,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
6289,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
6290,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
6291,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Forest
6292,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
6293,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
6294,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6295,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6296,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,NULL,Forest
6297,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
6298,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6299,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
6300,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
6301,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
6302,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
6303,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
6304,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
6305,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6306,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
6307,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
6308,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
6309,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
6310,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
6311,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
6312,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
6313,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6314,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6315,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6316,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6317,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
6318,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
6319,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6320,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
6321,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
6322,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
6323,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6324,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6325,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
6326,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6327,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6328,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
6329,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6330,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
6331,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6332,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
6333,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Built-up
6334,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
6335,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6336,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
6337,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
6338,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
6339,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
6340,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
6341,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
6342,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
6343,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
6344,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
6345,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
6346,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6347,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
6348,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Bareland
6349,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
6350,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
6351,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
6352,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6353,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
6354,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
6355,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
6356,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
6357,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
6358,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6359,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
6360,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
6361,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
6362,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
6363,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
6364,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
6365,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
6366,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
6367,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Wetland
6368,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
6369,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
6370,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Cropland
6371,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
6372,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Water,Forest
6373,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
6374,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
6375,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6376,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
6377,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
6378,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
6379,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6380,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
6381,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
6382,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
6383,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
6384,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Grassland,Grassland
6385,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
6386,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
6387,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
6388,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
6389,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
6390,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Grassland
6391,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Wetland
6392,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
6393,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
6394,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Wetland
6395,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
6396,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland,Forest
6397,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
6398,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Grassland
6399,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
6400,Forest,Forest,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
6401,Forest,Forest,Wetland,NULL,Wetland,Shrubland,NULL,Forest
6402,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
6403,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
6404,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
6405,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Bareland,Grassland
