Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MUU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MUU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MUU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MUU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MUU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MUU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MUU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MUU_M_R
1433,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1434,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1435,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Bareland,Wetland
1436,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
1437,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
1438,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
1439,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1440,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
1441,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1442,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
1443,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
1444,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1445,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1446,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
1447,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1448,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1449,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1450,Forest,NULL,Water,NULL,Water,Wetland,Water,Grassland
1451,Forest,NULL,Water,NULL,Water,Bareland,Forest,Forest
1452,Forest,NULL,Water,NULL,Water,Water,Wetland,Wetland
1453,Forest,NULL,Water,NULL,Water,Water,Wetland,Forest
1454,Forest,NULL,Water,NULL,Water,Water,Water,Grassland
1455,Forest,NULL,Water,Water,Water,Grassland,Wetland,Grassland
1456,Forest,NULL,Water,Water,Water,Wetland,Wetland,Grassland
1457,Forest,NULL,Water,Water,Water,Wetland,Wetland,Wetland
1458,Forest,NULL,Water,Water,Water,Wetland,Wetland,Forest
1459,Forest,NULL,Water,Water,Water,Wetland,Water,Grassland
1460,Forest,NULL,Water,Water,Water,Wetland,Water,Forest
1461,Forest,NULL,Water,Water,Water,Wetland,Forest,Grassland
1462,Forest,NULL,Water,Water,Water,Bareland,Water,Forest
1463,Forest,NULL,Water,Water,Water,Water,Wetland,Grassland
1464,Forest,NULL,Water,Water,Water,Water,Wetland,Wetland
1465,Forest,NULL,Water,Water,Water,Water,Wetland,Forest
1466,Forest,NULL,Water,Water,Water,Water,Water,Grassland
1467,Forest,NULL,Water,Water,Water,Water,Water,Wetland
1468,Forest,NULL,Water,Water,Water,Water,Water,Forest
1469,Forest,NULL,Water,Water,Water,Water,Forest,Grassland
1470,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1471,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1472,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1473,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1474,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1475,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1476,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1477,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1478,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1479,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1480,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1481,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1482,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1483,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1484,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1485,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1486,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1487,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1488,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1489,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1490,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1491,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1492,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1493,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1494,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1495,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1496,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1497,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1498,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1499,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1500,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1501,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1502,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1503,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1504,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1505,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1506,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1507,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
1508,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1509,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1510,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1511,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1512,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1513,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1514,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1515,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1516,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1517,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1518,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1519,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1520,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1521,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1522,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1523,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
1524,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1525,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1526,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1527,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Grassland
1528,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Forest
1529,Forest,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Forest
1530,Forest,Wetland,NULL,Water,Non_Wetland,Water,Water,Grassland
1531,Forest,Wetland,NULL,Water,Non_Wetland,Water,Water,Wetland
1532,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1533,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1534,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1535,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
1536,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Forest
1537,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
1538,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
1539,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1540,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1541,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1542,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1543,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1544,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
1545,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
1546,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
1547,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
1548,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
1549,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
1550,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
1551,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
1552,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
1553,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1554,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1555,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
1556,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,NULL
1557,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
1558,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
1559,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1560,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1561,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Water
1562,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
1563,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1564,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Grassland
1565,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Forest
1566,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Forest
1567,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1568,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1569,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
1570,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
1571,Forest,Wetland,Water,NULL,Water,Wetland,Water,Grassland
1572,Forest,Wetland,Water,NULL,Water,Wetland,Water,Wetland
1573,Forest,Wetland,Water,NULL,Water,Wetland,Water,Forest
1574,Forest,Wetland,Water,NULL,Water,Water,Water,Grassland
1575,Forest,Wetland,Water,NULL,Water,Water,Water,Wetland
1576,Forest,Wetland,Water,Water,Water,NULL,Wetland,Forest
1577,Forest,Wetland,Water,Water,Water,NULL,Water,Forest
1578,Forest,Wetland,Water,Water,Water,Grassland,Wetland,Grassland
1579,Forest,Wetland,Water,Water,Water,Grassland,Wetland,Wetland
1580,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
1581,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
1582,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Water
1583,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Forest
1584,Forest,Wetland,Water,Water,Water,Wetland,Water,Grassland
1585,Forest,Wetland,Water,Water,Water,Wetland,Water,Wetland
1586,Forest,Wetland,Water,Water,Water,Wetland,Water,Water
1587,Forest,Wetland,Water,Water,Water,Wetland,Water,Forest
1588,Forest,Wetland,Water,Water,Water,Water,Wetland,Grassland
1589,Forest,Wetland,Water,Water,Water,Water,Wetland,Wetland
1590,Forest,Wetland,Water,Water,Water,Water,Wetland,Forest
1591,Forest,Wetland,Water,Water,Water,Water,Water,Grassland
1592,Forest,Wetland,Water,Water,Water,Water,Water,Wetland
1593,Forest,Wetland,Water,Water,Water,Water,Water,Water
1594,Forest,Wetland,Water,Water,Water,Water,Water,Forest
1595,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1596,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
1597,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1598,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1599,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1600,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1601,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1602,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
1603,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1604,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1605,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Forest
1606,Forest,Bareland,Forest,Water,Non_Wetland,Grassland,Forest,Grassland
1607,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
1608,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1609,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1610,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1611,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1612,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
1613,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
1614,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1615,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1616,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1617,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1618,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
1619,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
1620,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1621,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1622,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1623,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1624,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1625,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
1626,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
1627,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1628,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1629,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1630,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1631,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1632,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1633,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1634,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1635,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1636,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1637,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1638,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1639,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
1640,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1641,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1642,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1643,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Water,Forest
1644,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Water,Forest
1645,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1646,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
1647,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1648,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1649,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1650,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
1651,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
1652,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
1653,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1654,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1655,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1656,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
1657,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1658,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1659,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1660,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1661,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1662,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1663,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1664,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1665,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
1666,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
1667,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1668,Forest,Water,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
1669,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Grassland
1670,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
1671,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
1672,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
1673,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Water
1674,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1675,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1676,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1677,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
1678,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1679,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1680,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Water
1681,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1682,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1683,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1684,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1685,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
1686,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1687,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
1688,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Bareland,Water
1689,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
1690,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
1691,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1692,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Water
1693,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1694,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1695,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1696,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1697,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1698,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1699,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
1700,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1701,Forest,Water,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
1702,Forest,Water,NULL,NULL,Non_Wetland,Water,Bareland,Water
1703,Forest,Water,NULL,NULL,Non_Wetland,Water,Bareland,Forest
1704,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
1705,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
1706,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
1707,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
1708,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Bareland
1709,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
1710,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
1711,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Water
1712,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1713,Forest,Water,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
1714,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
1715,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
1716,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
1717,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1718,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
1719,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
1720,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Water
1721,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
1722,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
1723,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
1724,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1725,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
1726,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
1727,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Forest,Water
1728,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
1729,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
1730,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
1731,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
1732,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1733,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Grassland
1734,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
1735,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
1736,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Wetland,Water
1737,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
1738,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Water
1739,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
1740,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Water
1741,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
1742,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Grassland
1743,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Water
1744,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Forest
1745,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Water
1746,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
1747,Forest,Water,NULL,Water,Non_Wetland,NULL,Forest,Water
1748,Forest,Water,NULL,Water,Non_Wetland,NULL,Forest,Forest
1749,Forest,Water,NULL,Water,Non_Wetland,Grassland,Wetland,Water
1750,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Water
1751,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
1752,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
1753,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
1754,Forest,Water,NULL,Water,Non_Wetland,Wetland,Forest,Water
1755,Forest,Water,NULL,Water,Non_Wetland,Wetland,Forest,Forest
1756,Forest,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Water
1757,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
1758,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
1759,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
1760,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
1761,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Water
1762,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
1763,Forest,Water,NULL,Water,Non_Wetland,Forest,Wetland,Water
1764,Forest,Water,NULL,Water,Non_Wetland,Forest,Wetland,Forest
1765,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
1766,Forest,Water,NULL,Water,Non_Wetland,Forest,Forest,Water
1767,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1768,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
1769,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1770,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
1771,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
1772,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
1773,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1774,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1775,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1776,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1777,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1778,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1779,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
