Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NTF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NTF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NTF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NTF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NTF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NTF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NTF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NTF_M_R
1545,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1546,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1547,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1548,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1549,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1550,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1551,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1552,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1553,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1554,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1555,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1556,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1557,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1558,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1559,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1560,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1561,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1562,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1563,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1564,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1565,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1566,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1567,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1568,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1569,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1570,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1571,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1572,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1573,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1574,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1575,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1576,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1577,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1578,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
1579,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1580,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1581,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1582,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
1583,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1584,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
1585,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Forest
1586,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
1587,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1588,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1589,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
1590,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
1591,Bareland,Bareland,Water,Water,Water,NULL,NULL,Wetland
1592,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
1593,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
1594,Bareland,Bareland,Water,Water,Water,NULL,NULL,Forest
1595,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1596,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1597,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1598,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1599,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1600,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1601,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1602,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1603,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1604,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1605,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1606,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1607,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1608,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1609,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1610,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1611,Bareland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1612,Bareland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1613,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1614,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1615,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1616,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1617,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1618,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1619,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1620,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1621,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1622,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1623,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1624,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1625,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1626,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1627,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1628,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1629,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1630,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1631,Bareland,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1632,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1633,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1634,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1635,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Bareland
1636,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1637,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1638,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
1639,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1640,Bareland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1641,Bareland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1642,Bareland,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Water
1643,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1644,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1645,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1646,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1647,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1648,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1649,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1650,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1651,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1652,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1653,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1654,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1655,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1656,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1657,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1658,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1659,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1660,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1661,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1662,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1663,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1664,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1665,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1666,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1667,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1668,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1669,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1670,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1671,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1672,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1673,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1674,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1675,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1676,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1677,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1678,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
1679,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1680,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1681,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1682,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1683,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1684,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1685,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1686,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1687,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1688,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1689,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1690,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1691,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1692,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1693,Bareland,Water,Water,NULL,Water,NULL,NULL,Wetland
1694,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
1695,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
1696,Bareland,Water,Water,NULL,Water,NULL,NULL,Forest
1697,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1698,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
1699,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
1700,Bareland,Water,Water,Water,Water,NULL,NULL,Wetland
1701,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
1702,Bareland,Water,Water,Water,Water,NULL,NULL,Water
1703,Bareland,Water,Water,Water,Water,NULL,NULL,Forest
1704,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1705,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1706,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1707,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1708,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1709,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1710,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1711,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1712,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1713,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1714,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1715,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1716,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1717,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1718,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
1719,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1720,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1721,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1722,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1723,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1724,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1725,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1726,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1727,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1728,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1729,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1730,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1731,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1732,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1733,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1734,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1735,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1736,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1737,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1738,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1739,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1740,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1741,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1742,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1743,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1744,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1745,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
1746,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1747,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1748,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
1749,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1750,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1751,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1752,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1753,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1754,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1755,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1756,Bareland,Forest,Water,NULL,Water,NULL,NULL,Bareland
1757,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1758,Bareland,Forest,Water,Water,Water,NULL,NULL,Water
1759,Bareland,Forest,Water,Water,Water,NULL,NULL,Forest
1760,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1761,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1762,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1763,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1764,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1765,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1766,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1767,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1768,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1769,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1770,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1771,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1772,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1773,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1774,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1775,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1776,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1777,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1778,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1779,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1780,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1781,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1782,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1783,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1784,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1785,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1786,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1787,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1788,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1789,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1790,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1791,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1792,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1793,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1794,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1795,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1796,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1797,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1798,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1799,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1800,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1801,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1802,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1803,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1804,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1805,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1806,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1807,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1808,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1809,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1810,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1811,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1812,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1813,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1814,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1815,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1816,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1817,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1818,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1819,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1820,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1821,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1822,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1823,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1824,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1825,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1826,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1827,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
1828,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1829,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1830,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1831,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1832,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1833,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1834,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1835,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1836,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1837,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1838,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1839,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1840,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1841,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1842,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1843,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1844,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1845,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1846,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1847,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1848,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1849,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1850,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1851,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1852,Water,NULL,Water,NULL,Water,NULL,NULL,NULL
1853,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
1854,Water,NULL,Water,NULL,Water,NULL,NULL,Wetland
1855,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
1856,Water,NULL,Water,NULL,Water,NULL,NULL,Water
1857,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
1858,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1859,Water,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1860,Water,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1861,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
1862,Water,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1863,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
1864,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
1865,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
1866,Water,NULL,Water,Water,Water,NULL,NULL,Water
1867,Water,NULL,Water,Water,Water,NULL,NULL,Forest
1868,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1869,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1870,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1871,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1872,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1873,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1874,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1875,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1876,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1877,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1878,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1879,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1880,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1881,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1882,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1883,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1884,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1885,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1886,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1887,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1888,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
1889,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1890,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
