Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KKE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KKE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KKE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KKE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KKE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KKE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KKE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KKE_M_R
1005,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1006,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1007,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1008,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1009,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1010,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1011,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1012,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1013,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
1014,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1015,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1016,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1017,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1018,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1019,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1020,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1021,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1022,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1023,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1024,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1025,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1026,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1027,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1028,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1029,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1030,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1031,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1032,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1033,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1034,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1035,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1036,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1037,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1038,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1039,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1040,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1041,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1042,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1043,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1044,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1045,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Built-up
1046,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1047,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1048,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1049,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1050,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1051,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1052,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1053,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1054,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1055,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
1056,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Cropland
1057,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1058,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1059,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1060,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1061,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1062,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1063,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1064,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1065,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1066,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1067,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1068,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1069,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1070,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,NULL
1071,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1072,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1073,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1074,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1075,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1076,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1077,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1078,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1079,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1080,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1081,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
1082,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1083,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1084,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1085,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1086,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1087,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1088,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
1089,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1090,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1091,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
1092,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
1093,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1094,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1095,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1096,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1097,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1098,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1099,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1100,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1101,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Water
1102,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1103,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1104,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1105,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1106,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1107,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1108,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1109,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1110,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1111,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1112,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1113,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1114,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1115,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1116,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1117,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1118,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1119,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1120,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1121,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1122,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1123,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
1124,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
1125,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1126,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1127,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1128,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1129,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1130,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1131,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1132,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1133,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1134,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1135,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1136,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1137,Bareland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,NULL
1138,Bareland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1139,Bareland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1140,Bareland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1141,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1142,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1143,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1144,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1145,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1146,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1147,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1148,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
1149,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1150,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1151,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1152,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1153,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1154,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1155,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1156,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1157,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1158,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1159,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1160,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,NULL
1161,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1162,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1163,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1164,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1165,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1166,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1167,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1168,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1169,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1170,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1171,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1172,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1173,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1174,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1175,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1176,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1177,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1178,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1179,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1180,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1181,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1182,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1183,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1184,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1185,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1186,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1187,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1188,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1189,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1190,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1191,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1192,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1193,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1194,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1195,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1196,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1197,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
1198,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1199,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1200,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1201,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1202,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1203,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1204,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1205,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1206,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1207,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1208,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1209,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
1210,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
1211,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1212,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1213,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1214,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1215,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1216,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1217,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1218,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1219,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1220,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1221,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1222,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1223,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,NULL
1224,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1225,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1226,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1227,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Built-up
1228,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1229,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1230,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1231,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1232,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1233,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1234,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1235,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1236,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1237,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1238,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1239,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
1240,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
1241,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Cropland
1242,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1243,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
1244,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
1245,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
1246,Bareland,Water,Water,Water,Water,NULL,NULL,Water
1247,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1248,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1249,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1250,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1251,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1252,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1253,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1254,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1255,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1256,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1257,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1258,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
1259,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1260,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1261,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1262,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1263,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1264,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1265,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1266,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1267,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1268,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1269,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1270,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1271,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1272,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1273,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1274,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1275,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1276,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1277,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1278,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1279,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1280,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1281,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1282,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1283,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1284,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1285,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1286,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1287,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1288,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1289,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1290,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1291,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1292,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1293,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1294,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1295,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1296,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1297,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1298,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1299,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1300,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1301,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1302,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1303,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1304,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1305,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1306,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1307,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1308,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1309,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1310,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1311,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1312,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1313,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1314,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1315,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1316,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1317,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1318,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1319,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1320,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1321,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1322,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1323,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1324,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1325,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1326,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1327,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1328,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1329,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1330,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1331,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1332,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1333,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1334,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1335,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1336,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1337,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
