Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MNA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MNA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MNA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MNA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MNA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MNA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MNA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MNA_M_R
3683,Water,Built-up,Wetland,NULL,Wetland,Wetland,Water,Water
3684,Water,Built-up,Wetland,NULL,Wetland,Water,Wetland,Forest
3685,Water,Built-up,Wetland,NULL,Wetland,Water,Water,Grassland
3686,Water,Built-up,Wetland,Water,Wetland,Wetland,Water,Grassland
3687,Water,Built-up,Wetland,Water,Wetland,Wetland,Water,Water
3688,Water,Built-up,Wetland,Water,Wetland,Wetland,Water,Forest
3689,Water,Built-up,Wetland,Water,Wetland,Built-up,Water,Water
3690,Water,Built-up,Wetland,Water,Wetland,Water,Water,Grassland
3691,Water,Built-up,Wetland,Water,Wetland,Water,Water,Water
3692,Water,Built-up,Bareland,NULL,Non_Wetland,Water,Water,Grassland
3693,Water,Built-up,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
3694,Water,Built-up,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
3695,Water,Built-up,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
3696,Water,Built-up,Bareland,Water,Non_Wetland,Wetland,Water,Forest
3697,Water,Built-up,Bareland,Water,Non_Wetland,Built-up,Water,Grassland
3698,Water,Built-up,Bareland,Water,Non_Wetland,Built-up,Water,Water
3699,Water,Built-up,Bareland,Water,Non_Wetland,Water,Wetland,Water
3700,Water,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
3701,Water,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
3702,Water,Built-up,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
3703,Water,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Water
3704,Water,Built-up,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
3705,Water,Built-up,Built-up,Water,Non_Wetland,Built-up,Bareland,Water
3706,Water,Built-up,Built-up,Water,Non_Wetland,Water,Built-up,Water
3707,Water,Built-up,Built-up,Water,Non_Wetland,Water,Water,Water
3708,Water,Built-up,Water,Water,Water,Wetland,Water,Water
3709,Water,Built-up,Water,Water,Water,Wetland,Water,Forest
3710,Water,Built-up,Water,Water,Water,Built-up,Built-up,Water
3711,Water,Built-up,Water,Water,Water,Water,Water,Wetland
3712,Water,Built-up,Water,Water,Water,Water,Water,Water
3713,Water,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3714,Water,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
3715,Water,Built-up,Forest,NULL,Non_Wetland,Wetland,Water,Forest
3716,Water,Built-up,Forest,Water,Non_Wetland,Wetland,Water,Forest
3717,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
3718,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3719,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
3720,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3721,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3722,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3723,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
3724,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
3725,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3726,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
3727,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
3728,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
3729,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
3730,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3731,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
3732,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
3733,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
3734,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
3735,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
3736,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
3737,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
3738,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
3739,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
3740,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
3741,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
3742,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
3743,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3744,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3745,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
3746,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3747,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
3748,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
3749,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
3750,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
3751,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
3752,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Forest,Water
3753,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
3754,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
3755,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
3756,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
3757,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
3758,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
3759,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
3760,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
3761,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
3762,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Water
3763,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
3764,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
3765,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Water
3766,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
3767,Water,Water,NULL,Water,Non_Wetland,Wetland,Bareland,Grassland
3768,Water,Water,NULL,Water,Non_Wetland,Wetland,Bareland,Wetland
3769,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Grassland
3770,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
3771,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
3772,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Grassland
3773,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Wetland
3774,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
3775,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
3776,Water,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
3777,Water,Water,NULL,Water,Non_Wetland,Water,Water,Wetland
3778,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
3779,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
3780,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3781,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
3782,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3783,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
3784,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3785,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
3786,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3787,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3788,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3789,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
3790,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3791,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
3792,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Water
3793,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
3794,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
3795,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
3796,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
3797,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
3798,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3799,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
3800,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
3801,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
3802,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
3803,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
3804,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
3805,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
3806,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
3807,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
3808,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
3809,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3810,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3811,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
3812,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3813,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3814,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
3815,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
3816,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
3817,Water,Water,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Water
3818,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
3819,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
3820,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Built-up,Water
3821,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
3822,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
3823,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
3824,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
3825,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
3826,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
3827,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
3828,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
3829,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Bareland,Water
3830,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Bareland,Forest
3831,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Built-up,Water
3832,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
3833,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
3834,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
3835,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
3836,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Forest,Grassland
3837,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
3838,Water,Water,Shrubland,Water,Non_Wetland,Built-up,Built-up,Water
3839,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
3840,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
3841,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
3842,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
3843,Water,Water,Shrubland,Water,Non_Wetland,Water,Bareland,Grassland
3844,Water,Water,Shrubland,Water,Non_Wetland,Water,Bareland,Water
3845,Water,Water,Shrubland,Water,Non_Wetland,Water,Built-up,Water
3846,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
3847,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Wetland
3848,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
3849,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
3850,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Grassland
3851,Water,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
3852,Water,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
3853,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
3854,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
3855,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3856,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3857,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
3858,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
3859,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
3860,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Wetland
3861,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
3862,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
3863,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3864,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
3865,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
3866,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
3867,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
3868,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
3869,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
3870,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
3871,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
3872,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
3873,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Water
3874,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3875,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3876,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3877,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
3878,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3879,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3880,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
3881,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Water
3882,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
3883,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Grassland,Wetland
3884,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
3885,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Wetland
3886,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
3887,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
3888,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
3889,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Wetland
3890,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
3891,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
3892,Water,Water,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
3893,Water,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
3894,Water,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
3895,Water,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
3896,Water,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
3897,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
3898,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Water
3899,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Forest
3900,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
3901,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
3902,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
3903,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
3904,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
3905,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Wetland
3906,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
3907,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
3908,Water,Water,Grassland,Water,Non_Wetland,Water,Forest,Wetland
3909,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
3910,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
3911,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Grassland
3912,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Wetland
3913,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
3914,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
3915,Water,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
3916,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
3917,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
3918,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
3919,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3920,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
3921,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
3922,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
3923,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3924,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
3925,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
3926,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
3927,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3928,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
3929,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
3930,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
3931,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
3932,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
3933,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
3934,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
3935,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Wetland
3936,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
3937,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
3938,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
3939,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
3940,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
3941,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Grassland
3942,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
3943,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
3944,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
3945,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
3946,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
3947,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
3948,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Grassland
3949,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
3950,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
3951,Water,Water,Wetland,NULL,Wetland,Forest,Water,Water
3952,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
3953,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Water
3954,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
3955,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
3956,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
3957,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
3958,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
3959,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
3960,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
3961,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
3962,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
3963,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
3964,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3965,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
3966,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
3967,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3968,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
3969,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
3970,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
3971,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3972,Water,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
3973,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
3974,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
3975,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
3976,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3977,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
3978,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
3979,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
3980,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
3981,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
3982,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
3983,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
3984,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
3985,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Grassland
3986,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Wetland
3987,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Water
3988,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
3989,Water,Water,Wetland,Water,Wetland,NULL,Water,Grassland
3990,Water,Water,Wetland,Water,Wetland,NULL,Water,Wetland
3991,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
3992,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
3993,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
3994,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
3995,Water,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
3996,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Forest
3997,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3998,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
3999,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
4000,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
4001,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
4002,Water,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
4003,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
4004,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
4005,Water,Water,Wetland,Water,Wetland,Wetland,Forest,Grassland
4006,Water,Water,Wetland,Water,Wetland,Bareland,Built-up,Water
4007,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
4008,Water,Water,Wetland,Water,Wetland,Bareland,Water,Forest
4009,Water,Water,Wetland,Water,Wetland,Built-up,Water,Water
4010,Water,Water,Wetland,Water,Wetland,Water,Grassland,Forest
4011,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
4012,Water,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
4013,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
4014,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
4015,Water,Water,Wetland,Water,Wetland,Water,Bareland,Grassland
4016,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
4017,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
4018,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
4019,Water,Water,Wetland,Water,Wetland,Water,Water,Water
4020,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
4021,Water,Water,Wetland,Water,Wetland,Water,Forest,Grassland
4022,Water,Water,Wetland,Water,Wetland,Water,Forest,Wetland
4023,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
4024,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
4025,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Grassland
4026,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Water
4027,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
4028,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
4029,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
4030,Water,Water,Wetland,Water,Wetland,Forest,Forest,Forest
4031,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
4032,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
4033,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4034,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
4035,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
4036,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4037,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
4038,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4039,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4040,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
4041,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
4042,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Bareland,Grassland
4043,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
4044,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
4045,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
4046,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
