Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22NCF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NCF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NCF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NCF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NCF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22NCF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22NCF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22NCF_M_R
2129,Water,Water,Water,NULL,Water,Water,Water,Water
2130,Water,Water,Water,NULL,Water,Water,Water,Forest
2131,Water,Water,Water,NULL,Water,Water,Forest,Water
2132,Water,Water,Water,NULL,Water,Water,Forest,Forest
2133,Water,Water,Water,Non_Water,Water,NULL,Wetland,Water
2134,Water,Water,Water,Non_Water,Water,NULL,Water,Water
2135,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
2136,Water,Water,Water,Non_Water,Water,NULL,Forest,Forest
2137,Water,Water,Water,Non_Water,Water,Wetland,Grassland,Wetland
2138,Water,Water,Water,Non_Water,Water,Wetland,Grassland,Water
2139,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Grassland
2140,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Water
2141,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
2142,Water,Water,Water,Non_Water,Water,Wetland,Bareland,Wetland
2143,Water,Water,Water,Non_Water,Water,Wetland,Bareland,Bareland
2144,Water,Water,Water,Non_Water,Water,Wetland,Bareland,Water
2145,Water,Water,Water,Non_Water,Water,Wetland,Bareland,Forest
2146,Water,Water,Water,Non_Water,Water,Wetland,Water,Grassland
2147,Water,Water,Water,Non_Water,Water,Wetland,Water,Bareland
2148,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
2149,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
2150,Water,Water,Water,Non_Water,Water,Wetland,Forest,Water
2151,Water,Water,Water,Non_Water,Water,Bareland,Wetland,Water
2152,Water,Water,Water,Non_Water,Water,Bareland,Wetland,Forest
2153,Water,Water,Water,Non_Water,Water,Bareland,Bareland,Grassland
2154,Water,Water,Water,Non_Water,Water,Bareland,Bareland,Bareland
2155,Water,Water,Water,Non_Water,Water,Bareland,Bareland,Water
2156,Water,Water,Water,Non_Water,Water,Bareland,Bareland,Forest
2157,Water,Water,Water,Non_Water,Water,Bareland,Water,Bareland
2158,Water,Water,Water,Non_Water,Water,Bareland,Water,Water
2159,Water,Water,Water,Non_Water,Water,Bareland,Water,Forest
2160,Water,Water,Water,Non_Water,Water,Bareland,Forest,Water
2161,Water,Water,Water,Non_Water,Water,Bareland,Forest,Forest
2162,Water,Water,Water,Non_Water,Water,Water,Grassland,Grassland
2163,Water,Water,Water,Non_Water,Water,Water,Grassland,Wetland
2164,Water,Water,Water,Non_Water,Water,Water,Grassland,Water
2165,Water,Water,Water,Non_Water,Water,Water,Wetland,Grassland
2166,Water,Water,Water,Non_Water,Water,Water,Wetland,Bareland
2167,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
2168,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
2169,Water,Water,Water,Non_Water,Water,Water,Bareland,Wetland
2170,Water,Water,Water,Non_Water,Water,Water,Bareland,Bareland
2171,Water,Water,Water,Non_Water,Water,Water,Bareland,Water
2172,Water,Water,Water,Non_Water,Water,Water,Bareland,Forest
2173,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
2174,Water,Water,Water,Non_Water,Water,Water,Water,Bareland
2175,Water,Water,Water,Non_Water,Water,Water,Water,Water
2176,Water,Water,Water,Non_Water,Water,Water,Water,Forest
2177,Water,Water,Water,Non_Water,Water,Water,Forest,Water
2178,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
2179,Water,Water,Water,Non_Water,Water,Forest,Water,Water
2180,Water,Water,Water,Non_Water,Water,Forest,Water,Forest
2181,Water,Water,Water,Water,Water,NULL,Wetland,Grassland
2182,Water,Water,Water,Water,Water,NULL,Wetland,Water
2183,Water,Water,Water,Water,Water,NULL,Wetland,Forest
2184,Water,Water,Water,Water,Water,NULL,Water,Water
2185,Water,Water,Water,Water,Water,NULL,Water,Forest
2186,Water,Water,Water,Water,Water,NULL,Forest,Water
2187,Water,Water,Water,Water,Water,Grassland,Water,Water
2188,Water,Water,Water,Water,Water,Wetland,Wetland,Grassland
2189,Water,Water,Water,Water,Water,Wetland,Wetland,Water
2190,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
2191,Water,Water,Water,Water,Water,Wetland,Bareland,Grassland
2192,Water,Water,Water,Water,Water,Wetland,Bareland,Water
2193,Water,Water,Water,Water,Water,Wetland,Water,Grassland
2194,Water,Water,Water,Water,Water,Wetland,Water,Wetland
2195,Water,Water,Water,Water,Water,Wetland,Water,Bareland
2196,Water,Water,Water,Water,Water,Wetland,Water,Water
2197,Water,Water,Water,Water,Water,Wetland,Water,Forest
2198,Water,Water,Water,Water,Water,Wetland,Forest,Water
2199,Water,Water,Water,Water,Water,Bareland,Grassland,Bareland
2200,Water,Water,Water,Water,Water,Bareland,Grassland,Forest
2201,Water,Water,Water,Water,Water,Bareland,Wetland,Grassland
2202,Water,Water,Water,Water,Water,Bareland,Wetland,Bareland
2203,Water,Water,Water,Water,Water,Bareland,Wetland,Water
2204,Water,Water,Water,Water,Water,Bareland,Bareland,Grassland
2205,Water,Water,Water,Water,Water,Bareland,Bareland,Bareland
2206,Water,Water,Water,Water,Water,Bareland,Bareland,Water
2207,Water,Water,Water,Water,Water,Bareland,Bareland,Forest
2208,Water,Water,Water,Water,Water,Bareland,Water,Grassland
2209,Water,Water,Water,Water,Water,Bareland,Water,Wetland
2210,Water,Water,Water,Water,Water,Bareland,Water,Bareland
2211,Water,Water,Water,Water,Water,Bareland,Water,Water
2212,Water,Water,Water,Water,Water,Bareland,Water,Forest
2213,Water,Water,Water,Water,Water,Bareland,Forest,Water
2214,Water,Water,Water,Water,Water,Built-up,Water,Grassland
2215,Water,Water,Water,Water,Water,Built-up,Water,Water
2216,Water,Water,Water,Water,Water,Water,Grassland,Water
2217,Water,Water,Water,Water,Water,Water,Wetland,Grassland
2218,Water,Water,Water,Water,Water,Water,Wetland,Bareland
2219,Water,Water,Water,Water,Water,Water,Wetland,Water
2220,Water,Water,Water,Water,Water,Water,Wetland,Forest
2221,Water,Water,Water,Water,Water,Water,Bareland,Grassland
2222,Water,Water,Water,Water,Water,Water,Bareland,Bareland
2223,Water,Water,Water,Water,Water,Water,Bareland,Water
2224,Water,Water,Water,Water,Water,Water,Bareland,Forest
2225,Water,Water,Water,Water,Water,Water,Water,Grassland
2226,Water,Water,Water,Water,Water,Water,Water,Wetland
2227,Water,Water,Water,Water,Water,Water,Water,Bareland
2228,Water,Water,Water,Water,Water,Water,Water,Built-up
2229,Water,Water,Water,Water,Water,Water,Water,Water
2230,Water,Water,Water,Water,Water,Water,Water,Forest
2231,Water,Water,Water,Water,Water,Water,Forest,Bareland
2232,Water,Water,Water,Water,Water,Water,Forest,Water
2233,Water,Water,Water,Water,Water,Forest,Wetland,Water
2234,Water,Water,Water,Water,Water,Forest,Wetland,Forest
2235,Water,Water,Water,Water,Water,Forest,Water,Water
2236,Water,Water,Water,Water,Water,Forest,Water,Forest
2237,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Water
2238,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2239,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
2240,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2241,Water,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
2242,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
2243,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
2244,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
2245,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2246,Water,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2247,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2248,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2249,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2250,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
2251,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2252,Water,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
2253,Water,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Water
2254,Water,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
2255,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
2256,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
2257,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2258,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2259,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2260,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
2261,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
2262,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
2263,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2264,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2265,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
2266,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
2267,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2268,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
2269,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
2270,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
2271,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2272,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
2273,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2274,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2275,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
2276,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
2277,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2278,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2279,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
2280,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
2281,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2282,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
2283,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Bareland
2284,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Water
2285,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
2286,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
2287,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
2288,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
2289,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
2290,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
2291,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
2292,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
2293,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2294,Water,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
2295,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2296,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland,Water
2297,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2298,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
2299,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2300,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Water
2301,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
2302,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2303,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
2304,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Bareland,Wetland
2305,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Bareland,Water
2306,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Bareland
2307,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
2308,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
2309,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Water
2310,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
2311,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2312,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Water
2313,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
2314,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
2315,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
2316,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
2317,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
2318,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
2319,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
2320,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Bareland
2321,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
2322,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2323,Water,Water,Forest,Non_Water,Non_Wetland,Water,Bareland,Grassland
2324,Water,Water,Forest,Non_Water,Non_Wetland,Water,Bareland,Bareland
2325,Water,Water,Forest,Non_Water,Non_Wetland,Water,Bareland,Forest
2326,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
2327,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Bareland
2328,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
2329,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
2330,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
2331,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
2332,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
2333,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Grassland
2334,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
2335,Water,Water,Forest,Water,Non_Wetland,NULL,Grassland,Forest
2336,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
2337,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
2338,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Water
2339,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
2340,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Bareland
2341,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
2342,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
2343,Water,Water,Forest,Water,Non_Wetland,Wetland,Bareland,Grassland
2344,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
2345,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
2346,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
2347,Water,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Water
2348,Water,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
2349,Water,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
2350,Water,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Water
2351,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Grassland
2352,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
2353,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Forest
2354,Water,Water,Forest,Water,Non_Wetland,Bareland,Forest,Water
2355,Water,Water,Forest,Water,Non_Wetland,Built-up,Water,Bareland
2356,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Grassland
2357,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Bareland
2358,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
2359,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
2360,Water,Water,Forest,Water,Non_Wetland,Water,Bareland,Bareland
2361,Water,Water,Forest,Water,Non_Wetland,Water,Bareland,Water
2362,Water,Water,Forest,Water,Non_Wetland,Water,Bareland,Forest
2363,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
2364,Water,Water,Forest,Water,Non_Wetland,Water,Water,Bareland
2365,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
2366,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
2367,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Bareland
2368,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
2369,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
2370,Water,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
2371,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
2372,Water,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2373,Water,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2374,Water,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
2375,Water,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2376,Water,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2377,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2378,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2379,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2380,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2381,Water,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
2382,Water,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
2383,Water,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
2384,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2385,Water,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Bareland
2386,Water,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
2387,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
2388,Water,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
2389,Water,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
2390,Water,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2391,Water,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2392,Water,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2393,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2394,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
2395,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2396,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2397,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2398,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Water
2399,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2400,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
2401,Water,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2402,Water,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
2403,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2404,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2405,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2406,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2407,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2408,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2409,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2410,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
2411,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2412,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2413,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2414,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2415,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2416,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2417,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2418,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
2419,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2420,Permanent_ice_and_snow,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
2421,Permanent_ice_and_snow,Water,Water,Water,Water,Bareland,Water,Water
2422,Permanent_ice_and_snow,Water,Water,Water,Water,Water,Water,Grassland
2423,Permanent_ice_and_snow,Water,Water,Water,Water,Water,Water,Water
2424,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
2425,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2426,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2427,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
2428,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
2429,Permanent_ice_and_snow,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
2430,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2431,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2432,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2433,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2434,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2435,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2436,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
2437,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2438,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2439,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2440,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2441,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2442,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2443,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2444,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2445,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
2446,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
2447,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Built-up
2448,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
2449,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
2450,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2451,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
2452,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2453,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
2454,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2455,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2456,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
2457,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
2458,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Water
2459,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2460,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2461,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2462,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
2463,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2464,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
2465,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
2466,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
2467,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2468,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2469,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2470,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2471,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2472,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2473,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2474,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2475,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2476,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2477,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2478,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
2479,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2480,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2481,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2482,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
2483,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
2484,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
2485,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
2486,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2487,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
2488,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2489,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
