Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LRJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LRJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LRJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LRJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LRJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LRJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LRJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LRJ_M_R
11578,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
11579,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
11580,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
11581,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
11582,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
11583,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
11584,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
11585,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
11586,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
11587,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
11588,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
11589,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
11590,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
11591,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
11592,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
11593,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
11594,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
11595,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
11596,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
11597,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
11598,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
11599,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
11600,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
11601,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11602,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11603,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
11604,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
11605,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
11606,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11607,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
11608,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11609,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
11610,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
11611,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
11612,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
11613,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
11614,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
11615,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
11616,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
11617,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
11618,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
11619,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
11620,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
11621,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
11622,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
11623,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
11624,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
11625,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
11626,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
11627,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
11628,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
11629,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
11630,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
11631,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11632,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
11633,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
11634,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
11635,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
11636,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11637,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
11638,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
11639,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
11640,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
11641,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
11642,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
11643,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
11644,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
11645,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
11646,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
11647,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
11648,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
11649,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
11650,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
11651,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
11652,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
11653,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Water
11654,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
11655,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
11656,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
11657,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
11658,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
11659,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
11660,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
11661,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
11662,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Water
11663,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
11664,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
11665,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
11666,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
11667,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
11668,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
11669,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
11670,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
11671,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
11672,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
11673,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
11674,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,NULL
11675,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
11676,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Wetland
11677,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
11678,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,NULL
11679,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
11680,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Forest
11681,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
11682,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
11683,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
11684,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
11685,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
11686,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Built-up
11687,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
11688,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
11689,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
11690,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
11691,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
11692,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
11693,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
11694,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
11695,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
11696,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
11697,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
11698,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
11699,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
11700,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
11701,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
11702,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
11703,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
11704,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
11705,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
11706,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
11707,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
11708,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Wetland
11709,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Bareland
11710,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Water
11711,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
11712,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
11713,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
11714,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
11715,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
11716,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
11717,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
11718,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
11719,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
11720,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
11721,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
11722,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
11723,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
11724,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
11725,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
11726,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
11727,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
11728,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
11729,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
11730,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
11731,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
11732,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
11733,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
11734,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
11735,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
11736,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
11737,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
11738,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
11739,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
11740,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
11741,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
11742,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
11743,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
11744,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
11745,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
11746,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
11747,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
11748,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
11749,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
11750,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
11751,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
11752,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
11753,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Built-up
11754,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
11755,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
11756,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
11757,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
11758,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
11759,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
11760,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
11761,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
11762,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
11763,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
11764,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
11765,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
11766,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
11767,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,NULL
11768,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
11769,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
11770,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
11771,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
11772,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
11773,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
11774,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
11775,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
11776,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
11777,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
11778,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
11779,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
11780,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
11781,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
11782,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
11783,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
11784,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
11785,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
11786,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
11787,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
11788,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
11789,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
11790,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,NULL
11791,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
11792,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
11793,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
11794,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
11795,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
11796,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
11797,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
11798,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
11799,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
11800,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
11801,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
11802,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Bareland
11803,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
11804,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
11805,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
11806,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
11807,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
11808,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
11809,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
11810,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
11811,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,NULL
11812,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Wetland
11813,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
11814,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,NULL
11815,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
11816,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
11817,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
11818,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
11819,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
11820,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
11821,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
11822,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
11823,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
11824,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
11825,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
11826,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
11827,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
11828,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,NULL
11829,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
11830,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Wetland
11831,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
11832,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,NULL
11833,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
11834,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
11835,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,NULL
11836,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
11837,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,NULL
11838,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
11839,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
11840,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
11841,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
11842,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
11843,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
11844,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
11845,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Bareland,Forest
11846,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
11847,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
11848,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
11849,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
11850,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
11851,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
11852,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,NULL
11853,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,NULL
11854,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
11855,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
11856,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
11857,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
11858,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
11859,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
11860,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Forest,Grassland
11861,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
11862,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,NULL
11863,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
11864,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Wetland
11865,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
11866,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
11867,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
11868,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
11869,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
11870,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
11871,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
11872,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Wetland
11873,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
11874,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
11875,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
11876,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
11877,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,NULL
11878,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
11879,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
11880,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
11881,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
11882,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11883,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
11884,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11885,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
11886,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,NULL
11887,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
11888,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,NULL
11889,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
11890,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
11891,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
11892,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
