Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NLF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NLF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NLF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NLF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NLF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NLF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NLF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NLF_M_R
720,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
721,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
722,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
723,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
724,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
725,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
726,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
727,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
728,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
729,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Water
730,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
731,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
732,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
733,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
734,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
735,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
736,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
737,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
738,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
739,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
740,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
741,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
742,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
743,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
744,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
745,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
746,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
747,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
748,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
749,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
750,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
751,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
752,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
753,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
754,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
755,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
756,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
757,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
758,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
759,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Wetland
760,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
761,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
762,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
763,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
764,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
765,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Grassland
766,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
767,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
768,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
769,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
770,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
771,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
772,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
773,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
774,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Wetland
775,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
776,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
777,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
778,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
779,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
780,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
781,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
782,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
783,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
784,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
785,Water,Water,Wetland,NULL,Wetland,Water,NULL,Bareland
786,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
787,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
788,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
789,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
790,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
791,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
792,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
793,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
794,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
795,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
796,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
797,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
798,Water,Water,Wetland,NULL,Wetland,Forest,Water,Water
799,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
800,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
801,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
802,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
803,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
804,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
805,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
806,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
807,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
808,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
809,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
810,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
811,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
812,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
813,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
814,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
815,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
816,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
817,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
818,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
819,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
820,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
821,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
822,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
823,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Water
824,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
825,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
826,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
827,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
828,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
829,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
830,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
831,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
832,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
833,Water,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
834,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
835,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
836,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
837,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
838,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
839,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
840,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
841,Water,Water,Wetland,Water,Wetland,Water,Water,Water
842,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
843,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
844,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
845,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
846,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
847,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
848,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
849,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
850,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Wetland
851,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
852,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
853,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
854,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
855,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
856,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
857,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
858,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
859,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
860,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
861,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
862,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
863,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
864,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
865,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
866,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
867,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Water
868,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
869,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Water
870,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
871,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
872,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
873,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
874,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Grassland
875,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Wetland
876,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
877,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
878,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
879,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Grassland
880,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Water
881,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Forest
882,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
883,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
884,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
885,Water,Water,Built-up,Water,Non_Wetland,Wetland,Water,Forest
886,Water,Water,Built-up,Water,Non_Wetland,Water,Wetland,Water
887,Water,Water,Built-up,Water,Non_Wetland,Water,Wetland,Forest
888,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Grassland
889,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
890,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
891,Water,Water,Water,NULL,Water,NULL,Water,Water
892,Water,Water,Water,NULL,Water,Grassland,Wetland,Grassland
893,Water,Water,Water,NULL,Water,Grassland,Water,Water
894,Water,Water,Water,NULL,Water,Grassland,Water,Forest
895,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
896,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
897,Water,Water,Water,NULL,Water,Wetland,Water,Grassland
898,Water,Water,Water,NULL,Water,Wetland,Water,Wetland
899,Water,Water,Water,NULL,Water,Wetland,Water,Water
900,Water,Water,Water,NULL,Water,Wetland,Water,Forest
901,Water,Water,Water,NULL,Water,Water,Wetland,Grassland
902,Water,Water,Water,NULL,Water,Water,Wetland,Wetland
903,Water,Water,Water,NULL,Water,Water,Wetland,Water
904,Water,Water,Water,NULL,Water,Water,Wetland,Forest
905,Water,Water,Water,NULL,Water,Water,Water,Grassland
906,Water,Water,Water,NULL,Water,Water,Water,Wetland
907,Water,Water,Water,NULL,Water,Water,Water,Water
908,Water,Water,Water,NULL,Water,Water,Water,Forest
909,Water,Water,Water,NULL,Water,Water,Forest,Water
910,Water,Water,Water,NULL,Water,Water,Forest,Forest
911,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
912,Water,Water,Water,Non_Water,Water,Grassland,Wetland,Forest
913,Water,Water,Water,Non_Water,Water,Grassland,Water,Grassland
914,Water,Water,Water,Non_Water,Water,Grassland,Water,Water
915,Water,Water,Water,Non_Water,Water,Grassland,Water,Forest
916,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Grassland
917,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Water
918,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
919,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
920,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
921,Water,Water,Water,Non_Water,Water,Water,Wetland,Grassland
922,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
923,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
924,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
925,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
926,Water,Water,Water,Non_Water,Water,Water,Water,Water
927,Water,Water,Water,Non_Water,Water,Water,Water,Forest
928,Water,Water,Water,Non_Water,Water,Water,Forest,Water
929,Water,Water,Water,Non_Water,Water,Forest,Water,Forest
930,Water,Water,Water,Water,Water,NULL,Wetland,Water
931,Water,Water,Water,Water,Water,NULL,Wetland,Forest
932,Water,Water,Water,Water,Water,NULL,Water,Water
933,Water,Water,Water,Water,Water,NULL,Water,Forest
934,Water,Water,Water,Water,Water,Grassland,Wetland,Water
935,Water,Water,Water,Water,Water,Grassland,Wetland,Forest
936,Water,Water,Water,Water,Water,Grassland,Water,Grassland
937,Water,Water,Water,Water,Water,Grassland,Water,Wetland
938,Water,Water,Water,Water,Water,Grassland,Water,Bareland
939,Water,Water,Water,Water,Water,Grassland,Water,Water
940,Water,Water,Water,Water,Water,Grassland,Water,Forest
941,Water,Water,Water,Water,Water,Wetland,Wetland,Grassland
942,Water,Water,Water,Water,Water,Wetland,Wetland,Water
943,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
944,Water,Water,Water,Water,Water,Wetland,Water,Grassland
945,Water,Water,Water,Water,Water,Wetland,Water,Wetland
946,Water,Water,Water,Water,Water,Wetland,Water,Water
947,Water,Water,Water,Water,Water,Wetland,Water,Forest
948,Water,Water,Water,Water,Water,Water,Wetland,Grassland
949,Water,Water,Water,Water,Water,Water,Wetland,Wetland
950,Water,Water,Water,Water,Water,Water,Wetland,Water
951,Water,Water,Water,Water,Water,Water,Wetland,Forest
952,Water,Water,Water,Water,Water,Water,Water,Grassland
953,Water,Water,Water,Water,Water,Water,Water,Wetland
954,Water,Water,Water,Water,Water,Water,Water,Water
955,Water,Water,Water,Water,Water,Water,Water,Forest
956,Water,Water,Water,Water,Water,Water,Forest,Water
957,Water,Water,Water,Water,Water,Forest,Wetland,Water
958,Water,Water,Water,Water,Water,Forest,Wetland,Forest
959,Water,Water,Water,Water,Water,Forest,Water,Water
960,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
961,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
962,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
963,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
964,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
965,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
966,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
967,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
968,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
969,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
970,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
971,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
972,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
973,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
974,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
975,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
976,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
977,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
978,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
979,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
980,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
981,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
982,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
983,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
984,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
985,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
986,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
987,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
988,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
989,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
990,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
991,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
992,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
993,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
994,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
995,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
996,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
997,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
998,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
999,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
1000,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
1001,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1002,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
1003,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
1004,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
1005,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
1006,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
1007,Water,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
1008,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
1009,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1010,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1011,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
1012,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
1013,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1014,Water,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
1015,Water,Forest,Wetland,NULL,Wetland,Water,Water,Wetland
1016,Water,Forest,Wetland,NULL,Wetland,Water,Water,Water
1017,Water,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1018,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
1019,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1020,Water,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
1021,Water,Forest,Water,NULL,Water,Water,Wetland,Grassland
1022,Water,Forest,Water,NULL,Water,Water,Wetland,Forest
1023,Water,Forest,Water,Water,Water,Wetland,Water,Grassland
1024,Water,Forest,Water,Water,Water,Water,Wetland,Grassland
1025,Water,Forest,Water,Water,Water,Water,Wetland,Water
1026,Water,Forest,Water,Water,Water,Water,Wetland,Forest
1027,Water,Forest,Water,Water,Water,Water,Water,Water
1028,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1029,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1030,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1031,Water,Forest,Forest,Water,Non_Wetland,Water,Water,Forest
1032,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1033,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,Grassland,Water,Water
1034,Permanent_ice_and_snow,Bareland,Water,Water,Water,Wetland,Water,Water
1035,Permanent_ice_and_snow,Bareland,Water,Water,Water,Water,Water,Water
1036,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1037,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
1038,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
1039,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1040,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
1041,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1042,Permanent_ice_and_snow,Water,Water,NULL,Water,Water,Water,Grassland
1043,Permanent_ice_and_snow,Water,Water,Water,Water,Wetland,Water,Grassland
1044,Permanent_ice_and_snow,Water,Water,Water,Water,Wetland,Water,Water
1045,Permanent_ice_and_snow,Water,Water,Water,Water,Water,Wetland,Forest
1046,Permanent_ice_and_snow,Water,Water,Water,Water,Water,Water,Wetland
1047,Permanent_ice_and_snow,Water,Water,Water,Water,Water,Water,Water
1048,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1049,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1050,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1051,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1052,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
1053,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
1054,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1055,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1056,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1057,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1058,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1059,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1060,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1061,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1062,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1063,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1064,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1065,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
1066,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1067,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1068,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1069,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1070,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1071,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
1072,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1073,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1074,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1075,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1076,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
1077,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1078,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1079,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1080,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
1081,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1082,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1083,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1084,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
1085,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1086,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1087,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1088,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1089,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1090,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
1091,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1092,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1093,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1094,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1095,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
1096,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1097,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1098,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
1099,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
