Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MQA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MQA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MQA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MQA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MQA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MQA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MQA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MQA_M_R
8325,Forest,Built-up,Water,Water,Water,Wetland,Water,Forest
8326,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
8327,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
8328,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
8329,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
8330,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Water,Forest
8331,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
8332,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
8333,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
8334,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
8335,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
8336,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
8337,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
8338,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
8339,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Built-up
8340,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
8341,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
8342,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
8343,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Water,Forest
8344,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
8345,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
8346,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
8347,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
8348,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
8349,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
8350,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
8351,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
8352,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Water,Forest
8353,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
8354,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
8355,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
8356,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
8357,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
8358,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Built-up
8359,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
8360,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
8361,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
8362,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
8363,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Forest
8364,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
8365,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
8366,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
8367,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
8368,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
8369,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
8370,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
8371,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
8372,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
8373,Forest,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
8374,Forest,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
8375,Forest,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Forest
8376,Forest,Built-up,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8377,Forest,Built-up,Forest,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
8378,Forest,Built-up,Forest,Non_Water,Non_Wetland,Wetland,Bareland,Forest
8379,Forest,Built-up,Forest,Non_Water,Non_Wetland,Wetland,Built-up,Forest
8380,Forest,Built-up,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
8381,Forest,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
8382,Forest,Built-up,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
8383,Forest,Built-up,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
8384,Forest,Built-up,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
8385,Forest,Built-up,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
8386,Forest,Built-up,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
8387,Forest,Built-up,Forest,Water,Non_Wetland,Wetland,Water,Forest
8388,Forest,Built-up,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
8389,Forest,Built-up,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
8390,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
8391,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
8392,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
8393,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
8394,Forest,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
8395,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
8396,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
8397,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
8398,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
8399,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
8400,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
8401,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
8402,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
8403,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
8404,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Wetland
8405,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
8406,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Built-up
8407,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
8408,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
8409,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
8410,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
8411,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
8412,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
8413,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
8414,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
8415,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
8416,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
8417,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
8418,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
8419,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
8420,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
8421,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
8422,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Bareland
8423,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Water
8424,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
8425,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
8426,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
8427,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
8428,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
8429,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
8430,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
8431,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
8432,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
8433,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
8434,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
8435,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
8436,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
8437,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
8438,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
8439,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
8440,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
8441,Forest,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
8442,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
8443,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
8444,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
8445,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
8446,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Water
8447,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Water
8448,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
8449,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8450,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
8451,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8452,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
8453,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
8454,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
8455,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
8456,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
8457,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Water
8458,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
8459,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
8460,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
8461,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
8462,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
8463,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
8464,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
8465,Forest,Water,NULL,Water,Non_Wetland,NULL,Grassland,Forest
8466,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Water
8467,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Forest
8468,Forest,Water,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
8469,Forest,Water,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
8470,Forest,Water,NULL,Water,Non_Wetland,Grassland,Water,Grassland
8471,Forest,Water,NULL,Water,Non_Wetland,Wetland,NULL,Forest
8472,Forest,Water,NULL,Water,Non_Wetland,Wetland,Grassland,Wetland
8473,Forest,Water,NULL,Water,Non_Wetland,Wetland,Grassland,Forest
8474,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
8475,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
8476,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Water
8477,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
8478,Forest,Water,NULL,Water,Non_Wetland,Wetland,Bareland,Forest
8479,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Grassland
8480,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Wetland
8481,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
8482,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
8483,Forest,Water,NULL,Water,Non_Wetland,Wetland,Forest,Forest
8484,Forest,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
8485,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Grassland
8486,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Wetland
8487,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
8488,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
8489,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
8490,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Wetland
8491,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
8492,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
8493,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
8494,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
8495,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
8496,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
8497,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
8498,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8499,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
8500,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
8501,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
8502,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8503,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
8504,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
8505,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
8506,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8507,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
8508,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
8509,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
8510,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
8511,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
8512,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
8513,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
8514,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8515,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
8516,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
8517,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8518,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
8519,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
8520,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
8521,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
8522,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
8523,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
8524,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
8525,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
8526,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Bareland
8527,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Built-up
8528,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
8529,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8530,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
8531,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
8532,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
8533,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
8534,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8535,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
8536,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
8537,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
8538,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
8539,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
8540,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
8541,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
8542,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
8543,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
8544,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
8545,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
8546,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
8547,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
8548,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
8549,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8550,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
8551,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8552,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
8553,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
8554,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
8555,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
8556,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
8557,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
8558,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
8559,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
8560,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
8561,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
8562,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
8563,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
8564,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
8565,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Bareland,Grassland
8566,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
8567,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
8568,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
8569,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
8570,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
8571,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
8572,Forest,Water,Shrubland,Water,Non_Wetland,Water,Forest,Forest
8573,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
8574,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
8575,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
8576,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
8577,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8578,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
8579,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
8580,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
8581,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
8582,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
8583,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8584,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
8585,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8586,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
8587,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Bareland
8588,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
8589,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
8590,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
8591,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
8592,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Wetland
8593,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
8594,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
8595,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
8596,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Water
8597,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
8598,Forest,Water,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
8599,Forest,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
8600,Forest,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
8601,Forest,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
8602,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
8603,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
8604,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
8605,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
8606,Forest,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
8607,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
8608,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Wetland
8609,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
8610,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
8611,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
8612,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
8613,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
8614,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Water,Forest
8615,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Water
8616,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
8617,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
8618,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
8619,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8620,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
8621,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
8622,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8623,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
8624,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
8625,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8626,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
8627,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
8628,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Water
8629,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
8630,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Water
8631,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Forest
8632,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
8633,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Grassland,Forest
8634,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
8635,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Wetland
8636,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
8637,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
8638,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
8639,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Wetland
8640,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
8641,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
8642,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
8643,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
8644,Forest,Water,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
8645,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Bareland,Grassland
8646,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Bareland,Forest
8647,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Grassland,Forest
8648,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
8649,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
8650,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
8651,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
8652,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
8653,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
8654,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Water
8655,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Forest
8656,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Forest,Forest
8657,Forest,Water,Grassland,Water,Non_Wetland,Water,Grassland,Water
8658,Forest,Water,Grassland,Water,Non_Wetland,Water,Grassland,Forest
8659,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
8660,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
8661,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
8662,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
