Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NRF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NRF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NRF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NRF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NRF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NRF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NRF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NRF_M_R
1901,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
1902,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
1903,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
1904,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1905,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
1906,Water,Water,Bareland,Water,Non_Wetland,NULL,Forest,Water
1907,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
1908,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1909,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
1910,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
1911,Water,Water,Water,NULL,Water,Grassland,Grassland,Grassland
1912,Water,Water,Water,NULL,Water,Grassland,Grassland,Forest
1913,Water,Water,Water,NULL,Water,Grassland,Water,Water
1914,Water,Water,Water,NULL,Water,Wetland,Grassland,Grassland
1915,Water,Water,Water,NULL,Water,Wetland,Grassland,Forest
1916,Water,Water,Water,NULL,Water,Wetland,Wetland,Grassland
1917,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
1918,Water,Water,Water,NULL,Water,Wetland,Bareland,Water
1919,Water,Water,Water,NULL,Water,Wetland,Water,Grassland
1920,Water,Water,Water,NULL,Water,Wetland,Water,Bareland
1921,Water,Water,Water,NULL,Water,Wetland,Water,Water
1922,Water,Water,Water,NULL,Water,Wetland,Water,Forest
1923,Water,Water,Water,NULL,Water,Water,NULL,Water
1924,Water,Water,Water,NULL,Water,Water,Shrubland,Grassland
1925,Water,Water,Water,NULL,Water,Water,Grassland,Grassland
1926,Water,Water,Water,NULL,Water,Water,Grassland,Wetland
1927,Water,Water,Water,NULL,Water,Water,Grassland,Bareland
1928,Water,Water,Water,NULL,Water,Water,Grassland,Water
1929,Water,Water,Water,NULL,Water,Water,Grassland,Forest
1930,Water,Water,Water,NULL,Water,Water,Wetland,Grassland
1931,Water,Water,Water,NULL,Water,Water,Wetland,Bareland
1932,Water,Water,Water,NULL,Water,Water,Wetland,Water
1933,Water,Water,Water,NULL,Water,Water,Wetland,Forest
1934,Water,Water,Water,NULL,Water,Water,Water,Grassland
1935,Water,Water,Water,NULL,Water,Water,Water,Wetland
1936,Water,Water,Water,NULL,Water,Water,Water,Bareland
1937,Water,Water,Water,NULL,Water,Water,Water,Water
1938,Water,Water,Water,NULL,Water,Water,Water,Forest
1939,Water,Water,Water,NULL,Water,Water,Forest,Grassland
1940,Water,Water,Water,NULL,Water,Water,Forest,Water
1941,Water,Water,Water,NULL,Water,Water,Forest,Forest
1942,Water,Water,Water,NULL,Water,Forest,Water,Water
1943,Water,Water,Water,NULL,Water,Forest,Forest,Forest
1944,Water,Water,Water,Non_Water,Water,Grassland,Wetland,Water
1945,Water,Water,Water,Non_Water,Water,Grassland,Water,Water
1946,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
1947,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
1948,Water,Water,Water,Non_Water,Water,Bareland,Water,Water
1949,Water,Water,Water,Non_Water,Water,Water,Grassland,Grassland
1950,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
1951,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
1952,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
1953,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
1954,Water,Water,Water,Non_Water,Water,Water,Water,Water
1955,Water,Water,Water,Non_Water,Water,Water,Water,Forest
1956,Water,Water,Water,Non_Water,Water,Water,Forest,Water
1957,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
1958,Water,Water,Water,Water,Water,NULL,Wetland,Water
1959,Water,Water,Water,Water,Water,NULL,Wetland,Forest
1960,Water,Water,Water,Water,Water,NULL,Water,Water
1961,Water,Water,Water,Water,Water,NULL,Water,Forest
1962,Water,Water,Water,Water,Water,Grassland,Grassland,Grassland
1963,Water,Water,Water,Water,Water,Grassland,Water,Water
1964,Water,Water,Water,Water,Water,Wetland,Grassland,Grassland
1965,Water,Water,Water,Water,Water,Wetland,Grassland,Forest
1966,Water,Water,Water,Water,Water,Wetland,Wetland,Grassland
1967,Water,Water,Water,Water,Water,Wetland,Wetland,Water
1968,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
1969,Water,Water,Water,Water,Water,Wetland,Water,Grassland
1970,Water,Water,Water,Water,Water,Wetland,Water,Bareland
1971,Water,Water,Water,Water,Water,Wetland,Water,Water
1972,Water,Water,Water,Water,Water,Wetland,Water,Forest
1973,Water,Water,Water,Water,Water,Wetland,Forest,Water
1974,Water,Water,Water,Water,Water,Wetland,Forest,Forest
1975,Water,Water,Water,Water,Water,Bareland,Wetland,Water
1976,Water,Water,Water,Water,Water,Bareland,Water,Grassland
1977,Water,Water,Water,Water,Water,Bareland,Water,Water
1978,Water,Water,Water,Water,Water,Water,Shrubland,Grassland
1979,Water,Water,Water,Water,Water,Water,Grassland,Grassland
1980,Water,Water,Water,Water,Water,Water,Grassland,Wetland
1981,Water,Water,Water,Water,Water,Water,Grassland,Bareland
1982,Water,Water,Water,Water,Water,Water,Grassland,Water
1983,Water,Water,Water,Water,Water,Water,Grassland,Forest
1984,Water,Water,Water,Water,Water,Water,Wetland,Grassland
1985,Water,Water,Water,Water,Water,Water,Wetland,Water
1986,Water,Water,Water,Water,Water,Water,Wetland,Forest
1987,Water,Water,Water,Water,Water,Water,Bareland,Grassland
1988,Water,Water,Water,Water,Water,Water,Bareland,Water
1989,Water,Water,Water,Water,Water,Water,Water,Grassland
1990,Water,Water,Water,Water,Water,Water,Water,Wetland
1991,Water,Water,Water,Water,Water,Water,Water,Bareland
1992,Water,Water,Water,Water,Water,Water,Water,Water
1993,Water,Water,Water,Water,Water,Water,Water,Forest
1994,Water,Water,Water,Water,Water,Water,Forest,Water
1995,Water,Water,Water,Water,Water,Water,Forest,Forest
1996,Water,Water,Water,Water,Water,Forest,Wetland,Water
1997,Water,Water,Water,Water,Water,Forest,Wetland,Forest
1998,Water,Water,Water,Water,Water,Forest,Forest,Forest
1999,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2000,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2001,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
2002,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2003,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
2004,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
2005,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2006,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2007,Water,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2008,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2009,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2010,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
2011,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2012,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
2013,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2014,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Water
2015,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2016,Water,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
2017,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2018,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2019,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2020,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
2021,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2022,Water,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
2023,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
2024,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
2025,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2026,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2027,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
2028,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2029,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2030,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
2031,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
2032,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2033,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
2034,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
2035,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2036,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2037,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
2038,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
2039,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2040,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
2041,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
2042,Water,Water,Forest,NULL,Non_Wetland,Water,Water,NULL
2043,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
2044,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
2045,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
2046,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
2047,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
2048,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
2049,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
2050,Water,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
2051,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2052,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
2053,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2054,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2055,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
2056,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2057,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
2058,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
2059,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
2060,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
2061,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2062,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Bareland
2063,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Water
2064,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
2065,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
2066,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2067,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
2068,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Bareland
2069,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
2070,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
2071,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
2072,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
2073,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
2074,Water,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Water
2075,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
2076,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
2077,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
2078,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Bareland
2079,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
2080,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
2081,Water,Water,Forest,Water,Non_Wetland,Wetland,Forest,Water
2082,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Grassland
2083,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Water
2084,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Forest
2085,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
2086,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
2087,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
2088,Water,Water,Forest,Water,Non_Wetland,Water,Water,Bareland
2089,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
2090,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
2091,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
2092,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
2093,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2094,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2095,Water,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
2096,Water,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2097,Water,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
2098,Water,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2099,Water,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2100,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2101,Water,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
2102,Water,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
2103,Water,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
2104,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
2105,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
2106,Water,Forest,Wetland,NULL,Wetland,Water,Water,Forest
2107,Water,Forest,Wetland,NULL,Wetland,Water,Forest,Grassland
2108,Water,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
2109,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
2110,Water,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
2111,Water,Forest,Wetland,Water,Wetland,Water,Forest,Forest
2112,Water,Forest,Water,Water,Water,Wetland,Wetland,Forest
2113,Water,Forest,Water,Water,Water,Wetland,Water,Forest
2114,Water,Forest,Water,Water,Water,Water,Wetland,Forest
2115,Water,Forest,Water,Water,Water,Water,Water,Water
2116,Water,Forest,Water,Water,Water,Water,Water,Forest
2117,Water,Forest,Water,Water,Water,Water,Forest,Forest
2118,Water,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2119,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2120,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2121,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2122,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
2123,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2124,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2125,Water,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2126,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Water
2127,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2128,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
2129,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Water
2130,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
2131,Water,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2132,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
2133,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2134,Water,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Water
2135,Water,Forest,Forest,Water,Non_Wetland,Wetland,Forest,Water
2136,Water,Forest,Forest,Water,Non_Wetland,Water,Wetland,Forest
2137,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2138,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2139,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2140,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2141,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2142,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2143,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2144,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2145,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
2146,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2147,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
2148,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2149,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2150,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
2151,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2152,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
2153,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2154,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2155,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
2156,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
2157,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2158,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2159,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2160,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
2161,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
2162,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
2163,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2164,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2165,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2166,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2167,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2168,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2169,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
2170,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2171,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2172,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2173,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2174,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2175,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2176,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2177,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2178,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
2179,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2180,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2181,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2182,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
2183,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2184,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
2185,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
2186,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
2187,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2188,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2189,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2190,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
2191,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
2192,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2193,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
2194,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2195,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2196,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2197,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2198,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
2199,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2200,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2201,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2202,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
2203,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2204,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2205,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2206,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2207,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2208,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2209,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2210,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2211,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2212,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
2213,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
2214,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
2215,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
2216,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
2217,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Wetland
2218,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
2219,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
2220,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
2221,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
2222,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2223,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
2224,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
2225,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
2226,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2227,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
2228,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2229,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2230,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2231,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
2232,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2233,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2234,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2235,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
2236,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
2237,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Water
2238,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Forest,Grassland
2239,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
2240,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
2241,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
2242,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
2243,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2244,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2245,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2246,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2247,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2248,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
2249,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2250,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2251,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
2252,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2253,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2254,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
2255,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2256,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2257,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
2258,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2259,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2260,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2261,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
2262,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
2263,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2264,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
