Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NWH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NWH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NWH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NWH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NWH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18NWH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18NWH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NWH_M_R
691,Wetland,Wetland,Water,Water,Water,NULL,NULL,Forest
692,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
693,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
694,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
695,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
696,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
697,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
698,Wetland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
699,Wetland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
700,Wetland,Bareland,Wetland,Water,Wetland,NULL,NULL,Cropland
701,Wetland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
702,Wetland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
703,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
704,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
705,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
706,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
707,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
708,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
709,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
710,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
711,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
712,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
713,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
714,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
715,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
716,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
717,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
718,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
719,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
720,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
721,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
722,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
723,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
724,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
725,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
726,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
727,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
728,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
729,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
730,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
731,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
732,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
733,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
734,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
735,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
736,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
737,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
738,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
739,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
740,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
741,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
742,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
743,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
744,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
745,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
746,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
747,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
748,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
749,Bareland,NULL,Water,NULL,Water,NULL,NULL,Water
750,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
751,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
752,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
753,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
754,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
755,Bareland,NULL,Water,Water,Water,NULL,NULL,Forest
756,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
757,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
758,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
759,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
760,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
761,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
762,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
763,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
764,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
765,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
766,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
767,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
768,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
769,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
770,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
771,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
772,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
773,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
774,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
775,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
776,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
777,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
778,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
779,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
780,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
781,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
782,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
783,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
784,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
785,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
786,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
787,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
788,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
789,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
790,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
791,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
792,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Bareland
793,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Water
794,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Forest
795,Bareland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
796,Bareland,Cropland,Water,Non_Water,Water,NULL,NULL,Bareland
797,Bareland,Cropland,Water,Water,Water,NULL,NULL,Grassland
798,Bareland,Cropland,Water,Water,Water,NULL,NULL,Bareland
799,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
800,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
801,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
802,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
803,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
804,Bareland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
805,Bareland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
806,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
807,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
808,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
809,Bareland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
810,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
811,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
812,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
813,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
814,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
815,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
816,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
817,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
818,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
819,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
820,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
821,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
822,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
823,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
824,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
825,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
826,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
827,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
828,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
829,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
830,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
831,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
832,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
833,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
834,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
835,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
836,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
837,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
838,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
839,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
840,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
841,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
842,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
843,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
844,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
845,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
846,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
847,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
848,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
849,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
850,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
851,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
852,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Cropland
853,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
854,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
855,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
856,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
857,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
858,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
859,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
860,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
861,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
862,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
863,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
864,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
865,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
866,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
867,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
868,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
869,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
870,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
871,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
872,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
873,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
874,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
875,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
876,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
877,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
878,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Forest
879,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
880,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
881,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
882,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
883,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
884,Bareland,Bareland,Water,Water,Water,NULL,NULL,Cropland
885,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
886,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
887,Bareland,Bareland,Water,Water,Water,NULL,NULL,Forest
888,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
889,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
890,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
891,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
892,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
893,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
894,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
895,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
896,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
897,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
898,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
899,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
900,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
901,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
902,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
903,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
904,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
905,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
906,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
907,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
908,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
909,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
910,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
911,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
912,Bareland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
913,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
914,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
915,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
916,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
917,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
918,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
919,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
920,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
921,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
922,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
923,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
924,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
925,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
926,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
927,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
928,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
929,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
930,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
931,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
932,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
933,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
934,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
935,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
936,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
937,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
938,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
939,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
940,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
941,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
942,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
943,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
944,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
945,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
946,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
947,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
948,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
949,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
950,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
951,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
952,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
953,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
954,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
955,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
956,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
957,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
958,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
959,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
960,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
961,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
962,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
963,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
964,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
965,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
966,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
967,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
968,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
969,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
970,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
971,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
972,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
973,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
974,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
975,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
976,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
977,Bareland,Water,Water,NULL,Water,NULL,NULL,Grassland
978,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
979,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
980,Bareland,Water,Water,NULL,Water,NULL,NULL,Forest
981,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
982,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
983,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
984,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Forest
985,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
986,Bareland,Water,Water,Water,Water,NULL,NULL,Cropland
987,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
988,Bareland,Water,Water,Water,Water,NULL,NULL,Water
989,Bareland,Water,Water,Water,Water,NULL,NULL,Forest
990,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
991,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
992,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
993,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
994,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
995,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
996,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
997,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
998,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
999,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1000,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1001,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1002,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1003,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1004,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1005,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1006,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1007,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1008,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1009,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1010,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1011,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1012,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1013,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1014,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1015,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1016,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1017,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1018,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1019,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1020,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1021,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1022,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1023,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1024,Bareland,Forest,Water,NULL,Water,NULL,NULL,Grassland
1025,Bareland,Forest,Water,NULL,Water,NULL,NULL,Bareland
1026,Bareland,Forest,Water,NULL,Water,NULL,NULL,Forest
1027,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1028,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Bareland
1029,Bareland,Forest,Water,Water,Water,NULL,NULL,Grassland
1030,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1031,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1032,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1033,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1034,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1035,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1036,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
