Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LDH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LDH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LDH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LDH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LDH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LDH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LDH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LDH_M_R
3169,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
3170,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
3171,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
3172,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
3173,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
3174,Water,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Water
3175,Water,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
3176,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
3177,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
3178,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
3179,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
3180,Water,Water,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
3181,Water,Water,Wetland,Non_Water,Wetland,Bareland,NULL,Water
3182,Water,Water,Wetland,Non_Water,Wetland,Bareland,NULL,Forest
3183,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
3184,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Grassland
3185,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Bareland
3186,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
3187,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
3188,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
3189,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
3190,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
3191,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
3192,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
3193,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
3194,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
3195,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Grassland
3196,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
3197,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
3198,Water,Water,Wetland,Non_Water,Wetland,Forest,NULL,Water
3199,Water,Water,Wetland,Non_Water,Wetland,Forest,NULL,Forest
3200,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
3201,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
3202,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
3203,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
3204,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
3205,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
3206,Water,Water,Wetland,Water,Wetland,Grassland,NULL,Water
3207,Water,Water,Wetland,Water,Wetland,Grassland,NULL,Forest
3208,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Grassland
3209,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Forest
3210,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
3211,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
3212,Water,Water,Wetland,Water,Wetland,Grassland,Water,Forest
3213,Water,Water,Wetland,Water,Wetland,Grassland,Forest,Forest
3214,Water,Water,Wetland,Water,Wetland,Bareland,NULL,Water
3215,Water,Water,Wetland,Water,Wetland,Bareland,NULL,Forest
3216,Water,Water,Wetland,Water,Wetland,Bareland,Grassland,Forest
3217,Water,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
3218,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
3219,Water,Water,Wetland,Water,Wetland,Water,NULL,Grassland
3220,Water,Water,Wetland,Water,Wetland,Water,NULL,Bareland
3221,Water,Water,Wetland,Water,Wetland,Water,NULL,Water
3222,Water,Water,Wetland,Water,Wetland,Water,NULL,Forest
3223,Water,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
3224,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
3225,Water,Water,Wetland,Water,Wetland,Water,Grassland,Forest
3226,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
3227,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
3228,Water,Water,Wetland,Water,Wetland,Water,Water,Water
3229,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
3230,Water,Water,Wetland,Water,Wetland,Water,Forest,Grassland
3231,Water,Water,Wetland,Water,Wetland,Water,Forest,Bareland
3232,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
3233,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
3234,Water,Water,Wetland,Water,Wetland,Forest,NULL,Water
3235,Water,Water,Wetland,Water,Wetland,Forest,NULL,Forest
3236,Water,Water,Wetland,Water,Wetland,Forest,Grassland,Forest
3237,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
3238,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
3239,Water,Water,Wetland,Water,Wetland,Forest,Forest,Water
3240,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
3241,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
3242,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
3243,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
3244,Water,Water,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
3245,Water,Water,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
3246,Water,Water,Bareland,NULL,Non_Wetland,Grassland,NULL,Water
3247,Water,Water,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
3248,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3249,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Water
3250,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
3251,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
3252,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
3253,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Forest,Water
3254,Water,Water,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
3255,Water,Water,Bareland,NULL,Non_Wetland,Bareland,NULL,Forest
3256,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
3257,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Bareland
3258,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Water
3259,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Forest
3260,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
3261,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Water
3262,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
3263,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
3264,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
3265,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
3266,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
3267,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
3268,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
3269,Water,Water,Bareland,NULL,Non_Wetland,Forest,NULL,Water
3270,Water,Water,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
3271,Water,Water,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
3272,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,Water
3273,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
3274,Water,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Water
3275,Water,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
3276,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3277,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
3278,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
3279,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3280,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Water
3281,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
3282,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
3283,Water,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Grassland
3284,Water,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Water
3285,Water,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Forest
3286,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
3287,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
3288,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
3289,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
3290,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
3291,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,NULL,Water
3292,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,NULL,Forest
3293,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
3294,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
3295,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
3296,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
3297,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
3298,Water,Water,Bareland,Water,Non_Wetland,NULL,Grassland,Water
3299,Water,Water,Bareland,Water,Non_Wetland,Grassland,NULL,Forest
3300,Water,Water,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
3301,Water,Water,Bareland,Water,Non_Wetland,Bareland,Wetland,Water
3302,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
3303,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
3304,Water,Water,Bareland,Water,Non_Wetland,Water,NULL,Grassland
3305,Water,Water,Bareland,Water,Non_Wetland,Water,NULL,Water
3306,Water,Water,Bareland,Water,Non_Wetland,Water,NULL,Forest
3307,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
3308,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Water
3309,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Forest
3310,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
3311,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
3312,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
3313,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Grassland
3314,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
3315,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
3316,Water,Water,Bareland,Water,Non_Wetland,Forest,NULL,Water
3317,Water,Water,Bareland,Water,Non_Wetland,Forest,Grassland,Water
3318,Water,Water,Bareland,Water,Non_Wetland,Forest,Grassland,Forest
3319,Water,Water,Bareland,Water,Non_Wetland,Forest,Water,Forest
3320,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3321,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
3322,Water,Water,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
3323,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3324,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
3325,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
3326,Water,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
3327,Water,Water,Built-up,NULL,Non_Wetland,Water,NULL,Grassland
3328,Water,Water,Built-up,NULL,Non_Wetland,Water,NULL,Forest
3329,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
3330,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Grassland
3331,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
3332,Water,Water,Built-up,NULL,Non_Wetland,Water,Forest,Grassland
3333,Water,Water,Built-up,NULL,Non_Wetland,Water,Forest,Bareland
3334,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
3335,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Bareland
3336,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Forest,Water
3337,Water,Water,Built-up,Non_Water,Non_Wetland,Water,NULL,Bareland
3338,Water,Water,Built-up,Non_Water,Non_Wetland,Water,NULL,Water
3339,Water,Water,Built-up,Non_Water,Non_Wetland,Water,NULL,Forest
3340,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Grassland,Grassland
3341,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
3342,Water,Water,Built-up,Non_Water,Non_Wetland,Forest,NULL,Forest
3343,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
3344,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
3345,Water,Water,Built-up,Water,Non_Wetland,Grassland,Water,Grassland
3346,Water,Water,Built-up,Water,Non_Wetland,Bareland,NULL,Water
3347,Water,Water,Built-up,Water,Non_Wetland,Water,NULL,Grassland
3348,Water,Water,Built-up,Water,Non_Wetland,Water,NULL,Water
3349,Water,Water,Built-up,Water,Non_Wetland,Water,Grassland,Grassland
3350,Water,Water,Built-up,Water,Non_Wetland,Water,Grassland,Forest
3351,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
3352,Water,Water,Built-up,Water,Non_Wetland,Water,Forest,Water
3353,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
3354,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
3355,Water,Water,Water,NULL,Water,NULL,NULL,Water
3356,Water,Water,Water,NULL,Water,NULL,NULL,Forest
3357,Water,Water,Water,NULL,Water,Grassland,NULL,Grassland
3358,Water,Water,Water,NULL,Water,Grassland,NULL,Water
3359,Water,Water,Water,NULL,Water,Grassland,NULL,Forest
3360,Water,Water,Water,NULL,Water,Grassland,Grassland,Grassland
3361,Water,Water,Water,NULL,Water,Grassland,Grassland,Water
3362,Water,Water,Water,NULL,Water,Grassland,Water,Grassland
3363,Water,Water,Water,NULL,Water,Grassland,Water,Bareland
3364,Water,Water,Water,NULL,Water,Grassland,Water,Water
3365,Water,Water,Water,NULL,Water,Grassland,Water,Forest
3366,Water,Water,Water,NULL,Water,Grassland,Forest,Water
3367,Water,Water,Water,NULL,Water,Grassland,Forest,Forest
3368,Water,Water,Water,NULL,Water,Bareland,NULL,Water
3369,Water,Water,Water,NULL,Water,Bareland,NULL,Forest
3370,Water,Water,Water,NULL,Water,Bareland,Grassland,Grassland
3371,Water,Water,Water,NULL,Water,Bareland,Grassland,Water
3372,Water,Water,Water,NULL,Water,Bareland,Grassland,Forest
3373,Water,Water,Water,NULL,Water,Bareland,Water,Grassland
3374,Water,Water,Water,NULL,Water,Bareland,Water,Water
3375,Water,Water,Water,NULL,Water,Bareland,Water,Forest
3376,Water,Water,Water,NULL,Water,Bareland,Forest,Forest
3377,Water,Water,Water,NULL,Water,Water,NULL,Grassland
3378,Water,Water,Water,NULL,Water,Water,NULL,Bareland
3379,Water,Water,Water,NULL,Water,Water,NULL,Water
3380,Water,Water,Water,NULL,Water,Water,NULL,Forest
3381,Water,Water,Water,NULL,Water,Water,Grassland,Grassland
3382,Water,Water,Water,NULL,Water,Water,Grassland,Water
3383,Water,Water,Water,NULL,Water,Water,Grassland,Forest
3384,Water,Water,Water,NULL,Water,Water,Wetland,Water
3385,Water,Water,Water,NULL,Water,Water,Wetland,Forest
3386,Water,Water,Water,NULL,Water,Water,Water,Grassland
3387,Water,Water,Water,NULL,Water,Water,Water,Bareland
3388,Water,Water,Water,NULL,Water,Water,Water,Water
3389,Water,Water,Water,NULL,Water,Water,Water,Forest
3390,Water,Water,Water,NULL,Water,Water,Forest,Water
3391,Water,Water,Water,NULL,Water,Water,Forest,Forest
3392,Water,Water,Water,NULL,Water,Forest,NULL,Forest
3393,Water,Water,Water,NULL,Water,Forest,Grassland,Forest
3394,Water,Water,Water,NULL,Water,Forest,Water,Water
3395,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
3396,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
3397,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
3398,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
3399,Water,Water,Water,Non_Water,Water,Grassland,NULL,Grassland
3400,Water,Water,Water,Non_Water,Water,Grassland,NULL,Water
3401,Water,Water,Water,Non_Water,Water,Grassland,NULL,Forest
3402,Water,Water,Water,Non_Water,Water,Grassland,Water,Grassland
3403,Water,Water,Water,Non_Water,Water,Grassland,Water,Water
3404,Water,Water,Water,Non_Water,Water,Grassland,Water,Forest
3405,Water,Water,Water,Non_Water,Water,Grassland,Forest,Grassland
3406,Water,Water,Water,Non_Water,Water,Grassland,Forest,Water
3407,Water,Water,Water,Non_Water,Water,Grassland,Forest,Forest
3408,Water,Water,Water,Non_Water,Water,Bareland,NULL,Water
3409,Water,Water,Water,Non_Water,Water,Bareland,NULL,Forest
3410,Water,Water,Water,Non_Water,Water,Bareland,Grassland,Forest
3411,Water,Water,Water,Non_Water,Water,Bareland,Water,Water
3412,Water,Water,Water,Non_Water,Water,Bareland,Forest,Grassland
3413,Water,Water,Water,Non_Water,Water,Water,NULL,Grassland
3414,Water,Water,Water,Non_Water,Water,Water,NULL,Bareland
3415,Water,Water,Water,Non_Water,Water,Water,NULL,Water
3416,Water,Water,Water,Non_Water,Water,Water,NULL,Forest
3417,Water,Water,Water,Non_Water,Water,Water,Grassland,Water
3418,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
3419,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
3420,Water,Water,Water,Non_Water,Water,Water,Water,Bareland
3421,Water,Water,Water,Non_Water,Water,Water,Water,Water
3422,Water,Water,Water,Non_Water,Water,Water,Water,Forest
3423,Water,Water,Water,Non_Water,Water,Water,Forest,Water
3424,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
3425,Water,Water,Water,Non_Water,Water,Forest,NULL,Forest
3426,Water,Water,Water,Non_Water,Water,Forest,Forest,Forest
3427,Water,Water,Water,Water,Water,NULL,NULL,Grassland
3428,Water,Water,Water,Water,Water,NULL,NULL,Bareland
3429,Water,Water,Water,Water,Water,NULL,NULL,Water
3430,Water,Water,Water,Water,Water,NULL,NULL,Forest
3431,Water,Water,Water,Water,Water,Grassland,NULL,Grassland
3432,Water,Water,Water,Water,Water,Grassland,NULL,Water
3433,Water,Water,Water,Water,Water,Grassland,NULL,Forest
3434,Water,Water,Water,Water,Water,Grassland,Grassland,Grassland
3435,Water,Water,Water,Water,Water,Grassland,Grassland,Water
3436,Water,Water,Water,Water,Water,Grassland,Grassland,Forest
3437,Water,Water,Water,Water,Water,Grassland,Wetland,Forest
3438,Water,Water,Water,Water,Water,Grassland,Water,Grassland
3439,Water,Water,Water,Water,Water,Grassland,Water,Water
3440,Water,Water,Water,Water,Water,Grassland,Water,Forest
3441,Water,Water,Water,Water,Water,Grassland,Forest,Forest
3442,Water,Water,Water,Water,Water,Bareland,NULL,Grassland
3443,Water,Water,Water,Water,Water,Bareland,NULL,Bareland
3444,Water,Water,Water,Water,Water,Bareland,NULL,Water
3445,Water,Water,Water,Water,Water,Bareland,NULL,Forest
3446,Water,Water,Water,Water,Water,Bareland,Grassland,Water
3447,Water,Water,Water,Water,Water,Bareland,Water,Grassland
3448,Water,Water,Water,Water,Water,Bareland,Water,Bareland
3449,Water,Water,Water,Water,Water,Bareland,Water,Water
3450,Water,Water,Water,Water,Water,Water,NULL,Grassland
3451,Water,Water,Water,Water,Water,Water,NULL,Bareland
3452,Water,Water,Water,Water,Water,Water,NULL,Water
3453,Water,Water,Water,Water,Water,Water,NULL,Forest
3454,Water,Water,Water,Water,Water,Water,Grassland,Grassland
3455,Water,Water,Water,Water,Water,Water,Grassland,Water
3456,Water,Water,Water,Water,Water,Water,Grassland,Forest
3457,Water,Water,Water,Water,Water,Water,Wetland,Water
3458,Water,Water,Water,Water,Water,Water,Bareland,Water
3459,Water,Water,Water,Water,Water,Water,Bareland,Forest
3460,Water,Water,Water,Water,Water,Water,Water,Grassland
3461,Water,Water,Water,Water,Water,Water,Water,Bareland
3462,Water,Water,Water,Water,Water,Water,Water,Water
3463,Water,Water,Water,Water,Water,Water,Water,Forest
3464,Water,Water,Water,Water,Water,Water,Forest,Grassland
3465,Water,Water,Water,Water,Water,Water,Forest,Water
3466,Water,Water,Water,Water,Water,Water,Forest,Forest
3467,Water,Water,Water,Water,Water,Forest,NULL,Water
3468,Water,Water,Water,Water,Water,Forest,NULL,Forest
3469,Water,Water,Water,Water,Water,Forest,Grassland,Grassland
3470,Water,Water,Water,Water,Water,Forest,Grassland,Water
3471,Water,Water,Water,Water,Water,Forest,Grassland,Forest
3472,Water,Water,Water,Water,Water,Forest,Water,Water
3473,Water,Water,Water,Water,Water,Forest,Water,Forest
3474,Water,Water,Water,Water,Water,Forest,Forest,Forest
3475,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3476,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
3477,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
3478,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
3479,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3480,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3481,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3482,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
3483,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3484,Water,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3485,Water,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
3486,Water,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Water
3487,Water,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3488,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3489,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
3490,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3491,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3492,Water,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
3493,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
3494,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
3495,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
3496,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3497,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Water
3498,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3499,Water,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Water
3500,Water,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
3501,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3502,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
3503,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3504,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
3505,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
3506,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
3507,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
3508,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3509,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Grassland
3510,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Bareland
3511,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
3512,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
3513,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
3514,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
3515,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
3516,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3517,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
3518,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3519,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
3520,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
3521,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
3522,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
3523,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
3524,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
3525,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Bareland
3526,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
3527,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
3528,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
3529,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,Water
3530,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
3531,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
3532,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Water
3533,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3534,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3535,Water,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
3536,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
3537,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
3538,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
3539,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3540,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
3541,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
3542,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
3543,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
3544,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
3545,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
3546,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3547,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,NULL,Water
3548,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
3549,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3550,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
3551,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
3552,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
3553,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
3554,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,NULL,Water
3555,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,NULL,Forest
