Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_25MCM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_25MCM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_25MCM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_25MCM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_25MCM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_25MCM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_25MCM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_25MCM_M_R
654,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
655,Grassland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
656,Grassland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
657,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
658,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
659,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
660,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
661,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
662,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
663,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
664,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
665,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
666,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
667,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
668,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
669,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
670,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
671,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
672,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
673,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
674,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
675,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
676,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
677,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
678,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
679,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
680,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
681,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
682,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
683,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
684,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
685,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
686,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
687,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
688,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
689,Cropland,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
690,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
691,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
692,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
693,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Cropland
694,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
695,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
696,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
697,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
698,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
699,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
700,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
701,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
702,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
703,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
704,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
705,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
706,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
707,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
708,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
709,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
710,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
711,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
712,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
713,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
714,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
715,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
716,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
717,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up,NULL,Cropland
718,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
719,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
720,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
721,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
722,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
723,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
724,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
725,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
726,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
727,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
728,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
729,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
730,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
731,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
732,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
733,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
734,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
735,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
736,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
737,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
738,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
739,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
740,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
741,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
742,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
743,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
744,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
745,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
746,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
747,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
748,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
749,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
750,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
751,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
752,Cropland,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
753,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
754,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
755,Cropland,Forest,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
756,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
757,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
758,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
759,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
760,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
761,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
762,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
763,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
764,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
765,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
766,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
767,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
768,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
769,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
770,Wetland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
771,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
772,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
773,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
774,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
775,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
776,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
777,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
778,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
779,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
780,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
781,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
782,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
783,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
784,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Wetland
785,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
786,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
787,Wetland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
788,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
789,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
790,Wetland,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
791,Wetland,NULL,Wetland,NULL,Wetland,NULL,Water,Wetland
792,Wetland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
793,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
794,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
795,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
796,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
797,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
798,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
799,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
800,Wetland,NULL,Wetland,Water,Wetland,NULL,Water,Wetland
801,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
802,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Wetland,Wetland
803,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
804,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
805,Wetland,NULL,Bareland,NULL,Non_Wetland,Water,Bareland,Wetland
806,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
807,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
808,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
809,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Grassland
810,Wetland,NULL,Built-up,Water,Non_Wetland,Grassland,Bareland,Grassland
811,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
812,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
813,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
814,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
815,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
816,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
817,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
818,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
819,Wetland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
820,Wetland,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
821,Wetland,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
822,Wetland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
823,Wetland,Cropland,Wetland,NULL,Wetland,Wetland,Water,Wetland
824,Wetland,Cropland,Wetland,NULL,Wetland,Forest,Wetland,Forest
825,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
826,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
827,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
828,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
829,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
830,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
831,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
832,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Bareland,Grassland
833,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Bareland,Wetland
834,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Forest,Grassland
835,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Wetland
836,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
837,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
838,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Bareland,Wetland
839,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
840,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
841,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Wetland
842,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Forest,Wetland
843,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Bareland,Wetland
844,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Wetland
845,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
846,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
847,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
848,Wetland,Wetland,Wetland,Water,Wetland,NULL,Wetland,Wetland
849,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
850,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
851,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
852,Wetland,Wetland,Water,NULL,Water,Water,Wetland,Wetland
853,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
854,Wetland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
855,Wetland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
856,Wetland,Built-up,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
857,Wetland,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
858,Wetland,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
859,Wetland,Built-up,NULL,NULL,Non_Wetland,NULL,Water,Forest
860,Wetland,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
861,Wetland,Built-up,NULL,NULL,Non_Wetland,Water,Built-up,Grassland
862,Wetland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
863,Wetland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
864,Wetland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
865,Wetland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
866,Wetland,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
867,Wetland,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
868,Wetland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
869,Wetland,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
870,Wetland,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
871,Wetland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
872,Wetland,Built-up,Wetland,NULL,Wetland,NULL,Wetland,Wetland
873,Wetland,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
874,Wetland,Built-up,Wetland,NULL,Wetland,Wetland,Built-up,Forest
875,Wetland,Built-up,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
876,Wetland,Built-up,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
877,Wetland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
878,Wetland,Built-up,Bareland,NULL,Non_Wetland,NULL,Built-up,Forest
879,Wetland,Built-up,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
880,Wetland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
881,Wetland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
882,Wetland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
883,Wetland,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
884,Wetland,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
885,Wetland,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
886,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
887,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,Water,Wetland
888,Wetland,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Wetland
889,Wetland,Water,Cropland,NULL,Non_Wetland,Water,Water,Wetland
890,Wetland,Water,Cropland,NULL,Non_Wetland,Forest,Water,Wetland
891,Wetland,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Wetland
892,Wetland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
893,Wetland,Water,Wetland,NULL,Wetland,NULL,Bareland,Grassland
894,Wetland,Water,Wetland,NULL,Wetland,NULL,Bareland,Wetland
895,Wetland,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
896,Wetland,Water,Wetland,NULL,Wetland,NULL,Water,Wetland
897,Wetland,Water,Wetland,NULL,Wetland,Wetland,NULL,Wetland
898,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
899,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
900,Wetland,Water,Wetland,NULL,Wetland,Wetland,Forest,Wetland
901,Wetland,Water,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
902,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
903,Wetland,Water,Wetland,NULL,Wetland,Water,Bareland,Wetland
904,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Wetland
905,Wetland,Water,Wetland,NULL,Wetland,Forest,Wetland,Wetland
906,Wetland,Water,Wetland,NULL,Wetland,Forest,Water,Wetland
907,Wetland,Water,Wetland,NULL,Wetland,Forest,Forest,Wetland
908,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
909,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
910,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
911,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
912,Wetland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
913,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
914,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
915,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
916,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
917,Wetland,Water,Wetland,Water,Wetland,Water,Water,Wetland
918,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
919,Wetland,Water,Wetland,Water,Wetland,Forest,Water,Wetland
920,Wetland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,Bareland,Grassland
921,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
922,Wetland,Water,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Grassland
923,Wetland,Water,Water,Non_Water,Water,Water,Water,Wetland
924,Wetland,Water,Water,Water,Water,Wetland,Water,Wetland
925,Wetland,Water,Water,Water,Water,Bareland,Bareland,Grassland
926,Wetland,Water,Water,Water,Water,Forest,Water,Wetland
927,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Water,Cropland
928,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
929,Wetland,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
930,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
931,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
932,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
933,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
934,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
935,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
936,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
937,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
938,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
939,Wetland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
940,Wetland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Wetland
941,Wetland,Forest,Wetland,NULL,Wetland,NULL,Water,Grassland
942,Wetland,Forest,Wetland,NULL,Wetland,NULL,Water,Wetland
943,Wetland,Forest,Wetland,NULL,Wetland,NULL,Forest,Grassland
944,Wetland,Forest,Wetland,NULL,Wetland,Wetland,NULL,Wetland
945,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
946,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Wetland
947,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Water,Wetland
948,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Forest,Wetland
949,Wetland,Forest,Wetland,NULL,Wetland,Water,Bareland,Wetland
950,Wetland,Forest,Wetland,NULL,Wetland,Forest,Wetland,Wetland
951,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
952,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
953,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
954,Wetland,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
955,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
956,Wetland,Forest,Built-up,NULL,Non_Wetland,NULL,Water,Wetland
957,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
958,Wetland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
959,Wetland,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Wetland
960,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
961,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
962,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
963,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
964,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
965,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
966,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
967,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
968,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
969,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
970,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
971,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
972,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
973,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Bareland
974,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
975,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
976,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
977,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
978,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
979,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
980,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
981,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
982,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
983,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
984,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
985,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
986,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
987,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
988,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
989,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
