Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MVV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MVV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MVV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MVV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MVV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MVV_M_R
922,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
923,Water,Water,Forest,Non_Water,Non_Wetland,Water
924,Water,Water,Forest,Non_Water,Non_Wetland,Forest
925,Water,Water,Forest,Water,Non_Wetland,Grassland
926,Water,Water,Forest,Water,Non_Wetland,Wetland
927,Water,Water,Forest,Water,Non_Wetland,Built-up
928,Water,Water,Forest,Water,Non_Wetland,Water
929,Water,Water,Forest,Water,Non_Wetland,Forest
930,Water,Forest,Cropland,NULL,Non_Wetland,Forest
931,Water,Forest,Cropland,Non_Water,Non_Wetland,Grassland
932,Water,Forest,Cropland,Non_Water,Non_Wetland,Water
933,Water,Forest,Cropland,Water,Non_Wetland,Water
934,Water,Forest,Wetland,NULL,Wetland,Grassland
935,Water,Forest,Wetland,NULL,Wetland,Water
936,Water,Forest,Wetland,NULL,Wetland,Forest
937,Water,Forest,Wetland,Non_Water,Wetland,NULL
938,Water,Forest,Wetland,Non_Water,Wetland,Grassland
939,Water,Forest,Wetland,Non_Water,Wetland,Water
940,Water,Forest,Wetland,Non_Water,Wetland,Forest
941,Water,Forest,Wetland,Water,Wetland,Grassland
942,Water,Forest,Wetland,Water,Wetland,Wetland
943,Water,Forest,Wetland,Water,Wetland,Water
944,Water,Forest,Wetland,Water,Wetland,Forest
945,Water,Forest,Bareland,NULL,Non_Wetland,Forest
946,Water,Forest,Water,Non_Water,Water,Grassland
947,Water,Forest,Water,Non_Water,Water,Water
948,Water,Forest,Water,Non_Water,Water,Forest
949,Water,Forest,Water,Water,Water,Grassland
950,Water,Forest,Water,Water,Water,Wetland
951,Water,Forest,Water,Water,Water,Water
952,Water,Forest,Water,Water,Water,Forest
953,Water,Forest,Forest,NULL,Non_Wetland,Grassland
954,Water,Forest,Forest,NULL,Non_Wetland,Water
955,Water,Forest,Forest,NULL,Non_Wetland,Forest
956,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland
957,Water,Forest,Forest,Non_Water,Non_Wetland,Water
958,Water,Forest,Forest,Non_Water,Non_Wetland,Forest
959,Water,Forest,Forest,Water,Non_Wetland,Water
960,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
961,Forest,NULL,NULL,NULL,Non_Wetland,Forest
962,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
963,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest
964,Forest,NULL,NULL,Water,Non_Wetland,Grassland
965,Forest,NULL,NULL,Water,Non_Wetland,Water
966,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
967,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
968,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
969,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
970,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
971,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
972,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water
973,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
974,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
975,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland
976,Forest,NULL,Shrubland,Water,Non_Wetland,Water
977,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
978,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
979,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
980,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
981,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest
982,Forest,NULL,Grassland,Water,Non_Wetland,Grassland
983,Forest,NULL,Grassland,Water,Non_Wetland,Water
984,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
985,Forest,NULL,Cropland,NULL,Non_Wetland,Water
986,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
987,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
988,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland
989,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water
990,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
991,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
992,Forest,NULL,Cropland,Water,Non_Wetland,Water
993,Forest,NULL,Cropland,Water,Non_Wetland,Forest
994,Forest,NULL,Wetland,NULL,Wetland,NULL
995,Forest,NULL,Wetland,NULL,Wetland,Grassland
996,Forest,NULL,Wetland,NULL,Wetland,Wetland
997,Forest,NULL,Wetland,NULL,Wetland,Water
998,Forest,NULL,Wetland,NULL,Wetland,Forest
999,Forest,NULL,Wetland,Non_Water,Wetland,NULL
1000,Forest,NULL,Wetland,Non_Water,Wetland,Grassland
1001,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
1002,Forest,NULL,Wetland,Non_Water,Wetland,Water
1003,Forest,NULL,Wetland,Non_Water,Wetland,Forest
1004,Forest,NULL,Wetland,Water,Wetland,Grassland
1005,Forest,NULL,Wetland,Water,Wetland,Cropland
1006,Forest,NULL,Wetland,Water,Wetland,Wetland
1007,Forest,NULL,Wetland,Water,Wetland,Water
1008,Forest,NULL,Wetland,Water,Wetland,Forest
1009,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1010,Forest,NULL,Bareland,NULL,Non_Wetland,Water
1011,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1012,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1013,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1014,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water
1015,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
1016,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
1017,Forest,NULL,Bareland,Water,Non_Wetland,Water
1018,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1019,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1020,Forest,NULL,Built-up,Water,Non_Wetland,Water
1021,Forest,NULL,Water,NULL,Water,Grassland
1022,Forest,NULL,Water,NULL,Water,Water
1023,Forest,NULL,Water,NULL,Water,Forest
1024,Forest,NULL,Water,Non_Water,Water,NULL
1025,Forest,NULL,Water,Non_Water,Water,Grassland
1026,Forest,NULL,Water,Non_Water,Water,Wetland
1027,Forest,NULL,Water,Non_Water,Water,Water
1028,Forest,NULL,Water,Non_Water,Water,Forest
1029,Forest,NULL,Water,Water,Water,Grassland
1030,Forest,NULL,Water,Water,Water,Cropland
1031,Forest,NULL,Water,Water,Water,Wetland
1032,Forest,NULL,Water,Water,Water,Water
1033,Forest,NULL,Water,Water,Water,Forest
1034,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1035,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1036,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1037,Forest,NULL,Forest,NULL,Non_Wetland,Water
1038,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1039,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1040,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland
1041,Forest,NULL,Forest,Non_Water,Non_Wetland,Water
1042,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1043,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1044,Forest,NULL,Forest,Water,Non_Wetland,Wetland
1045,Forest,NULL,Forest,Water,Non_Wetland,Water
1046,Forest,NULL,Forest,Water,Non_Wetland,Forest
1047,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1048,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1049,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1050,Forest,Cropland,Wetland,NULL,Wetland,Forest
1051,Forest,Cropland,Wetland,Water,Wetland,Water
1052,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1053,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1054,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest
1055,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL
1056,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1057,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
1058,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1059,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1060,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland
1061,Forest,Wetland,Shrubland,Water,Non_Wetland,Water
1062,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland
1063,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest
1064,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland
1065,Forest,Wetland,Cropland,NULL,Non_Wetland,Water
1066,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest
1067,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
1068,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Forest
1069,Forest,Wetland,Cropland,Water,Non_Wetland,Grassland
1070,Forest,Wetland,Cropland,Water,Non_Wetland,Water
1071,Forest,Wetland,Wetland,NULL,Wetland,NULL
1072,Forest,Wetland,Wetland,NULL,Wetland,Grassland
1073,Forest,Wetland,Wetland,NULL,Wetland,Wetland
1074,Forest,Wetland,Wetland,NULL,Wetland,Water
1075,Forest,Wetland,Wetland,NULL,Wetland,Forest
1076,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland
1077,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland
1078,Forest,Wetland,Wetland,Non_Water,Wetland,Water
1079,Forest,Wetland,Wetland,Non_Water,Wetland,Forest
1080,Forest,Wetland,Wetland,Water,Wetland,Grassland
1081,Forest,Wetland,Wetland,Water,Wetland,Wetland
1082,Forest,Wetland,Wetland,Water,Wetland,Water
1083,Forest,Wetland,Wetland,Water,Wetland,Forest
1084,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest
1085,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
1086,Forest,Wetland,Water,NULL,Water,Grassland
1087,Forest,Wetland,Water,NULL,Water,Forest
1088,Forest,Wetland,Water,Non_Water,Water,Grassland
1089,Forest,Wetland,Water,Non_Water,Water,Water
1090,Forest,Wetland,Water,Non_Water,Water,Forest
1091,Forest,Wetland,Water,Water,Water,Grassland
1092,Forest,Wetland,Water,Water,Water,Wetland
1093,Forest,Wetland,Water,Water,Water,Water
1094,Forest,Wetland,Water,Water,Water,Forest
1095,Forest,Wetland,Forest,NULL,Non_Wetland,NULL
1096,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
1097,Forest,Wetland,Forest,NULL,Non_Wetland,Built-up
1098,Forest,Wetland,Forest,NULL,Non_Wetland,Water
1099,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
1100,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1101,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water
1102,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest
1103,Forest,Wetland,Forest,Water,Non_Wetland,Grassland
1104,Forest,Wetland,Forest,Water,Non_Wetland,Water
1105,Forest,Wetland,Forest,Water,Non_Wetland,Forest
1106,Forest,Bareland,Cropland,Water,Non_Wetland,Water
1107,Forest,Bareland,Wetland,Non_Water,Wetland,Water
1108,Forest,Bareland,Wetland,Non_Water,Wetland,Forest
1109,Forest,Bareland,Wetland,Water,Wetland,Grassland
1110,Forest,Bareland,Wetland,Water,Wetland,Water
1111,Forest,Bareland,Wetland,Water,Wetland,Forest
1112,Forest,Bareland,Bareland,Water,Non_Wetland,Water
1113,Forest,Bareland,Water,Non_Water,Water,Water
1114,Forest,Bareland,Water,Water,Water,Grassland
1115,Forest,Bareland,Water,Water,Water,Water
1116,Forest,Bareland,Water,Water,Water,Forest
1117,Forest,Bareland,Forest,Non_Water,Non_Wetland,Water
1118,Forest,Bareland,Forest,Water,Non_Wetland,Water
1119,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
1120,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
1121,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1122,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1123,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1124,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
1125,Forest,Built-up,Shrubland,Water,Non_Wetland,Built-up
1126,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
1127,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up
1128,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
1129,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
1130,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up
1131,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1132,Forest,Built-up,Wetland,NULL,Wetland,Grassland
1133,Forest,Built-up,Wetland,NULL,Wetland,Forest
1134,Forest,Built-up,Wetland,Non_Water,Wetland,Grassland
1135,Forest,Built-up,Wetland,Non_Water,Wetland,Forest
1136,Forest,Built-up,Wetland,Water,Wetland,Water
1137,Forest,Built-up,Wetland,Water,Wetland,Forest
1138,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest
1139,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
1140,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
1141,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
1142,Forest,Built-up,Water,NULL,Water,Grassland
1143,Forest,Built-up,Water,NULL,Water,Forest
1144,Forest,Built-up,Water,Water,Water,Water
1145,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1146,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
1147,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1148,Forest,Built-up,Forest,Non_Water,Non_Wetland,Grassland
1149,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest
1150,Forest,Built-up,Forest,Water,Non_Wetland,Forest
1151,Forest,Water,NULL,NULL,Non_Wetland,Grassland
1152,Forest,Water,NULL,NULL,Non_Wetland,Water
1153,Forest,Water,NULL,NULL,Non_Wetland,Forest
1154,Forest,Water,NULL,Non_Water,Non_Wetland,Water
1155,Forest,Water,NULL,Non_Water,Non_Wetland,Forest
1156,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
1157,Forest,Water,Shrubland,NULL,Non_Wetland,Water
1158,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1159,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1160,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1161,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water
1162,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
1163,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
1164,Forest,Water,Shrubland,Water,Non_Wetland,Water
1165,Forest,Water,Shrubland,Water,Non_Wetland,Forest
1166,Forest,Water,Grassland,NULL,Non_Wetland,Forest
1167,Forest,Water,Grassland,Water,Non_Wetland,Water
1168,Forest,Water,Grassland,Water,Non_Wetland,Forest
1169,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
1170,Forest,Water,Cropland,NULL,Non_Wetland,Water
1171,Forest,Water,Cropland,NULL,Non_Wetland,Forest
1172,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland
1173,Forest,Water,Cropland,Non_Water,Non_Wetland,Water
1174,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest
1175,Forest,Water,Cropland,Water,Non_Wetland,Grassland
1176,Forest,Water,Cropland,Water,Non_Wetland,Water
1177,Forest,Water,Cropland,Water,Non_Wetland,Forest
1178,Forest,Water,Wetland,NULL,Wetland,Grassland
1179,Forest,Water,Wetland,NULL,Wetland,Wetland
1180,Forest,Water,Wetland,NULL,Wetland,Bareland
1181,Forest,Water,Wetland,NULL,Wetland,Water
1182,Forest,Water,Wetland,NULL,Wetland,Forest
1183,Forest,Water,Wetland,Non_Water,Wetland,NULL
1184,Forest,Water,Wetland,Non_Water,Wetland,Grassland
1185,Forest,Water,Wetland,Non_Water,Wetland,Wetland
1186,Forest,Water,Wetland,Non_Water,Wetland,Water
1187,Forest,Water,Wetland,Non_Water,Wetland,Forest
1188,Forest,Water,Wetland,Water,Wetland,NULL
1189,Forest,Water,Wetland,Water,Wetland,Grassland
1190,Forest,Water,Wetland,Water,Wetland,Cropland
1191,Forest,Water,Wetland,Water,Wetland,Wetland
1192,Forest,Water,Wetland,Water,Wetland,Bareland
1193,Forest,Water,Wetland,Water,Wetland,Water
1194,Forest,Water,Wetland,Water,Wetland,Forest
1195,Forest,Water,Bareland,NULL,Non_Wetland,Forest
1196,Forest,Water,Bareland,Non_Water,Non_Wetland,Water
1197,Forest,Water,Bareland,Water,Non_Wetland,Water
1198,Forest,Water,Bareland,Water,Non_Wetland,Forest
1199,Forest,Water,Built-up,NULL,Non_Wetland,Water
1200,Forest,Water,Built-up,NULL,Non_Wetland,Forest
1201,Forest,Water,Built-up,Water,Non_Wetland,Water
1202,Forest,Water,Water,NULL,Water,Grassland
1203,Forest,Water,Water,NULL,Water,Water
1204,Forest,Water,Water,NULL,Water,Forest
1205,Forest,Water,Water,Non_Water,Water,Grassland
1206,Forest,Water,Water,Non_Water,Water,Water
1207,Forest,Water,Water,Non_Water,Water,Forest
1208,Forest,Water,Water,Water,Water,Grassland
1209,Forest,Water,Water,Water,Water,Wetland
1210,Forest,Water,Water,Water,Water,Water
1211,Forest,Water,Water,Water,Water,Forest
1212,Forest,Water,Forest,NULL,Non_Wetland,Grassland
1213,Forest,Water,Forest,NULL,Non_Wetland,Wetland
1214,Forest,Water,Forest,NULL,Non_Wetland,Water
1215,Forest,Water,Forest,NULL,Non_Wetland,Forest
1216,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland
1217,Forest,Water,Forest,Non_Water,Non_Wetland,Water
1218,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
1219,Forest,Water,Forest,Water,Non_Wetland,Grassland
1220,Forest,Water,Forest,Water,Non_Wetland,Wetland
1221,Forest,Water,Forest,Water,Non_Wetland,Water
1222,Forest,Water,Forest,Water,Non_Wetland,Forest
1223,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1224,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1225,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland
1226,Forest,Forest,NULL,Non_Water,Non_Wetland,Water
1227,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
1228,Forest,Forest,NULL,Water,Non_Wetland,Grassland
1229,Forest,Forest,NULL,Water,Non_Wetland,Water
1230,Forest,Forest,NULL,Water,Non_Wetland,Forest
1231,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1232,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1233,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
1234,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
1235,Forest,Forest,Shrubland,NULL,Non_Wetland,Water
1236,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1237,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1238,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1239,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water
1240,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1241,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
1242,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland
1243,Forest,Forest,Shrubland,Water,Non_Wetland,Water
1244,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
1245,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1246,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1247,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up
1248,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1249,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1250,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water
1251,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest
1252,Forest,Forest,Grassland,Water,Non_Wetland,Grassland
1253,Forest,Forest,Grassland,Water,Non_Wetland,Bareland
1254,Forest,Forest,Grassland,Water,Non_Wetland,Water
1255,Forest,Forest,Grassland,Water,Non_Wetland,Forest
1256,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1257,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up
1258,Forest,Forest,Cropland,NULL,Non_Wetland,Water
1259,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1260,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1261,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland
1262,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water
1263,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
1264,Forest,Forest,Cropland,Water,Non_Wetland,NULL
1265,Forest,Forest,Cropland,Water,Non_Wetland,Grassland
1266,Forest,Forest,Cropland,Water,Non_Wetland,Cropland
1267,Forest,Forest,Cropland,Water,Non_Wetland,Wetland
1268,Forest,Forest,Cropland,Water,Non_Wetland,Water
1269,Forest,Forest,Cropland,Water,Non_Wetland,Forest
1270,Forest,Forest,Wetland,NULL,Wetland,NULL
1271,Forest,Forest,Wetland,NULL,Wetland,Grassland
1272,Forest,Forest,Wetland,NULL,Wetland,Wetland
1273,Forest,Forest,Wetland,NULL,Wetland,Bareland
1274,Forest,Forest,Wetland,NULL,Wetland,Built-up
1275,Forest,Forest,Wetland,NULL,Wetland,Water
1276,Forest,Forest,Wetland,NULL,Wetland,Forest
1277,Forest,Forest,Wetland,Non_Water,Wetland,NULL
1278,Forest,Forest,Wetland,Non_Water,Wetland,Grassland
1279,Forest,Forest,Wetland,Non_Water,Wetland,Cropland
1280,Forest,Forest,Wetland,Non_Water,Wetland,Wetland
1281,Forest,Forest,Wetland,Non_Water,Wetland,Water
1282,Forest,Forest,Wetland,Non_Water,Wetland,Forest
1283,Forest,Forest,Wetland,Water,Wetland,NULL
1284,Forest,Forest,Wetland,Water,Wetland,Grassland
1285,Forest,Forest,Wetland,Water,Wetland,Cropland
1286,Forest,Forest,Wetland,Water,Wetland,Wetland
1287,Forest,Forest,Wetland,Water,Wetland,Bareland
1288,Forest,Forest,Wetland,Water,Wetland,Water
1289,Forest,Forest,Wetland,Water,Wetland,Forest
1290,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1291,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1292,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1293,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water
1294,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
1295,Forest,Forest,Bareland,Water,Non_Wetland,Grassland
1296,Forest,Forest,Bareland,Water,Non_Wetland,Water
1297,Forest,Forest,Bareland,Water,Non_Wetland,Forest
1298,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1299,Forest,Forest,Built-up,NULL,Non_Wetland,Water
1300,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1301,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland
1302,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water
1303,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest
1304,Forest,Forest,Built-up,Water,Non_Wetland,Water
1305,Forest,Forest,Water,NULL,Water,Grassland
1306,Forest,Forest,Water,NULL,Water,Water
1307,Forest,Forest,Water,NULL,Water,Forest
1308,Forest,Forest,Water,Non_Water,Water,NULL
1309,Forest,Forest,Water,Non_Water,Water,Grassland
1310,Forest,Forest,Water,Non_Water,Water,Cropland
1311,Forest,Forest,Water,Non_Water,Water,Wetland
1312,Forest,Forest,Water,Non_Water,Water,Water
1313,Forest,Forest,Water,Non_Water,Water,Forest
1314,Forest,Forest,Water,Water,Water,Grassland
1315,Forest,Forest,Water,Water,Water,Cropland
1316,Forest,Forest,Water,Water,Water,Wetland
1317,Forest,Forest,Water,Water,Water,Bareland
1318,Forest,Forest,Water,Water,Water,Water
1319,Forest,Forest,Water,Water,Water,Forest
1320,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1321,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1322,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1323,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
1324,Forest,Forest,Forest,NULL,Non_Wetland,Water
1325,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1326,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
1327,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
1328,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland
1329,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland
1330,Forest,Forest,Forest,Non_Water,Non_Wetland,Water
1331,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
1332,Forest,Forest,Forest,Water,Non_Wetland,Grassland
1333,Forest,Forest,Forest,Water,Non_Wetland,Cropland
1334,Forest,Forest,Forest,Water,Non_Wetland,Wetland
1335,Forest,Forest,Forest,Water,Non_Wetland,Water
1336,Forest,Forest,Forest,Water,Non_Wetland,Forest
