Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KUA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KUA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KUA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KUA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KUA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KUA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KUA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KUA_M_R
1704,Bareland,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
1705,Bareland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
1706,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1707,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1708,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1709,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
1710,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
1711,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
1712,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
1713,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
1714,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
1715,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1716,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1717,Bareland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
1718,Bareland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
1719,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
1720,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
1721,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
1722,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1723,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
1724,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1725,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1726,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1727,Bareland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
1728,Bareland,NULL,Wetland,Water,Wetland,Wetland,NULL,Wetland
1729,Bareland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
1730,Bareland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1731,Bareland,NULL,Wetland,Water,Wetland,Water,NULL,Wetland
1732,Bareland,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
1733,Bareland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
1734,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1735,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Wetland
1736,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
1737,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1738,Bareland,NULL,Water,NULL,Water,NULL,NULL,Wetland
1739,Bareland,NULL,Water,NULL,Water,NULL,NULL,Forest
1740,Bareland,NULL,Water,NULL,Water,Water,Grassland,Wetland
1741,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1742,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Water
1743,Bareland,NULL,Water,Non_Water,Water,Grassland,NULL,Wetland
1744,Bareland,NULL,Water,Non_Water,Water,Grassland,Grassland,Wetland
1745,Bareland,NULL,Water,Non_Water,Water,Grassland,Wetland,Wetland
1746,Bareland,NULL,Water,Non_Water,Water,Wetland,Grassland,Wetland
1747,Bareland,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
1748,Bareland,NULL,Water,Non_Water,Water,Water,NULL,Wetland
1749,Bareland,NULL,Water,Non_Water,Water,Water,Grassland,Wetland
1750,Bareland,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
1751,Bareland,NULL,Water,Non_Water,Water,Water,Water,Wetland
1752,Bareland,NULL,Water,Water,Water,NULL,NULL,Wetland
1753,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
1754,Bareland,NULL,Water,Water,Water,NULL,NULL,Forest
1755,Bareland,NULL,Water,Water,Water,Water,Grassland,Wetland
1756,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1757,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1758,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1759,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1760,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
1761,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
1762,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
1763,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1764,Bareland,NULL,Forest,NULL,Non_Wetland,Water,NULL,Wetland
1765,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
1766,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1767,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1768,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1769,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1770,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1771,Bareland,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
1772,Bareland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
1773,Bareland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1774,Bareland,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Wetland
1775,Bareland,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
1776,Bareland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
1777,Bareland,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
1778,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1779,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1780,Bareland,NULL,Forest,Water,Non_Wetland,Wetland,NULL,Wetland
1781,Bareland,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Wetland
1782,Bareland,NULL,Forest,Water,Non_Wetland,Water,Grassland,Wetland
1783,Bareland,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Wetland
1784,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1785,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1786,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1787,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1788,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1789,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1790,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1791,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1792,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1793,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1794,Bareland,Forest,Water,NULL,Water,NULL,NULL,Forest
1795,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1796,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1797,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1798,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1799,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1800,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1801,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1802,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1803,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1804,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1805,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1806,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1807,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1808,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
1809,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1810,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
1811,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1812,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
1813,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Wetland
1814,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1815,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1816,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1817,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1818,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1819,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
1820,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
1821,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
1822,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Wetland
1823,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Wetland
1824,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Water
1825,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
1826,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1827,Water,NULL,Wetland,NULL,Wetland,Grassland,NULL,Wetland
1828,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
1829,Water,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
1830,Water,NULL,Wetland,NULL,Wetland,Wetland,NULL,Water
1831,Water,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
1832,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
1833,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Water
1834,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1835,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1836,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
1837,Water,NULL,Wetland,NULL,Wetland,Water,NULL,Wetland
1838,Water,NULL,Wetland,NULL,Wetland,Water,NULL,Forest
1839,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
1840,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
1841,Water,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
1842,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1843,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1844,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1845,Water,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
1846,Water,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Water
1847,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
1848,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
1849,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
1850,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
1851,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Water
1852,Water,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
1853,Water,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Water
1854,Water,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
1855,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
1856,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
1857,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
1858,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1859,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1860,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
1861,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
1862,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Water
1863,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Forest
1864,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
1865,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Water
1866,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
1867,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1868,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
1869,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
1870,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
1871,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1872,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1873,Water,NULL,Wetland,Water,Wetland,Grassland,NULL,Wetland
1874,Water,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
1875,Water,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
1876,Water,NULL,Wetland,Water,Wetland,Wetland,NULL,Wetland
1877,Water,NULL,Wetland,Water,Wetland,Wetland,NULL,Water
1878,Water,NULL,Wetland,Water,Wetland,Wetland,NULL,Forest
1879,Water,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
1880,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1881,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
1882,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Water
1883,Water,NULL,Wetland,Water,Wetland,Water,NULL,Wetland
1884,Water,NULL,Wetland,Water,Wetland,Water,NULL,Water
1885,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
1886,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Water
1887,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
1888,Water,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1889,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
1890,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1891,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
1892,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1893,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Wetland
1894,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
1895,Water,NULL,Water,NULL,Water,NULL,NULL,Wetland
1896,Water,NULL,Water,NULL,Water,NULL,NULL,Water
1897,Water,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1898,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
1899,Water,NULL,Water,Non_Water,Water,Grassland,NULL,Wetland
1900,Water,NULL,Water,Non_Water,Water,Grassland,Grassland,Wetland
1901,Water,NULL,Water,Non_Water,Water,Grassland,Grassland,Water
1902,Water,NULL,Water,Non_Water,Water,Grassland,Wetland,Wetland
1903,Water,NULL,Water,Non_Water,Water,Grassland,Water,Wetland
1904,Water,NULL,Water,Non_Water,Water,Wetland,NULL,Wetland
1905,Water,NULL,Water,Non_Water,Water,Wetland,NULL,Forest
1906,Water,NULL,Water,Non_Water,Water,Wetland,Grassland,Wetland
1907,Water,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
1908,Water,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
1909,Water,NULL,Water,Non_Water,Water,Water,NULL,Wetland
1910,Water,NULL,Water,Non_Water,Water,Water,Grassland,Wetland
1911,Water,NULL,Water,Non_Water,Water,Water,Water,Wetland
1912,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
1913,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
1914,Water,NULL,Water,Water,Water,NULL,NULL,Water
1915,Water,NULL,Water,Water,Water,Grassland,Grassland,Wetland
1916,Water,NULL,Water,Water,Water,Grassland,Water,Wetland
1917,Water,NULL,Water,Water,Water,Grassland,Water,Water
1918,Water,NULL,Water,Water,Water,Wetland,NULL,Wetland
1919,Water,NULL,Water,Water,Water,Wetland,NULL,Water
1920,Water,NULL,Water,Water,Water,Wetland,Grassland,Wetland
1921,Water,NULL,Water,Water,Water,Wetland,Grassland,Water
1922,Water,NULL,Water,Water,Water,Wetland,Wetland,Water
1923,Water,NULL,Water,Water,Water,Wetland,Water,Wetland
1924,Water,NULL,Water,Water,Water,Wetland,Water,Water
1925,Water,NULL,Water,Water,Water,Water,NULL,Wetland
1926,Water,NULL,Water,Water,Water,Water,NULL,Water
1927,Water,NULL,Water,Water,Water,Water,Grassland,Wetland
1928,Water,NULL,Water,Water,Water,Water,Grassland,Water
1929,Water,NULL,Water,Water,Water,Water,Water,Wetland
1930,Water,NULL,Water,Water,Water,Water,Water,Water
1931,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1932,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1933,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1934,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1935,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1936,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1937,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Wetland
1938,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
1939,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
1940,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
1941,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1942,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1943,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1944,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1945,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1946,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1947,Water,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Wetland
1948,Water,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Water
1949,Water,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
1950,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1951,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
1952,Water,Wetland,Wetland,NULL,Wetland,Water,NULL,Wetland
1953,Water,Wetland,Wetland,NULL,Wetland,Water,NULL,Water
1954,Water,Wetland,Wetland,NULL,Wetland,Water,Grassland,Wetland
1955,Water,Wetland,Wetland,NULL,Wetland,Water,Grassland,Water
1956,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
1957,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
1958,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
1959,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
1960,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Water
1961,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1962,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1963,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1964,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
1965,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
1966,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
1967,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
1968,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
1969,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Water
1970,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
1971,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
1972,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1973,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1974,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1975,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
1976,Water,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Wetland
1977,Water,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Water
1978,Water,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
1979,Water,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Water
1980,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1981,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
1982,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
1983,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
1984,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1985,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1986,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1987,Water,Wetland,Wetland,Water,Wetland,Grassland,NULL,Wetland
1988,Water,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Wetland
1989,Water,Wetland,Wetland,Water,Wetland,Grassland,Water,Wetland
1990,Water,Wetland,Wetland,Water,Wetland,Grassland,Water,Water
1991,Water,Wetland,Wetland,Water,Wetland,Wetland,NULL,Wetland
1992,Water,Wetland,Wetland,Water,Wetland,Wetland,NULL,Water
1993,Water,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Wetland
1994,Water,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Water
1995,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1996,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
1997,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
1998,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
1999,Water,Wetland,Wetland,Water,Wetland,Water,NULL,Wetland
2000,Water,Wetland,Wetland,Water,Wetland,Water,NULL,Water
2001,Water,Wetland,Wetland,Water,Wetland,Water,Grassland,Wetland
2002,Water,Wetland,Wetland,Water,Wetland,Water,Grassland,Water
2003,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
2004,Water,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
2005,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
2006,Water,Wetland,Water,NULL,Water,NULL,NULL,Wetland
2007,Water,Wetland,Water,NULL,Water,NULL,NULL,Water
2008,Water,Wetland,Water,NULL,Water,Wetland,NULL,Wetland
2009,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
2010,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Water
2011,Water,Wetland,Water,Non_Water,Water,Grassland,NULL,Wetland
2012,Water,Wetland,Water,Non_Water,Water,Grassland,Wetland,Wetland
2013,Water,Wetland,Water,Non_Water,Water,Grassland,Water,Wetland
2014,Water,Wetland,Water,Non_Water,Water,Wetland,NULL,Wetland
2015,Water,Wetland,Water,Non_Water,Water,Wetland,Grassland,Wetland
2016,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
2017,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Water
2018,Water,Wetland,Water,Non_Water,Water,Water,NULL,Wetland
2019,Water,Wetland,Water,Non_Water,Water,Water,NULL,Water
2020,Water,Wetland,Water,Non_Water,Water,Water,Grassland,Wetland
2021,Water,Wetland,Water,Non_Water,Water,Water,Grassland,Water
2022,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
2023,Water,Wetland,Water,Non_Water,Water,Water,Water,Wetland
2024,Water,Wetland,Water,Non_Water,Water,Water,Water,Water
2025,Water,Wetland,Water,Water,Water,NULL,NULL,Wetland
2026,Water,Wetland,Water,Water,Water,NULL,NULL,Water
2027,Water,Wetland,Water,Water,Water,NULL,NULL,Forest
2028,Water,Wetland,Water,Water,Water,Grassland,NULL,Wetland
2029,Water,Wetland,Water,Water,Water,Grassland,NULL,Water
2030,Water,Wetland,Water,Water,Water,Grassland,Grassland,Wetland
2031,Water,Wetland,Water,Water,Water,Wetland,NULL,Wetland
2032,Water,Wetland,Water,Water,Water,Wetland,NULL,Water
2033,Water,Wetland,Water,Water,Water,Wetland,Grassland,Wetland
2034,Water,Wetland,Water,Water,Water,Wetland,Grassland,Water
2035,Water,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
2036,Water,Wetland,Water,Water,Water,Wetland,Water,Wetland
2037,Water,Wetland,Water,Water,Water,Wetland,Water,Water
2038,Water,Wetland,Water,Water,Water,Water,NULL,Wetland
2039,Water,Wetland,Water,Water,Water,Water,NULL,Water
2040,Water,Wetland,Water,Water,Water,Water,Grassland,Wetland
2041,Water,Wetland,Water,Water,Water,Water,Grassland,Water
2042,Water,Wetland,Water,Water,Water,Water,Wetland,Wetland
2043,Water,Wetland,Water,Water,Water,Water,Wetland,Water
2044,Water,Wetland,Water,Water,Water,Water,Water,Wetland
2045,Water,Wetland,Water,Water,Water,Water,Water,Water
2046,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
2047,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2048,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
2049,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2050,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
2051,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
2052,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Water
2053,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2054,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Water
2055,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
2056,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
2057,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
2058,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
2059,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
2060,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
2061,Water,Water,Wetland,NULL,Wetland,Grassland,NULL,Wetland
2062,Water,Water,Wetland,NULL,Wetland,Grassland,NULL,Water
2063,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
2064,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Water
2065,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Wetland
2066,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
