Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LWH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LWH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LWH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LWH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LWH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LWH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LWH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LWH_M_R
9629,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
9630,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
9631,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Wetland
9632,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
9633,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
9634,Forest,Water,Wetland,Non_Water,Wetland,Forest,NULL,Forest
9635,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
9636,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
9637,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
9638,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Wetland
9639,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
9640,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
9641,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
9642,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Water
9643,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
9644,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
9645,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
9646,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
9647,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Wetland
9648,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
9649,Forest,Water,Wetland,Water,Wetland,NULL,Bareland,Wetland
9650,Forest,Water,Wetland,Water,Wetland,NULL,Water,Grassland
9651,Forest,Water,Wetland,Water,Wetland,NULL,Water,Wetland
9652,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
9653,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
9654,Forest,Water,Wetland,Water,Wetland,Grassland,NULL,Wetland
9655,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
9656,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
9657,Forest,Water,Wetland,Water,Wetland,Wetland,NULL,Wetland
9658,Forest,Water,Wetland,Water,Wetland,Wetland,NULL,Water
9659,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
9660,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
9661,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
9662,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
9663,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
9664,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Wetland
9665,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
9666,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
9667,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Water
9668,Forest,Water,Wetland,Water,Wetland,Water,NULL,Wetland
9669,Forest,Water,Wetland,Water,Wetland,Water,NULL,Water
9670,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
9671,Forest,Water,Wetland,Water,Wetland,Water,Water,Wetland
9672,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
9673,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
9674,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Wetland
9675,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
9676,Forest,Water,Wetland,Water,Wetland,Forest,Water,Wetland
9677,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
9678,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
9679,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Wetland
9680,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Water
9681,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
9682,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
9683,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Wetland
9684,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
9685,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
9686,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
9687,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
9688,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Water
9689,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
9690,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
9691,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
9692,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
9693,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
9694,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Water,Water
9695,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Water,Forest
9696,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
9697,Forest,Water,Built-up,Non_Water,Non_Wetland,Grassland,Water,Grassland
9698,Forest,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
9699,Forest,Water,Water,NULL,Water,NULL,NULL,Wetland
9700,Forest,Water,Water,NULL,Water,NULL,NULL,Water
9701,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
9702,Forest,Water,Water,NULL,Water,NULL,Wetland,Wetland
9703,Forest,Water,Water,NULL,Water,NULL,Water,Wetland
9704,Forest,Water,Water,NULL,Water,NULL,Water,Forest
9705,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
9706,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
9707,Forest,Water,Water,NULL,Water,Wetland,Water,Wetland
9708,Forest,Water,Water,NULL,Water,Wetland,Water,Water
9709,Forest,Water,Water,NULL,Water,Water,NULL,Water
9710,Forest,Water,Water,NULL,Water,Water,Wetland,Wetland
9711,Forest,Water,Water,NULL,Water,Water,Water,Water
9712,Forest,Water,Water,NULL,Water,Water,Water,Forest
9713,Forest,Water,Water,NULL,Water,Water,Forest,Forest
9714,Forest,Water,Water,NULL,Water,Forest,Water,Water
9715,Forest,Water,Water,NULL,Water,Forest,Water,Forest
9716,Forest,Water,Water,Non_Water,Water,NULL,NULL,Wetland
9717,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
9718,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Wetland
9719,Forest,Water,Water,Non_Water,Water,NULL,Water,Wetland
9720,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
9721,Forest,Water,Water,Non_Water,Water,Wetland,Water,Wetland
9722,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
9723,Forest,Water,Water,Non_Water,Water,Water,NULL,Wetland
9724,Forest,Water,Water,Non_Water,Water,Water,NULL,Water
9725,Forest,Water,Water,Non_Water,Water,Water,Water,Water
9726,Forest,Water,Water,Non_Water,Water,Forest,Water,Water
9727,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
9728,Forest,Water,Water,Non_Water,Water,Forest,Forest,Water
9729,Forest,Water,Water,Water,Water,NULL,NULL,Wetland
9730,Forest,Water,Water,Water,Water,NULL,NULL,Water
9731,Forest,Water,Water,Water,Water,NULL,NULL,Forest
9732,Forest,Water,Water,Water,Water,NULL,Wetland,Wetland
9733,Forest,Water,Water,Water,Water,NULL,Wetland,Water
9734,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
9735,Forest,Water,Water,Water,Water,NULL,Water,Wetland
9736,Forest,Water,Water,Water,Water,NULL,Water,Water
9737,Forest,Water,Water,Water,Water,NULL,Water,Forest
9738,Forest,Water,Water,Water,Water,NULL,Forest,Wetland
9739,Forest,Water,Water,Water,Water,Wetland,NULL,Wetland
9740,Forest,Water,Water,Water,Water,Wetland,Wetland,Wetland
9741,Forest,Water,Water,Water,Water,Wetland,Water,Wetland
9742,Forest,Water,Water,Water,Water,Wetland,Water,Water
9743,Forest,Water,Water,Water,Water,Wetland,Water,Forest
9744,Forest,Water,Water,Water,Water,Wetland,Forest,Water
9745,Forest,Water,Water,Water,Water,Water,NULL,Water
9746,Forest,Water,Water,Water,Water,Water,Wetland,Wetland
9747,Forest,Water,Water,Water,Water,Water,Water,Wetland
9748,Forest,Water,Water,Water,Water,Water,Water,Water
9749,Forest,Water,Water,Water,Water,Water,Water,Forest
9750,Forest,Water,Water,Water,Water,Water,Forest,Water
9751,Forest,Water,Water,Water,Water,Forest,NULL,Forest
9752,Forest,Water,Water,Water,Water,Forest,Water,Wetland
9753,Forest,Water,Water,Water,Water,Forest,Water,Water
9754,Forest,Water,Water,Water,Water,Forest,Water,Forest
9755,Forest,Water,Water,Water,Water,Forest,Forest,Wetland
9756,Forest,Water,Water,Water,Water,Forest,Forest,Water
9757,Forest,Water,Water,Water,Water,Forest,Forest,Forest
9758,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
9759,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
9760,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
9761,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
9762,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
9763,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
9764,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
9765,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
9766,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
9767,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
9768,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Wetland
9769,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
9770,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
9771,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
9772,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
9773,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
9774,Forest,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
9775,Forest,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
9776,Forest,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
9777,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
9778,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
9779,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
9780,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
9781,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
9782,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
9783,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
9784,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
9785,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
9786,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
9787,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Wetland
9788,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
9789,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
9790,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
9791,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
9792,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
9793,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
9794,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
9795,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
9796,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
9797,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
9798,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
9799,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Wetland
9800,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
9801,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
9802,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
9803,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
9804,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
9805,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
9806,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
9807,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
9808,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
9809,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
9810,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
9811,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
9812,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
9813,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
9814,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,NULL,Water
9815,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
9816,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Water
9817,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
9818,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
9819,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
9820,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Water
9821,Forest,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Water
9822,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
9823,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
9824,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
9825,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
9826,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
9827,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Wetland
9828,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
9829,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Wetland
9830,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
9831,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
9832,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Wetland
9833,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
9834,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
9835,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
9836,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
9837,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
9838,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
9839,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Wetland
9840,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
9841,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Wetland
9842,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
9843,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
9844,Forest,Water,Forest,Water,Non_Wetland,Grassland,NULL,Water
9845,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Grassland
9846,Forest,Water,Forest,Water,Non_Wetland,Grassland,Forest,Forest
9847,Forest,Water,Forest,Water,Non_Wetland,Wetland,NULL,Water
9848,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
9849,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Water
9850,Forest,Water,Forest,Water,Non_Wetland,Water,NULL,Water
9851,Forest,Water,Forest,Water,Non_Wetland,Water,Bareland,Water
9852,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
9853,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
9854,Forest,Water,Forest,Water,Non_Wetland,Forest,NULL,Water
9855,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Wetland
9856,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
9857,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
9858,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
9859,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
9860,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
9861,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
9862,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
9863,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
9864,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
9865,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
9866,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
9867,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
9868,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
9869,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
9870,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
9871,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
9872,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Built-up
9873,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
9874,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
9875,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
9876,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Grassland
9877,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Wetland
9878,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
9879,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
9880,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
9881,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
9882,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Wetland
9883,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
9884,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
9885,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
9886,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
9887,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
9888,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
9889,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
9890,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
9891,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
9892,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
9893,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
9894,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
9895,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
9896,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
9897,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
9898,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
9899,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
9900,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
9901,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
9902,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
9903,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
9904,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
9905,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
9906,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
9907,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
9908,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Wetland
9909,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
9910,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
9911,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
9912,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
9913,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
9914,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
9915,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
9916,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
9917,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Built-up
9918,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
9919,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
9920,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
9921,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
9922,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
9923,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
9924,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
9925,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
9926,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
9927,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
9928,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
9929,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
9930,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
9931,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
9932,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
9933,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
9934,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
9935,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,NULL
9936,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
9937,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
9938,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Wetland
9939,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Built-up
9940,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
9941,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
9942,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Wetland
9943,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
9944,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
9945,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
9946,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Wetland
9947,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
9948,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
9949,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Water
9950,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
9951,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
9952,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
9953,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
9954,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
9955,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
9956,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
9957,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
9958,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
9959,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
9960,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
9961,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
9962,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
9963,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Wetland
9964,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
9965,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Bareland,Grassland
9966,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Bareland,Wetland
9967,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Bareland,Forest
9968,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
9969,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Wetland
9970,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
9971,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Wetland
9972,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
9973,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Wetland
9974,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
9975,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9976,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
9977,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
9978,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
9979,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
9980,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
9981,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,NULL,Wetland
9982,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
9983,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
9984,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
9985,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
9986,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
9987,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
9988,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
9989,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
