Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LMJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LMJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LMJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LMJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LMJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LMJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LMJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LMJ_M_R
1023,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1024,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
1025,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1026,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1027,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1028,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1029,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1030,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1031,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1032,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1033,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1034,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1035,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1036,Wetland,Wetland,Water,NULL,Water,NULL,NULL,NULL
1037,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1038,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
1039,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Forest
1040,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
1041,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1042,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1043,Wetland,Wetland,Water,Water,Water,NULL,NULL,Wetland
1044,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
1045,Wetland,Wetland,Water,Water,Water,NULL,NULL,Forest
1046,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1047,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1048,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1049,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1050,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1051,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1052,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
1053,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1054,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1055,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1056,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1057,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1058,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1059,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Wetland
1060,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Water
1061,Wetland,Water,Water,Water,Water,NULL,NULL,Wetland
1062,Wetland,Water,Water,Water,Water,NULL,NULL,Water
1063,Wetland,Water,Water,Water,Water,NULL,NULL,Forest
1064,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1065,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1066,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1067,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1068,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1069,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1070,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1071,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1072,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1073,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1074,Wetland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1075,Wetland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1076,Wetland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1077,Wetland,Forest,Water,Water,Water,NULL,NULL,Wetland
1078,Wetland,Forest,Water,Water,Water,NULL,NULL,Water
1079,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1080,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1081,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1082,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1083,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1084,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1085,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1086,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1087,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1088,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1089,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1090,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1091,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1092,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1093,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1094,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1095,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1096,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1097,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1098,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1099,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1100,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1101,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1102,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1103,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1104,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1105,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1106,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1107,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1108,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1109,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1110,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1111,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1112,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1113,Bareland,NULL,Water,NULL,Water,NULL,NULL,NULL
1114,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1115,Bareland,NULL,Water,NULL,Water,NULL,NULL,Cropland
1116,Bareland,NULL,Water,NULL,Water,NULL,NULL,Wetland
1117,Bareland,NULL,Water,NULL,Water,NULL,NULL,Forest
1118,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
1119,Bareland,NULL,Water,Water,Water,NULL,NULL,Forest
1120,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1121,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1122,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1123,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1124,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1125,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1126,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1127,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1128,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1129,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1130,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1131,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1132,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1133,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1134,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1135,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1136,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1137,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1138,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1139,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1140,Bareland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1141,Bareland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1142,Bareland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1143,Bareland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
1144,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1145,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1146,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1147,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1148,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1149,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1150,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1151,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1152,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1153,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1154,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1155,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1156,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1157,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1158,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1159,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1160,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1161,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1162,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1163,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1164,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1165,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1166,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1167,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1168,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1169,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1170,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1171,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1172,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1173,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1174,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1175,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1176,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1177,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1178,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1179,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
1180,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1181,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1182,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1183,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1184,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1185,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
1186,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
1187,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1188,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1189,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1190,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1191,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
1192,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Wetland
1193,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Water
1194,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Forest
1195,Bareland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
1196,Bareland,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
1197,Bareland,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
1198,Bareland,Cropland,Water,Water,Water,NULL,NULL,Grassland
1199,Bareland,Cropland,Water,Water,Water,NULL,NULL,Cropland
1200,Bareland,Cropland,Water,Water,Water,NULL,NULL,Wetland
1201,Bareland,Cropland,Water,Water,Water,NULL,NULL,Water
1202,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1203,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1204,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1205,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1206,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1207,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1208,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1209,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1210,Bareland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1211,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1212,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1213,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1214,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1215,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1216,Bareland,Water,Water,Water,Water,NULL,NULL,Water
1217,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1218,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1219,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1220,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1221,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1222,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1223,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1224,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1225,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1226,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1227,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1228,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1229,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1230,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1231,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1232,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1233,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1234,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1235,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1236,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1237,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1238,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1239,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1240,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1241,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1242,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1243,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1244,Water,NULL,Water,NULL,Water,NULL,NULL,NULL
1245,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
1246,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
1247,Water,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1248,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
1249,Water,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1250,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
1251,Water,NULL,Water,Water,Water,NULL,NULL,Water
1252,Water,NULL,Water,Water,Water,NULL,NULL,Forest
1253,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1254,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1255,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1256,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1257,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1258,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1259,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1260,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1261,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1262,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1263,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1264,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1265,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
1266,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1267,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1268,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1269,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1270,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1271,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1272,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1273,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1274,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1275,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1276,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1277,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1278,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1279,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1280,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1281,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1282,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
1283,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1284,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
1285,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1286,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1287,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1288,Water,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1289,Water,Cropland,Water,NULL,Water,NULL,NULL,Wetland
1290,Water,Cropland,Water,NULL,Water,NULL,NULL,Forest
1291,Water,Cropland,Water,Water,Water,NULL,NULL,Grassland
1292,Water,Cropland,Water,Water,Water,NULL,NULL,Wetland
1293,Water,Cropland,Water,Water,Water,NULL,NULL,Water
1294,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1295,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1296,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1297,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1298,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1299,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1300,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1301,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1302,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1303,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1304,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1305,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1306,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1307,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1308,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1309,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1310,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1311,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1312,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1313,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
1314,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1315,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1316,Water,Wetland,Water,Water,Water,NULL,NULL,Grassland
1317,Water,Wetland,Water,Water,Water,NULL,NULL,Wetland
1318,Water,Wetland,Water,Water,Water,NULL,NULL,Water
1319,Water,Wetland,Water,Water,Water,NULL,NULL,Forest
1320,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1321,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1322,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1323,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1324,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1325,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1326,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1327,Water,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1328,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1329,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1330,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1331,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1332,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1333,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1334,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1335,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1336,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1337,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1338,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1339,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1340,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1341,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1342,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1343,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1344,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1345,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1346,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1347,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1348,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1349,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1350,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1351,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1352,Water,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
1353,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1354,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1355,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1356,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1357,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1358,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1359,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1360,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1361,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1362,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1363,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1364,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
1365,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1366,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1367,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1368,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1369,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1370,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1371,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
