Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LXM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LXM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LXM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LXM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LXM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18LXM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18LXM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LXM_M_R
682,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
683,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
684,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
685,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
686,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
687,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
688,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
689,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
690,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
691,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
692,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
693,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
694,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
695,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
696,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
697,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
698,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
699,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
700,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
701,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
702,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
703,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
704,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
705,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
706,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
707,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
708,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
709,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
710,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
711,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
712,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
713,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
714,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
715,Cropland,NULL,Water,Water,Water,NULL,NULL,Bareland
716,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
717,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
718,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
719,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
720,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
721,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
722,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
723,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
724,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
725,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
726,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
727,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
728,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
729,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
730,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
731,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
732,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
733,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
734,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
735,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
736,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
737,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
738,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
739,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
740,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
741,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
742,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
743,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
744,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
745,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
746,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
747,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
748,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
749,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
750,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
751,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
752,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
753,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
754,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
755,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
756,Cropland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
757,Cropland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
758,Cropland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
759,Cropland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
760,Cropland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Forest
761,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
762,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
763,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
764,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
765,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
766,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
767,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
768,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
769,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
770,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
771,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
772,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
773,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
774,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
775,Cropland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
776,Cropland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
777,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
778,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
779,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
780,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
781,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
782,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
783,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
784,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
785,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
786,Cropland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
787,Cropland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
788,Cropland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
789,Cropland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
790,Cropland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
791,Cropland,Bareland,Water,Water,Water,NULL,NULL,Bareland
792,Cropland,Bareland,Water,Water,Water,NULL,NULL,Water
793,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
794,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
795,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
796,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
797,Cropland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
798,Cropland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
799,Cropland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
800,Cropland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
801,Cropland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
802,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
803,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
804,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
805,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
806,Cropland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
807,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
808,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
809,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
810,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
811,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
812,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
813,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
814,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
815,Cropland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
816,Cropland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
817,Cropland,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
818,Cropland,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
819,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
820,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
821,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
822,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
823,Cropland,Built-up,Water,Water,Water,NULL,NULL,Bareland
824,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
825,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
826,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
827,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
828,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
829,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
830,Cropland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
831,Cropland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
832,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
833,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
834,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
835,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
836,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
837,Cropland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
838,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
839,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
840,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
841,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
842,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
843,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
844,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
845,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
846,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
847,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
848,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
849,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
850,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
851,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
852,Cropland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
853,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
854,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
855,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
856,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
857,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
858,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
859,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
860,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
861,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
862,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Water
863,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
864,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
865,Cropland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
866,Cropland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
867,Cropland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
868,Cropland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
869,Cropland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
870,Cropland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
871,Cropland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
872,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
873,Cropland,Water,Water,Water,Water,NULL,NULL,Grassland
874,Cropland,Water,Water,Water,Water,NULL,NULL,Water
875,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
876,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
877,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
878,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
879,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
880,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
881,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
882,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
883,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
884,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
885,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
886,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
887,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
888,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
889,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
890,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
891,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
892,Cropland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
893,Cropland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
894,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
895,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
896,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
897,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
898,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
899,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
900,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
901,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
902,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
903,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
904,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
905,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
906,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
907,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
908,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
909,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
910,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
911,Cropland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
912,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
913,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
914,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
915,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
916,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
917,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
918,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
919,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
920,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
921,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
922,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
923,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
924,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
925,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
926,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
927,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
928,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
929,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
930,Cropland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
931,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
932,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
933,Cropland,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Forest
934,Cropland,Forest,Water,Water,Water,NULL,NULL,Grassland
935,Cropland,Forest,Water,Water,Water,NULL,NULL,Bareland
936,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
937,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
938,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
939,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
940,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
941,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
942,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
943,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
944,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
945,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
946,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
947,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
948,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
949,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
950,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
951,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
952,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
953,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
954,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
955,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
956,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
957,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
958,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
959,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
960,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
961,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
962,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
963,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
964,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
965,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
966,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
967,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
968,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
969,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
970,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
971,Wetland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
972,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
973,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
974,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
975,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
976,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
977,Wetland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
978,Wetland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
979,Wetland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
980,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
981,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
982,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
983,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
984,Wetland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
985,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
986,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
987,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
988,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
989,Wetland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
990,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
991,Wetland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
992,Wetland,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
993,Wetland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
994,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
995,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
996,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
997,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
998,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
999,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1000,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1001,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1002,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1003,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1004,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1005,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1006,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1007,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1008,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1009,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1010,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1011,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1012,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1013,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1014,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1015,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1016,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1017,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1018,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1019,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1020,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1021,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1022,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
