Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LZM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LZM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LZM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LZM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LZM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18LZM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18LZM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LZM_M_R
1008,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1009,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1010,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1011,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1012,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1013,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1014,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1015,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1016,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1017,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1018,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1019,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1020,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1021,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1022,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1023,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1024,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1025,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1026,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1027,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1028,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1029,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1030,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1031,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1032,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1033,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1034,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1035,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1036,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1037,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1038,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1039,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1040,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1041,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1042,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1043,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1044,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
1045,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
1046,Water,NULL,Water,NULL,Water,NULL,NULL,Water
1047,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
1048,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1049,Water,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1050,Water,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1051,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
1052,Water,NULL,Water,Water,Water,NULL,NULL,Water
1053,Water,NULL,Water,Water,Water,NULL,NULL,Forest
1054,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1055,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1056,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1057,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1058,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1059,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1060,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1061,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1062,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1063,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1064,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1065,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1066,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1067,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1068,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1069,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1070,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1071,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1072,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1073,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1074,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1075,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1076,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
1077,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1078,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1079,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1080,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1081,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1082,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1083,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1084,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1085,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1086,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1087,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1088,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1089,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1090,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1091,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1092,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1093,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1094,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1095,Water,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1096,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1097,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1098,Water,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1099,Water,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1100,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1101,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1102,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1103,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1104,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1105,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1106,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1107,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1108,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1109,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1110,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
1111,Water,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1112,Water,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1113,Water,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1114,Water,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
1115,Water,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
1116,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1117,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1118,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1119,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1120,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1121,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1122,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1123,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1124,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1125,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1126,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1127,Water,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1128,Water,Bareland,Water,NULL,Water,NULL,NULL,Water
1129,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1130,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1131,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
1132,Water,Bareland,Water,Water,Water,NULL,NULL,Bareland
1133,Water,Bareland,Water,Water,Water,NULL,NULL,Water
1134,Water,Bareland,Water,Water,Water,NULL,NULL,Forest
1135,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1136,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1137,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1138,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1139,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1140,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1141,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1142,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1143,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1144,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1145,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1146,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1147,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1148,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1149,Water,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1150,Water,Built-up,Water,NULL,Water,NULL,NULL,Forest
1151,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1152,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1153,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1154,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1155,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1156,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1157,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1158,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1159,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1160,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1161,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1162,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1163,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1164,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1165,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1166,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1167,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1168,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1169,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1170,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1171,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1172,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1173,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1174,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1175,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1176,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1177,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1178,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
1179,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1180,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1181,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1182,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1183,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1184,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1185,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1186,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1187,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1188,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1189,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1190,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1191,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1192,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1193,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1194,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1195,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1196,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1197,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1198,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1199,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1200,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1201,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1202,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
1203,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1204,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1205,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1206,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1207,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1208,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1209,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1210,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1211,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1212,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1213,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1214,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1215,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
1216,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1217,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1218,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1219,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1220,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
1221,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
1222,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
1223,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
1224,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Forest
1225,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1226,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1227,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1228,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1229,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1230,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1231,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1232,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1233,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1234,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1235,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1236,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1237,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1238,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1239,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1240,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1241,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1242,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1243,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1244,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1245,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
1246,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
1247,Water,Water,Water,NULL,Water,NULL,NULL,Water
1248,Water,Water,Water,NULL,Water,NULL,NULL,Forest
1249,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1250,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1251,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
1252,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
1253,Water,Water,Water,Water,Water,NULL,NULL,Grassland
1254,Water,Water,Water,Water,Water,NULL,NULL,Bareland
1255,Water,Water,Water,Water,Water,NULL,NULL,Water
1256,Water,Water,Water,Water,Water,NULL,NULL,Forest
1257,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1258,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1259,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1260,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1261,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1262,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1263,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1264,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1265,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1266,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1267,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1268,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1269,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1270,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1271,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1272,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1273,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1274,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1275,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
1276,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1277,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1278,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1279,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1280,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1281,Water,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1282,Water,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
1283,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1284,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1285,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1286,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1287,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1288,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1289,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1290,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1291,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1292,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1293,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1294,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1295,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1296,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1297,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1298,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1299,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1300,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1301,Water,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1302,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1303,Water,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1304,Water,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1305,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
1306,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1307,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1308,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1309,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1310,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1311,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1312,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
1313,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1314,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1315,Water,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1316,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1317,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1318,Water,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1319,Water,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
1320,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
1321,Water,Forest,Water,Non_Water,Water,NULL,NULL,Bareland
1322,Water,Forest,Water,Non_Water,Water,NULL,NULL,Water
1323,Water,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1324,Water,Forest,Water,Water,Water,NULL,NULL,Grassland
1325,Water,Forest,Water,Water,Water,NULL,NULL,Bareland
1326,Water,Forest,Water,Water,Water,NULL,NULL,Water
1327,Water,Forest,Water,Water,Water,NULL,NULL,Forest
1328,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1329,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1330,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1331,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1332,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1333,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1334,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1335,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1336,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1337,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1338,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1339,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1340,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1341,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1342,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1343,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1344,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1345,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1346,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1347,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1348,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1349,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1350,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1351,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1352,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1353,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1354,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1355,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1356,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1357,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1358,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
