Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MER_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MER_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MER_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MER_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MER_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MER_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MER_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MER_M_R
2484,Water,Water,NULL,Non_Water,Non_Wetland,Water,Bareland,Forest
2485,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
2486,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
2487,Water,Water,NULL,Water,Non_Wetland,NULL,Bareland,Water
2488,Water,Water,NULL,Water,Non_Wetland,NULL,Bareland,Forest
2489,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Water
2490,Water,Water,NULL,Water,Non_Wetland,Wetland,Bareland,Water
2491,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
2492,Water,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Water
2493,Water,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
2494,Water,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
2495,Water,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Water
2496,Water,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
2497,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Bareland
2498,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
2499,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Forest
2500,Water,Water,NULL,Water,Non_Wetland,Bareland,Forest,Grassland
2501,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
2502,Water,Water,NULL,Water,Non_Wetland,Water,Bareland,Grassland
2503,Water,Water,NULL,Water,Non_Wetland,Water,Bareland,Bareland
2504,Water,Water,NULL,Water,Non_Wetland,Water,Bareland,Water
2505,Water,Water,NULL,Water,Non_Wetland,Water,Bareland,Forest
2506,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
2507,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
2508,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
2509,Water,Water,NULL,Water,Non_Wetland,Forest,Bareland,Water
2510,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2511,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Water
2512,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
2513,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
2514,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
2515,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2516,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2517,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
2518,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2519,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
2520,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
2521,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
2522,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
2523,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
2524,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Water
2525,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
2526,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
2527,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
2528,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
2529,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Water
2530,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
2531,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2532,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
2533,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
2534,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
2535,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
2536,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
2537,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Grassland
2538,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Water
2539,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Forest
2540,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
2541,Water,Water,Shrubland,Water,Non_Wetland,NULL,Bareland,Bareland
2542,Water,Water,Shrubland,Water,Non_Wetland,NULL,Bareland,Water
2543,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
2544,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
2545,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
2546,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
2547,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
2548,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
2549,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
2550,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
2551,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
2552,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
2553,Water,Water,Shrubland,Water,Non_Wetland,Water,Bareland,Grassland
2554,Water,Water,Shrubland,Water,Non_Wetland,Water,Bareland,Bareland
2555,Water,Water,Shrubland,Water,Non_Wetland,Water,Bareland,Water
2556,Water,Water,Shrubland,Water,Non_Wetland,Water,Bareland,Forest
2557,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
2558,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
2559,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Water
2560,Water,Water,Shrubland,Water,Non_Wetland,Forest,Water,Forest
2561,Water,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
2562,Water,Water,Grassland,NULL,Non_Wetland,NULL,Bareland,Water
2563,Water,Water,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
2564,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
2565,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Bareland,Water
2566,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Water
2567,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
2568,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2569,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2570,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
2571,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
2572,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Water
2573,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
2574,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Water
2575,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
2576,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
2577,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
2578,Water,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
2579,Water,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Bareland
2580,Water,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Water
2581,Water,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
2582,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
2583,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
2584,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
2585,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
2586,Water,Water,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
2587,Water,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2588,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2589,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Water
2590,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2591,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Bareland,Grassland
2592,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Bareland,Water
2593,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Bareland,Forest
2594,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
2595,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
2596,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Water
2597,Water,Water,Grassland,Water,Non_Wetland,NULL,Bareland,Grassland
2598,Water,Water,Grassland,Water,Non_Wetland,NULL,Bareland,Water
2599,Water,Water,Grassland,Water,Non_Wetland,Bareland,Wetland,Water
2600,Water,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
2601,Water,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Bareland
2602,Water,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Water
2603,Water,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Forest
2604,Water,Water,Grassland,Water,Non_Wetland,Bareland,Water,Water
2605,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
2606,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
2607,Water,Water,Grassland,Water,Non_Wetland,Water,Bareland,Bareland
2608,Water,Water,Grassland,Water,Non_Wetland,Water,Bareland,Water
2609,Water,Water,Grassland,Water,Non_Wetland,Water,Bareland,Forest
2610,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
2611,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
2612,Water,Water,Grassland,Water,Non_Wetland,Forest,Bareland,Water
2613,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Grassland
2614,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
2615,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
2616,Water,Water,Wetland,NULL,Wetland,NULL,Bareland,Bareland
2617,Water,Water,Wetland,NULL,Wetland,NULL,Bareland,Water
2618,Water,Water,Wetland,NULL,Wetland,NULL,Bareland,Forest
2619,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
2620,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
2621,Water,Water,Wetland,NULL,Wetland,Grassland,Bareland,Forest
2622,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2623,Water,Water,Wetland,NULL,Wetland,Wetland,Bareland,Forest
2624,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
2625,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
2626,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
2627,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
2628,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Water
2629,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Forest
2630,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
2631,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Water
2632,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
2633,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
2634,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
2635,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Grassland
2636,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Bareland
2637,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Water
2638,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Forest
2639,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
2640,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
2641,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
2642,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
2643,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
2644,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
2645,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
2646,Water,Water,Wetland,NULL,Wetland,Forest,Bareland,Water
2647,Water,Water,Wetland,NULL,Wetland,Forest,Bareland,Forest
2648,Water,Water,Wetland,NULL,Wetland,Forest,Water,Water
2649,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
2650,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
2651,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
2652,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2653,Water,Water,Wetland,Non_Water,Wetland,NULL,Bareland,Forest
2654,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
2655,Water,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
2656,Water,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
2657,Water,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
2658,Water,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
2659,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
2660,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
2661,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
2662,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2663,Water,Water,Wetland,Non_Water,Wetland,Water,Bareland,Grassland
2664,Water,Water,Wetland,Non_Water,Wetland,Water,Bareland,Water
2665,Water,Water,Wetland,Non_Water,Wetland,Water,Bareland,Forest
2666,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
2667,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
2668,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
2669,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
2670,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
2671,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
2672,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
2673,Water,Water,Wetland,Water,Wetland,NULL,Bareland,Grassland
2674,Water,Water,Wetland,Water,Wetland,NULL,Bareland,Water
2675,Water,Water,Wetland,Water,Wetland,NULL,Bareland,Forest
2676,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
2677,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
2678,Water,Water,Wetland,Water,Wetland,NULL,Forest,Forest
2679,Water,Water,Wetland,Water,Wetland,Wetland,Bareland,Grassland
2680,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
2681,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Grassland
2682,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Bareland
2683,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
2684,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Forest
2685,Water,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
2686,Water,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
2687,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
2688,Water,Water,Wetland,Water,Wetland,Bareland,Water,Forest
2689,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
2690,Water,Water,Wetland,Water,Wetland,Water,Wetland,Bareland
2691,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
2692,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
2693,Water,Water,Wetland,Water,Wetland,Water,Bareland,Grassland
2694,Water,Water,Wetland,Water,Wetland,Water,Bareland,Bareland
2695,Water,Water,Wetland,Water,Wetland,Water,Bareland,Water
2696,Water,Water,Wetland,Water,Wetland,Water,Bareland,Forest
2697,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
2698,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
2699,Water,Water,Wetland,Water,Wetland,Water,Water,Water
2700,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
2701,Water,Water,Wetland,Water,Wetland,Water,Forest,Grassland
2702,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
2703,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
2704,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Water
2705,Water,Water,Wetland,Water,Wetland,Forest,Bareland,Water
2706,Water,Water,Wetland,Water,Wetland,Forest,Bareland,Forest
2707,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
2708,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
2709,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Forest
2710,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Water,Water
2711,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland,Bareland,Water
2712,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
2713,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
2714,Water,Water,Bareland,NULL,Non_Wetland,NULL,Bareland,Water
2715,Water,Water,Bareland,NULL,Non_Wetland,NULL,Bareland,Forest
2716,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
2717,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
2718,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
2719,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
2720,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2721,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Bareland
2722,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Water
2723,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
2724,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
2725,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2726,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2727,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
2728,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
2729,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
2730,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Water
2731,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
2732,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Forest,Water
2733,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
2734,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
2735,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
2736,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
2737,Water,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Grassland
2738,Water,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Bareland
2739,Water,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Water
2740,Water,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
2741,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
2742,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
2743,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
2744,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
2745,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
2746,Water,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
2747,Water,Water,Bareland,NULL,Non_Wetland,Forest,Bareland,Water
2748,Water,Water,Bareland,NULL,Non_Wetland,Forest,Bareland,Forest
2749,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Bareland,Forest
2750,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
2751,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Water
2752,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
2753,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2754,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
2755,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Water
2756,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
2757,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
2758,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
2759,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Bareland,Water
2760,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Bareland,Forest
2761,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
2762,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
2763,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
2764,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,Bareland,Water
2765,Water,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Water
2766,Water,Water,Bareland,Water,Non_Wetland,NULL,Bareland,Water
2767,Water,Water,Bareland,Water,Non_Wetland,NULL,Bareland,Forest
2768,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
2769,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Forest
2770,Water,Water,Bareland,Water,Non_Wetland,Wetland,Bareland,Water
2771,Water,Water,Bareland,Water,Non_Wetland,Bareland,Wetland,Water
2772,Water,Water,Bareland,Water,Non_Wetland,Bareland,Wetland,Forest
2773,Water,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
2774,Water,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
2775,Water,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
2776,Water,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
2777,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
2778,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
2779,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
2780,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Forest
2781,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
2782,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
2783,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
2784,Water,Water,Bareland,Water,Non_Wetland,Water,Bareland,Grassland
2785,Water,Water,Bareland,Water,Non_Wetland,Water,Bareland,Bareland
2786,Water,Water,Bareland,Water,Non_Wetland,Water,Bareland,Water
2787,Water,Water,Bareland,Water,Non_Wetland,Water,Bareland,Forest
2788,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
2789,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
2790,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
2791,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
2792,Water,Water,Bareland,Water,Non_Wetland,Forest,Wetland,Water
2793,Water,Water,Bareland,Water,Non_Wetland,Forest,Bareland,Water
2794,Water,Water,Bareland,Water,Non_Wetland,Forest,Bareland,Forest
2795,Water,Water,Bareland,Water,Non_Wetland,Forest,Water,Water
2796,Water,Water,Bareland,Water,Non_Wetland,Forest,Water,Forest
2797,Water,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
2798,Water,Water,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
2799,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
2800,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2801,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
2802,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
2803,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
2804,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
2805,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Water
2806,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
2807,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
2808,Water,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Bareland
2809,Water,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Water
2810,Water,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Forest
2811,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
2812,Water,Water,Built-up,NULL,Non_Wetland,Water,Forest,Forest
2813,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland,Bareland,Water
2814,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2815,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
2816,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Water
2817,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Bareland,Water
2818,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
2819,Water,Water,Built-up,Water,Non_Wetland,NULL,Bareland,Water
2820,Water,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
2821,Water,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
2822,Water,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
2823,Water,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Forest
2824,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
2825,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Water
2826,Water,Water,Built-up,Water,Non_Wetland,Water,Bareland,Bareland
2827,Water,Water,Built-up,Water,Non_Wetland,Water,Bareland,Water
2828,Water,Water,Built-up,Water,Non_Wetland,Water,Bareland,Forest
2829,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
2830,Water,Water,Built-up,Water,Non_Wetland,Forest,Bareland,Water
2831,Water,Water,Water,NULL,Water,NULL,Wetland,Water
2832,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
2833,Water,Water,Water,NULL,Water,NULL,Bareland,Water
2834,Water,Water,Water,NULL,Water,NULL,Bareland,Forest
2835,Water,Water,Water,NULL,Water,NULL,Water,Water
2836,Water,Water,Water,NULL,Water,NULL,Water,Forest
2837,Water,Water,Water,NULL,Water,Wetland,Bareland,Water
2838,Water,Water,Water,NULL,Water,Wetland,Bareland,Forest
2839,Water,Water,Water,NULL,Water,Bareland,Wetland,Water
2840,Water,Water,Water,NULL,Water,Bareland,Wetland,Forest
2841,Water,Water,Water,NULL,Water,Bareland,Bareland,Grassland
2842,Water,Water,Water,NULL,Water,Bareland,Bareland,Bareland
2843,Water,Water,Water,NULL,Water,Bareland,Bareland,Water
2844,Water,Water,Water,NULL,Water,Bareland,Bareland,Forest
2845,Water,Water,Water,NULL,Water,Bareland,Water,Water
2846,Water,Water,Water,NULL,Water,Bareland,Water,Forest
2847,Water,Water,Water,NULL,Water,Bareland,Forest,Water
2848,Water,Water,Water,NULL,Water,Water,Wetland,Grassland
2849,Water,Water,Water,NULL,Water,Water,Wetland,Bareland
2850,Water,Water,Water,NULL,Water,Water,Wetland,Water
2851,Water,Water,Water,NULL,Water,Water,Wetland,Forest
