Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LVQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LVQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LVQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LVQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LVQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LVQ_M_R
871,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland
872,Cropland,Cropland,Wetland,Water,Wetland,Bareland
873,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
874,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
875,Cropland,Cropland,Bareland,Water,Non_Wetland,Grassland
876,Cropland,Cropland,Bareland,Water,Non_Wetland,Bareland
877,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
878,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
879,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
880,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
881,Cropland,Cropland,Water,Water,Water,Water
882,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
883,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
884,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
885,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
886,Cropland,Cropland,Forest,NULL,Non_Wetland,Water
887,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
888,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
889,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Bareland
890,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest
891,Cropland,Cropland,Forest,Water,Non_Wetland,Bareland
892,Cropland,Cropland,Forest,Water,Non_Wetland,Water
893,Cropland,Cropland,Forest,Water,Non_Wetland,Forest
894,Cropland,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
895,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
896,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
897,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Water
898,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Forest
899,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
900,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
901,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,Water
902,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
903,Cropland,Bareland,Shrubland,Water,Non_Wetland,Bareland
904,Cropland,Bareland,Shrubland,Water,Non_Wetland,Water
905,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
906,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
907,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
908,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland
909,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland
910,Cropland,Bareland,Cropland,NULL,Non_Wetland,Water
911,Cropland,Bareland,Cropland,NULL,Non_Wetland,Forest
912,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
913,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
914,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,Forest
915,Cropland,Bareland,Cropland,Water,Non_Wetland,Grassland
916,Cropland,Bareland,Cropland,Water,Non_Wetland,Bareland
917,Cropland,Bareland,Cropland,Water,Non_Wetland,Water
918,Cropland,Bareland,Wetland,Water,Wetland,Bareland
919,Cropland,Bareland,Wetland,Water,Wetland,Water
920,Cropland,Bareland,Bareland,NULL,Non_Wetland,Grassland
921,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
922,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
923,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
924,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,Water
925,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,Forest
926,Cropland,Bareland,Bareland,Water,Non_Wetland,Grassland
927,Cropland,Bareland,Bareland,Water,Non_Wetland,Bareland
928,Cropland,Bareland,Bareland,Water,Non_Wetland,Water
929,Cropland,Bareland,Bareland,Water,Non_Wetland,Forest
930,Cropland,Bareland,Water,NULL,Water,Water
931,Cropland,Bareland,Water,NULL,Water,Forest
932,Cropland,Bareland,Water,Non_Water,Water,Grassland
933,Cropland,Bareland,Water,Non_Water,Water,Bareland
934,Cropland,Bareland,Water,Non_Water,Water,Water
935,Cropland,Bareland,Water,Water,Water,Grassland
936,Cropland,Bareland,Water,Water,Water,Bareland
937,Cropland,Bareland,Water,Water,Water,Water
938,Cropland,Bareland,Forest,NULL,Non_Wetland,Grassland
939,Cropland,Bareland,Forest,NULL,Non_Wetland,Bareland
940,Cropland,Bareland,Forest,NULL,Non_Wetland,Water
941,Cropland,Bareland,Forest,NULL,Non_Wetland,Forest
942,Cropland,Bareland,Forest,Non_Water,Non_Wetland,Bareland
943,Cropland,Bareland,Forest,Non_Water,Non_Wetland,Water
944,Cropland,Bareland,Forest,Non_Water,Non_Wetland,Forest
945,Cropland,Bareland,Forest,Water,Non_Wetland,Grassland
946,Cropland,Bareland,Forest,Water,Non_Wetland,Bareland
947,Cropland,Bareland,Forest,Water,Non_Wetland,Water
948,Cropland,Bareland,Forest,Water,Non_Wetland,Forest
949,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
950,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
951,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
952,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
953,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
954,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
955,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
956,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland
957,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Water
958,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
959,Cropland,Built-up,Shrubland,Water,Non_Wetland,Bareland
960,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
961,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
962,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
963,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
964,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
965,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
966,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
967,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
968,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
969,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
970,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Bareland
971,Cropland,Built-up,Cropland,Water,Non_Wetland,Bareland
972,Cropland,Built-up,Cropland,Water,Non_Wetland,Forest
973,Cropland,Built-up,Wetland,Non_Water,Wetland,Forest
974,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
975,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
976,Cropland,Built-up,Bareland,NULL,Non_Wetland,Forest
977,Cropland,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
978,Cropland,Built-up,Bareland,Non_Water,Non_Wetland,Forest
979,Cropland,Built-up,Bareland,Water,Non_Wetland,Grassland
980,Cropland,Built-up,Bareland,Water,Non_Wetland,Bareland
981,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
982,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
983,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
984,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
985,Cropland,Built-up,Water,Non_Water,Water,Bareland
986,Cropland,Built-up,Water,Water,Water,Grassland
987,Cropland,Built-up,Water,Water,Water,Bareland
988,Cropland,Built-up,Water,Water,Water,Water
989,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
990,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
991,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland
992,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up
993,Cropland,Built-up,Forest,NULL,Non_Wetland,Water
994,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
995,Cropland,Built-up,Forest,Non_Water,Non_Wetland,Grassland
996,Cropland,Built-up,Forest,Non_Water,Non_Wetland,Bareland
997,Cropland,Built-up,Forest,Non_Water,Non_Wetland,Forest
998,Cropland,Built-up,Forest,Water,Non_Wetland,Grassland
999,Cropland,Built-up,Forest,Water,Non_Wetland,Bareland
1000,Cropland,Built-up,Forest,Water,Non_Wetland,Forest
1001,Cropland,Water,NULL,NULL,Non_Wetland,Forest
1002,Cropland,Water,NULL,Water,Non_Wetland,Water
1003,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
1004,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland
1005,Cropland,Water,Shrubland,NULL,Non_Wetland,Water
1006,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
1007,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1008,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1009,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Water
1010,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Forest
1011,Cropland,Water,Shrubland,Water,Non_Wetland,Grassland
1012,Cropland,Water,Shrubland,Water,Non_Wetland,Bareland
1013,Cropland,Water,Shrubland,Water,Non_Wetland,Water
1014,Cropland,Water,Shrubland,Water,Non_Wetland,Forest
1015,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
1016,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
1017,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
1018,Cropland,Water,Cropland,NULL,Non_Wetland,Water
1019,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
1020,Cropland,Water,Cropland,Non_Water,Non_Wetland,Grassland
1021,Cropland,Water,Cropland,Non_Water,Non_Wetland,Bareland
1022,Cropland,Water,Cropland,Non_Water,Non_Wetland,Water
1023,Cropland,Water,Cropland,Non_Water,Non_Wetland,Forest
1024,Cropland,Water,Cropland,Water,Non_Wetland,Grassland
1025,Cropland,Water,Cropland,Water,Non_Wetland,Bareland
1026,Cropland,Water,Cropland,Water,Non_Wetland,Water
1027,Cropland,Water,Cropland,Water,Non_Wetland,Forest
1028,Cropland,Water,Wetland,Water,Wetland,Bareland
1029,Cropland,Water,Wetland,Water,Wetland,Water
1030,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
1031,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
1032,Cropland,Water,Bareland,NULL,Non_Wetland,Forest
1033,Cropland,Water,Bareland,Non_Water,Non_Wetland,Grassland
1034,Cropland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1035,Cropland,Water,Bareland,Non_Water,Non_Wetland,Water
1036,Cropland,Water,Bareland,Non_Water,Non_Wetland,Forest
1037,Cropland,Water,Bareland,Water,Non_Wetland,Grassland
1038,Cropland,Water,Bareland,Water,Non_Wetland,Bareland
1039,Cropland,Water,Bareland,Water,Non_Wetland,Water
1040,Cropland,Water,Bareland,Water,Non_Wetland,Forest
1041,Cropland,Water,Water,NULL,Water,Bareland
1042,Cropland,Water,Water,NULL,Water,Water
1043,Cropland,Water,Water,NULL,Water,Forest
1044,Cropland,Water,Water,Non_Water,Water,Grassland
1045,Cropland,Water,Water,Non_Water,Water,Bareland
1046,Cropland,Water,Water,Non_Water,Water,Water
1047,Cropland,Water,Water,Non_Water,Water,Forest
1048,Cropland,Water,Water,Water,Water,Grassland
1049,Cropland,Water,Water,Water,Water,Bareland
1050,Cropland,Water,Water,Water,Water,Water
1051,Cropland,Water,Water,Water,Water,Forest
1052,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
1053,Cropland,Water,Forest,NULL,Non_Wetland,Bareland
1054,Cropland,Water,Forest,NULL,Non_Wetland,Water
1055,Cropland,Water,Forest,NULL,Non_Wetland,Forest
1056,Cropland,Water,Forest,Non_Water,Non_Wetland,Grassland
1057,Cropland,Water,Forest,Non_Water,Non_Wetland,Bareland
1058,Cropland,Water,Forest,Non_Water,Non_Wetland,Water
1059,Cropland,Water,Forest,Non_Water,Non_Wetland,Forest
1060,Cropland,Water,Forest,Water,Non_Wetland,Grassland
1061,Cropland,Water,Forest,Water,Non_Wetland,Bareland
1062,Cropland,Water,Forest,Water,Non_Wetland,Water
1063,Cropland,Water,Forest,Water,Non_Wetland,Forest
1064,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
1065,Cropland,Forest,NULL,Non_Water,Non_Wetland,Forest
1066,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1067,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
1068,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland
1069,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
1070,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1071,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
1072,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1073,Cropland,Forest,Shrubland,Water,Non_Wetland,Grassland
1074,Cropland,Forest,Shrubland,Water,Non_Wetland,Bareland
1075,Cropland,Forest,Shrubland,Water,Non_Wetland,Water
1076,Cropland,Forest,Shrubland,Water,Non_Wetland,Forest
1077,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
1078,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland
1079,Cropland,Forest,Grassland,NULL,Non_Wetland,Built-up
1080,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
1081,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1082,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Bareland
1083,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Forest
1084,Cropland,Forest,Grassland,Water,Non_Wetland,Bareland
1085,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
1086,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland
1087,Cropland,Forest,Cropland,NULL,Non_Wetland,Built-up
1088,Cropland,Forest,Cropland,NULL,Non_Wetland,Water
1089,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
1090,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1091,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Bareland
1092,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Water
1093,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Forest
1094,Cropland,Forest,Cropland,Water,Non_Wetland,Grassland
1095,Cropland,Forest,Cropland,Water,Non_Wetland,Bareland
1096,Cropland,Forest,Cropland,Water,Non_Wetland,Water
1097,Cropland,Forest,Cropland,Water,Non_Wetland,Forest
1098,Cropland,Forest,Wetland,Non_Water,Wetland,Forest
1099,Cropland,Forest,Wetland,Water,Wetland,Grassland
1100,Cropland,Forest,Wetland,Water,Wetland,Forest
1101,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1102,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
1103,Cropland,Forest,Bareland,NULL,Non_Wetland,Bareland
1104,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
1105,Cropland,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1106,Cropland,Forest,Bareland,Non_Water,Non_Wetland,Bareland
1107,Cropland,Forest,Bareland,Non_Water,Non_Wetland,Water
1108,Cropland,Forest,Bareland,Non_Water,Non_Wetland,Forest
1109,Cropland,Forest,Bareland,Water,Non_Wetland,Grassland
1110,Cropland,Forest,Bareland,Water,Non_Wetland,Bareland
1111,Cropland,Forest,Bareland,Water,Non_Wetland,Forest
1112,Cropland,Forest,Built-up,Non_Water,Non_Wetland,Forest
1113,Cropland,Forest,Built-up,Water,Non_Wetland,Forest
1114,Cropland,Forest,Water,NULL,Water,Grassland
1115,Cropland,Forest,Water,NULL,Water,Water
1116,Cropland,Forest,Water,Non_Water,Water,Grassland
1117,Cropland,Forest,Water,Non_Water,Water,Bareland
1118,Cropland,Forest,Water,Water,Water,Bareland
1119,Cropland,Forest,Water,Water,Water,Water
1120,Cropland,Forest,Water,Water,Water,Forest
1121,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
1122,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
1123,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland
1124,Cropland,Forest,Forest,NULL,Non_Wetland,Built-up
1125,Cropland,Forest,Forest,NULL,Non_Wetland,Water
1126,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
1127,Cropland,Forest,Forest,Non_Water,Non_Wetland,Grassland
1128,Cropland,Forest,Forest,Non_Water,Non_Wetland,Bareland
1129,Cropland,Forest,Forest,Non_Water,Non_Wetland,Water
1130,Cropland,Forest,Forest,Non_Water,Non_Wetland,Forest
1131,Cropland,Forest,Forest,Water,Non_Wetland,Grassland
1132,Cropland,Forest,Forest,Water,Non_Wetland,Bareland
1133,Cropland,Forest,Forest,Water,Non_Wetland,Water
1134,Cropland,Forest,Forest,Water,Non_Wetland,Forest
1135,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1136,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
1137,Wetland,NULL,Shrubland,Water,Non_Wetland,Forest
1138,Wetland,NULL,Cropland,Water,Non_Wetland,Bareland
1139,Wetland,NULL,Bareland,Water,Non_Wetland,Bareland
1140,Wetland,NULL,Bareland,Water,Non_Wetland,Water
1141,Wetland,NULL,Water,NULL,Water,Grassland
1142,Wetland,NULL,Water,NULL,Water,Forest
1143,Wetland,NULL,Water,Water,Water,Grassland
1144,Wetland,NULL,Water,Water,Water,Bareland
1145,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
1146,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
1147,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
1148,Wetland,NULL,Forest,Water,Non_Wetland,Bareland
1149,Wetland,NULL,Forest,Water,Non_Wetland,Water
1150,Wetland,NULL,Forest,Water,Non_Wetland,Forest
1151,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL
1152,Wetland,Bareland,Bareland,Water,Non_Wetland,Bareland
1153,Wetland,Bareland,Forest,Water,Non_Wetland,Water
1154,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
1155,Wetland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1156,Wetland,Water,Bareland,Water,Non_Wetland,Water
1157,Wetland,Water,Water,Water,Water,Water
1158,Wetland,Water,Forest,NULL,Non_Wetland,NULL
1159,Wetland,Water,Forest,NULL,Non_Wetland,Forest
1160,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest
1161,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1162,Wetland,Forest,Cropland,NULL,Non_Wetland,Forest
1163,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Bareland
1164,Wetland,Forest,Forest,Water,Non_Wetland,Forest
1165,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
1166,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
1167,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
1168,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
1169,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1170,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
1171,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1172,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
1173,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
1174,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1175,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1176,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water
1177,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1178,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
1179,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
1180,Bareland,NULL,Shrubland,Water,Non_Wetland,Water
1181,Bareland,NULL,Shrubland,Water,Non_Wetland,Forest
1182,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
1183,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
1184,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
1185,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
1186,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1187,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Forest
1188,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
1189,Bareland,NULL,Grassland,Water,Non_Wetland,Water
1190,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
1191,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
1192,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
1193,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
1194,Bareland,NULL,Cropland,NULL,Non_Wetland,Water
1195,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
1196,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1197,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1198,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water
1199,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Forest
1200,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
1201,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
1202,Bareland,NULL,Cropland,Water,Non_Wetland,Water
1203,Bareland,NULL,Cropland,Water,Non_Wetland,Forest
1204,Bareland,NULL,Wetland,NULL,Wetland,Forest
1205,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland
1206,Bareland,NULL,Wetland,Non_Water,Wetland,Forest
1207,Bareland,NULL,Wetland,Water,Wetland,Grassland
1208,Bareland,NULL,Wetland,Water,Wetland,Bareland
1209,Bareland,NULL,Wetland,Water,Wetland,Water
1210,Bareland,NULL,Wetland,Water,Wetland,Forest
1211,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1212,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1213,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
1214,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
1215,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
1216,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
1217,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
1218,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1219,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1220,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water
1221,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Forest
1222,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
1223,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
1224,Bareland,NULL,Bareland,Water,Non_Wetland,Water
1225,Bareland,NULL,Bareland,Water,Non_Wetland,Forest
1226,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
1227,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
1228,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
1229,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1230,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
1231,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Water
1232,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Forest
1233,Bareland,NULL,Built-up,Water,Non_Wetland,Grassland
1234,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
1235,Bareland,NULL,Built-up,Water,Non_Wetland,Water
1236,Bareland,NULL,Built-up,Water,Non_Wetland,Forest
1237,Bareland,NULL,Water,NULL,Water,Grassland
1238,Bareland,NULL,Water,NULL,Water,Bareland
1239,Bareland,NULL,Water,NULL,Water,Water
1240,Bareland,NULL,Water,NULL,Water,Forest
1241,Bareland,NULL,Water,Non_Water,Water,Grassland
1242,Bareland,NULL,Water,Non_Water,Water,Bareland
1243,Bareland,NULL,Water,Non_Water,Water,Water
1244,Bareland,NULL,Water,Water,Water,Grassland
1245,Bareland,NULL,Water,Water,Water,Bareland
1246,Bareland,NULL,Water,Water,Water,Water
1247,Bareland,NULL,Water,Water,Water,Forest
1248,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
1249,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
1250,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
1251,Bareland,NULL,Forest,NULL,Non_Wetland,Water
1252,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
1253,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland
1254,Bareland,NULL,Forest,Non_Water,Non_Wetland,Bareland
1255,Bareland,NULL,Forest,Non_Water,Non_Wetland,Water
1256,Bareland,NULL,Forest,Non_Water,Non_Wetland,Forest
1257,Bareland,NULL,Forest,Water,Non_Wetland,Grassland
1258,Bareland,NULL,Forest,Water,Non_Wetland,Bareland
1259,Bareland,NULL,Forest,Water,Non_Wetland,Water
1260,Bareland,NULL,Forest,Water,Non_Wetland,Forest
1261,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
1262,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest
1263,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1264,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1265,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1266,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1267,Bareland,Cropland,Shrubland,Water,Non_Wetland,Bareland
1268,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1269,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1270,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
1271,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
1272,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest
1273,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1274,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1275,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
1276,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
1277,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1278,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
1279,Bareland,Cropland,Cropland,Water,Non_Wetland,Bareland
1280,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
1281,Bareland,Cropland,Bareland,NULL,Non_Wetland,Forest
1282,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
1283,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
1284,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Forest
1285,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland
1286,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
1287,Bareland,Cropland,Water,NULL,Water,Bareland
1288,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
1289,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
1290,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
1291,Bareland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
