Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LFL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LFL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LFL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LFL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LFL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LFL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LFL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LFL_M_R
5346,Water,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
5347,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
5348,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
5349,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Forest
5350,Water,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
5351,Water,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
5352,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
5353,Water,Water,Wetland,Water,Wetland,Bareland,Water,Forest
5354,Water,Water,Wetland,Water,Wetland,Bareland,Forest,Forest
5355,Water,Water,Wetland,Water,Wetland,Built-up,Bareland,Grassland
5356,Water,Water,Wetland,Water,Wetland,Built-up,Water,Grassland
5357,Water,Water,Wetland,Water,Wetland,Built-up,Water,Water
5358,Water,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
5359,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
5360,Water,Water,Wetland,Water,Wetland,Water,Grassland,Forest
5361,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
5362,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
5363,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
5364,Water,Water,Wetland,Water,Wetland,Water,Bareland,Water
5365,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
5366,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
5367,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
5368,Water,Water,Wetland,Water,Wetland,Water,Water,Water
5369,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
5370,Water,Water,Wetland,Water,Wetland,Water,Forest,Grassland
5371,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
5372,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
5373,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
5374,Water,Water,Wetland,Water,Wetland,Forest,Water,Grassland
5375,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
5376,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
5377,Water,Water,Wetland,Water,Wetland,Forest,Forest,Forest
5378,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
5379,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Water,Grassland
5380,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Water,Water
5381,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Water,Forest
5382,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Built-up,Bareland,Grassland
5383,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Grassland,Forest
5384,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Water,Water
5385,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Water,Forest
5386,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Forest,Forest
5387,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland,Wetland,Water
5388,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Water,Water,Grassland
5389,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Water,Water,Water
5390,Water,Water,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
5391,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
5392,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
5393,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
5394,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
5395,Water,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
5396,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5397,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
5398,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5399,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Water
5400,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
5401,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Bareland,Water
5402,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
5403,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
5404,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Water
5405,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
5406,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
5407,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
5408,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5409,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
5410,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5411,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
5412,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
5413,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
5414,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
5415,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Water
5416,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
5417,Water,Water,Bareland,NULL,Non_Wetland,Bareland,NULL,Forest
5418,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
5419,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Water
5420,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
5421,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
5422,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
5423,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Water
5424,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
5425,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
5426,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
5427,Water,Water,Bareland,NULL,Non_Wetland,Built-up,Water,Bareland
5428,Water,Water,Bareland,NULL,Non_Wetland,Built-up,Water,Water
5429,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
5430,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Wetland
5431,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Water
5432,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
5433,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
5434,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
5435,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
5436,Water,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Water
5437,Water,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
5438,Water,Water,Bareland,NULL,Non_Wetland,Water,Built-up,Water
5439,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
5440,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Wetland
5441,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
5442,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
5443,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
5444,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
5445,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
5446,Water,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Water
5447,Water,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
5448,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,Water
5449,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
5450,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
5451,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
5452,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Water
5453,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
5454,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
5455,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Water
5456,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
5457,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5458,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
5459,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Grassland
5460,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Wetland
5461,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
5462,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
5463,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
5464,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
5465,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
5466,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
5467,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
5468,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
5469,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Forest
5470,Water,Water,Bareland,Water,Non_Wetland,Grassland,Grassland,Water
5471,Water,Water,Bareland,Water,Non_Wetland,Grassland,Wetland,Water
5472,Water,Water,Bareland,Water,Non_Wetland,Grassland,Wetland,Forest
5473,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
5474,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Water
5475,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Forest
5476,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
5477,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
5478,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Bareland
5479,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
5480,Water,Water,Bareland,Water,Non_Wetland,Bareland,Grassland,Grassland
5481,Water,Water,Bareland,Water,Non_Wetland,Bareland,Wetland,Bareland
5482,Water,Water,Bareland,Water,Non_Wetland,Bareland,Wetland,Forest
5483,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
5484,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
5485,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Forest
5486,Water,Water,Bareland,Water,Non_Wetland,Bareland,Forest,Grassland
5487,Water,Water,Bareland,Water,Non_Wetland,Bareland,Forest,Forest
5488,Water,Water,Bareland,Water,Non_Wetland,Built-up,Bareland,Water
5489,Water,Water,Bareland,Water,Non_Wetland,Built-up,Built-up,Water
5490,Water,Water,Bareland,Water,Non_Wetland,Built-up,Water,Water
5491,Water,Water,Bareland,Water,Non_Wetland,Built-up,Water,Forest
5492,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
5493,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Wetland
5494,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Water
5495,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Forest
5496,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
5497,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
5498,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
5499,Water,Water,Bareland,Water,Non_Wetland,Water,Bareland,Grassland
5500,Water,Water,Bareland,Water,Non_Wetland,Water,Bareland,Water
5501,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
5502,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Wetland
5503,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Bareland
5504,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
5505,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
5506,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Grassland
5507,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
5508,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
5509,Water,Water,Bareland,Water,Non_Wetland,Forest,Water,Water
5510,Water,Water,Bareland,Water,Non_Wetland,Forest,Water,Forest
5511,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
5512,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Wetland,Water
5513,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
5514,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
5515,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Water
5516,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
5517,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Forest,Water
5518,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
5519,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
5520,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Water
5521,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
5522,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
5523,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
5524,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
5525,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Water
5526,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
5527,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
5528,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
5529,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
5530,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Wetland,Forest
5531,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Water,Water
5532,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Water
5533,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
5534,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
5535,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
5536,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
5537,Water,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Water
5538,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Grassland
5539,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Bareland
5540,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
5541,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
5542,Water,Water,Built-up,NULL,Non_Wetland,Water,Forest,Water
5543,Water,Water,Built-up,NULL,Non_Wetland,Water,Forest,Forest
5544,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland,Water,Water
5545,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Water
5546,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland,Water,Water
5547,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Water
5548,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Water
5549,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
5550,Water,Water,Built-up,Water,Non_Wetland,Grassland,Grassland,Forest
5551,Water,Water,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
5552,Water,Water,Built-up,Water,Non_Wetland,Grassland,Wetland,Water
5553,Water,Water,Built-up,Water,Non_Wetland,Grassland,Water,Grassland
5554,Water,Water,Built-up,Water,Non_Wetland,Grassland,Water,Water
5555,Water,Water,Built-up,Water,Non_Wetland,Grassland,Water,Forest
5556,Water,Water,Built-up,Water,Non_Wetland,Grassland,Forest,Water
5557,Water,Water,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
5558,Water,Water,Built-up,Water,Non_Wetland,Bareland,Wetland,Grassland
5559,Water,Water,Built-up,Water,Non_Wetland,Bareland,Wetland,Water
5560,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
5561,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Forest
5562,Water,Water,Built-up,Water,Non_Wetland,Built-up,Water,Grassland
5563,Water,Water,Built-up,Water,Non_Wetland,Built-up,Water,Water
5564,Water,Water,Built-up,Water,Non_Wetland,Built-up,Water,Forest
5565,Water,Water,Built-up,Water,Non_Wetland,Water,Wetland,Water
5566,Water,Water,Built-up,Water,Non_Wetland,Water,Bareland,Grassland
5567,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Grassland
5568,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
5569,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Forest
5570,Water,Water,Built-up,Water,Non_Wetland,Water,Forest,Grassland
5571,Water,Water,Built-up,Water,Non_Wetland,Water,Forest,Forest
5572,Water,Water,Water,NULL,Water,NULL,Grassland,Forest
5573,Water,Water,Water,NULL,Water,NULL,Wetland,Grassland
5574,Water,Water,Water,NULL,Water,NULL,Wetland,Water
5575,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
5576,Water,Water,Water,NULL,Water,NULL,Water,Water
5577,Water,Water,Water,NULL,Water,NULL,Water,Forest
5578,Water,Water,Water,NULL,Water,NULL,Forest,Water
5579,Water,Water,Water,NULL,Water,NULL,Forest,Forest
5580,Water,Water,Water,NULL,Water,Grassland,Grassland,Grassland
5581,Water,Water,Water,NULL,Water,Grassland,Grassland,Water
5582,Water,Water,Water,NULL,Water,Grassland,Grassland,Forest
5583,Water,Water,Water,NULL,Water,Grassland,Wetland,Grassland
5584,Water,Water,Water,NULL,Water,Grassland,Wetland,Water
5585,Water,Water,Water,NULL,Water,Grassland,Wetland,Forest
5586,Water,Water,Water,NULL,Water,Grassland,Bareland,Forest
5587,Water,Water,Water,NULL,Water,Grassland,Water,Grassland
5588,Water,Water,Water,NULL,Water,Grassland,Water,Water
5589,Water,Water,Water,NULL,Water,Grassland,Water,Forest
5590,Water,Water,Water,NULL,Water,Grassland,Forest,Water
5591,Water,Water,Water,NULL,Water,Grassland,Forest,Forest
5592,Water,Water,Water,NULL,Water,Wetland,Grassland,Grassland
5593,Water,Water,Water,NULL,Water,Wetland,Grassland,Water
5594,Water,Water,Water,NULL,Water,Wetland,Grassland,Forest
5595,Water,Water,Water,NULL,Water,Wetland,Wetland,Grassland
5596,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
5597,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
5598,Water,Water,Water,NULL,Water,Wetland,Bareland,Grassland
5599,Water,Water,Water,NULL,Water,Wetland,Water,Grassland
5600,Water,Water,Water,NULL,Water,Wetland,Water,Water
5601,Water,Water,Water,NULL,Water,Wetland,Water,Forest
5602,Water,Water,Water,NULL,Water,Wetland,Forest,Grassland
5603,Water,Water,Water,NULL,Water,Wetland,Forest,Forest
5604,Water,Water,Water,NULL,Water,Bareland,NULL,Grassland
5605,Water,Water,Water,NULL,Water,Bareland,Grassland,Bareland
5606,Water,Water,Water,NULL,Water,Bareland,Grassland,Water
5607,Water,Water,Water,NULL,Water,Bareland,Grassland,Forest
5608,Water,Water,Water,NULL,Water,Bareland,Wetland,Grassland
5609,Water,Water,Water,NULL,Water,Bareland,Wetland,Water
5610,Water,Water,Water,NULL,Water,Bareland,Wetland,Forest
5611,Water,Water,Water,NULL,Water,Bareland,Water,Grassland
5612,Water,Water,Water,NULL,Water,Bareland,Water,Bareland
5613,Water,Water,Water,NULL,Water,Bareland,Water,Water
5614,Water,Water,Water,NULL,Water,Bareland,Water,Forest
5615,Water,Water,Water,NULL,Water,Bareland,Forest,Grassland
5616,Water,Water,Water,NULL,Water,Bareland,Forest,Water
5617,Water,Water,Water,NULL,Water,Bareland,Forest,Forest
5618,Water,Water,Water,NULL,Water,Built-up,Bareland,Water
5619,Water,Water,Water,NULL,Water,Built-up,Bareland,Forest
5620,Water,Water,Water,NULL,Water,Built-up,Built-up,Water
5621,Water,Water,Water,NULL,Water,Built-up,Water,Grassland
5622,Water,Water,Water,NULL,Water,Built-up,Water,Water
5623,Water,Water,Water,NULL,Water,Water,NULL,Water
5624,Water,Water,Water,NULL,Water,Water,Grassland,Grassland
5625,Water,Water,Water,NULL,Water,Water,Grassland,Wetland
5626,Water,Water,Water,NULL,Water,Water,Grassland,Bareland
5627,Water,Water,Water,NULL,Water,Water,Grassland,Water
5628,Water,Water,Water,NULL,Water,Water,Grassland,Forest
5629,Water,Water,Water,NULL,Water,Water,Wetland,Grassland
5630,Water,Water,Water,NULL,Water,Water,Wetland,Bareland
5631,Water,Water,Water,NULL,Water,Water,Wetland,Water
5632,Water,Water,Water,NULL,Water,Water,Wetland,Forest
5633,Water,Water,Water,NULL,Water,Water,Bareland,Grassland
5634,Water,Water,Water,NULL,Water,Water,Bareland,Water
5635,Water,Water,Water,NULL,Water,Water,Bareland,Forest
5636,Water,Water,Water,NULL,Water,Water,Water,Grassland
5637,Water,Water,Water,NULL,Water,Water,Water,Wetland
5638,Water,Water,Water,NULL,Water,Water,Water,Bareland
5639,Water,Water,Water,NULL,Water,Water,Water,Water
5640,Water,Water,Water,NULL,Water,Water,Water,Forest
5641,Water,Water,Water,NULL,Water,Water,Forest,Grassland
5642,Water,Water,Water,NULL,Water,Water,Forest,Wetland
5643,Water,Water,Water,NULL,Water,Water,Forest,Bareland
5644,Water,Water,Water,NULL,Water,Water,Forest,Water
5645,Water,Water,Water,NULL,Water,Water,Forest,Forest
5646,Water,Water,Water,Non_Water,Water,NULL,Wetland,Water
5647,Water,Water,Water,Non_Water,Water,NULL,Wetland,Forest
5648,Water,Water,Water,Non_Water,Water,NULL,Water,Grassland
5649,Water,Water,Water,Non_Water,Water,NULL,Water,Water
5650,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
5651,Water,Water,Water,Non_Water,Water,NULL,Forest,Water
5652,Water,Water,Water,Non_Water,Water,Grassland,Wetland,Grassland
5653,Water,Water,Water,Non_Water,Water,Grassland,Wetland,Forest
5654,Water,Water,Water,Non_Water,Water,Grassland,Water,Grassland
5655,Water,Water,Water,Non_Water,Water,Grassland,Water,Water
5656,Water,Water,Water,Non_Water,Water,Grassland,Water,Forest
5657,Water,Water,Water,Non_Water,Water,Grassland,Forest,Water
5658,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
5659,Water,Water,Water,Non_Water,Water,Wetland,Water,Grassland
5660,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
5661,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
5662,Water,Water,Water,Non_Water,Water,Bareland,Grassland,Water
5663,Water,Water,Water,Non_Water,Water,Bareland,Wetland,Water
5664,Water,Water,Water,Non_Water,Water,Bareland,Wetland,Forest
5665,Water,Water,Water,Non_Water,Water,Bareland,Water,Grassland
5666,Water,Water,Water,Non_Water,Water,Bareland,Water,Water
5667,Water,Water,Water,Non_Water,Water,Bareland,Water,Forest
5668,Water,Water,Water,Non_Water,Water,Water,NULL,Grassland
5669,Water,Water,Water,Non_Water,Water,Water,NULL,Water
5670,Water,Water,Water,Non_Water,Water,Water,Grassland,Grassland
5671,Water,Water,Water,Non_Water,Water,Water,Grassland,Water
5672,Water,Water,Water,Non_Water,Water,Water,Wetland,Grassland
5673,Water,Water,Water,Non_Water,Water,Water,Wetland,Wetland
5674,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
5675,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
5676,Water,Water,Water,Non_Water,Water,Water,Bareland,Water
5677,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
5678,Water,Water,Water,Non_Water,Water,Water,Water,Water
5679,Water,Water,Water,Non_Water,Water,Water,Water,Forest
5680,Water,Water,Water,Non_Water,Water,Water,Forest,Water
5681,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
5682,Water,Water,Water,Non_Water,Water,Forest,Water,Forest
5683,Water,Water,Water,Water,Water,NULL,Grassland,Forest
5684,Water,Water,Water,Water,Water,NULL,Wetland,Grassland
5685,Water,Water,Water,Water,Water,NULL,Wetland,Water
5686,Water,Water,Water,Water,Water,NULL,Wetland,Forest
5687,Water,Water,Water,Water,Water,NULL,Water,Grassland
5688,Water,Water,Water,Water,Water,NULL,Water,Water
5689,Water,Water,Water,Water,Water,NULL,Water,Forest
5690,Water,Water,Water,Water,Water,NULL,Forest,Water
5691,Water,Water,Water,Water,Water,NULL,Forest,Forest
5692,Water,Water,Water,Water,Water,Grassland,Grassland,Grassland
5693,Water,Water,Water,Water,Water,Grassland,Grassland,Forest
5694,Water,Water,Water,Water,Water,Grassland,Wetland,Grassland
5695,Water,Water,Water,Water,Water,Grassland,Wetland,Water
5696,Water,Water,Water,Water,Water,Grassland,Wetland,Forest
5697,Water,Water,Water,Water,Water,Grassland,Bareland,Water
5698,Water,Water,Water,Water,Water,Grassland,Water,Grassland
5699,Water,Water,Water,Water,Water,Grassland,Water,Water
5700,Water,Water,Water,Water,Water,Grassland,Water,Forest
5701,Water,Water,Water,Water,Water,Grassland,Forest,Grassland
5702,Water,Water,Water,Water,Water,Grassland,Forest,Water
5703,Water,Water,Water,Water,Water,Grassland,Forest,Forest
5704,Water,Water,Water,Water,Water,Wetland,Grassland,Grassland
5705,Water,Water,Water,Water,Water,Wetland,Grassland,Water
5706,Water,Water,Water,Water,Water,Wetland,Wetland,Grassland
5707,Water,Water,Water,Water,Water,Wetland,Wetland,Water
5708,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
5709,Water,Water,Water,Water,Water,Wetland,Bareland,Forest
5710,Water,Water,Water,Water,Water,Wetland,Water,Grassland
5711,Water,Water,Water,Water,Water,Wetland,Water,Water
5712,Water,Water,Water,Water,Water,Wetland,Water,Forest
5713,Water,Water,Water,Water,Water,Wetland,Forest,Grassland
5714,Water,Water,Water,Water,Water,Wetland,Forest,Forest
5715,Water,Water,Water,Water,Water,Bareland,Wetland,Grassland
5716,Water,Water,Water,Water,Water,Bareland,Wetland,Water
5717,Water,Water,Water,Water,Water,Bareland,Water,Grassland
5718,Water,Water,Water,Water,Water,Bareland,Water,Bareland
5719,Water,Water,Water,Water,Water,Bareland,Water,Water
5720,Water,Water,Water,Water,Water,Bareland,Water,Forest
5721,Water,Water,Water,Water,Water,Bareland,Forest,Grassland
5722,Water,Water,Water,Water,Water,Bareland,Forest,Water
5723,Water,Water,Water,Water,Water,Bareland,Forest,Forest
5724,Water,Water,Water,Water,Water,Built-up,Bareland,Water
5725,Water,Water,Water,Water,Water,Built-up,Bareland,Forest
5726,Water,Water,Water,Water,Water,Built-up,Water,Grassland
5727,Water,Water,Water,Water,Water,Built-up,Water,Water
5728,Water,Water,Water,Water,Water,Water,Grassland,Grassland
5729,Water,Water,Water,Water,Water,Water,Grassland,Wetland
5730,Water,Water,Water,Water,Water,Water,Grassland,Water
5731,Water,Water,Water,Water,Water,Water,Grassland,Forest
5732,Water,Water,Water,Water,Water,Water,Wetland,Grassland
