Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LBJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LBJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LBJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LBJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LBJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LBJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LBJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LBJ_M_R
706,Forest,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
707,Forest,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
708,Forest,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
709,Forest,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
710,Forest,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
711,Forest,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
712,Forest,Bareland,Water,NULL,Water,NULL,NULL,Forest
713,Forest,Bareland,Water,Non_Water,Water,NULL,NULL,Water
714,Forest,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
715,Forest,Bareland,Water,Water,Water,NULL,NULL,Grassland
716,Forest,Bareland,Water,Water,Water,NULL,NULL,Bareland
717,Forest,Bareland,Water,Water,Water,NULL,NULL,Water
718,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
719,Forest,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
720,Forest,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
721,Forest,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
722,Forest,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
723,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
724,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
725,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
726,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
727,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
728,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
729,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
730,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
731,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
732,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
733,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
734,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
735,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
736,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
737,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
738,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
739,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
740,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
741,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
742,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
743,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
744,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
745,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
746,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
747,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
748,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
749,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
750,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
751,Forest,Water,NULL,Water,Non_Wetland,Forest,Forest,Forest
752,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
753,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
754,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
755,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
756,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
757,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
758,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
759,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
760,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
761,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
762,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
763,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
764,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
765,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
766,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
767,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
768,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
769,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
770,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
771,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
772,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
773,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
774,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
775,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
776,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
777,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
778,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
779,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
780,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
781,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
782,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
783,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
784,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
785,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
786,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
787,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
788,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
789,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
790,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
791,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
792,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
793,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
794,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
795,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
796,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
797,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
798,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
799,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
800,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
801,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
802,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
803,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
804,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
805,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
806,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
807,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
808,Forest,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
809,Forest,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
810,Forest,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
811,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
812,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
813,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
814,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
815,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
816,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
817,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
818,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
819,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
820,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
821,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
822,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
823,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
824,Forest,Water,Bareland,Water,Non_Wetland,Forest,Water,Forest
825,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
826,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
827,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
828,Forest,Water,Built-up,NULL,Non_Wetland,Water,Forest,Forest
829,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Forest,Grassland
830,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
831,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
832,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Forest,Forest
833,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
834,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
835,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
836,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
837,Forest,Water,Water,NULL,Water,NULL,NULL,Bareland
838,Forest,Water,Water,NULL,Water,NULL,NULL,Water
839,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
840,Forest,Water,Water,NULL,Water,Water,Water,Forest
841,Forest,Water,Water,NULL,Water,Water,Forest,Water
842,Forest,Water,Water,NULL,Water,Water,Forest,Forest
843,Forest,Water,Water,NULL,Water,Forest,Water,Forest
844,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
845,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
846,Forest,Water,Water,Non_Water,Water,NULL,NULL,Bareland
847,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
848,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
849,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
850,Forest,Water,Water,Water,Water,NULL,NULL,Bareland
851,Forest,Water,Water,Water,Water,NULL,NULL,Water
852,Forest,Water,Water,Water,Water,NULL,NULL,Forest
853,Forest,Water,Water,Water,Water,Water,Water,Forest
854,Forest,Water,Water,Water,Water,Water,Forest,Forest
855,Forest,Water,Water,Water,Water,Forest,Water,Forest
856,Forest,Water,Water,Water,Water,Forest,Forest,Forest
857,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
858,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
859,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
860,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
861,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
862,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
863,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
864,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
865,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
866,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
867,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
868,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
869,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
870,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
871,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
872,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
873,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
874,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
875,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
876,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
877,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
878,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
879,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
880,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
881,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
882,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
883,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
884,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
885,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
886,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
887,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
888,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
889,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
890,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
891,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
892,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
893,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
894,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
895,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Water
896,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
897,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
898,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Bareland
899,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Water
900,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
901,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
902,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
903,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Water
904,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
905,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
906,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
907,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
908,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
909,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
910,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
911,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
912,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
913,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
914,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
915,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
916,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
917,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Forest,Forest
918,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Grassland
919,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Forest
920,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Forest
921,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
922,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
923,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
924,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
925,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
926,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
927,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
928,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
929,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
930,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
931,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
932,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Forest
933,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Bareland
934,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Water
935,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
936,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
937,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
938,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
939,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
940,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
941,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
942,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
943,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
944,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
945,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
946,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
947,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
948,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
949,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
950,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
951,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
952,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
953,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
954,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
955,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
956,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
957,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Forest,Forest
958,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Forest,Forest
959,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
960,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
961,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
962,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
963,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
964,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
965,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
966,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
967,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
968,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
969,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
970,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
971,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
972,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
973,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
974,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
975,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
976,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
977,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
978,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
979,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
980,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
981,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
982,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
983,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
984,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
985,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
986,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
987,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
988,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
989,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
990,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
991,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
992,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
993,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
994,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
995,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
996,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
997,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
998,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
999,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1000,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1001,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1002,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1003,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1004,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1005,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
1006,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1007,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1008,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1009,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
1010,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
1011,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
1012,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
1013,Forest,Forest,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
1014,Forest,Forest,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
1015,Forest,Forest,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
1016,Forest,Forest,Lichens_and_Mosses,Water,Non_Wetland,Water,Water,Forest
1017,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1018,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1019,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1020,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1021,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1022,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Forest
1023,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
1024,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1025,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1026,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1027,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1028,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1029,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
1030,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1031,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1032,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
1033,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1034,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1035,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1036,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1037,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
1038,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
1039,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Water,Forest
1040,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Forest,Grassland
1041,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Forest,Forest
1042,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Water,Forest
1043,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
1044,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1045,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1046,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1047,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1048,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland,Forest,Forest
1049,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water,Forest,Forest
1050,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest,Forest,Forest
1051,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1052,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1053,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Water
1054,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1055,Forest,Forest,Built-up,Water,Non_Wetland,Forest,Forest,Forest
1056,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
1057,Forest,Forest,Water,NULL,Water,NULL,NULL,Bareland
1058,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
1059,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
1060,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
1061,Forest,Forest,Water,NULL,Water,Grassland,Forest,Forest
