Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19KGR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KGR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KGR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KGR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KGR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19KGR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19KGR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19KGR_M_R
1013,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1014,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1015,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1016,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1017,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1018,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1019,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1020,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1021,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1022,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1023,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1024,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1025,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1026,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1027,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1028,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1029,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1030,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1031,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1032,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1033,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1034,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1035,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1036,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1037,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1038,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1039,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1040,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1041,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1042,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1043,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1044,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1045,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1046,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1047,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1048,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1049,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1050,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1051,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1052,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1053,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1054,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1055,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1056,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1057,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1058,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1059,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1060,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1061,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1062,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1063,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
1064,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
1065,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
1066,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
1067,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
1068,Forest,NULL,Water,Water,Water,NULL,NULL,Bareland
1069,Forest,NULL,Water,Water,Water,NULL,NULL,Water
1070,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1071,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1072,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1073,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1074,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1075,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1076,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1077,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1078,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1079,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1080,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1081,Forest,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1082,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1083,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1084,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1085,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1086,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1087,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1088,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1089,Forest,Wetland,Water,Water,Water,NULL,NULL,Grassland
1090,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1091,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1092,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1093,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1094,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1095,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1096,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1097,Forest,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1098,Forest,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1099,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1100,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1101,Forest,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1102,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1103,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1104,Forest,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1105,Forest,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1106,Forest,Bareland,Water,Water,Water,NULL,NULL,Water
1107,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1108,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1109,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1110,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1111,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1112,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1113,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
1114,Forest,Water,Water,Water,Water,NULL,NULL,Water
1115,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1116,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
1117,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1118,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1119,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1120,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1121,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1122,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1123,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1124,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1125,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1126,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1127,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
