Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MDV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MDV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MDV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MDV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MDV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MDV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MDV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MDV_M_R
1388,Water,Forest,Wetland,Water,Wetland,Water,Water,Forest
1389,Water,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1390,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
1391,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Water,Forest
1392,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1393,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1394,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
1395,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
1396,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1397,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1398,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1399,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1400,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1401,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
1402,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
1403,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
1404,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1405,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
1406,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1407,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1408,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1409,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1410,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1411,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
1412,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1413,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
1414,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1415,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1416,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1417,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
1418,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1419,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1420,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1421,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
1422,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1423,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1424,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1425,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1426,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1427,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1428,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1429,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1430,Forest,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Forest
1431,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
1432,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
1433,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
1434,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1435,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
1436,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
1437,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1438,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1439,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1440,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1441,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
1442,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1443,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1444,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1445,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
1446,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1447,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
1448,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1449,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1450,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1451,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1452,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1453,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1454,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1455,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1456,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1457,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1458,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
1459,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1460,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1461,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1462,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
1463,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1464,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1465,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1466,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1467,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1468,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
1469,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1470,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1471,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1472,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1473,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
1474,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1475,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1476,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1477,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
1478,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1479,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1480,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
1481,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Bareland
1482,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1483,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1484,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
1485,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1486,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1487,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
1488,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
1489,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1490,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1491,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1492,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1493,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1494,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1495,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1496,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1497,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
1498,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1499,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1500,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1501,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1502,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1503,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1504,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1505,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1506,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1507,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1508,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1509,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
1510,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1511,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1512,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
1513,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
1514,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1515,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1516,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1517,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1518,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1519,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1520,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
1521,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1522,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1523,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1524,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
1525,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1526,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1527,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1528,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Forest
1529,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1530,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
1531,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1532,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1533,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
1534,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1535,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
1536,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
1537,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1538,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
1539,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1540,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1541,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
1542,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1543,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1544,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1545,Forest,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
1546,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1547,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1548,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1549,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
1550,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1551,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1552,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
1553,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
1554,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
1555,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
1556,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1557,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1558,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1559,Forest,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
1560,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1561,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
1562,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1563,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1564,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1565,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
1566,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
1567,Forest,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
1568,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
1569,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
1570,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
1571,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
1572,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
1573,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
1574,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
1575,Forest,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
1576,Forest,NULL,Wetland,Non_Water,Wetland,Water,Forest,Water
1577,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
1578,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1579,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1580,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1581,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
1582,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
1583,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
1584,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
1585,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
1586,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
1587,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Bareland
1588,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
1589,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
1590,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1591,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Forest
1592,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
1593,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
1594,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1595,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1596,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Forest,Grassland
1597,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Forest,Water
1598,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Forest,Forest
1599,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
1600,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Bareland
1601,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Forest
1602,Forest,NULL,Water,NULL,Water,Grassland,Forest,Grassland
1603,Forest,NULL,Water,NULL,Water,Grassland,Forest,Forest
1604,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
1605,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Forest
1606,Forest,NULL,Water,NULL,Water,Bareland,Wetland,Grassland
1607,Forest,NULL,Water,NULL,Water,Water,Grassland,Forest
1608,Forest,NULL,Water,NULL,Water,Water,Water,Water
1609,Forest,NULL,Water,NULL,Water,Water,Forest,Forest
1610,Forest,NULL,Water,Non_Water,Water,Grassland,Forest,Forest
1611,Forest,NULL,Water,Water,Water,Water,Grassland,Forest
1612,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
1613,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1614,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1615,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1616,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1617,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1618,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1619,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1620,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1621,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1622,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1623,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
1624,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
1625,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1626,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1627,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
1628,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1629,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1630,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1631,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1632,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
1633,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1634,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1635,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1636,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1637,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1638,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
1639,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
1640,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1641,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1642,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
1643,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
1644,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
1645,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1646,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
1647,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1648,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1649,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1650,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
1651,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1652,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1653,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1654,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
1655,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
1656,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1657,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
1658,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1659,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1660,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1661,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
1662,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
1663,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1664,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1665,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
1666,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
1667,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1668,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
1669,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1670,Forest,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
1671,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
1672,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1673,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1674,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1675,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1676,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1677,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1678,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1679,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1680,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Forest,Grassland
1681,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Bareland
1682,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1683,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1684,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1685,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1686,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1687,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1688,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1689,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1690,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1691,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1692,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1693,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1694,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1695,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1696,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1697,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1698,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1699,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1700,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1701,Forest,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
1702,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1703,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1704,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1705,Forest,Cropland,Water,NULL,Water,Bareland,Grassland,Forest
1706,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1707,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1708,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1709,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1710,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1711,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1712,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1713,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1714,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1715,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1716,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1717,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1718,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
