Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NCE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NCE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NCE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NCE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NCE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NCE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NCE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NCE_M_R
1069,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1070,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1071,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1072,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1073,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1074,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1075,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1076,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1077,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1078,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1079,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1080,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1081,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1082,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,NULL
1083,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1084,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
1085,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
1086,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1087,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1088,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1089,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1090,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1091,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1092,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1093,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1094,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1095,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1096,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1097,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1098,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1099,Forest,Forest,Water,NULL,Water,NULL,NULL,NULL
1100,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
1101,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
1102,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
1103,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1104,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Water
1105,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1106,Forest,Forest,Water,Water,Water,NULL,NULL,Grassland
1107,Forest,Forest,Water,Water,Water,NULL,NULL,Wetland
1108,Forest,Forest,Water,Water,Water,NULL,NULL,Water
1109,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
1110,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1111,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1112,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1113,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1114,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1115,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1116,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1117,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1118,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1119,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1120,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1121,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1122,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
