Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LZP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LZP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LZP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LZP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LZP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LZP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LZP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LZP_M_R
3156,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
3157,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
3158,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland,NULL,Grassland
3159,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
3160,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
3161,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Built-up
3162,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
3163,Cropland,Cropland,Wetland,NULL,Wetland,NULL,Grassland,Forest
3164,Cropland,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Cropland
3165,Cropland,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
3166,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
3167,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3168,Cropland,Cropland,Wetland,NULL,Wetland,Cropland,Forest,Forest
3169,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
3170,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Grassland
3171,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Cropland
3172,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
3173,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
3174,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
3175,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
3176,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Cropland
3177,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
3178,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3179,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
3180,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
3181,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
3182,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
3183,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
3184,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
3185,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
3186,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
3187,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
3188,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
3189,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
3190,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
3191,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
3192,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3193,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
3194,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
3195,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
3196,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
3197,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
3198,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
3199,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Built-up
3200,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
3201,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Built-up,Cropland
3202,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
3203,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
3204,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
3205,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Cropland
3206,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
3207,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
3208,Cropland,Cropland,Water,NULL,Water,NULL,Built-up,Cropland
3209,Cropland,Cropland,Water,Water,Water,Water,Water,Grassland
3210,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3211,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3212,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
3213,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
3214,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
3215,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
3216,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3217,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
3218,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
3219,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
3220,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
3221,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3222,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Cropland
3223,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
3224,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Built-up,Cropland
3225,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
3226,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Wetland
3227,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
3228,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
3229,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3230,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
3231,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
3232,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
3233,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3234,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
3235,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
3236,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3237,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
3238,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3239,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
3240,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3241,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
3242,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Cropland
3243,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3244,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
3245,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3246,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
3247,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
3248,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
3249,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Built-up
3250,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
3251,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
3252,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
3253,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
3254,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Bareland,Cropland
3255,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Built-up,Cropland
3256,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,NULL
3257,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
3258,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
3259,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
3260,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
3261,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
3262,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
3263,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Cropland
3264,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
3265,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
3266,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
3267,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
3268,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
3269,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3270,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3271,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
3272,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Cropland
3273,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3274,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Cropland
3275,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
3276,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland,NULL,Cropland
3277,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
3278,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
3279,Cropland,Cropland,Forest,Water,Non_Wetland,Cropland,NULL,Cropland
3280,Cropland,Cropland,Forest,Water,Non_Wetland,Cropland,Wetland,Cropland
3281,Cropland,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
3282,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3283,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
3284,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3285,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
3286,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
3287,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3288,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3289,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
3290,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3291,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
3292,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
3293,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
3294,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
3295,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
3296,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
3297,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
3298,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
3299,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3300,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
3301,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3302,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
3303,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
3304,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
3305,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3306,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
3307,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3308,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3309,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3310,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
3311,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3312,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
3313,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3314,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3315,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
3316,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
3317,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
3318,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
3319,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
3320,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
3321,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
3322,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
3323,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3324,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3325,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3326,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3327,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Cropland
3328,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,NULL
3329,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3330,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3331,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Cropland
3332,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
3333,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3334,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
3335,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
3336,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
3337,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
3338,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
3339,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3340,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
3341,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
3342,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3343,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
3344,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3345,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
3346,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
3347,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3348,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3349,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
3350,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3351,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
3352,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
3353,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3354,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
3355,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
3356,Cropland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
3357,Cropland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Wetland
3358,Cropland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
3359,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland,NULL,NULL
3360,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
3361,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
3362,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
3363,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
3364,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3365,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3366,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3367,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
3368,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3369,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3370,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
3371,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
3372,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
3373,Cropland,Water,NULL,Water,Non_Wetland,Water,Water,Water
3374,Cropland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
3375,Cropland,Water,Water,Water,Water,Water,Water,Water
3376,Cropland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
3377,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3378,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
3379,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
3380,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3381,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3382,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
3383,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
3384,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3385,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
3386,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3387,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
3388,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
3389,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
3390,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
3391,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
3392,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
3393,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
3394,Cropland,Forest,NULL,Non_Water,Non_Wetland,Cropland,NULL,Cropland
3395,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3396,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
3397,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3398,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3399,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3400,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3401,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
3402,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
3403,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
3404,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
3405,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
3406,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3407,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3408,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
3409,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
3410,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3411,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
3412,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
3413,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
3414,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
3415,Cropland,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
3416,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
3417,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
3418,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
3419,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3420,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3421,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
3422,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
3423,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
3424,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
3425,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3426,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
3427,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
3428,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
3429,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
3430,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
3431,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
3432,Cropland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Wetland
3433,Cropland,Forest,Wetland,NULL,Wetland,NULL,Built-up,Grassland
3434,Cropland,Forest,Wetland,NULL,Wetland,Grassland,NULL,Wetland
3435,Cropland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
3436,Cropland,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
3437,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3438,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
3439,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
3440,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3441,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
3442,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3443,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
3444,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
3445,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
3446,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3447,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
3448,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3449,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
3450,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
3451,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Built-up
3452,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
3453,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
3454,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
3455,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
3456,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3457,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
3458,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3459,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
3460,Cropland,Forest,Forest,Non_Water,Non_Wetland,Grassland,NULL,Wetland
3461,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
3462,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3463,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
3464,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
3465,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3466,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
3467,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
3468,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Cropland
3469,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
3470,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Wetland
3471,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
3472,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
3473,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
3474,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3475,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
