Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MLC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MLC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MLC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MLC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MLC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MLC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MLC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MLC_M_R
1508,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
1509,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Forest
1510,Water,Water,Water,NULL,Water,Wetland,Wetland,Grassland
1511,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
1512,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
1513,Water,Water,Water,NULL,Water,Wetland,Water,Grassland
1514,Water,Water,Water,NULL,Water,Wetland,Water,Water
1515,Water,Water,Water,NULL,Water,Wetland,Water,Forest
1516,Water,Water,Water,NULL,Water,Water,Wetland,Grassland
1517,Water,Water,Water,NULL,Water,Water,Wetland,Water
1518,Water,Water,Water,NULL,Water,Water,Wetland,Forest
1519,Water,Water,Water,NULL,Water,Water,Water,Grassland
1520,Water,Water,Water,NULL,Water,Water,Water,Wetland
1521,Water,Water,Water,NULL,Water,Water,Water,Water
1522,Water,Water,Water,NULL,Water,Water,Water,Forest
1523,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Water
1524,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
1525,Water,Water,Water,Non_Water,Water,Wetland,Water,Grassland
1526,Water,Water,Water,Non_Water,Water,Wetland,Water,Wetland
1527,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
1528,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
1529,Water,Water,Water,Non_Water,Water,Water,Wetland,Grassland
1530,Water,Water,Water,Non_Water,Water,Water,Wetland,Wetland
1531,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
1532,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
1533,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
1534,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
1535,Water,Water,Water,Non_Water,Water,Water,Water,Bareland
1536,Water,Water,Water,Non_Water,Water,Water,Water,Water
1537,Water,Water,Water,Non_Water,Water,Water,Water,Forest
1538,Water,Water,Water,Water,Water,NULL,Wetland,Water
1539,Water,Water,Water,Water,Water,NULL,Water,Water
1540,Water,Water,Water,Water,Water,Wetland,Wetland,Grassland
1541,Water,Water,Water,Water,Water,Wetland,Wetland,Water
1542,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
1543,Water,Water,Water,Water,Water,Wetland,Water,Grassland
1544,Water,Water,Water,Water,Water,Wetland,Water,Wetland
1545,Water,Water,Water,Water,Water,Wetland,Water,Water
1546,Water,Water,Water,Water,Water,Wetland,Water,Forest
1547,Water,Water,Water,Water,Water,Water,Wetland,Grassland
1548,Water,Water,Water,Water,Water,Water,Wetland,Wetland
1549,Water,Water,Water,Water,Water,Water,Wetland,Water
1550,Water,Water,Water,Water,Water,Water,Wetland,Forest
1551,Water,Water,Water,Water,Water,Water,Water,Grassland
1552,Water,Water,Water,Water,Water,Water,Water,Wetland
1553,Water,Water,Water,Water,Water,Water,Water,Bareland
1554,Water,Water,Water,Water,Water,Water,Water,Water
1555,Water,Water,Water,Water,Water,Water,Water,Forest
1556,Water,Water,Water,Water,Water,Water,Forest,Water
1557,Water,Water,Water,Water,Water,Water,Forest,Forest
1558,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1559,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
1560,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1561,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1562,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
1563,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1564,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1565,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1566,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
1567,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1568,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
1569,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
1570,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
1571,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
1572,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1573,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
1574,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
1575,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1576,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1577,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
1578,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
1579,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1580,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
1581,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1582,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1583,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
1584,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
1585,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1586,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
1587,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1588,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
1589,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Wetland
1590,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
1591,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
1592,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1593,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
1594,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
1595,Water,Water,Forest,Water,Non_Wetland,Water,Bareland,Grassland
1596,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
1597,Water,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
1598,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
1599,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
1600,Water,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1601,Water,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
1602,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1603,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1604,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
1605,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
1606,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
1607,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1608,Water,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
1609,Water,Forest,Wetland,NULL,Wetland,Water,Water,Water
1610,Water,Forest,Wetland,NULL,Wetland,Water,Water,Forest
1611,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1612,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1613,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1614,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1615,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1616,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
1617,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Wetland
1618,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
1619,Water,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
1620,Water,Forest,Wetland,Water,Wetland,Water,Wetland,Water
1621,Water,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
1622,Water,Forest,Wetland,Water,Wetland,Water,Water,Grassland
1623,Water,Forest,Wetland,Water,Wetland,Water,Water,Wetland
1624,Water,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1625,Water,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
1626,Water,Forest,Bareland,Water,Non_Wetland,Water,Water,Grassland
1627,Water,Forest,Water,NULL,Water,Water,Wetland,Forest
1628,Water,Forest,Water,Water,Water,Wetland,Water,Grassland
1629,Water,Forest,Water,Water,Water,Water,Wetland,Grassland
1630,Water,Forest,Water,Water,Water,Water,Wetland,Wetland
1631,Water,Forest,Water,Water,Water,Water,Water,Grassland
1632,Water,Forest,Water,Water,Water,Water,Water,Forest
1633,Water,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1634,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1635,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1636,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1637,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1638,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1639,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1640,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1641,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1642,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
1643,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1644,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1645,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1646,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
1647,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1648,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
1649,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1650,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1651,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1652,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1653,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1654,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1655,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1656,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1657,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1658,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1659,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
1660,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
1661,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
1662,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
1663,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1664,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Water,Grassland
1665,Forest,NULL,NULL,Water,Non_Wetland,Water,Wetland,Grassland
1666,Forest,NULL,NULL,Water,Non_Wetland,Water,Wetland,Wetland
1667,Forest,NULL,NULL,Water,Non_Wetland,Water,Wetland,Forest
1668,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1669,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1670,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1671,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1672,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1673,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1674,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1675,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1676,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1677,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1678,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1679,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1680,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1681,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1682,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1683,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1684,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1685,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1686,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1687,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
1688,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
1689,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1690,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
1691,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
1692,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1693,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Bareland,Grassland
1694,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
1695,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
1696,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1697,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1698,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
1699,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1700,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1701,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1702,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1703,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
1704,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1705,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1706,Forest,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
1707,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1708,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1709,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
1710,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
1711,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
1712,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1713,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1714,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1715,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
1716,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1717,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1718,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1719,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1720,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1721,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
1722,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
1723,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1724,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
1725,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
1726,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Forest
1727,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1728,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
1729,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
1730,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
1731,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
1732,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
1733,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
1734,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
1735,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
1736,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1737,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
1738,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
1739,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1740,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1741,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1742,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1743,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1744,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1745,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1746,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1747,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
1748,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1749,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1750,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1751,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1752,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
1753,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
1754,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
1755,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1756,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1757,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
1758,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1759,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
1760,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Water
1761,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
1762,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1763,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
1764,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
1765,Forest,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1766,Forest,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1767,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
1768,Forest,NULL,Wetland,Water,Wetland,Water,Water,Forest
1769,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1770,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1771,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1772,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
1773,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1774,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1775,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1776,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
1777,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
1778,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
1779,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1780,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Forest
1781,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1782,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
1783,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1784,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1785,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1786,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1787,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
1788,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1789,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Bareland,Grassland
1790,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1791,Forest,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
1792,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
1793,Forest,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1794,Forest,NULL,Built-up,Non_Water,Non_Wetland,Water,Wetland,Grassland
1795,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
1796,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Forest
1797,Forest,NULL,Water,NULL,Water,Water,Wetland,Grassland
1798,Forest,NULL,Water,NULL,Water,Water,Wetland,Water
1799,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
1800,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Forest
1801,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
1802,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
1803,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
1804,Forest,NULL,Water,Non_Water,Water,Water,Water,Grassland
1805,Forest,NULL,Water,Non_Water,Water,Water,Water,Wetland
1806,Forest,NULL,Water,Non_Water,Water,Water,Water,Forest
1807,Forest,NULL,Water,Water,Water,Wetland,Wetland,Grassland
1808,Forest,NULL,Water,Water,Water,Wetland,Wetland,Forest
1809,Forest,NULL,Water,Water,Water,Wetland,Water,Grassland
1810,Forest,NULL,Water,Water,Water,Wetland,Water,Forest
1811,Forest,NULL,Water,Water,Water,Water,Wetland,Grassland
1812,Forest,NULL,Water,Water,Water,Water,Water,Grassland
1813,Forest,NULL,Water,Water,Water,Water,Water,Wetland
1814,Forest,NULL,Water,Water,Water,Water,Water,Water
1815,Forest,NULL,Water,Water,Water,Water,Water,Forest
1816,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1817,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1818,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1819,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1820,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1821,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1822,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1823,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1824,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1825,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1826,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1827,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1828,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1829,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1830,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1831,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1832,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1833,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1834,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1835,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1836,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1837,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1838,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
1839,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1840,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1841,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1842,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1843,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1844,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1845,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1846,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1847,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1848,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
1849,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1850,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
1851,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1852,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1853,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1854,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Bareland,Grassland
1855,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1856,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Forest
1857,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1858,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Water,Forest
1859,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1860,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1861,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1862,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1863,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1864,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1865,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1866,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
