Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NXJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NXJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NXJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NXJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NXJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18NXJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18NXJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NXJ_M_R
1641,Bareland,NULL,Water,NULL,Water,NULL,NULL,Forest
1642,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1643,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1644,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Water
1645,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1646,Bareland,NULL,Water,Water,Water,NULL,NULL,NULL
1647,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
1648,Bareland,NULL,Water,Water,Water,NULL,NULL,Wetland
1649,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
1650,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
1651,Bareland,NULL,Water,Water,Water,NULL,NULL,Forest
1652,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1653,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1654,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1655,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1656,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1657,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1658,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1659,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1660,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1661,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1662,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1663,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1664,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1665,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1666,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1667,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1668,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1669,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1670,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1671,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1672,Bareland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1673,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1674,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1675,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1676,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1677,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1678,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1679,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1680,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1681,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1682,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1683,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1684,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1685,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1686,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1687,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1688,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1689,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1690,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1691,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1692,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1693,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1694,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1695,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1696,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1697,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1698,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1699,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1700,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1701,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1702,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1703,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1704,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1705,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
1706,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1707,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1708,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
1709,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1710,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1711,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1712,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1713,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1714,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1715,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
1716,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
1717,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1718,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
1719,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1720,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1721,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1722,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1723,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1724,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1725,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1726,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1727,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1728,Bareland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1729,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1730,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Wetland
1731,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Bareland
1732,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Water
1733,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Forest
1734,Bareland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
1735,Bareland,Cropland,Water,Non_Water,Water,NULL,NULL,Bareland
1736,Bareland,Cropland,Water,Water,Water,NULL,NULL,Grassland
1737,Bareland,Cropland,Water,Water,Water,NULL,NULL,Cropland
1738,Bareland,Cropland,Water,Water,Water,NULL,NULL,Wetland
1739,Bareland,Cropland,Water,Water,Water,NULL,NULL,Bareland
1740,Bareland,Cropland,Water,Water,Water,NULL,NULL,Water
1741,Bareland,Cropland,Water,Water,Water,NULL,NULL,Forest
1742,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1743,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1744,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1745,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1746,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1747,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1748,Bareland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1749,Bareland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1750,Bareland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1751,Bareland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
1752,Bareland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1753,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1754,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1755,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1756,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
1757,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1758,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1759,Bareland,Wetland,Water,Water,Water,NULL,NULL,Wetland
1760,Bareland,Wetland,Water,Water,Water,NULL,NULL,Water
1761,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1762,Bareland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1763,Bareland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1764,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1765,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1766,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1767,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1768,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1769,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1770,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1771,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1772,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1773,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1774,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
1775,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1776,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1777,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1778,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1779,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1780,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1781,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1782,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1783,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1784,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1785,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1786,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1787,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1788,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1789,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1790,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1791,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1792,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1793,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1794,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1795,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1796,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1797,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1798,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1799,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1800,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1801,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1802,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1803,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1804,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1805,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1806,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1807,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1808,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1809,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1810,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1811,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1812,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1813,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1814,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1815,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1816,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1817,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
1818,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1819,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1820,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1821,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1822,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Cropland
1823,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1824,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1825,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1826,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1827,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1828,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1829,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1830,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1831,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1832,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1833,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1834,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Cropland
1835,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
1836,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1837,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1838,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
1839,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1840,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1841,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1842,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1843,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1844,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1845,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1846,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1847,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1848,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1849,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1850,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1851,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1852,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1853,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1854,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1855,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1856,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1857,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1858,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1859,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1860,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1861,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
1862,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Cropland
1863,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Wetland
1864,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1865,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
1866,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Forest
1867,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
1868,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Wetland
1869,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1870,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1871,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
1872,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
1873,Bareland,Bareland,Water,Water,Water,NULL,NULL,Cropland
1874,Bareland,Bareland,Water,Water,Water,NULL,NULL,Wetland
1875,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
1876,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
1877,Bareland,Bareland,Water,Water,Water,NULL,NULL,Forest
1878,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1879,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1880,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1881,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1882,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1883,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1884,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1885,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1886,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1887,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1888,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1889,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1890,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1891,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1892,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1893,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1894,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1895,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1896,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1897,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1898,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1899,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1900,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1901,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1902,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
1903,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
1904,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
1905,Bareland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1906,Bareland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1907,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
1908,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
1909,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
1910,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1911,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1912,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1913,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Grassland
1914,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Bareland
1915,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Built-up
1916,Bareland,Built-up,Water,Non_Water,Water,NULL,NULL,Bareland
1917,Bareland,Built-up,Water,Water,Water,NULL,NULL,Wetland
1918,Bareland,Built-up,Water,Water,Water,NULL,NULL,Bareland
1919,Bareland,Built-up,Water,Water,Water,NULL,NULL,Water
1920,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1921,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1922,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1923,Bareland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1924,Bareland,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1925,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1926,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1927,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1928,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1929,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1930,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1931,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1932,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1933,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1934,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1935,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1936,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1937,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1938,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1939,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1940,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1941,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1942,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1943,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1944,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1945,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1946,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1947,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1948,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1949,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1950,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1951,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1952,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1953,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1954,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1955,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1956,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1957,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1958,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1959,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1960,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1961,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1962,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1963,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1964,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1965,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1966,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
1967,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1968,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1969,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1970,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1971,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1972,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1973,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1974,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1975,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1976,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
