Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NUG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NUG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NUG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NUG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NUG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NUG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NUG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NUG_M_R
2181,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2182,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2183,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2184,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2185,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2186,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2187,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2188,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2189,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2190,Water,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
2191,Water,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
2192,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2193,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
2194,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2195,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2196,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2197,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2198,Water,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2199,Water,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2200,Water,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2201,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
2202,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
2203,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
2204,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
2205,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
2206,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2207,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2208,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
2209,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2210,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
2211,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
2212,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Water
2213,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
2214,Water,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2215,Water,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
2216,Water,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2217,Water,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2218,Water,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2219,Water,Forest,Water,NULL,Water,NULL,NULL,Wetland
2220,Water,Forest,Water,NULL,Water,NULL,NULL,Water
2221,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
2222,Water,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
2223,Water,Forest,Water,Non_Water,Water,NULL,NULL,Bareland
2224,Water,Forest,Water,Non_Water,Water,NULL,NULL,Water
2225,Water,Forest,Water,Non_Water,Water,NULL,NULL,Forest
2226,Water,Forest,Water,Water,Water,NULL,NULL,Grassland
2227,Water,Forest,Water,Water,Water,NULL,NULL,Wetland
2228,Water,Forest,Water,Water,Water,NULL,NULL,Water
2229,Water,Forest,Water,Water,Water,NULL,NULL,Forest
2230,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2231,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2232,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2233,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2234,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2235,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
2236,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2237,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2238,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2239,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2240,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2241,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2242,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2243,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2244,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
2245,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
2246,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2247,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2248,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2249,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2250,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2251,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2252,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2253,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2254,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2255,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2256,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2257,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2258,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2259,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2260,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2261,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2262,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2263,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2264,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2265,Permanent_ice_and_snow,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
2266,Permanent_ice_and_snow,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2267,Permanent_ice_and_snow,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2268,Permanent_ice_and_snow,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2269,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2270,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2271,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2272,Permanent_ice_and_snow,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2273,Permanent_ice_and_snow,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
2274,Permanent_ice_and_snow,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
2275,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
2276,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
2277,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
2278,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2279,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2280,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2281,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Bareland
2282,Permanent_ice_and_snow,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
2283,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2284,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2285,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2286,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2287,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2288,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2289,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2290,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2291,Permanent_ice_and_snow,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2292,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2293,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2294,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2295,Permanent_ice_and_snow,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2296,Permanent_ice_and_snow,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2297,Permanent_ice_and_snow,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2298,Permanent_ice_and_snow,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
2299,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2300,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
2301,Permanent_ice_and_snow,Bareland,Water,Non_Water,Water,NULL,NULL,Water
2302,Permanent_ice_and_snow,Bareland,Water,Water,Water,NULL,NULL,Water
2303,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2304,Permanent_ice_and_snow,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
2305,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2306,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2307,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2308,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2309,Permanent_ice_and_snow,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2310,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2311,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2312,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2313,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2314,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2315,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2316,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2317,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2318,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2319,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2320,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2321,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2322,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2323,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2324,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2325,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2326,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2327,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2328,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2329,Permanent_ice_and_snow,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2330,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2331,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Water
2332,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
2333,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Water
2334,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Forest
2335,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Water
2336,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Forest
2337,Permanent_ice_and_snow,Water,Water,Non_Water,Water,NULL,NULL,Forest
2338,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Wetland
2339,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Bareland
2340,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Water
2341,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Forest
2342,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
2343,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2344,Permanent_ice_and_snow,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2345,Permanent_ice_and_snow,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2346,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
2347,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2348,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2349,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2350,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2351,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2352,Permanent_ice_and_snow,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2353,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2354,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2355,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2356,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2357,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2358,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
2359,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
2360,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
2361,Permanent_ice_and_snow,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2362,Permanent_ice_and_snow,Forest,Water,NULL,Water,NULL,NULL,Forest
2363,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2364,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2365,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2366,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2367,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2368,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2369,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2370,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2371,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2372,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
2373,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2374,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2375,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2376,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2377,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2378,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2379,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2380,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2381,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
2382,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2383,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2384,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2385,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2386,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2387,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2388,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2389,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2390,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2391,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2392,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2393,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2394,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2395,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2396,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2397,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2398,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2399,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2400,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2401,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2402,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2403,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2404,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2405,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2406,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2407,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2408,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2409,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2410,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2411,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2412,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2413,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2414,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
2415,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2416,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2417,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2418,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2419,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
2420,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2421,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2422,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2423,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
2424,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2425,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
2426,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2427,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
2428,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2429,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
2430,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2431,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
2432,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
2433,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
2434,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
2435,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
2436,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
2437,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2438,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2439,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
2440,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2441,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
2442,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
2443,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
2444,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
2445,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2446,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2447,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2448,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2449,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2450,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
2451,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
2452,Forest,NULL,Water,NULL,Water,NULL,NULL,Bareland
2453,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
2454,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
2455,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
2456,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
2457,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
2458,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
2459,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
2460,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
2461,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
2462,Forest,NULL,Water,Water,Water,NULL,NULL,Water
2463,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
2464,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2465,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2466,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2467,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2468,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2469,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
2470,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2471,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2472,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2473,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2474,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2475,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2476,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2477,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2478,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
2479,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
2480,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2481,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2482,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2483,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2484,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2485,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2486,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2487,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2488,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2489,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2490,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2491,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2492,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2493,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2494,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2495,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2496,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2497,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2498,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2499,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
