Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LQN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LQN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LQN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LQN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LQN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LQN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LQN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LQN_M_R
7099,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
7100,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
7101,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Forest,Forest
7102,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Forest
7103,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Forest
7104,Forest,Forest,NULL,Water,Non_Wetland,Forest,Grassland,Forest
7105,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
7106,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
7107,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
7108,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
7109,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
7110,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
7111,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
7112,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
7113,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
7114,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
7115,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7116,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7117,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7118,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
7119,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7120,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
7121,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
7122,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
7123,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
7124,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
7125,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
7126,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
7127,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
7128,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
7129,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Built-up
7130,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
7131,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
7132,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
7133,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
7134,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7135,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
7136,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
7137,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7138,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7139,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
7140,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7141,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
7142,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7143,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
7144,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
7145,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
7146,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
7147,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
7148,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
7149,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
7150,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
7151,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
7152,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
7153,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
7154,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7155,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
7156,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
7157,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7158,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
7159,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7160,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
7161,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
7162,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
7163,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7164,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
7165,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7166,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
7167,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
7168,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
7169,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
7170,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
7171,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
7172,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
7173,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
7174,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
7175,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
7176,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
7177,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Forest
7178,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
7179,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
7180,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
7181,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
7182,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
7183,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
7184,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
7185,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
7186,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
7187,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
7188,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
7189,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
7190,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
7191,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
7192,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
7193,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
7194,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
7195,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
7196,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
7197,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
7198,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
7199,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
7200,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
7201,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
7202,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Forest
7203,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
7204,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
7205,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
7206,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
7207,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
7208,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
7209,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
7210,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
7211,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
7212,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
7213,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Bareland
7214,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
7215,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Forest,Bareland
7216,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
7217,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
7218,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
7219,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
7220,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
7221,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
7222,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
7223,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
7224,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
7225,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7226,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7227,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7228,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
7229,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7230,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
7231,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
7232,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Wetland,NULL
7233,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
7234,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
7235,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
7236,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
7237,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
7238,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
7239,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
7240,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
7241,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
7242,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
7243,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7244,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
7245,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
7246,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7247,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7248,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
7249,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
7250,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
7251,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
7252,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7253,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Bareland
7254,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
7255,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7256,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
7257,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
7258,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
7259,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
7260,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
7261,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Built-up
7262,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
7263,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7264,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
7265,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
7266,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7267,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
7268,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7269,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7270,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
7271,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
7272,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
7273,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7274,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7275,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
7276,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
7277,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Cropland
7278,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
7279,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Built-up
7280,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
7281,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
7282,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Shrubland,Forest
7283,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
7284,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
7285,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
7286,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
7287,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Forest
7288,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
7289,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Bareland
7290,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
7291,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
7292,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
7293,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
7294,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
7295,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
7296,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
7297,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
7298,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Cropland
7299,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Wetland
7300,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
7301,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
7302,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
7303,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
7304,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
7305,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
7306,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
7307,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
7308,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
7309,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
7310,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
7311,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
7312,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7313,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
7314,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
7315,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
7316,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
7317,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
7318,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
7319,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Forest
7320,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
7321,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
7322,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
7323,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
7324,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
7325,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
7326,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
7327,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
7328,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
7329,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
7330,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
7331,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7332,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7333,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7334,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
7335,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7336,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
7337,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
7338,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
7339,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
7340,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
7341,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
7342,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
7343,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
7344,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
7345,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
7346,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7347,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
7348,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
7349,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7350,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7351,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
7352,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
7353,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
7354,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7355,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Bareland
7356,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
7357,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7358,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
7359,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
7360,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
7361,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
7362,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
7363,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
7364,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
7365,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
7366,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
7367,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
7368,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7369,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
7370,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7371,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7372,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
7373,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
7374,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7375,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
7376,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
7377,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
7378,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
7379,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
7380,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Shrubland,Forest
7381,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
7382,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
7383,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
7384,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
7385,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Forest
7386,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
7387,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
7388,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
7389,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
7390,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
7391,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
7392,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
7393,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
7394,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
7395,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
7396,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
7397,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
7398,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
7399,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
7400,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
7401,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7402,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
7403,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
7404,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
7405,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Forest
7406,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Grassland,Forest
7407,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Forest
7408,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
7409,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
7410,Forest,Forest,Wetland,NULL,Wetland,NULL,Shrubland,NULL
7411,Forest,Forest,Wetland,NULL,Wetland,NULL,Shrubland,Wetland
7412,Forest,Forest,Wetland,NULL,Wetland,NULL,Shrubland,Forest
7413,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Grassland
7414,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
7415,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
7416,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
7417,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
7418,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland,Forest
7419,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
7420,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
7421,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,NULL
