Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LHP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LHP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LHP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LHP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LHP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LHP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LHP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LHP_M_R
9099,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
9100,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
9101,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
9102,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
9103,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
9104,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
9105,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
9106,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
9107,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
9108,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
9109,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
9110,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
9111,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
9112,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
9113,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
9114,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
9115,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
9116,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
9117,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
9118,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
9119,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
9120,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
9121,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
9122,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
9123,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
9124,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
9125,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
9126,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,NULL
9127,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
9128,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
9129,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
9130,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
9131,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
9132,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
9133,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
9134,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Water
9135,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
9136,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
9137,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
9138,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
9139,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
9140,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
9141,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
9142,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
9143,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
9144,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
9145,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
9146,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Bareland
9147,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
9148,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
9149,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
9150,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
9151,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
9152,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9153,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
9154,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
9155,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
9156,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
9157,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
9158,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
9159,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
9160,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
9161,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
9162,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
9163,Forest,NULL,NULL,NULL,Non_Wetland,Water,NULL,Water
9164,Forest,NULL,NULL,NULL,Non_Wetland,Water,NULL,Forest
9165,Forest,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
9166,Forest,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Water
9167,Forest,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
9168,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
9169,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
9170,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Grassland
9171,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Water
9172,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
9173,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
9174,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
9175,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
9176,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
9177,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
9178,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
9179,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
9180,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
9181,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
9182,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
9183,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
9184,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
9185,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
9186,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
9187,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
9188,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
9189,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
9190,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Forest
9191,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
9192,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9193,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
9194,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
9195,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,NULL
9196,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
9197,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
9198,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
9199,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Forest,Forest
9200,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Water
9201,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,NULL
9202,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Water
9203,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
9204,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
9205,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Grassland
9206,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
9207,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Forest,Forest
9208,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Shrubland,Grassland
9209,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
9210,Forest,NULL,NULL,Water,Non_Wetland,Forest,Shrubland,Forest
9211,Forest,NULL,NULL,Water,Non_Wetland,Forest,Water,Forest
9212,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
9213,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
9214,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
9215,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
9216,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
9217,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
9218,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9219,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
9220,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
9221,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
9222,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
9223,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
9224,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
9225,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
9226,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
9227,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
9228,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
9229,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
9230,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
9231,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
9232,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
9233,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
9234,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
9235,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
9236,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
9237,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9238,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
9239,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
9240,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
9241,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
9242,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9243,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9244,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
9245,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
9246,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
9247,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
9248,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9249,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
9250,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9251,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
9252,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
9253,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
9254,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9255,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
9256,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
9257,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
9258,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Bareland
9259,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
9260,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
9261,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
9262,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
9263,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
9264,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
9265,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
9266,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
9267,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
9268,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
9269,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
9270,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
9271,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
9272,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
9273,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
9274,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
9275,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
9276,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
9277,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
9278,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
9279,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
9280,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9281,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
9282,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
9283,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
9284,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
9285,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
9286,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9287,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9288,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
9289,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
9290,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
9291,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9292,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
9293,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
9294,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
9295,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9296,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
9297,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
9298,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
9299,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
9300,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
9301,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
9302,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
9303,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
9304,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
9305,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
9306,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
9307,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
9308,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
9309,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
9310,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
9311,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
9312,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
9313,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
9314,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
9315,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
9316,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
9317,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
9318,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
9319,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
9320,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
9321,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
9322,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
9323,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
9324,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
9325,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
9326,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Built-up
9327,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
9328,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
9329,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
9330,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9331,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
9332,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
9333,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9334,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
9335,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
9336,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
9337,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
9338,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
9339,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
9340,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
9341,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
9342,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
9343,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
9344,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
9345,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
9346,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9347,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
9348,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
9349,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
9350,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
9351,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
9352,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
9353,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9354,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
9355,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
9356,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
9357,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
9358,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
9359,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
9360,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
9361,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
9362,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
9363,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9364,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
9365,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
9366,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
9367,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
9368,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
9369,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
9370,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
9371,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
9372,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
9373,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
9374,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
9375,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
9376,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
9377,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
9378,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
9379,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
9380,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
9381,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
9382,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
9383,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
9384,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
9385,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
9386,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
9387,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
9388,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
9389,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
9390,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
9391,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
9392,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
9393,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
9394,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
9395,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
9396,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
9397,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
9398,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
9399,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
9400,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
9401,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
9402,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
9403,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
9404,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
9405,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
9406,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
9407,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
9408,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
9409,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
9410,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
9411,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
9412,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
9413,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
9414,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
9415,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
9416,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
9417,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
9418,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
9419,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
9420,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,NULL
