Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KEG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KEG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KEG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KEG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KEG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KEG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KEG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KEG_M_R
18453,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
18454,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
18455,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
18456,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
18457,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
18458,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
18459,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
18460,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
18461,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
18462,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
18463,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
18464,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
18465,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
18466,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
18467,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
18468,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
18469,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
18470,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
18471,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
18472,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
18473,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
18474,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
18475,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
18476,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Bareland
18477,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Built-up
18478,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
18479,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
18480,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
18481,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
18482,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
18483,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
18484,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
18485,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
18486,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
18487,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
18488,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
18489,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
18490,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
18491,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
18492,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
18493,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
18494,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
18495,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
18496,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
18497,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
18498,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
18499,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
18500,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
18501,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
18502,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
18503,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
18504,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
18505,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
18506,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Cropland
18507,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
18508,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
18509,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
18510,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
18511,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
18512,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
18513,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
18514,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
18515,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
18516,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
18517,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
18518,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
18519,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
18520,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
18521,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
18522,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
18523,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
18524,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
18525,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
18526,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
18527,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
18528,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
18529,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
18530,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
18531,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
18532,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Cropland
18533,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
18534,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
18535,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
18536,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
18537,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
18538,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
18539,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
18540,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
18541,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
18542,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
18543,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
18544,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
18545,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
18546,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
18547,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
18548,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Wetland
18549,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
18550,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
18551,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
18552,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
18553,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
18554,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
18555,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
18556,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
18557,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Forest
18558,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
18559,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
18560,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
18561,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
18562,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Built-up
18563,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Water
18564,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
18565,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
18566,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
18567,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
18568,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Built-up
18569,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
18570,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
18571,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
18572,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
18573,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
18574,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
18575,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
18576,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Cropland
18577,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Water
18578,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
18579,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
18580,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
18581,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
18582,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Water
18583,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
18584,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
18585,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
18586,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
18587,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Built-up
18588,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
18589,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
18590,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
18591,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
18592,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
18593,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
18594,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
18595,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
18596,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
18597,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,NULL
18598,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
18599,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
18600,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
18601,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
18602,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
18603,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
18604,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
18605,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
18606,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
18607,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
18608,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
18609,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
18610,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
18611,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
18612,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
18613,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
18614,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
18615,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
18616,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
18617,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
18618,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
18619,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
18620,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
18621,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
18622,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
18623,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,NULL
18624,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
18625,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
18626,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,NULL
18627,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
18628,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
18629,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
18630,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
18631,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
18632,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
18633,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
18634,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
18635,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
18636,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
18637,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
18638,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
18639,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
18640,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,NULL
18641,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
18642,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
18643,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
18644,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
18645,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Wetland
18646,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Water
18647,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Forest
18648,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
18649,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
18650,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
18651,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
18652,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Wetland
18653,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Forest
18654,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
18655,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
18656,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
18657,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,NULL
18658,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
18659,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
18660,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
18661,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
18662,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Wetland
18663,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
18664,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
18665,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
18666,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
18667,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
18668,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
18669,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Water,Forest
18670,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
18671,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,NULL,Forest
18672,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
18673,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
18674,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Forest
18675,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
18676,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Forest,Forest
18677,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Water
18678,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Forest
18679,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
18680,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Grassland,Cropland
18681,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Forest,Grassland
18682,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,NULL,Forest
18683,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
18684,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
18685,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
18686,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
18687,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Forest,Forest
18688,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
18689,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,NULL,Wetland
18690,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,NULL,Forest
18691,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Wetland
18692,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Forest,Forest
18693,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,NULL,Water
18694,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,NULL,Forest
18695,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Shrubland,Forest
18696,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Grassland,Forest
18697,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Wetland,Forest
18698,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Water,Forest
18699,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
18700,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
18701,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
18702,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
18703,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
18704,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
18705,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
18706,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
18707,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Cropland
18708,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
18709,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
18710,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
18711,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
18712,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
18713,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
18714,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
18715,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
18716,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
18717,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
18718,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
18719,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
18720,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
18721,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
18722,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
18723,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
18724,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
18725,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
18726,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
18727,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
18728,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
18729,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
18730,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
18731,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
18732,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
18733,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
18734,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
18735,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
18736,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
18737,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
18738,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
18739,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
18740,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Water
18741,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
18742,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
18743,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
18744,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
18745,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
18746,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
18747,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
18748,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
18749,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
18750,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
18751,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Built-up
18752,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
18753,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
18754,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
18755,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
18756,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
18757,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
18758,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
18759,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
18760,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Water
18761,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Forest
18762,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
18763,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
18764,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
18765,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Wetland
18766,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
18767,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
18768,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Water
18769,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
18770,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
18771,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
18772,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
