Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NDE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NDE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NDE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NDE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NDE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NDE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NDE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NDE_M_R
1066,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1067,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1068,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1069,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
1070,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1071,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1072,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1073,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1074,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1075,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1076,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1077,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1078,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1079,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1080,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1081,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1082,Forest,Wetland,Water,NULL,Water,NULL,NULL,NULL
1083,Forest,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1084,Forest,Wetland,Water,NULL,Water,NULL,NULL,Wetland
1085,Forest,Wetland,Water,NULL,Water,NULL,NULL,Water
1086,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
1087,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1088,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1089,Forest,Wetland,Water,Water,Water,NULL,NULL,Grassland
1090,Forest,Wetland,Water,Water,Water,NULL,NULL,Wetland
1091,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
1092,Forest,Wetland,Water,Water,Water,NULL,NULL,Forest
1093,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1094,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1095,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1096,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1097,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1098,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1099,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1100,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1101,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1102,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1103,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1104,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1105,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1106,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1107,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1108,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1109,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1110,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1111,Forest,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1112,Forest,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1113,Forest,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1114,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1115,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1116,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1117,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1118,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1119,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1120,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1121,Forest,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1122,Forest,Bareland,Water,NULL,Water,NULL,NULL,Grassland
1123,Forest,Bareland,Water,NULL,Water,NULL,NULL,Forest
1124,Forest,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
1125,Forest,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1126,Forest,Bareland,Water,Water,Water,NULL,NULL,Grassland
1127,Forest,Bareland,Water,Water,Water,NULL,NULL,Bareland
1128,Forest,Bareland,Water,Water,Water,NULL,NULL,Water
1129,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1130,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1131,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1132,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1133,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1134,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1135,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1136,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1137,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1138,Forest,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1139,Forest,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1140,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1141,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1142,Forest,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
1143,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1144,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1145,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1146,Forest,Built-up,Water,NULL,Water,NULL,NULL,Forest
1147,Forest,Built-up,Water,Non_Water,Water,NULL,NULL,Grassland
1148,Forest,Built-up,Water,Water,Water,NULL,NULL,Grassland
1149,Forest,Built-up,Water,Water,Water,NULL,NULL,Forest
1150,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1151,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1152,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1153,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1154,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1155,Forest,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1156,Forest,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
1157,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1158,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1159,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1160,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1161,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1162,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1163,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1164,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1165,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1166,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1167,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1168,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1169,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1170,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1171,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1172,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1173,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1174,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1175,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1176,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1177,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1178,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1179,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1180,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1181,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1182,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1183,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1184,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1185,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1186,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1187,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1188,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1189,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1190,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1191,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1192,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1193,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1194,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1195,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1196,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1197,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1198,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1199,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1200,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1201,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1202,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
1203,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1204,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1205,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1206,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1207,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
1208,Forest,Water,Water,NULL,Water,NULL,NULL,Wetland
1209,Forest,Water,Water,NULL,Water,NULL,NULL,Water
1210,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
1211,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1212,Forest,Water,Water,Non_Water,Water,NULL,NULL,Wetland
1213,Forest,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1214,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
1215,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
1216,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
1217,Forest,Water,Water,Water,Water,NULL,NULL,Wetland
1218,Forest,Water,Water,Water,Water,NULL,NULL,Bareland
1219,Forest,Water,Water,Water,Water,NULL,NULL,Water
1220,Forest,Water,Water,Water,Water,NULL,NULL,Forest
1221,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1222,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1223,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1224,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1225,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1226,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1227,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1228,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1229,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1230,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1231,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1232,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1233,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1234,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1235,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1236,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1237,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1238,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1239,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1240,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1241,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1242,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
1243,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
1244,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1245,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1246,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1247,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1248,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1249,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1250,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1251,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1252,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1253,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1254,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1255,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1256,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1257,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1258,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1259,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1260,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1261,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1262,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1263,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1264,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1265,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1266,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1267,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1268,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1269,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1270,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1271,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1272,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1273,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1274,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
1275,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1276,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1277,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1278,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1279,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1280,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1281,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
1282,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1283,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1284,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1285,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1286,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1287,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1288,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1289,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1290,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1291,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1292,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1293,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1294,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,NULL
1295,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1296,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
1297,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
1298,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1299,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1300,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1301,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1302,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1303,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1304,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1305,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1306,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1307,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
1308,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1309,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1310,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1311,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1312,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1313,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1314,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Water
1315,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1316,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
1317,Forest,Forest,Water,NULL,Water,NULL,NULL,Wetland
1318,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
1319,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
1320,Forest,Forest,Water,Non_Water,Water,NULL,NULL,NULL
1321,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1322,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
1323,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Water
1324,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1325,Forest,Forest,Water,Water,Water,NULL,NULL,Grassland
1326,Forest,Forest,Water,Water,Water,NULL,NULL,Wetland
1327,Forest,Forest,Water,Water,Water,NULL,NULL,Bareland
1328,Forest,Forest,Water,Water,Water,NULL,NULL,Water
1329,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
1330,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1331,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1332,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1333,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1334,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1335,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1336,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1337,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1338,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1339,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1340,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1341,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1342,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1343,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1344,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
