Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LZQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LZQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LZQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LZQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LZQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18LZQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18LZQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LZQ_M_R
2931,Forest,NULL,Water,Non_Water,Water,Grassland,Forest,Grassland
2932,Forest,NULL,Water,Non_Water,Water,Grassland,Forest,Water
2933,Forest,NULL,Water,Non_Water,Water,Grassland,Forest,Forest
2934,Forest,NULL,Water,Non_Water,Water,Water,Water,Water
2935,Forest,NULL,Water,Non_Water,Water,Forest,Water,Forest
2936,Forest,NULL,Water,Water,Water,Grassland,Grassland,Grassland
2937,Forest,NULL,Water,Water,Water,Grassland,Grassland,Forest
2938,Forest,NULL,Water,Water,Water,Grassland,Forest,Grassland
2939,Forest,NULL,Water,Water,Water,Grassland,Forest,Bareland
2940,Forest,NULL,Water,Water,Water,Grassland,Forest,Water
2941,Forest,NULL,Water,Water,Water,Bareland,Forest,Bareland
2942,Forest,NULL,Water,Water,Water,Built-up,Water,Forest
2943,Forest,NULL,Water,Water,Water,Water,Wetland,Bareland
2944,Forest,NULL,Water,Water,Water,Water,Water,Water
2945,Forest,NULL,Water,Water,Water,Water,Forest,Grassland
2946,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2947,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2948,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2949,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
2950,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
2951,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2952,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2953,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2954,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
2955,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2956,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2957,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2958,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2959,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2960,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
2961,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2962,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2963,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2964,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2965,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2966,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2967,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2968,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
2969,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
2970,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
2971,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
2972,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2973,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Water
2974,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2975,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
2976,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
2977,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
2978,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Bareland
2979,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
2980,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2981,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2982,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
2983,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
2984,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2985,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2986,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2987,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2988,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2989,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2990,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
2991,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Forest
2992,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
2993,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
2994,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
2995,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
2996,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
2997,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
2998,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
2999,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
3000,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
3001,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Bareland,Forest
3002,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Grassland
3003,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Water
3004,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Forest
3005,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Forest
3006,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Water,Water
3007,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Water,Forest
3008,Forest,NULL,Forest,Water,Non_Wetland,Water,Grassland,Water
3009,Forest,NULL,Forest,Water,Non_Wetland,Water,Bareland,Bareland
3010,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3011,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3012,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
3013,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3014,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3015,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3016,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3017,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3018,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
3019,Forest,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
3020,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
3021,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
3022,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3023,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3024,Forest,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland,Forest,Grassland
3025,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3026,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
3027,Forest,Cropland,Built-up,Non_Water,Non_Wetland,Grassland,Forest,Grassland
3028,Forest,Cropland,Water,NULL,Water,Grassland,Forest,Grassland
3029,Forest,Cropland,Water,NULL,Water,Grassland,Forest,Forest
3030,Forest,Cropland,Water,NULL,Water,Water,Water,Bareland
3031,Forest,Cropland,Water,NULL,Water,Water,Forest,Water
3032,Forest,Cropland,Water,Water,Water,Bareland,Forest,Water
3033,Forest,Cropland,Water,Water,Water,Built-up,Water,Water
3034,Forest,Cropland,Water,Water,Water,Built-up,Forest,Water
3035,Forest,Cropland,Water,Water,Water,Water,Forest,Bareland
3036,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3037,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3038,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
3039,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3040,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3041,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
3042,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3043,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
3044,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Water,Water
3045,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3046,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3047,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3048,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
3049,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
3050,Forest,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Forest,Grassland
3051,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
3052,Forest,Cropland,Forest,Water,Non_Wetland,Grassland,Forest,Water
3053,Forest,Cropland,Forest,Water,Non_Wetland,Grassland,Forest,Forest
3054,Forest,Cropland,Forest,Water,Non_Wetland,Bareland,Forest,Bareland
3055,Forest,Cropland,Forest,Water,Non_Wetland,Forest,Forest,Forest
3056,Forest,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Forest,Bareland
3057,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
3058,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
3059,Forest,Bareland,Shrubland,Water,Non_Wetland,Water,Water,Bareland
3060,Forest,Bareland,Grassland,Non_Water,Non_Wetland,Water,Forest,Grassland
3061,Forest,Bareland,Grassland,Non_Water,Non_Wetland,Water,Forest,Bareland
3062,Forest,Bareland,Wetland,Water,Wetland,Water,Water,Water
3063,Forest,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Wetland,Bareland
3064,Forest,Bareland,Bareland,Non_Water,Non_Wetland,Water,Forest,Grassland
3065,Forest,Bareland,Bareland,Water,Non_Wetland,Water,Water,Water
3066,Forest,Bareland,Bareland,Water,Non_Wetland,Water,Forest,Bareland
3067,Forest,Bareland,Built-up,Non_Water,Non_Wetland,Water,Wetland,Grassland
3068,Forest,Bareland,Built-up,Non_Water,Non_Wetland,Water,Wetland,Bareland
3069,Forest,Bareland,Water,NULL,Water,Water,Forest,Water
3070,Forest,Bareland,Water,Water,Water,Grassland,Wetland,Water
3071,Forest,Bareland,Water,Water,Water,Bareland,Wetland,Water
3072,Forest,Bareland,Water,Water,Water,Bareland,Water,Bareland
3073,Forest,Bareland,Water,Water,Water,Bareland,Forest,Bareland
3074,Forest,Bareland,Water,Water,Water,Water,Grassland,Forest
3075,Forest,Bareland,Water,Water,Water,Water,Wetland,Bareland
3076,Forest,Bareland,Water,Water,Water,Water,Wetland,Water
3077,Forest,Bareland,Water,Water,Water,Water,Water,Bareland
3078,Forest,Bareland,Water,Water,Water,Water,Water,Water
3079,Forest,Bareland,Water,Water,Water,Water,Forest,Water
3080,Forest,Bareland,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
3081,Forest,Bareland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3082,Forest,Bareland,Forest,NULL,Non_Wetland,Water,Forest,Bareland
3083,Forest,Bareland,Forest,Water,Non_Wetland,Grassland,Wetland,Water
3084,Forest,Bareland,Forest,Water,Non_Wetland,Bareland,Grassland,Water
3085,Forest,Bareland,Forest,Water,Non_Wetland,Bareland,Water,Water
3086,Forest,Bareland,Forest,Water,Non_Wetland,Bareland,Forest,Water
3087,Forest,Bareland,Forest,Water,Non_Wetland,Water,Wetland,Water
3088,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3089,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3090,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3091,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3092,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
3093,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
3094,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Water,Forest
3095,Forest,Built-up,NULL,NULL,Non_Wetland,Water,Water,Bareland
3096,Forest,Built-up,NULL,NULL,Non_Wetland,Water,Forest,Forest
3097,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3098,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
3099,Forest,Built-up,NULL,Water,Non_Wetland,Built-up,Water,Water
3100,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3101,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
3102,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Bareland,Bareland
3103,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3104,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3105,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3106,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3107,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
3108,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3109,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
3110,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3111,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3112,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3113,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
3114,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
3115,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3116,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
3117,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
3118,Forest,Built-up,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
3119,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,Built-up,Forest
3120,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Built-up,Grassland,Grassland
3121,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Built-up,Wetland,Grassland
3122,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
3123,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Built-up,Built-up,Water
3124,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Built-up,Built-up,Forest
3125,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
3126,Forest,Built-up,Bareland,Water,Non_Wetland,Forest,Forest,Water
3127,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3128,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
3129,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
3130,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
3131,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
3132,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
3133,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
3134,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
3135,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
3136,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
3137,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
3138,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
3139,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
3140,Forest,Built-up,Water,NULL,Water,Grassland,Water,Water
3141,Forest,Built-up,Water,NULL,Water,Built-up,Grassland,Water
3142,Forest,Built-up,Water,Non_Water,Water,Built-up,Built-up,Water
3143,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3144,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3145,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3146,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
3147,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3148,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
3149,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
3150,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
3151,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
3152,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Water,Forest
3153,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3154,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3155,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3156,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3157,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
3158,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
3159,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
3160,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
3161,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
3162,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
3163,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
3164,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
3165,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
3166,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Water,Forest
3167,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
3168,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3169,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Bareland,Forest
3170,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Forest,Forest
3171,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3172,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
3173,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3174,Forest,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Forest
3175,Forest,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
3176,Forest,Built-up,Forest,Water,Non_Wetland,Grassland,Bareland,Forest
3177,Forest,Built-up,Forest,Water,Non_Wetland,Grassland,Forest,Forest
3178,Forest,Built-up,Forest,Water,Non_Wetland,Built-up,Built-up,Forest
3179,Forest,Built-up,Forest,Water,Non_Wetland,Water,Forest,Water
3180,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
3181,Forest,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Water
3182,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3183,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
3184,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
3185,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Water
3186,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3187,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3188,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3189,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3190,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
3191,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Bareland
3192,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Water
3193,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
3194,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3195,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
3196,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Water
3197,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3198,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
3199,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
3200,Forest,Water,NULL,NULL,Non_Wetland,Built-up,Water,Water
3201,Forest,Water,NULL,NULL,Non_Wetland,Built-up,Water,Forest
3202,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
3203,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
3204,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
3205,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
3206,Forest,Water,NULL,NULL,Non_Wetland,Water,Bareland,Forest
3207,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
3208,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
3209,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
3210,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
3211,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
3212,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Bareland
3213,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
3214,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
3215,Forest,Water,NULL,NULL,Non_Wetland,Forest,NULL,Water
3216,Forest,Water,NULL,NULL,Non_Wetland,Forest,NULL,Forest
3217,Forest,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3218,Forest,Water,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
3219,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
3220,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
3221,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Bareland
3222,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
3223,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3224,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
3225,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
3226,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
3227,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Water
3228,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
3229,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3230,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
3231,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
3232,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Forest,Water
3233,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
3234,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Forest,Forest
3235,Forest,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Water
3236,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Water
3237,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
3238,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
3239,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
3240,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
3241,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
3242,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Bareland
3243,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
3244,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
3245,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,NULL,Water
3246,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
3247,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Water
3248,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
3249,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
3250,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
3251,Forest,Water,NULL,Water,Non_Wetland,NULL,Grassland,Water
3252,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Forest
3253,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
3254,Forest,Water,NULL,Water,Non_Wetland,NULL,Forest,Water
3255,Forest,Water,NULL,Water,Non_Wetland,NULL,Forest,Forest
3256,Forest,Water,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
3257,Forest,Water,NULL,Water,Non_Wetland,Grassland,Water,Water
3258,Forest,Water,NULL,Water,Non_Wetland,Grassland,Water,Forest
3259,Forest,Water,NULL,Water,Non_Wetland,Grassland,Forest,Water
3260,Forest,Water,NULL,Water,Non_Wetland,Grassland,Forest,Forest
3261,Forest,Water,NULL,Water,Non_Wetland,Bareland,Forest,Forest
3262,Forest,Water,NULL,Water,Non_Wetland,Built-up,Forest,Forest
3263,Forest,Water,NULL,Water,Non_Wetland,Water,NULL,Water
3264,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
3265,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Bareland
3266,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
3267,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
3268,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Water
3269,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
3270,Forest,Water,NULL,Water,Non_Wetland,Forest,NULL,Water
3271,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Water
3272,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
3273,Forest,Water,NULL,Water,Non_Wetland,Forest,Forest,Water
