Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KWS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KWS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KWS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KWS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KWS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KWS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KWS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KWS_M_R
12603,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
12604,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
12605,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
12606,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
12607,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
12608,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
12609,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
12610,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,NULL
12611,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
12612,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
12613,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
12614,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
12615,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
12616,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
12617,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
12618,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
12619,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12620,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12621,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
12622,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12623,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
12624,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12625,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
12626,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
12627,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
12628,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
12629,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Water,Bareland
12630,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
12631,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
12632,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
12633,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
12634,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
12635,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
12636,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
12637,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
12638,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
12639,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
12640,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12641,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
12642,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
12643,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
12644,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
12645,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
12646,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
12647,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
12648,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
12649,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
12650,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
12651,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
12652,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
12653,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
12654,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
12655,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
12656,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
12657,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
12658,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Built-up
12659,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
12660,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
12661,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
12662,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
12663,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
12664,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Wetland,Forest
12665,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,NULL
12666,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
12667,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
12668,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
12669,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
12670,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
12671,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Cropland
12672,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
12673,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
12674,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
12675,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
12676,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
12677,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
12678,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
12679,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
12680,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
12681,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
12682,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
12683,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
12684,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
12685,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
12686,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
12687,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
12688,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
12689,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
12690,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
12691,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
12692,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
12693,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
12694,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
12695,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
12696,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
12697,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
12698,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
12699,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
12700,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
12701,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Water
12702,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Forest
12703,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
12704,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
12705,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
12706,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
12707,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
12708,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
12709,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Water
12710,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Forest
12711,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Bareland
12712,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
12713,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
12714,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Bareland
12715,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Water
12716,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
12717,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,NULL
12718,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
12719,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
12720,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
12721,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
12722,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
12723,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
12724,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
12725,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
12726,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
12727,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
12728,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
12729,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Water
12730,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
12731,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
12732,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Water
12733,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
12734,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
12735,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
12736,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Water
12737,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
12738,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
12739,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
12740,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
12741,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12742,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
12743,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
12744,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Forest,Bareland
12745,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Forest,Forest
12746,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
12747,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
12748,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
12749,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
12750,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
12751,Forest,Forest,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
12752,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Forest,Forest
12753,Forest,Forest,NULL,Water,Non_Wetland,Forest,Grassland,Forest
12754,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Forest
12755,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
12756,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
12757,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
12758,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
12759,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
12760,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
12761,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
12762,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
12763,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
12764,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
12765,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
12766,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
12767,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
12768,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
12769,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
12770,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
12771,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
12772,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
12773,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
12774,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
12775,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
12776,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
12777,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
12778,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
12779,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
12780,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12781,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12782,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
12783,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12784,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
12785,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12786,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
12787,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
12788,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
12789,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
12790,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
12791,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
12792,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
12793,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
12794,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
12795,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
12796,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
12797,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
12798,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
12799,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
12800,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
12801,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
12802,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
12803,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12804,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
12805,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
12806,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
12807,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12808,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
12809,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
12810,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
12811,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
12812,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
12813,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
12814,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
12815,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
12816,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
12817,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
12818,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
12819,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
12820,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
12821,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
12822,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
12823,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
12824,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
12825,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
12826,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,NULL
12827,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
12828,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
12829,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
12830,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
12831,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
12832,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
12833,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
12834,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
12835,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
12836,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
12837,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
12838,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
12839,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
12840,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
12841,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
12842,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
12843,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
12844,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
12845,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
12846,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
12847,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
12848,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
12849,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
12850,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12851,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
12852,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
12853,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
12854,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
12855,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
12856,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
12857,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
12858,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
12859,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
12860,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
12861,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
12862,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
12863,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
12864,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
12865,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Bareland
12866,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
12867,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
12868,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
12869,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
12870,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
12871,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
12872,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
12873,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
12874,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
12875,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
12876,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
12877,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
12878,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
12879,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Cropland
12880,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
12881,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
12882,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
12883,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
12884,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
12885,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
12886,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
12887,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
12888,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
12889,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
12890,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12891,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
12892,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Water,NULL
12893,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
12894,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Bareland,Forest
12895,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
12896,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
12897,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Water,Forest
12898,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
12899,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
12900,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
12901,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
12902,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
12903,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
12904,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
12905,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
12906,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
12907,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
12908,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
12909,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
12910,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
12911,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
12912,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
12913,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
12914,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Cropland
12915,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
12916,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
12917,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
12918,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
12919,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12920,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12921,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
12922,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12923,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
12924,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12925,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
12926,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Wetland,NULL
12927,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
12928,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
12929,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
