Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LFD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LFD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LFD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LFD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LFD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LFD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LFD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LFD_M_R
2315,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2316,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2317,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2318,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2319,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
2320,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
2321,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2322,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2323,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2324,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2325,Permanent_ice_and_snow,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2326,Permanent_ice_and_snow,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2327,Permanent_ice_and_snow,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2328,Permanent_ice_and_snow,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2329,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2330,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2331,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2332,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2333,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2334,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2335,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2336,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2337,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2338,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2339,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2340,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2341,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
2342,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2343,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2344,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2345,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2346,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2347,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2348,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2349,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
2350,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2351,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
2352,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
2353,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2354,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2355,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2356,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2357,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2358,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2359,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2360,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2361,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2362,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2363,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2364,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2365,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2366,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2367,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
2368,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2369,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2370,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2371,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2372,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2373,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2374,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2375,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2376,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2377,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2378,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2379,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
2380,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2381,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2382,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2383,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2384,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2385,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2386,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
2387,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2388,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2389,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2390,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2391,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2392,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2393,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2394,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2395,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
2396,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2397,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2398,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2399,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
2400,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
2401,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2402,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2403,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2404,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
2405,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2406,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
2407,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
2408,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
2409,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
2410,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
2411,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
2412,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2413,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2414,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2415,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2416,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2417,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
2418,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2419,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
2420,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
2421,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
2422,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
2423,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
2424,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
2425,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
2426,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
2427,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
2428,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
2429,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
2430,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2431,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2432,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2433,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
2434,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2435,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
2436,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2437,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2438,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2439,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2440,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2441,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2442,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2443,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2444,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
2445,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2446,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2447,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2448,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2449,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2450,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2451,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2452,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2453,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
2454,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2455,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
2456,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2457,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
2458,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Forest
2459,Forest,NULL,Water,NULL,Water,NULL,NULL,Bareland
2460,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
2461,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
2462,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
2463,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
2464,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
2465,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
2466,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
2467,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
2468,Forest,NULL,Water,Water,Water,NULL,NULL,Bareland
2469,Forest,NULL,Water,Water,Water,NULL,NULL,Water
2470,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
2471,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2472,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2473,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2474,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2475,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2476,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2477,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
2478,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2479,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2480,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2481,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2482,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2483,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2484,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2485,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2486,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2487,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
2488,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
2489,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2490,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2491,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2492,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2493,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
2494,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2495,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2496,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2497,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2498,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2499,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2500,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
2501,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2502,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2503,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2504,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2505,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2506,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2507,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2508,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2509,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2510,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2511,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2512,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2513,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2514,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2515,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2516,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2517,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2518,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2519,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
2520,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2521,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2522,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2523,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2524,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2525,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2526,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2527,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
2528,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
2529,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
2530,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
2531,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
2532,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
2533,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2534,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2535,Forest,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2536,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2537,Forest,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2538,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Water
2539,Forest,Cropland,Water,Water,Water,NULL,NULL,Water
2540,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2541,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2542,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2543,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2544,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2545,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2546,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2547,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2548,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2549,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2550,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2551,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2552,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2553,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2554,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
2555,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
2556,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2557,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2558,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2559,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2560,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
2561,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2562,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2563,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2564,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
2565,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Forest
2566,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2567,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2568,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2569,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2570,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2571,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2572,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2573,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2574,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2575,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2576,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2577,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2578,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2579,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2580,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2581,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2582,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2583,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2584,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2585,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2586,Forest,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
2587,Forest,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2588,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2589,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
2590,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
2591,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2592,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2593,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
2594,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
2595,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2596,Forest,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2597,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Bareland
2598,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
2599,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2600,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2601,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2602,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2603,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2604,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2605,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2606,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2607,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2608,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2609,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2610,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2611,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2612,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
2613,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
2614,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2615,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2616,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2617,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2618,Forest,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2619,Forest,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2620,Forest,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2621,Forest,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2622,Forest,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
2623,Forest,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Forest
2624,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2625,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2626,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2627,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2628,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2629,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2630,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2631,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2632,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2633,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2634,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2635,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2636,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2637,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2638,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2639,Forest,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2640,Forest,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2641,Forest,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2642,Forest,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2643,Forest,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
2644,Forest,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2645,Forest,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2646,Forest,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2647,Forest,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2648,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
2649,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
