Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MQB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MQB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MQB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MQB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MQB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MQB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MQB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MQB_M_R
11706,Water,Built-up,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
11707,Water,Built-up,NULL,Water,Non_Wetland,Bareland,Grassland,Water
11708,Water,Built-up,NULL,Water,Non_Wetland,Bareland,Wetland,Forest
11709,Water,Built-up,NULL,Water,Non_Wetland,Bareland,Water,Grassland
11710,Water,Built-up,NULL,Water,Non_Wetland,Bareland,Forest,Grassland
11711,Water,Built-up,NULL,Water,Non_Wetland,Water,Wetland,Grassland
11712,Water,Built-up,NULL,Water,Non_Wetland,Water,Bareland,Grassland
11713,Water,Built-up,NULL,Water,Non_Wetland,Water,Bareland,Water
11714,Water,Built-up,NULL,Water,Non_Wetland,Water,Water,Water
11715,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
11716,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11717,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
11718,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
11719,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
11720,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
11721,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
11722,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
11723,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
11724,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
11725,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Water
11726,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
11727,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
11728,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
11729,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
11730,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
11731,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
11732,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
11733,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
11734,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
11735,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
11736,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
11737,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
11738,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
11739,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
11740,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
11741,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
11742,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
11743,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Built-up,Grassland
11744,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Water
11745,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Forest
11746,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
11747,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
11748,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
11749,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
11750,Water,Built-up,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
11751,Water,Built-up,Shrubland,Water,Non_Wetland,Grassland,Water,Water
11752,Water,Built-up,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
11753,Water,Built-up,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
11754,Water,Built-up,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
11755,Water,Built-up,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
11756,Water,Built-up,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
11757,Water,Built-up,Shrubland,Water,Non_Wetland,Wetland,Bareland,Grassland
11758,Water,Built-up,Shrubland,Water,Non_Wetland,Wetland,Bareland,Forest
11759,Water,Built-up,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
11760,Water,Built-up,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
11761,Water,Built-up,Shrubland,Water,Non_Wetland,Wetland,Water,Water
11762,Water,Built-up,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
11763,Water,Built-up,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
11764,Water,Built-up,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
11765,Water,Built-up,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
11766,Water,Built-up,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
11767,Water,Built-up,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
11768,Water,Built-up,Shrubland,Water,Non_Wetland,Bareland,Water,Water
11769,Water,Built-up,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
11770,Water,Built-up,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
11771,Water,Built-up,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
11772,Water,Built-up,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
11773,Water,Built-up,Shrubland,Water,Non_Wetland,Water,Bareland,Grassland
11774,Water,Built-up,Shrubland,Water,Non_Wetland,Water,Bareland,Bareland
11775,Water,Built-up,Shrubland,Water,Non_Wetland,Water,Bareland,Forest
11776,Water,Built-up,Shrubland,Water,Non_Wetland,Water,Water,Grassland
11777,Water,Built-up,Shrubland,Water,Non_Wetland,Water,Water,Water
11778,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
11779,Water,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
11780,Water,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
11781,Water,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,Water
11782,Water,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
11783,Water,Built-up,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
11784,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
11785,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Water
11786,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
11787,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
11788,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
11789,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
11790,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland,Water,Water
11791,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
11792,Water,Built-up,Grassland,NULL,Non_Wetland,Water,Wetland,Water
11793,Water,Built-up,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
11794,Water,Built-up,Grassland,NULL,Non_Wetland,Water,Water,Forest
11795,Water,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
11796,Water,Built-up,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
11797,Water,Built-up,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
11798,Water,Built-up,Grassland,Non_Water,Non_Wetland,Bareland,Water,Water
11799,Water,Built-up,Grassland,Non_Water,Non_Wetland,Bareland,Water,Forest
11800,Water,Built-up,Grassland,Non_Water,Non_Wetland,Water,Water,Water
11801,Water,Built-up,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
11802,Water,Built-up,Grassland,Water,Non_Wetland,Wetland,Bareland,Grassland
11803,Water,Built-up,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
11804,Water,Built-up,Grassland,Water,Non_Wetland,Bareland,Water,Water
11805,Water,Built-up,Grassland,Water,Non_Wetland,Water,Bareland,Grassland
11806,Water,Built-up,Grassland,Water,Non_Wetland,Water,Water,Water
11807,Water,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
11808,Water,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Forest
11809,Water,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Water
11810,Water,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Forest
11811,Water,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
11812,Water,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
11813,Water,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
11814,Water,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Water
11815,Water,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Forest
11816,Water,Built-up,Wetland,NULL,Wetland,Wetland,Water,Grassland
11817,Water,Built-up,Wetland,NULL,Wetland,Wetland,Water,Water
11818,Water,Built-up,Wetland,NULL,Wetland,Wetland,Water,Forest
11819,Water,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
11820,Water,Built-up,Wetland,NULL,Wetland,Bareland,Water,Grassland
11821,Water,Built-up,Wetland,NULL,Wetland,Bareland,Water,Water
11822,Water,Built-up,Wetland,NULL,Wetland,Bareland,Water,Forest
11823,Water,Built-up,Wetland,NULL,Wetland,Bareland,Forest,Water
11824,Water,Built-up,Wetland,NULL,Wetland,Water,NULL,Grassland
11825,Water,Built-up,Wetland,NULL,Wetland,Water,Grassland,Grassland
11826,Water,Built-up,Wetland,NULL,Wetland,Water,Grassland,Wetland
11827,Water,Built-up,Wetland,NULL,Wetland,Water,Grassland,Forest
11828,Water,Built-up,Wetland,NULL,Wetland,Water,Wetland,Grassland
11829,Water,Built-up,Wetland,NULL,Wetland,Water,Bareland,Grassland
11830,Water,Built-up,Wetland,NULL,Wetland,Water,Water,Grassland
11831,Water,Built-up,Wetland,NULL,Wetland,Water,Water,Wetland
11832,Water,Built-up,Wetland,NULL,Wetland,Water,Water,Forest
11833,Water,Built-up,Wetland,NULL,Wetland,Water,Forest,Water
11834,Water,Built-up,Wetland,NULL,Wetland,Water,Forest,Forest
11835,Water,Built-up,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
11836,Water,Built-up,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
11837,Water,Built-up,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
11838,Water,Built-up,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
11839,Water,Built-up,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
11840,Water,Built-up,Wetland,Non_Water,Wetland,Wetland,Bareland,Grassland
11841,Water,Built-up,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
11842,Water,Built-up,Wetland,Non_Water,Wetland,Wetland,Water,Water
11843,Water,Built-up,Wetland,Non_Water,Wetland,Wetland,Water,Forest
11844,Water,Built-up,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
11845,Water,Built-up,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
11846,Water,Built-up,Wetland,Non_Water,Wetland,Water,Water,Grassland
11847,Water,Built-up,Wetland,Non_Water,Wetland,Water,Water,Wetland
11848,Water,Built-up,Wetland,Non_Water,Wetland,Water,Water,Water
11849,Water,Built-up,Wetland,Non_Water,Wetland,Water,Water,Forest
11850,Water,Built-up,Wetland,Non_Water,Wetland,Water,Forest,Grassland
11851,Water,Built-up,Wetland,Water,Wetland,Grassland,Wetland,Forest
11852,Water,Built-up,Wetland,Water,Wetland,Grassland,Bareland,Grassland
11853,Water,Built-up,Wetland,Water,Wetland,Grassland,Water,Forest
11854,Water,Built-up,Wetland,Water,Wetland,Wetland,Grassland,Grassland
11855,Water,Built-up,Wetland,Water,Wetland,Wetland,Wetland,Grassland
11856,Water,Built-up,Wetland,Water,Wetland,Wetland,Wetland,Wetland
11857,Water,Built-up,Wetland,Water,Wetland,Wetland,Wetland,Water
11858,Water,Built-up,Wetland,Water,Wetland,Wetland,Bareland,Grassland
11859,Water,Built-up,Wetland,Water,Wetland,Wetland,Bareland,Water
11860,Water,Built-up,Wetland,Water,Wetland,Wetland,Water,Grassland
11861,Water,Built-up,Wetland,Water,Wetland,Wetland,Water,Wetland
11862,Water,Built-up,Wetland,Water,Wetland,Wetland,Water,Water
11863,Water,Built-up,Wetland,Water,Wetland,Wetland,Water,Forest
11864,Water,Built-up,Wetland,Water,Wetland,Bareland,Wetland,Grassland
11865,Water,Built-up,Wetland,Water,Wetland,Bareland,Water,Grassland
11866,Water,Built-up,Wetland,Water,Wetland,Bareland,Water,Water
11867,Water,Built-up,Wetland,Water,Wetland,Built-up,Water,Grassland
11868,Water,Built-up,Wetland,Water,Wetland,Built-up,Water,Water
11869,Water,Built-up,Wetland,Water,Wetland,Water,Wetland,Grassland
11870,Water,Built-up,Wetland,Water,Wetland,Water,Wetland,Wetland
11871,Water,Built-up,Wetland,Water,Wetland,Water,Bareland,Grassland
11872,Water,Built-up,Wetland,Water,Wetland,Water,Bareland,Water
11873,Water,Built-up,Wetland,Water,Wetland,Water,Water,Grassland
11874,Water,Built-up,Wetland,Water,Wetland,Water,Water,Wetland
11875,Water,Built-up,Wetland,Water,Wetland,Water,Water,Bareland
11876,Water,Built-up,Wetland,Water,Wetland,Water,Water,Water
11877,Water,Built-up,Wetland,Water,Wetland,Water,Water,Forest
11878,Water,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Bareland
11879,Water,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Forest,Forest
11880,Water,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Bareland,Grassland,Forest
11881,Water,Built-up,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
11882,Water,Built-up,Bareland,NULL,Non_Wetland,Grassland,Bareland,Water
11883,Water,Built-up,Bareland,NULL,Non_Wetland,Grassland,Water,Bareland
11884,Water,Built-up,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
11885,Water,Built-up,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
11886,Water,Built-up,Bareland,NULL,Non_Wetland,Wetland,Bareland,Grassland
11887,Water,Built-up,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
11888,Water,Built-up,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
11889,Water,Built-up,Bareland,NULL,Non_Wetland,Wetland,Water,Water
11890,Water,Built-up,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
11891,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
11892,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
11893,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
11894,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
11895,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
11896,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
11897,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
11898,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland,Water,Water
11899,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
11900,Water,Built-up,Bareland,NULL,Non_Wetland,Water,Bareland,Grassland
11901,Water,Built-up,Bareland,NULL,Non_Wetland,Water,Bareland,Water
11902,Water,Built-up,Bareland,NULL,Non_Wetland,Water,Water,Grassland
11903,Water,Built-up,Bareland,NULL,Non_Wetland,Water,Water,Water
11904,Water,Built-up,Bareland,NULL,Non_Wetland,Water,Water,Forest
11905,Water,Built-up,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
11906,Water,Built-up,Bareland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
11907,Water,Built-up,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
11908,Water,Built-up,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
11909,Water,Built-up,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
11910,Water,Built-up,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
11911,Water,Built-up,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
11912,Water,Built-up,Bareland,Non_Water,Non_Wetland,Bareland,Water,Forest
11913,Water,Built-up,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
11914,Water,Built-up,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
11915,Water,Built-up,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
11916,Water,Built-up,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
11917,Water,Built-up,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
11918,Water,Built-up,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
11919,Water,Built-up,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
11920,Water,Built-up,Bareland,Water,Non_Wetland,Wetland,Bareland,Grassland
11921,Water,Built-up,Bareland,Water,Non_Wetland,Wetland,Bareland,Water
11922,Water,Built-up,Bareland,Water,Non_Wetland,Wetland,Bareland,Forest
11923,Water,Built-up,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
11924,Water,Built-up,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
11925,Water,Built-up,Bareland,Water,Non_Wetland,Wetland,Water,Water
11926,Water,Built-up,Bareland,Water,Non_Wetland,Wetland,Water,Forest
11927,Water,Built-up,Bareland,Water,Non_Wetland,Bareland,Grassland,Water
11928,Water,Built-up,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
11929,Water,Built-up,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
11930,Water,Built-up,Bareland,Water,Non_Wetland,Bareland,Water,Forest
11931,Water,Built-up,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
11932,Water,Built-up,Bareland,Water,Non_Wetland,Water,Wetland,Forest
11933,Water,Built-up,Bareland,Water,Non_Wetland,Water,Bareland,Water
11934,Water,Built-up,Bareland,Water,Non_Wetland,Water,Water,Grassland
11935,Water,Built-up,Bareland,Water,Non_Wetland,Water,Water,Wetland
11936,Water,Built-up,Bareland,Water,Non_Wetland,Water,Water,Water
11937,Water,Built-up,Bareland,Water,Non_Wetland,Water,Water,Forest
11938,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
11939,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
11940,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Water
11941,Water,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
11942,Water,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
11943,Water,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
11944,Water,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Water
11945,Water,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
11946,Water,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Grassland
11947,Water,Built-up,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
11948,Water,Built-up,Built-up,NULL,Non_Wetland,Wetland,Water,Water
11949,Water,Built-up,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
11950,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
11951,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
11952,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
11953,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
11954,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
11955,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
11956,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
11957,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,Grassland
11958,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,Water
11959,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Grassland
11960,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Water
11961,Water,Built-up,Built-up,Non_Water,Non_Wetland,Wetland,Water,Water
11962,Water,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
11963,Water,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Water,Built-up
11964,Water,Built-up,Built-up,Non_Water,Non_Wetland,Water,Water,Water
11965,Water,Built-up,Built-up,Water,Non_Wetland,Grassland,Water,Grassland
11966,Water,Built-up,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
11967,Water,Built-up,Built-up,Water,Non_Wetland,Wetland,Water,Water
11968,Water,Built-up,Built-up,Water,Non_Wetland,Wetland,Water,Forest
11969,Water,Built-up,Built-up,Water,Non_Wetland,Bareland,Grassland,Grassland
11970,Water,Built-up,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
11971,Water,Built-up,Built-up,Water,Non_Wetland,Bareland,Water,Wetland
11972,Water,Built-up,Built-up,Water,Non_Wetland,Bareland,Water,Water
11973,Water,Built-up,Built-up,Water,Non_Wetland,Built-up,Water,Water
11974,Water,Built-up,Built-up,Water,Non_Wetland,Water,Bareland,Water
11975,Water,Built-up,Built-up,Water,Non_Wetland,Water,Bareland,Forest
11976,Water,Built-up,Built-up,Water,Non_Wetland,Water,Built-up,Water
11977,Water,Built-up,Built-up,Water,Non_Wetland,Water,Built-up,Forest
11978,Water,Built-up,Built-up,Water,Non_Wetland,Water,Water,Grassland
11979,Water,Built-up,Built-up,Water,Non_Wetland,Water,Water,Wetland
11980,Water,Built-up,Built-up,Water,Non_Wetland,Water,Water,Water
11981,Water,Built-up,Water,NULL,Water,Wetland,Bareland,Forest
11982,Water,Built-up,Water,NULL,Water,Wetland,Water,Grassland
11983,Water,Built-up,Water,NULL,Water,Wetland,Water,Water
11984,Water,Built-up,Water,NULL,Water,Wetland,Water,Forest
11985,Water,Built-up,Water,NULL,Water,Bareland,Grassland,Water
11986,Water,Built-up,Water,NULL,Water,Bareland,Water,Wetland
11987,Water,Built-up,Water,NULL,Water,Bareland,Water,Water
11988,Water,Built-up,Water,NULL,Water,Bareland,Water,Forest
11989,Water,Built-up,Water,Non_Water,Water,Bareland,Water,Water
11990,Water,Built-up,Water,Non_Water,Water,Water,Wetland,Grassland
11991,Water,Built-up,Water,Water,Water,Wetland,Wetland,Grassland
11992,Water,Built-up,Water,Water,Water,Wetland,Wetland,Wetland
11993,Water,Built-up,Water,Water,Water,Wetland,Wetland,Water
11994,Water,Built-up,Water,Water,Water,Wetland,Wetland,Forest
11995,Water,Built-up,Water,Water,Water,Wetland,Bareland,Grassland
11996,Water,Built-up,Water,Water,Water,Wetland,Water,Grassland
11997,Water,Built-up,Water,Water,Water,Wetland,Water,Wetland
11998,Water,Built-up,Water,Water,Water,Wetland,Water,Water
11999,Water,Built-up,Water,Water,Water,Wetland,Water,Forest
12000,Water,Built-up,Water,Water,Water,Bareland,Water,Grassland
12001,Water,Built-up,Water,Water,Water,Bareland,Water,Water
12002,Water,Built-up,Water,Water,Water,Built-up,Water,Water
12003,Water,Built-up,Water,Water,Water,Water,Built-up,Grassland
12004,Water,Built-up,Water,Water,Water,Water,Water,Grassland
12005,Water,Built-up,Water,Water,Water,Water,Water,Wetland
12006,Water,Built-up,Water,Water,Water,Water,Water,Water
12007,Water,Built-up,Water,Water,Water,Water,Water,Forest
12008,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Water,Forest
12009,Water,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
12010,Water,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
12011,Water,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
12012,Water,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
12013,Water,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Bareland
12014,Water,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
12015,Water,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
12016,Water,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
12017,Water,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
12018,Water,Built-up,Forest,NULL,Non_Wetland,Wetland,Water,Forest
12019,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
12020,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
12021,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
12022,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
12023,Water,Built-up,Forest,NULL,Non_Wetland,Water,Bareland,Forest
12024,Water,Built-up,Forest,NULL,Non_Wetland,Water,Water,Water
12025,Water,Built-up,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
12026,Water,Built-up,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
12027,Water,Built-up,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
12028,Water,Built-up,Forest,Water,Non_Wetland,Grassland,Water,Grassland
12029,Water,Built-up,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
12030,Water,Built-up,Forest,Water,Non_Wetland,Wetland,Wetland,Water
12031,Water,Built-up,Forest,Water,Non_Wetland,Wetland,Bareland,Grassland
12032,Water,Built-up,Forest,Water,Non_Wetland,Wetland,Bareland,Forest
12033,Water,Built-up,Forest,Water,Non_Wetland,Wetland,Water,Grassland
12034,Water,Built-up,Forest,Water,Non_Wetland,Wetland,Water,Wetland
12035,Water,Built-up,Forest,Water,Non_Wetland,Wetland,Water,Water
12036,Water,Built-up,Forest,Water,Non_Wetland,Bareland,Grassland,Forest
12037,Water,Built-up,Forest,Water,Non_Wetland,Bareland,Water,Grassland
12038,Water,Built-up,Forest,Water,Non_Wetland,Bareland,Water,Forest
12039,Water,Built-up,Forest,Water,Non_Wetland,Water,Wetland,Grassland
12040,Water,Built-up,Forest,Water,Non_Wetland,Water,Water,Grassland
12041,Water,Built-up,Forest,Water,Non_Wetland,Water,Water,Water
12042,Water,Built-up,Forest,Water,Non_Wetland,Water,Water,Forest
12043,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
12044,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
12045,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
12046,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
12047,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
12048,Water,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
12049,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
12050,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
12051,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
