Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LTC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LTC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LTC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LTC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LTC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LTC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LTC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LTC_M_R
10478,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
10479,Forest,Cropland,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
10480,Forest,Cropland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
10481,Forest,Cropland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
10482,Forest,Cropland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
10483,Forest,Cropland,Wetland,Non_Water,Wetland,Water,Water,Wetland
10484,Forest,Cropland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
10485,Forest,Cropland,Wetland,Water,Wetland,Wetland,Grassland,Wetland
10486,Forest,Cropland,Wetland,Water,Wetland,Wetland,Grassland,Forest
10487,Forest,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
10488,Forest,Cropland,Wetland,Water,Wetland,Water,Wetland,Wetland
10489,Forest,Cropland,Wetland,Water,Wetland,Water,Water,Wetland
10490,Forest,Cropland,Wetland,Water,Wetland,Water,Water,Water
10491,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10492,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
10493,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
10494,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
10495,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
10496,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10497,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
10498,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Wetland
10499,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
10500,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
10501,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Wetland
10502,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
10503,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
10504,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Wetland
10505,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
10506,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
10507,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
10508,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
10509,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
10510,Forest,Cropland,Water,NULL,Water,NULL,NULL,Grassland
10511,Forest,Cropland,Water,NULL,Water,NULL,Grassland,Forest
10512,Forest,Cropland,Water,NULL,Water,NULL,Wetland,Wetland
10513,Forest,Cropland,Water,NULL,Water,NULL,Wetland,Forest
10514,Forest,Cropland,Water,NULL,Water,Shrubland,Grassland,Forest
10515,Forest,Cropland,Water,NULL,Water,Grassland,NULL,Forest
10516,Forest,Cropland,Water,NULL,Water,Grassland,Shrubland,Grassland
10517,Forest,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
10518,Forest,Cropland,Water,NULL,Water,Grassland,Grassland,Wetland
10519,Forest,Cropland,Water,NULL,Water,Grassland,Grassland,Water
10520,Forest,Cropland,Water,NULL,Water,Grassland,Grassland,Forest
10521,Forest,Cropland,Water,NULL,Water,Grassland,Wetland,Grassland
10522,Forest,Cropland,Water,NULL,Water,Grassland,Wetland,Wetland
10523,Forest,Cropland,Water,NULL,Water,Grassland,Wetland,Forest
10524,Forest,Cropland,Water,NULL,Water,Grassland,Bareland,Grassland
10525,Forest,Cropland,Water,NULL,Water,Grassland,Bareland,Forest
10526,Forest,Cropland,Water,NULL,Water,Grassland,Forest,Grassland
10527,Forest,Cropland,Water,NULL,Water,Grassland,Forest,Forest
10528,Forest,Cropland,Water,NULL,Water,Wetland,Grassland,NULL
10529,Forest,Cropland,Water,NULL,Water,Wetland,Grassland,Grassland
10530,Forest,Cropland,Water,NULL,Water,Wetland,Grassland,Wetland
10531,Forest,Cropland,Water,NULL,Water,Wetland,Grassland,Water
10532,Forest,Cropland,Water,NULL,Water,Wetland,Grassland,Forest
10533,Forest,Cropland,Water,NULL,Water,Wetland,Wetland,Grassland
10534,Forest,Cropland,Water,NULL,Water,Wetland,Wetland,Wetland
10535,Forest,Cropland,Water,NULL,Water,Wetland,Wetland,Forest
10536,Forest,Cropland,Water,NULL,Water,Wetland,Bareland,Grassland
10537,Forest,Cropland,Water,NULL,Water,Bareland,Grassland,Grassland
10538,Forest,Cropland,Water,NULL,Water,Bareland,Grassland,Wetland
10539,Forest,Cropland,Water,NULL,Water,Bareland,Grassland,Forest
10540,Forest,Cropland,Water,NULL,Water,Water,Grassland,Grassland
10541,Forest,Cropland,Water,NULL,Water,Water,Grassland,Wetland
10542,Forest,Cropland,Water,NULL,Water,Water,Grassland,Water
10543,Forest,Cropland,Water,NULL,Water,Water,Grassland,Forest
10544,Forest,Cropland,Water,NULL,Water,Water,Wetland,Grassland
10545,Forest,Cropland,Water,NULL,Water,Water,Wetland,Wetland
10546,Forest,Cropland,Water,NULL,Water,Forest,Grassland,Forest
10547,Forest,Cropland,Water,NULL,Water,Forest,Forest,Forest
10548,Forest,Cropland,Water,Non_Water,Water,NULL,Grassland,Wetland
10549,Forest,Cropland,Water,Non_Water,Water,NULL,Wetland,Grassland
10550,Forest,Cropland,Water,Non_Water,Water,Grassland,Grassland,Wetland
10551,Forest,Cropland,Water,Non_Water,Water,Grassland,Wetland,Grassland
10552,Forest,Cropland,Water,Non_Water,Water,Grassland,Wetland,Wetland
10553,Forest,Cropland,Water,Non_Water,Water,Wetland,Grassland,Grassland
10554,Forest,Cropland,Water,Non_Water,Water,Wetland,Grassland,Forest
10555,Forest,Cropland,Water,Non_Water,Water,Wetland,Wetland,Wetland
10556,Forest,Cropland,Water,Non_Water,Water,Wetland,Wetland,Forest
10557,Forest,Cropland,Water,Non_Water,Water,Bareland,Grassland,Grassland
10558,Forest,Cropland,Water,Non_Water,Water,Water,Wetland,Wetland
10559,Forest,Cropland,Water,Water,Water,Grassland,Grassland,Forest
10560,Forest,Cropland,Water,Water,Water,Grassland,Wetland,Wetland
10561,Forest,Cropland,Water,Water,Water,Wetland,Grassland,Wetland
10562,Forest,Cropland,Water,Water,Water,Wetland,Wetland,Wetland
10563,Forest,Cropland,Water,Water,Water,Water,Grassland,Wetland
10564,Forest,Cropland,Water,Water,Water,Water,Grassland,Forest
10565,Forest,Cropland,Water,Water,Water,Water,Wetland,Wetland
10566,Forest,Cropland,Water,Water,Water,Water,Water,Forest
10567,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
10568,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
10569,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
10570,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
10571,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
10572,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
10573,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
10574,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
10575,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
10576,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
10577,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
10578,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
10579,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10580,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
10581,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10582,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10583,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
10584,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
10585,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
10586,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
10587,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
10588,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
10589,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
10590,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
10591,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
10592,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
10593,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
10594,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
10595,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10596,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
10597,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
10598,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
10599,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
10600,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
10601,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
10602,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
10603,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
10604,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
10605,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
10606,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
10607,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
10608,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
10609,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
10610,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
10611,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
10612,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
10613,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
10614,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
10615,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
10616,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
10617,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
10618,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
10619,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
10620,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Wetland
10621,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
10622,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
10623,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
10624,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
10625,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
10626,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
10627,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
10628,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
10629,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
10630,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
10631,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
10632,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
10633,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
10634,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Bareland
10635,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Built-up
10636,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
10637,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
10638,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
10639,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
10640,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
10641,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
10642,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
10643,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
10644,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
10645,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
10646,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
10647,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
10648,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
10649,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
10650,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
10651,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Wetland
10652,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
10653,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
10654,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
10655,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
10656,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
10657,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
10658,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
10659,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
10660,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
10661,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
10662,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
10663,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
10664,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
10665,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
10666,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
10667,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
10668,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
10669,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
10670,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
10671,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
10672,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
10673,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
10674,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
10675,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
10676,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
10677,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
10678,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
10679,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
10680,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
10681,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
10682,Forest,Cropland,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
10683,Forest,Cropland,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
10684,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
10685,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
10686,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
10687,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
10688,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
10689,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
10690,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
10691,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
10692,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
10693,Forest,Wetland,Wetland,NULL,Wetland,NULL,Grassland,Forest
10694,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
10695,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
10696,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
10697,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
10698,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
10699,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
10700,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
10701,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
10702,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
10703,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
10704,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
10705,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
10706,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
10707,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
10708,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
10709,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
10710,Forest,Wetland,Water,NULL,Water,Grassland,Grassland,Forest
10711,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
10712,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
10713,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
10714,Forest,Wetland,Water,Non_Water,Water,Water,Grassland,Wetland
10715,Forest,Wetland,Water,Non_Water,Water,Water,Water,Wetland
10716,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
10717,Forest,Wetland,Water,Water,Water,Wetland,Water,Wetland
10718,Forest,Wetland,Water,Water,Water,Water,Wetland,Wetland
10719,Forest,Wetland,Water,Water,Water,Water,Water,Wetland
10720,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
10721,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
10722,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
10723,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
10724,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
10725,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
10726,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
10727,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
10728,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
10729,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
10730,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
10731,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Wetland
10732,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Wetland
10733,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
10734,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
10735,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
10736,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
10737,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
10738,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
10739,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
10740,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
10741,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
10742,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
10743,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
10744,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
10745,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
10746,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
10747,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
10748,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
10749,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
10750,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
10751,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10752,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
10753,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10754,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
10755,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
10756,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
10757,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
10758,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
10759,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
10760,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
10761,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
10762,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
10763,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
10764,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
10765,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
10766,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
10767,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
10768,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
10769,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
10770,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
10771,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
10772,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
10773,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
10774,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
10775,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
10776,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10777,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
10778,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
10779,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10780,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
10781,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
10782,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
10783,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
10784,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
10785,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Wetland
10786,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
10787,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
10788,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
10789,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
10790,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
10791,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
10792,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
10793,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
10794,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
10795,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
10796,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
10797,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
10798,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
10799,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
10800,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
10801,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
10802,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
10803,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
10804,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
10805,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
10806,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
10807,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
10808,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
10809,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
