Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MGT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MGT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MGT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MGT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MGT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MGT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MGT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MGT_M_R
3514,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
3515,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
3516,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
3517,Bareland,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
3518,Bareland,Water,Wetland,Water,Wetland,Wetland,Water,Water
3519,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Water
3520,Bareland,Water,Wetland,Water,Wetland,Water,Water,Grassland
3521,Bareland,Water,Wetland,Water,Wetland,Water,Water,Bareland
3522,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
3523,Bareland,Water,Wetland,Water,Wetland,Water,Water,Forest
3524,Bareland,Water,Wetland,Water,Wetland,Water,Forest,Forest
3525,Bareland,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
3526,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
3527,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
3528,Bareland,Water,Bareland,Water,Non_Wetland,Water,Water,Water
3529,Bareland,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
3530,Bareland,Water,Water,NULL,Water,Water,Water,Water
3531,Bareland,Water,Water,Non_Water,Water,Water,Water,Water
3532,Bareland,Water,Water,Water,Water,Bareland,Water,Water
3533,Bareland,Water,Water,Water,Water,Water,Water,Grassland
3534,Bareland,Water,Water,Water,Water,Water,Water,Water
3535,Bareland,Water,Water,Water,Water,Water,Water,Forest
3536,Bareland,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
3537,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3538,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3539,Water,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
3540,Water,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
3541,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3542,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3543,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3544,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3545,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
3546,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
3547,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
3548,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
3549,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
3550,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
3551,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
3552,Water,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
3553,Water,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
3554,Water,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Water
3555,Water,NULL,NULL,Water,Non_Wetland,Wetland,Water,Grassland
3556,Water,NULL,NULL,Water,Non_Wetland,Wetland,Water,Forest
3557,Water,NULL,NULL,Water,Non_Wetland,Water,Wetland,Grassland
3558,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
3559,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
3560,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
3561,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
3562,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3563,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
3564,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
3565,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
3566,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
3567,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
3568,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
3569,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
3570,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3571,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
3572,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
3573,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3574,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
3575,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
3576,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
3577,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
3578,Water,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
3579,Water,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
3580,Water,NULL,Grassland,NULL,Non_Wetland,Water,Water,Grassland
3581,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3582,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3583,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3584,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3585,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
3586,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
3587,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Wetland
3588,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
3589,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
3590,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
3591,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
3592,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
3593,Water,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Forest
3594,Water,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
3595,Water,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
3596,Water,NULL,Grassland,Water,Non_Wetland,Water,Water,Grassland
3597,Water,NULL,Grassland,Water,Non_Wetland,Water,Water,Wetland
3598,Water,NULL,Grassland,Water,Non_Wetland,Water,Water,Water
3599,Water,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
3600,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
3601,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Water
3602,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3603,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
3604,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3605,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
3606,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
3607,Water,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
3608,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Water
3609,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
3610,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
3611,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
3612,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
3613,Water,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
3614,Water,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
3615,Water,NULL,Wetland,NULL,Wetland,Water,Water,Water
3616,Water,NULL,Wetland,NULL,Wetland,Water,Water,Forest
3617,Water,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
3618,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
3619,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
3620,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3621,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
3622,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
3623,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3624,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
3625,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
3626,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
3627,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3628,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
3629,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
3630,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
3631,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
3632,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
3633,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
3634,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
3635,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3636,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
3637,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
3638,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
3639,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
3640,Water,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
3641,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
3642,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Water
3643,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3644,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
3645,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
3646,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
3647,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
3648,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
3649,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Water
3650,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
3651,Water,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
3652,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Water
3653,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Forest
3654,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
3655,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
3656,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Water
3657,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
3658,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
3659,Water,NULL,Wetland,Water,Wetland,Water,Water,Wetland
3660,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
3661,Water,NULL,Wetland,Water,Wetland,Water,Water,Forest
3662,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3663,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
3664,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
3665,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
3666,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
3667,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
3668,Water,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
3669,Water,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
3670,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
3671,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Forest
3672,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3673,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3674,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3675,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3676,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3677,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
3678,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
3679,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
3680,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
3681,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
3682,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
3683,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
3684,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
3685,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Water
3686,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
3687,Water,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
3688,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
3689,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
3690,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
3691,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
3692,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
3693,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Water
3694,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Forest
3695,Water,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
3696,Water,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
3697,Water,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Water
3698,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
3699,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
3700,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
3701,Water,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
3702,Water,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
3703,Water,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
3704,Water,NULL,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
3705,Water,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
3706,Water,NULL,Water,NULL,Water,Wetland,Water,Grassland
3707,Water,NULL,Water,NULL,Water,Water,Wetland,Grassland
3708,Water,NULL,Water,NULL,Water,Water,Wetland,Water
3709,Water,NULL,Water,NULL,Water,Water,Wetland,Forest
3710,Water,NULL,Water,NULL,Water,Water,Water,Grassland
3711,Water,NULL,Water,NULL,Water,Water,Water,Water
3712,Water,NULL,Water,Non_Water,Water,Grassland,Water,Grassland
3713,Water,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
3714,Water,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
3715,Water,NULL,Water,Non_Water,Water,Wetland,Wetland,Water
3716,Water,NULL,Water,Non_Water,Water,Wetland,Wetland,Forest
3717,Water,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
3718,Water,NULL,Water,Non_Water,Water,Wetland,Water,Water
3719,Water,NULL,Water,Non_Water,Water,Wetland,Water,Forest
3720,Water,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
3721,Water,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
3722,Water,NULL,Water,Non_Water,Water,Water,Wetland,Water
3723,Water,NULL,Water,Non_Water,Water,Water,Wetland,Forest
3724,Water,NULL,Water,Non_Water,Water,Water,Water,Grassland
3725,Water,NULL,Water,Non_Water,Water,Water,Water,Water
3726,Water,NULL,Water,Non_Water,Water,Water,Water,Forest
3727,Water,NULL,Water,Water,Water,NULL,Wetland,Grassland
3728,Water,NULL,Water,Water,Water,Grassland,Wetland,Forest
3729,Water,NULL,Water,Water,Water,Grassland,Water,Water
3730,Water,NULL,Water,Water,Water,Wetland,Wetland,Grassland
3731,Water,NULL,Water,Water,Water,Wetland,Wetland,Wetland
3732,Water,NULL,Water,Water,Water,Wetland,Wetland,Water
3733,Water,NULL,Water,Water,Water,Wetland,Wetland,Forest
3734,Water,NULL,Water,Water,Water,Wetland,Water,Grassland
3735,Water,NULL,Water,Water,Water,Wetland,Water,Wetland
3736,Water,NULL,Water,Water,Water,Wetland,Water,Water
3737,Water,NULL,Water,Water,Water,Wetland,Water,Forest
3738,Water,NULL,Water,Water,Water,Bareland,Water,Water
3739,Water,NULL,Water,Water,Water,Water,Wetland,Grassland
3740,Water,NULL,Water,Water,Water,Water,Wetland,Wetland
3741,Water,NULL,Water,Water,Water,Water,Wetland,Water
3742,Water,NULL,Water,Water,Water,Water,Water,Grassland
3743,Water,NULL,Water,Water,Water,Water,Water,Wetland
3744,Water,NULL,Water,Water,Water,Water,Water,Water
3745,Water,NULL,Water,Water,Water,Water,Water,Forest
3746,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3747,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3748,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3749,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
3750,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
3751,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
3752,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3753,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
3754,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3755,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3756,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3757,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
3758,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
3759,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
3760,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
3761,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
3762,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
3763,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Water
3764,Water,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
3765,Water,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
3766,Water,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
3767,Water,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
3768,Water,NULL,Forest,Water,Non_Wetland,Wetland,Water,Wetland
3769,Water,NULL,Forest,Water,Non_Wetland,Wetland,Water,Forest
3770,Water,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
3771,Water,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
3772,Water,NULL,Forest,Water,Non_Wetland,Water,Wetland,Water
3773,Water,NULL,Forest,Water,Non_Wetland,Water,Wetland,Forest
3774,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
3775,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Wetland
3776,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Water
3777,Water,Cropland,Wetland,Water,Wetland,Water,Water,Grassland
3778,Water,Cropland,Wetland,Water,Wetland,Water,Water,Water
3779,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3780,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3781,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
3782,Water,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
3783,Water,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
3784,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Water
3785,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3786,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3787,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
3788,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
3789,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
3790,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
3791,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
3792,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Water
3793,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Forest
3794,Water,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
3795,Water,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Grassland
3796,Water,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Wetland
3797,Water,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Grassland
3798,Water,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Wetland
3799,Water,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Forest
3800,Water,Wetland,NULL,Water,Non_Wetland,Water,Water,Grassland
3801,Water,Wetland,NULL,Water,Non_Wetland,Water,Water,Water
3802,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
3803,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
3804,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
3805,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3806,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3807,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
3808,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
3809,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
3810,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
3811,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
3812,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
3813,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Water
3814,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
3815,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Water
3816,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3817,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
3818,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
3819,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
3820,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
3821,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Grassland
3822,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Wetland
3823,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Water
3824,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Forest
3825,Water,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3826,Water,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3827,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3828,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3829,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Water
3830,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
3831,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
3832,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
3833,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
3834,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
3835,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Water
3836,Water,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
3837,Water,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
3838,Water,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
3839,Water,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Water
3840,Water,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
3841,Water,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Water
3842,Water,Wetland,Grassland,Water,Non_Wetland,Water,Water,Grassland
3843,Water,Wetland,Grassland,Water,Non_Wetland,Water,Water,Water
3844,Water,Wetland,Grassland,Water,Non_Wetland,Water,Water,Forest
3845,Water,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3846,Water,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
3847,Water,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
3848,Water,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
3849,Water,Wetland,Wetland,NULL,Wetland,Grassland,Water,Grassland
3850,Water,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
3851,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3852,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
3853,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
3854,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3855,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
3856,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
3857,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
3858,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
3859,Water,Wetland,Wetland,NULL,Wetland,Bareland,Water,Grassland
3860,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
3861,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
3862,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
3863,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
3864,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
3865,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Bareland
3866,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Water
3867,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
3868,Water,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Grassland
3869,Water,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
3870,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
3871,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
3872,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
