Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LER_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LER_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LER_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LER_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LER_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LER_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LER_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LER_M_R
4725,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4726,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
4727,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
4728,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
4729,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
4730,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
4731,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
4732,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4733,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4734,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
4735,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
4736,Wetland,NULL,Wetland,NULL,Wetland,Water,Grassland,NULL
4737,Wetland,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
4738,Wetland,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
4739,Wetland,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
4740,Wetland,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
4741,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
4742,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
4743,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
4744,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
4745,Wetland,NULL,Wetland,NULL,Wetland,Water,Forest,Wetland
4746,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
4747,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
4748,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
4749,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
4750,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
4751,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
4752,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
4753,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
4754,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
4755,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
4756,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
4757,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Wetland
4758,Wetland,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Water
4759,Wetland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
4760,Wetland,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
4761,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
4762,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Water
4763,Wetland,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Wetland
4764,Wetland,NULL,Bareland,NULL,Non_Wetland,Water,Water,Wetland
4765,Wetland,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Wetland
4766,Wetland,NULL,Water,NULL,Water,Shrubland,Shrubland,Water
4767,Wetland,NULL,Water,NULL,Water,Shrubland,Shrubland,Forest
4768,Wetland,NULL,Water,NULL,Water,Shrubland,Grassland,NULL
4769,Wetland,NULL,Water,NULL,Water,Shrubland,Grassland,Grassland
4770,Wetland,NULL,Water,NULL,Water,Shrubland,Grassland,Wetland
4771,Wetland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
4772,Wetland,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
4773,Wetland,NULL,Water,NULL,Water,Wetland,Grassland,Wetland
4774,Wetland,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
4775,Wetland,NULL,Water,NULL,Water,Wetland,Water,Water
4776,Wetland,NULL,Water,NULL,Water,Wetland,Forest,Wetland
4777,Wetland,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
4778,Wetland,NULL,Water,NULL,Water,Water,Grassland,Wetland
4779,Wetland,NULL,Water,NULL,Water,Water,Wetland,Wetland
4780,Wetland,NULL,Water,NULL,Water,Water,Wetland,Forest
4781,Wetland,NULL,Water,NULL,Water,Water,Water,Wetland
4782,Wetland,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
4783,Wetland,NULL,Water,Water,Water,Shrubland,Water,Water
4784,Wetland,NULL,Water,Water,Water,Shrubland,Forest,Grassland
4785,Wetland,NULL,Water,Water,Water,Wetland,Water,Wetland
4786,Wetland,NULL,Water,Water,Water,Water,Water,Grassland
4787,Wetland,NULL,Water,Water,Water,Water,Water,Wetland
4788,Wetland,NULL,Water,Water,Water,Water,Water,Water
4789,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
4790,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4791,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
4792,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
4793,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4794,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
4795,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
4796,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
4797,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
4798,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
4799,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
4800,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
4801,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4802,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
4803,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4804,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
4805,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
4806,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
4807,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
4808,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
4809,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
4810,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
4811,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4812,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
4813,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4814,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
4815,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
4816,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
4817,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4818,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
4819,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
4820,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
4821,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
4822,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
4823,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Water
4824,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
4825,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
4826,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
4827,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
4828,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Water,Wetland
4829,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
4830,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Forest,Wetland
4831,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
4832,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
4833,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
4834,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
4835,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4836,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
4837,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4838,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
4839,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4840,Wetland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
4841,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
4842,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
4843,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
4844,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Forest
4845,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Wetland
4846,Wetland,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Water
4847,Wetland,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Wetland
4848,Wetland,NULL,Forest,Water,Non_Wetland,Shrubland,Forest,Grassland
4849,Wetland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Wetland
4850,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Water
4851,Wetland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4852,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
4853,Wetland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Wetland
4854,Wetland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Wetland
4855,Wetland,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
4856,Wetland,Cropland,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
4857,Wetland,Cropland,NULL,NULL,Non_Wetland,Water,Water,Wetland
4858,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Water,Wetland
4859,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
4860,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
4861,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Forest,Water,Wetland
4862,Wetland,Cropland,NULL,Water,Non_Wetland,Bareland,Grassland,Forest
4863,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4864,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
4865,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4866,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4867,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4868,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4869,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4870,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4871,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4872,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4873,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
4874,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Water,Shrubland,Wetland
4875,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
4876,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
4877,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
4878,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
4879,Wetland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4880,Wetland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4881,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4882,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4883,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4884,Wetland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4885,Wetland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
4886,Wetland,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
4887,Wetland,Cropland,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
4888,Wetland,Cropland,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
4889,Wetland,Cropland,Wetland,NULL,Wetland,Water,Grassland,Wetland
4890,Wetland,Cropland,Wetland,NULL,Wetland,Water,Water,Wetland
4891,Wetland,Cropland,Wetland,NULL,Wetland,Forest,Grassland,Wetland
4892,Wetland,Cropland,Wetland,NULL,Wetland,Forest,Water,Wetland
4893,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland,Wetland
4894,Wetland,Cropland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
4895,Wetland,Cropland,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
4896,Wetland,Cropland,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
4897,Wetland,Cropland,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
4898,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
4899,Wetland,Cropland,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
4900,Wetland,Cropland,Wetland,Non_Water,Wetland,Water,Water,Wetland
4901,Wetland,Cropland,Wetland,Non_Water,Wetland,Forest,Grassland,Wetland
4902,Wetland,Cropland,Wetland,Non_Water,Wetland,Forest,Water,Wetland
4903,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
4904,Wetland,Cropland,Water,NULL,Water,Shrubland,Shrubland,Wetland
4905,Wetland,Cropland,Water,NULL,Water,Shrubland,Water,Wetland
4906,Wetland,Cropland,Water,NULL,Water,Water,Water,Wetland
4907,Wetland,Cropland,Water,Non_Water,Water,NULL,Water,Wetland
4908,Wetland,Cropland,Water,Non_Water,Water,Shrubland,Water,Grassland
4909,Wetland,Cropland,Water,Non_Water,Water,Shrubland,Water,Wetland
4910,Wetland,Cropland,Water,Non_Water,Water,Water,Water,Wetland
4911,Wetland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4912,Wetland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4913,Wetland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
4914,Wetland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4915,Wetland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
4916,Wetland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
4917,Wetland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
4918,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4919,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4920,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4921,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
4922,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
4923,Wetland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Wetland
4924,Wetland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4925,Wetland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Wetland
4926,Wetland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4927,Wetland,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
4928,Wetland,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
4929,Wetland,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
4930,Wetland,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
4931,Wetland,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
4932,Wetland,Cropland,Forest,NULL,Non_Wetland,Water,Water,Wetland
4933,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
4934,Wetland,Cropland,Forest,Water,Non_Wetland,Water,Grassland,Forest
4935,Wetland,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
4936,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
4937,Wetland,Wetland,NULL,NULL,Non_Wetland,Bareland,Grassland,Wetland
4938,Wetland,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
4939,Wetland,Wetland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
4940,Wetland,Wetland,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
4941,Wetland,Wetland,NULL,NULL,Non_Wetland,Water,Grassland,Forest
4942,Wetland,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
4943,Wetland,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
4944,Wetland,Wetland,NULL,NULL,Non_Wetland,Water,Water,Wetland
4945,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Water,Wetland
4946,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
4947,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4948,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
4949,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Water,Grassland,Wetland
4950,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
4951,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
4952,Wetland,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
4953,Wetland,Wetland,NULL,Water,Non_Wetland,Water,Water,Grassland
4954,Wetland,Wetland,NULL,Water,Non_Wetland,Water,Forest,Grassland
4955,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4956,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
4957,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4958,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4959,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
4960,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
4961,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
4962,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
4963,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
4964,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
4965,Wetland,Wetland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
4966,Wetland,Wetland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
4967,Wetland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4968,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
4969,Wetland,Wetland,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
4970,Wetland,Wetland,Grassland,Water,Non_Wetland,Bareland,Bareland,Bareland
4971,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
4972,Wetland,Wetland,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
4973,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
4974,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
4975,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4976,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
4977,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
4978,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Water
4979,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
4980,Wetland,Wetland,Wetland,NULL,Wetland,Water,Grassland,Wetland
4981,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
4982,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
4983,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
4984,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
4985,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
4986,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
4987,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
4988,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
4989,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
4990,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
4991,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
4992,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
4993,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
4994,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
4995,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Wetland
4996,Wetland,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Grassland
4997,Wetland,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Bareland
4998,Wetland,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Water
4999,Wetland,Wetland,Wetland,Water,Wetland,Water,Grassland,Wetland
5000,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
5001,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
5002,Wetland,Wetland,Wetland,Water,Wetland,Water,Forest,Grassland
5003,Wetland,Wetland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
5004,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water,Grassland,Wetland
5005,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Wetland
5006,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
5007,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water,Grassland,Wetland
5008,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
5009,Wetland,Wetland,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
5010,Wetland,Wetland,Bareland,Water,Non_Wetland,Water,Water,Grassland
5011,Wetland,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
5012,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5013,Wetland,Wetland,Water,NULL,Water,NULL,Grassland,Wetland
5014,Wetland,Wetland,Water,NULL,Water,Shrubland,Shrubland,Wetland
5015,Wetland,Wetland,Water,NULL,Water,Shrubland,Wetland,Wetland
5016,Wetland,Wetland,Water,NULL,Water,Grassland,Grassland,Grassland
5017,Wetland,Wetland,Water,NULL,Water,Bareland,Shrubland,Wetland
5018,Wetland,Wetland,Water,NULL,Water,Bareland,Bareland,Grassland
5019,Wetland,Wetland,Water,NULL,Water,Bareland,Bareland,Bareland
5020,Wetland,Wetland,Water,NULL,Water,Bareland,Bareland,Water
5021,Wetland,Wetland,Water,NULL,Water,Water,Grassland,Grassland
5022,Wetland,Wetland,Water,NULL,Water,Water,Grassland,Wetland
5023,Wetland,Wetland,Water,NULL,Water,Water,Grassland,Water
5024,Wetland,Wetland,Water,NULL,Water,Water,Wetland,Grassland
5025,Wetland,Wetland,Water,NULL,Water,Water,Wetland,Wetland
5026,Wetland,Wetland,Water,NULL,Water,Water,Wetland,Forest
5027,Wetland,Wetland,Water,NULL,Water,Water,Water,Wetland
5028,Wetland,Wetland,Water,NULL,Water,Water,Water,Water
5029,Wetland,Wetland,Water,Non_Water,Water,Shrubland,Shrubland,Wetland
5030,Wetland,Wetland,Water,Non_Water,Water,Shrubland,Water,Wetland
5031,Wetland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
5032,Wetland,Wetland,Water,Non_Water,Water,Bareland,Bareland,Grassland
5033,Wetland,Wetland,Water,Non_Water,Water,Bareland,Bareland,Bareland
5034,Wetland,Wetland,Water,Non_Water,Water,Water,Grassland,Grassland
5035,Wetland,Wetland,Water,Non_Water,Water,Water,Grassland,Wetland
5036,Wetland,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
5037,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Grassland
5038,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Wetland
5039,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Water
5040,Wetland,Wetland,Water,Water,Water,Bareland,Bareland,Bareland
5041,Wetland,Wetland,Water,Water,Water,Bareland,Bareland,Water
5042,Wetland,Wetland,Water,Water,Water,Bareland,Bareland,Forest
5043,Wetland,Wetland,Water,Water,Water,Water,Water,Grassland
5044,Wetland,Wetland,Water,Water,Water,Water,Water,Wetland
5045,Wetland,Wetland,Water,Water,Water,Water,Water,Water
5046,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
5047,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5048,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
5049,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5050,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
5051,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
5052,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
5053,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
5054,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
