Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MPA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MPA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MPA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MPA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MPA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MPA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MPA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MPA_M_R
4098,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
4099,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
4100,Water,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
4101,Water,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
4102,Water,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Water
4103,Water,NULL,Grassland,Water,Non_Wetland,Water,Water,Grassland
4104,Water,NULL,Grassland,Water,Non_Wetland,Water,Water,Wetland
4105,Water,NULL,Grassland,Water,Non_Wetland,Water,Water,Water
4106,Water,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Wetland
4107,Water,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
4108,Water,NULL,Wetland,NULL,Wetland,NULL,Water,Water
4109,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
4110,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
4111,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
4112,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
4113,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
4114,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4115,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4116,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
4117,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4118,Water,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
4119,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
4120,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
4121,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
4122,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
4123,Water,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
4124,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
4125,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
4126,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
4127,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
4128,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
4129,Water,NULL,Wetland,NULL,Wetland,Water,Bareland,Water
4130,Water,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
4131,Water,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
4132,Water,NULL,Wetland,NULL,Wetland,Water,Water,Water
4133,Water,NULL,Wetland,NULL,Wetland,Water,Water,Forest
4134,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
4135,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
4136,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
4137,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
4138,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
4139,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
4140,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
4141,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Bareland,Grassland
4142,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
4143,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
4144,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
4145,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
4146,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
4147,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
4148,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
4149,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
4150,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
4151,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
4152,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
4153,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
4154,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
4155,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
4156,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
4157,Water,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
4158,Water,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
4159,Water,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
4160,Water,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
4161,Water,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
4162,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
4163,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
4164,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
4165,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
4166,Water,NULL,Wetland,Water,Wetland,Wetland,Bareland,Grassland
4167,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
4168,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
4169,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Water
4170,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
4171,Water,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
4172,Water,NULL,Wetland,Water,Wetland,Bareland,Wetland,Wetland
4173,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
4174,Water,NULL,Wetland,Water,Wetland,Built-up,Wetland,Grassland
4175,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
4176,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
4177,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Forest
4178,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
4179,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
4180,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Water
4181,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
4182,Water,NULL,Wetland,Water,Wetland,Water,Bareland,Grassland
4183,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
4184,Water,NULL,Wetland,Water,Wetland,Water,Water,Wetland
4185,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
4186,Water,NULL,Wetland,Water,Wetland,Water,Water,Forest
4187,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Forest,Grassland
4188,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4189,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4190,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4191,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4192,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
4193,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
4194,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
4195,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
4196,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
4197,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
4198,Water,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
4199,Water,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
4200,Water,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Water
4201,Water,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
4202,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
4203,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Wetland
4204,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
4205,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Forest
4206,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4207,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4208,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4209,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
4210,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4211,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
4212,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
4213,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
4214,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
4215,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
4216,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
4217,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
4218,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Water
4219,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
4220,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
4221,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
4222,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
4223,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Bareland,Grassland
4224,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
4225,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Water
4226,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Forest
4227,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Forest,Grassland
4228,Water,NULL,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
4229,Water,NULL,Bareland,Water,Non_Wetland,Bareland,Wetland,Water
4230,Water,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
4231,Water,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Water
4232,Water,NULL,Bareland,Water,Non_Wetland,Water,NULL,Forest
4233,Water,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
4234,Water,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
4235,Water,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
4236,Water,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Water
4237,Water,NULL,Bareland,Water,Non_Wetland,Water,Bareland,Grassland
4238,Water,NULL,Bareland,Water,Non_Wetland,Water,Built-up,Water
4239,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
4240,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
4241,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
4242,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Forest
4243,Water,NULL,Bareland,Water,Non_Wetland,Water,Forest,Grassland
4244,Water,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
4245,Water,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
4246,Water,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Water
4247,Water,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
4248,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
4249,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
4250,Water,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
4251,Water,NULL,Built-up,NULL,Non_Wetland,Water,Water,Grassland
4252,Water,NULL,Built-up,NULL,Non_Wetland,Water,Water,Wetland
4253,Water,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4254,Water,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
4255,Water,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Water,Water
4256,Water,NULL,Built-up,Non_Water,Non_Wetland,Water,Wetland,Grassland
4257,Water,NULL,Built-up,Non_Water,Non_Wetland,Water,Wetland,Water
4258,Water,NULL,Built-up,Non_Water,Non_Wetland,Water,Wetland,Forest
4259,Water,NULL,Built-up,Non_Water,Non_Wetland,Water,Water,Wetland
4260,Water,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
4261,Water,NULL,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
4262,Water,NULL,Built-up,Water,Non_Wetland,Wetland,Water,Wetland
4263,Water,NULL,Built-up,Water,Non_Wetland,Wetland,Water,Water
4264,Water,NULL,Built-up,Water,Non_Wetland,Bareland,Wetland,Water
4265,Water,NULL,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
4266,Water,NULL,Built-up,Water,Non_Wetland,Water,Wetland,Wetland
4267,Water,NULL,Built-up,Water,Non_Wetland,Water,Water,Grassland
4268,Water,NULL,Built-up,Water,Non_Wetland,Water,Water,Wetland
4269,Water,NULL,Built-up,Water,Non_Wetland,Water,Water,Water
4270,Water,NULL,Built-up,Water,Non_Wetland,Water,Water,Forest
4271,Water,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
4272,Water,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
4273,Water,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
4274,Water,NULL,Water,NULL,Water,Wetland,Wetland,Forest
4275,Water,NULL,Water,NULL,Water,Wetland,Water,Grassland
4276,Water,NULL,Water,NULL,Water,Wetland,Water,Forest
4277,Water,NULL,Water,NULL,Water,Water,Wetland,Grassland
4278,Water,NULL,Water,NULL,Water,Water,Wetland,Water
4279,Water,NULL,Water,NULL,Water,Water,Wetland,Forest
4280,Water,NULL,Water,NULL,Water,Water,Water,Grassland
4281,Water,NULL,Water,NULL,Water,Water,Water,Wetland
4282,Water,NULL,Water,NULL,Water,Water,Water,Water
4283,Water,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
4284,Water,NULL,Water,Non_Water,Water,Wetland,Wetland,Forest
4285,Water,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
4286,Water,NULL,Water,Non_Water,Water,Wetland,Water,Water
4287,Water,NULL,Water,Non_Water,Water,Wetland,Water,Forest
4288,Water,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
4289,Water,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
4290,Water,NULL,Water,Non_Water,Water,Water,Wetland,Forest
4291,Water,NULL,Water,Non_Water,Water,Water,Water,Grassland
4292,Water,NULL,Water,Non_Water,Water,Water,Water,Wetland
4293,Water,NULL,Water,Non_Water,Water,Water,Water,Water
4294,Water,NULL,Water,Non_Water,Water,Water,Water,Forest
4295,Water,NULL,Water,Water,Water,NULL,Wetland,Wetland
4296,Water,NULL,Water,Water,Water,Grassland,Wetland,Water
4297,Water,NULL,Water,Water,Water,Wetland,Wetland,Grassland
4298,Water,NULL,Water,Water,Water,Wetland,Wetland,Wetland
4299,Water,NULL,Water,Water,Water,Wetland,Wetland,Water
4300,Water,NULL,Water,Water,Water,Wetland,Wetland,Forest
4301,Water,NULL,Water,Water,Water,Wetland,Water,Grassland
4302,Water,NULL,Water,Water,Water,Wetland,Water,Wetland
4303,Water,NULL,Water,Water,Water,Wetland,Water,Water
4304,Water,NULL,Water,Water,Water,Wetland,Water,Forest
4305,Water,NULL,Water,Water,Water,Bareland,Wetland,Grassland
4306,Water,NULL,Water,Water,Water,Bareland,Wetland,Forest
4307,Water,NULL,Water,Water,Water,Bareland,Water,Water
4308,Water,NULL,Water,Water,Water,Water,Grassland,Grassland
4309,Water,NULL,Water,Water,Water,Water,Wetland,Grassland
4310,Water,NULL,Water,Water,Water,Water,Wetland,Wetland
4311,Water,NULL,Water,Water,Water,Water,Wetland,Water
4312,Water,NULL,Water,Water,Water,Water,Wetland,Forest
4313,Water,NULL,Water,Water,Water,Water,Water,Grassland
4314,Water,NULL,Water,Water,Water,Water,Water,Wetland
4315,Water,NULL,Water,Water,Water,Water,Water,Water
4316,Water,NULL,Water,Water,Water,Water,Water,Forest
4317,Water,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
4318,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4319,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
4320,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
4321,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
4322,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
4323,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4324,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
4325,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4326,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
4327,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
4328,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Water
4329,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
4330,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Water
4331,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
4332,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
4333,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Water
4334,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
4335,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
4336,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Wetland
4337,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
4338,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4339,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
4340,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4341,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
4342,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
4343,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
4344,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
4345,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
4346,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
4347,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
4348,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Forest
4349,Water,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
4350,Water,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
4351,Water,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Water
4352,Water,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
4353,Water,NULL,Forest,Water,Non_Wetland,Wetland,Bareland,Grassland
4354,Water,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
4355,Water,NULL,Forest,Water,Non_Wetland,Wetland,Water,Wetland
4356,Water,NULL,Forest,Water,Non_Wetland,Wetland,Water,Water
4357,Water,NULL,Forest,Water,Non_Wetland,Wetland,Water,Forest
4358,Water,NULL,Forest,Water,Non_Wetland,Bareland,Water,Water
4359,Water,NULL,Forest,Water,Non_Wetland,Water,NULL,Water
4360,Water,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
4361,Water,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
4362,Water,NULL,Forest,Water,Non_Wetland,Water,Wetland,Water
4363,Water,NULL,Forest,Water,Non_Wetland,Water,Wetland,Forest
4364,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
4365,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Wetland
4366,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Water
4367,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4368,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
4369,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4370,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4371,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
4372,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,Bareland,Grassland
4373,Water,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4374,Water,Cropland,Wetland,NULL,Wetland,Water,Water,Grassland
4375,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
4376,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
4377,Water,Cropland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
4378,Water,Cropland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
4379,Water,Cropland,Wetland,Water,Wetland,Water,Wetland,Grassland
4380,Water,Cropland,Wetland,Water,Wetland,Water,Wetland,Wetland
4381,Water,Cropland,Wetland,Water,Wetland,Water,Water,Grassland
4382,Water,Cropland,Wetland,Water,Wetland,Water,Water,Wetland
4383,Water,Cropland,Wetland,Water,Wetland,Water,Water,Water
4384,Water,Cropland,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4385,Water,Cropland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
4386,Water,Cropland,Bareland,Water,Non_Wetland,Water,Water,Grassland
4387,Water,Cropland,Water,Water,Water,Wetland,Water,Grassland
4388,Water,Cropland,Water,Water,Water,Water,Water,Wetland
4389,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
4390,Water,Cropland,Forest,Water,Non_Wetland,Water,Water,Wetland
4391,Water,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4392,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
4393,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
4394,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
4395,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
4396,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
4397,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
4398,Water,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
4399,Water,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
4400,Water,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
4401,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Grassland
4402,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Wetland
4403,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Water
4404,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Forest
4405,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4406,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
4407,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4408,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
4409,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
4410,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
4411,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
4412,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
4413,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
4414,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
4415,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Water
4416,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Forest
4417,Water,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
4418,Water,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
4419,Water,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Grassland
4420,Water,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Water
4421,Water,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Forest
4422,Water,Wetland,NULL,Water,Non_Wetland,Water,Grassland,Grassland
4423,Water,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Grassland
4424,Water,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Water
4425,Water,Wetland,NULL,Water,Non_Wetland,Water,Water,Grassland
4426,Water,Wetland,NULL,Water,Non_Wetland,Water,Water,Water
4427,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
4428,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4429,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4430,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
4431,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
4432,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
4433,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
4434,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4435,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
4436,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
4437,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
4438,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
4439,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
4440,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Forest
4441,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
4442,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4443,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
4444,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
4445,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
4446,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
4447,Water,Wetland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
4448,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
4449,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
4450,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
4451,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
4452,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Water
4453,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
4454,Water,Wetland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
4455,Water,Wetland,Shrubland,Water,Non_Wetland,Bareland,Water,Water
